,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUIRI,internaciones,egresos,2023-01-01,7,6,7,6,13
COMARAPA,internaciones,egresos,2023-01-01,7,39,7,39,46
CONCEPCION,internaciones,egresos,2023-01-01,4,58,4,58,62
CORIPATA,internaciones,egresos,2023-01-01,0,15,0,15,15
CORO CORO,internaciones,egresos,2023-01-01,0,1,0,1,1
COROICO,internaciones,egresos,2023-01-01,30,56,30,56,86
CORQUE,internaciones,egresos,2023-01-01,0,3,0,3,3
COTAGAITA,internaciones,egresos,2023-01-01,0,16,0,16,16
COTOCA,internaciones,egresos,2023-01-01,99,248,99,248,347
CUATRO CAÑADAS,internaciones,egresos,2023-01-01,26,63,26,63,89
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2023-01-01,1,2,1,2,3
CUEVO,internaciones,egresos,2023-01-01,0,1,0,1,1
CULPINA,internaciones,egresos,2023-01-01,8,36,8,36,44
CURAHUARA DE CARANGAS,internaciones,egresos,2023-01-01,1,1,1,1,2
DESAGUADERO,internaciones,egresos,2023-01-01,0,6,0,6,6
EL ALTO,internaciones,egresos,2023-01-01,1010,2567,1010,2567,3577
EL PUENTE(STC),internaciones,egresos,2023-01-01,27,38,27,38,65
EL PUENTE(TJA),internaciones,egresos,2023-01-01,0,6,0,6,6
EL TORNO,internaciones,egresos,2023-01-01,67,157,67,157,224
EL VILLAR,internaciones,egresos,2023-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2023-01-01,8,19,8,19,27
ENTRE RIOS CBBA,internaciones,egresos,2023-01-01,7,51,7,51,58
ESCOMA,internaciones,egresos,2023-01-01,4,19,4,19,23
EUCALIPTUS,internaciones,egresos,2023-01-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2023-01-01,2,6,2,6,8
FERNANDEZ ALONSO,internaciones,egresos,2023-01-01,11,27,11,27,38
GAIOC JATUN AYLLU YURA,internaciones,egresos,2023-01-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,egresos,2023-01-01,5,16,5,16,21
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2023-01-01,0,4,0,4,4
GUANAY,internaciones,egresos,2023-01-01,6,26,6,26,32
GUAYARAMERIN,internaciones,egresos,2023-01-01,51,59,51,59,110
GUTIERREZ,internaciones,egresos,2023-01-01,18,42,18,42,60
HUACARAJE,internaciones,egresos,2023-01-01,6,3,6,3,9
HUACARETA,internaciones,egresos,2023-01-01,3,24,3,24,27
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2023-01-01,0,4,0,4,4
HUANUNI,internaciones,egresos,2023-01-01,12,38,12,38,50
HUARINA,internaciones,egresos,2023-01-01,0,7,0,7,7
ICLA,internaciones,egresos,2023-01-01,1,7,1,7,8
INCAHUASI,internaciones,egresos,2023-01-01,0,4,0,4,4
INQUISIVI,internaciones,egresos,2023-01-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),internaciones,egresos,2023-01-01,6,13,6,13,19
IXIAMAS,internaciones,egresos,2023-01-01,4,16,4,16,20
JESUS DE MACHACA,internaciones,egresos,2023-01-01,0,6,0,6,6
LA ASUNTA,internaciones,egresos,2023-01-01,19,79,19,79,98
LA GUARDIA,internaciones,egresos,2023-01-01,93,144,93,144,237
LA PAZ,internaciones,egresos,2023-01-01,2802,4987,2802,4987,7789
LAGUNILLAS,internaciones,egresos,2023-01-01,1,5,1,5,6
LAJA,internaciones,egresos,2023-01-01,0,9,0,9,9
LAS CARRERAS,internaciones,egresos,2023-01-01,0,4,0,4,4
LICOMA PAMPA,internaciones,egresos,2023-01-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2023-01-01,104,234,104,234,338
LORETO,internaciones,egresos,2023-01-01,1,3,1,3,4
LURIBAY,internaciones,egresos,2023-01-01,0,6,0,6,6
MACHARETI,internaciones,egresos,2023-01-01,4,13,4,13,17
MAGDALENA,internaciones,egresos,2023-01-01,33,58,33,58,91
MAIRANA,internaciones,egresos,2023-01-01,17,36,17,36,53
MAPIRI,internaciones,egresos,2023-01-01,4,44,4,44,48
MINEROS,internaciones,egresos,2023-01-01,11,29,11,29,40
MIZQUE,internaciones,egresos,2023-01-01,15,45,15,45,60
MOCOMOCO,internaciones,egresos,2023-01-01,1,3,1,3,4
MOJOCOYA,internaciones,egresos,2023-01-01,0,5,0,5,5
MONTEAGUDO,internaciones,egresos,2023-01-01,76,159,76,159,235
MONTERO,internaciones,egresos,2023-01-01,484,782,484,782,1266
MORO MORO,internaciones,egresos,2023-01-01,0,2,0,2,2
MOROCHATA,internaciones,egresos,2023-01-01,0,3,0,3,3
OCURI,internaciones,egresos,2023-01-01,0,5,0,5,5
OKINAWA,internaciones,egresos,2023-01-01,0,4,0,4,4
OMEREQUE,internaciones,egresos,2023-01-01,7,11,7,11,18
ORURO,internaciones,egresos,2023-01-01,989,2098,989,2098,3087
PADILLA,internaciones,egresos,2023-01-01,28,71,28,71,99
PAILON,internaciones,egresos,2023-01-01,39,77,39,77,116
PALCA,internaciones,egresos,2023-01-01,2,4,2,4,6
PALOS BLANCOS,internaciones,egresos,2023-01-01,14,46,14,46,60
PAMPA GRANDE,internaciones,egresos,2023-01-01,0,5,0,5,5
PASORAPA,internaciones,egresos,2023-01-01,0,1,0,1,1
PATACAMAYA,internaciones,egresos,2023-01-01,1,33,1,33,34
PELECHUCO,internaciones,egresos,2023-01-01,0,1,0,1,1
POCOATA,internaciones,egresos,2023-01-01,0,13,0,13,13
POCONA,internaciones,egresos,2023-01-01,0,8,0,8,8
POJO (CBBA),internaciones,egresos,2023-01-01,1,15,1,15,16
POOPO,internaciones,egresos,2023-01-01,0,1,0,1,1
PORCO,internaciones,egresos,2023-01-01,2,7,2,7,9
POROMA,internaciones,egresos,2023-01-01,0,4,0,4,4
PORONGO,internaciones,egresos,2023-01-01,26,52,26,52,78
PORTACHUELO,internaciones,egresos,2023-01-01,61,107,61,107,168
PORVENIR,internaciones,egresos,2023-01-01,0,4,0,4,4
POTOSI,internaciones,egresos,2023-01-01,849,1490,849,1490,2339
PRESTO,internaciones,egresos,2023-01-01,4,15,4,15,19
PUCARA,internaciones,egresos,2023-01-01,2,2,2,2,4
PUCARANI,internaciones,egresos,2023-01-01,3,16,3,16,19
PUERTO GONZALO MORENO,internaciones,egresos,2023-01-01,0,1,0,1,1
PUERTO PEREZ,internaciones,egresos,2023-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,egresos,2023-01-01,16,26,16,26,42
PUERTO RICO,internaciones,egresos,2023-01-01,7,10,7,10,17
PUERTO SUAREZ,internaciones,egresos,2023-01-01,62,85,62,85,147
PUERTO VILLARROEL,internaciones,egresos,2023-01-01,126,255,126,255,381
PUNA,internaciones,egresos,2023-01-01,0,6,0,6,6
PUNATA,internaciones,egresos,2023-01-01,126,298,126,298,424
QUIABAYA,internaciones,egresos,2023-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,egresos,2023-01-01,127,426,127,426,553
QUIME,internaciones,egresos,2023-01-01,0,3,0,3,3
QUIRUSILLAS,internaciones,egresos,2023-01-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,egresos,2023-01-01,1,4,1,4,5
RAVELO,internaciones,egresos,2023-01-01,0,5,0,5,5
REYES,internaciones,egresos,2023-01-01,8,30,8,30,38
RIBERALTA,internaciones,egresos,2023-01-01,197,472,197,472,669
ROBORE,internaciones,egresos,2023-01-01,24,98,24,98,122
RURRENABAQUE,internaciones,egresos,2023-01-01,48,90,48,90,138
SABAYA,internaciones,egresos,2023-01-01,3,8,3,8,11
SACABA,internaciones,egresos,2023-01-01,202,625,202,625,827
SACABAMBA,internaciones,egresos,2023-01-01,1,4,1,4,5
SACACA,internaciones,egresos,2023-01-01,0,10,0,10,10
SAIPINA,internaciones,egresos,2023-01-01,1,6,1,6,7
SALINAS DE GARCI MENDOZA,internaciones,egresos,2023-01-01,0,5,0,5,5
SAMAIPATA,internaciones,egresos,2023-01-01,3,9,3,9,12
SAN ANTONIO DE LOMERIO,internaciones,egresos,2023-01-01,12,3,12,3,15
SAN BENITO,internaciones,egresos,2023-01-01,0,3,0,3,3
SAN BORJA,internaciones,egresos,2023-01-01,98,211,98,211,309
SAN BUENA VENTURA,internaciones,egresos,2023-01-01,21,42,21,42,63
SAN IGNACIO,internaciones,egresos,2023-01-01,26,70,26,70,96
SAN IGNACIO DE VELASCO,internaciones,egresos,2023-01-01,132,291,132,291,423
SAN JAVIER(BNI),internaciones,egresos,2023-01-01,5,2,5,2,7
SAN JAVIER(STC),internaciones,egresos,2023-01-01,7,1,7,1,8
SAN JOAQUIN,internaciones,egresos,2023-01-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,egresos,2023-01-01,55,159,55,159,214
SAN JUAN DE YAPACANI,internaciones,egresos,2023-01-01,25,44,25,44,69
SAN JULIAN,internaciones,egresos,2023-01-01,211,204,211,204,415
SAN LORENZO(TJA),internaciones,egresos,2023-01-01,0,2,0,2,2
SAN LUCAS,internaciones,egresos,2023-01-01,6,45,6,45,51
SAN MATIAS,internaciones,egresos,2023-01-01,23,60,23,60,83
SAN MIGUEL DE VELASCO,internaciones,egresos,2023-01-01,8,27,8,27,35
SAN PEDRO,internaciones,egresos,2023-01-01,60,71,60,71,131
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2023-01-01,0,10,0,10,10
SAN PEDRO DE MACHA,internaciones,egresos,2023-01-01,0,11,0,11,11
SAN PEDRO DE TIQUINA,internaciones,egresos,2023-01-01,1,0,1,0,1
SAN RAFAEL,internaciones,egresos,2023-01-01,4,12,4,12,16
SAN RAMON BENI,internaciones,egresos,2023-01-01,0,14,0,14,14
SAN RAMON SCZ,internaciones,egresos,2023-01-01,8,31,8,31,39
SANTA ANA,internaciones,egresos,2023-01-01,20,77,20,77,97
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2023-01-01,4418,8560,4418,8560,12978
SANTA ROSA,internaciones,egresos,2023-01-01,13,32,13,32,45
SANTA ROSA DEL SARA,internaciones,egresos,2023-01-01,16,33,16,33,49
SANTIAGO DE CALLAPA,internaciones,egresos,2023-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,egresos,2023-01-01,0,2,0,2,2
SANTIAGO DE HUATA,internaciones,egresos,2023-01-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2023-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,egresos,2023-01-01,1,5,1,5,6
SAPAHAQUI,internaciones,egresos,2023-01-01,0,2,0,2,2
SENA,internaciones,egresos,2023-01-01,0,3,0,3,3
SHINAOTA,internaciones,egresos,2023-01-01,14,70,14,70,84
SICA SICA (VILLA AROMA),internaciones,egresos,2023-01-01,0,12,0,12,12
SICAYA,internaciones,egresos,2023-01-01,0,2,0,2,2
SIPE SIPE,internaciones,egresos,2023-01-01,0,44,0,44,44
SOPACHUY,internaciones,egresos,2023-01-01,5,11,5,11,16
SORATA,internaciones,egresos,2023-01-01,0,10,0,10,10
SUCRE,internaciones,egresos,2023-01-01,1001,1870,1001,1870,2871
TACACHI,internaciones,egresos,2023-01-01,0,1,0,1,1
TACACOMA,internaciones,egresos,2023-01-01,0,2,0,2,2
TACOPAYA,internaciones,egresos,2023-01-01,2,6,2,6,8
TAHUA,internaciones,egresos,2023-01-01,0,2,0,2,2
TARABUCO,internaciones,egresos,2023-01-01,27,51,27,51,78
TARACO,internaciones,egresos,2023-01-01,0,2,0,2,2
TARATA,internaciones,egresos,2023-01-01,0,7,0,7,7
TARIJA,internaciones,egresos,2023-01-01,588,847,588,847,1435
TARVITA,internaciones,egresos,2023-01-01,3,30,3,30,33
TEOPONTE,internaciones,egresos,2023-01-01,0,6,0,6,6
TIAHUANACU,internaciones,egresos,2023-01-01,0,13,0,13,13
TINGUIPAYA,internaciones,egresos,2023-01-01,0,2,0,2,2
TIPUANI,internaciones,egresos,2023-01-01,5,8,5,8,13
TIQUIPAYA,internaciones,egresos,2023-01-01,47,161,47,161,208
TIRAQUE (CBBA),internaciones,egresos,2023-01-01,0,10,0,10,10
TOCO,internaciones,egresos,2023-01-01,0,1,0,1,1
TOLATA,internaciones,egresos,2023-01-01,0,2,0,2,2
TOMAVE,internaciones,egresos,2023-01-01,0,2,0,2,2
TOMINA,internaciones,egresos,2023-01-01,0,5,0,5,5
TORO TORO,internaciones,egresos,2023-01-01,0,8,0,8,8
TOTORA(CBBA),internaciones,egresos,2023-01-01,1,33,1,33,34
TOTORA(ORR),internaciones,egresos,2023-01-01,0,3,0,3,3
TRIGAL,internaciones,egresos,2023-01-01,1,3,1,3,4
TRINIDAD,internaciones,egresos,2023-01-01,445,874,445,874,1319
TUPIZA,internaciones,egresos,2023-01-01,74,204,74,204,278
TURCO,internaciones,egresos,2023-01-01,0,3,0,3,3
UMALA,internaciones,egresos,2023-01-01,0,2,0,2,2
UNCIA,internaciones,egresos,2023-01-01,0,5,0,5,5
URUBICHA,internaciones,egresos,2023-01-01,19,33,19,33,52
UYUNI,internaciones,egresos,2023-01-01,32,75,32,75,107
VACAS,internaciones,egresos,2023-01-01,0,6,0,6,6
VALLEGRANDE,internaciones,egresos,2023-01-01,62,124,62,124,186
VIACHA,internaciones,egresos,2023-01-01,36,128,36,128,164
VILA VILA,internaciones,egresos,2023-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,egresos,2023-01-01,0,14,0,14,14
VILLA MONTES,internaciones,egresos,2023-01-01,49,171,49,171,220
VILLA RIVERO,internaciones,egresos,2023-01-01,0,4,0,4,4
VILLA SERRANO,internaciones,egresos,2023-01-01,0,3,0,3,3
VILLA TUNARI,internaciones,egresos,2023-01-01,86,238,86,238,324
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2023-01-01,0,5,0,5,5
VILLAZON,internaciones,egresos,2023-01-01,43,111,43,111,154
VINTO,internaciones,egresos,2023-01-01,36,119,36,119,155
VITICHI,internaciones,egresos,2023-01-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,egresos,2023-01-01,0,1,0,1,1
WARNES,internaciones,egresos,2023-01-01,70,87,70,87,157
YACUIBA,internaciones,egresos,2023-01-01,189,386,189,386,575
YAMPARAEZ,internaciones,egresos,2023-01-01,0,8,0,8,8
YAPACANI,internaciones,egresos,2023-01-01,88,190,88,190,278
YOTALA,internaciones,egresos,2023-01-01,1,0,1,0,1
ZUDAÑEZ,internaciones,egresos,2023-01-01,2,7,2,7,9
ACACIO,internaciones,egresos,2023-02-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2023-02-01,13,59,13,59,72
ACHOCALLA,internaciones,egresos,2023-02-01,0,13,0,13,13
AIQUILE,internaciones,egresos,2023-02-01,20,50,20,50,70
ALCALA,internaciones,egresos,2023-02-01,0,3,0,3,3
ALTO BENI,internaciones,egresos,2023-02-01,3,7,3,7,10
ANCORAIMES,internaciones,egresos,2023-02-01,0,1,0,1,1
ANDAMARCA,internaciones,egresos,2023-02-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2023-02-01,8,7,8,7,15
APOLO,internaciones,egresos,2023-02-01,1,12,1,12,13
ARAMPAMPA,internaciones,egresos,2023-02-01,0,1,0,1,1
ARANI,internaciones,egresos,2023-02-01,0,5,0,5,5
ARBIETO,internaciones,egresos,2023-02-01,0,4,0,4,4
ARQUE,internaciones,egresos,2023-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2023-02-01,69,172,69,172,241
ATOCHA,internaciones,egresos,2023-02-01,36,54,36,54,90
AYATA,internaciones,egresos,2023-02-01,0,3,0,3,3
AYO AYO,internaciones,egresos,2023-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2023-02-01,6,20,6,20,26
AZURDUY,internaciones,egresos,2023-02-01,2,16,2,16,18
BATALLAS,internaciones,egresos,2023-02-01,0,6,0,6,6
BAURES,internaciones,egresos,2023-02-01,11,30,11,30,41
BELLA FLOR,internaciones,egresos,2023-02-01,0,2,0,2,2
BERMEJO,internaciones,egresos,2023-02-01,91,159,91,159,250
BETANZOS,internaciones,egresos,2023-02-01,0,19,0,19,19
BOLIVAR,internaciones,egresos,2023-02-01,0,1,0,1,1
BOYUIBE,internaciones,egresos,2023-02-01,14,24,14,24,38
BUENA VISTA,internaciones,egresos,2023-02-01,32,61,32,61,93
CABEZAS,internaciones,egresos,2023-02-01,13,34,13,34,47
CAIROMA,internaciones,egresos,2023-02-01,0,2,0,2,2
"CAIZA ""D""",internaciones,egresos,2023-02-01,0,5,0,5,5
CAJUATA,internaciones,egresos,2023-02-01,6,12,6,12,18
CALAMARCA,internaciones,egresos,2023-02-01,0,3,0,3,3
CAMARGO,internaciones,egresos,2023-02-01,42,62,42,62,104
CAMIRI,internaciones,egresos,2023-02-01,189,291,189,291,480
CAPINOTA,internaciones,egresos,2023-02-01,4,24,4,24,28
CAQUIAVIRI,internaciones,egresos,2023-02-01,0,1,0,1,1
CARACOLLO,internaciones,egresos,2023-02-01,0,6,0,6,6
CARANAVI,internaciones,egresos,2023-02-01,47,156,47,156,203
CARANGAS,internaciones,egresos,2023-02-01,0,1,0,1,1
CARAPARI,internaciones,egresos,2023-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2023-02-01,21,36,21,36,57
CHALLAPATA,internaciones,egresos,2023-02-01,38,105,38,105,143
CHAQUI,internaciones,egresos,2023-02-01,0,7,0,7,7
CHARAGUA,internaciones,egresos,2023-02-01,66,120,66,120,186
CHAYANTA,internaciones,egresos,2023-02-01,0,1,0,1,1
CHIMORE,internaciones,egresos,2023-02-01,13,68,13,68,81
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2023-02-01,26,50,26,50,76
CHUMA,internaciones,egresos,2023-02-01,2,4,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,internaciones,egresos,2023-02-01,0,3,0,3,3
CKOCHAS,internaciones,egresos,2023-02-01,0,6,0,6,6
CLIZA,internaciones,egresos,2023-02-01,22,58,22,58,80
COBIJA,internaciones,egresos,2023-02-01,222,389,222,389,611
COCAPATA,internaciones,egresos,2023-02-01,3,12,3,12,15
COCHABAMBA,internaciones,egresos,2023-02-01,2675,4654,2675,4654,7329
COLCAPIRHUA,internaciones,egresos,2023-02-01,53,117,53,117,170
"COLCHA ""K""",internaciones,egresos,2023-02-01,0,3,0,3,3
COLLANA,internaciones,egresos,2023-02-01,0,1,0,1,1
COLOMI,internaciones,egresos,2023-02-01,0,20,0,20,20
COLPA BELGICA,internaciones,egresos,2023-02-01,25,23,25,23,48
COLQUECHACA,internaciones,egresos,2023-02-01,0,9,0,9,9
COLQUENCHA,internaciones,egresos,2023-02-01,0,5,0,5,5
COLQUIRI,internaciones,egresos,2023-02-01,14,8,14,8,22
COMARAPA,internaciones,egresos,2023-02-01,7,26,7,26,33
CONCEPCION,internaciones,egresos,2023-02-01,15,51,15,51,66
COPACABANA,internaciones,egresos,2023-02-01,0,2,0,2,2
CORIPATA,internaciones,egresos,2023-02-01,0,13,0,13,13
CORO CORO,internaciones,egresos,2023-02-01,0,2,0,2,2
COROICO,internaciones,egresos,2023-02-01,22,52,22,52,74
CORQUE,internaciones,egresos,2023-02-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2023-02-01,0,8,0,8,8
COTOCA,internaciones,egresos,2023-02-01,176,302,176,302,478
CUATRO CAÑADAS,internaciones,egresos,2023-02-01,38,60,38,60,98
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2023-02-01,1,2,1,2,3
CUEVO,internaciones,egresos,2023-02-01,1,4,1,4,5
CULPINA,internaciones,egresos,2023-02-01,8,30,8,30,38
CURAHUARA DE CARANGAS,internaciones,egresos,2023-02-01,0,3,0,3,3
EL ALTO,internaciones,egresos,2023-02-01,902,2295,902,2295,3197
EL PUENTE(STC),internaciones,egresos,2023-02-01,83,128,83,128,211
EL PUENTE(TJA),internaciones,egresos,2023-02-01,0,2,0,2,2
EL TORNO,internaciones,egresos,2023-02-01,94,137,94,137,231
EL VILLAR,internaciones,egresos,2023-02-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2023-02-01,9,20,9,20,29
ENTRE RIOS CBBA,internaciones,egresos,2023-02-01,19,67,19,67,86
ESCOMA,internaciones,egresos,2023-02-01,3,14,3,14,17
EUCALIPTUS,internaciones,egresos,2023-02-01,0,2,0,2,2
EXALTACION,internaciones,egresos,2023-02-01,6,5,6,5,11
FERNANDEZ ALONSO,internaciones,egresos,2023-02-01,27,24,27,24,51
FILADELFIA,internaciones,egresos,2023-02-01,0,2,0,2,2
GAIOC JATUN AYLLU YURA,internaciones,egresos,2023-02-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,egresos,2023-02-01,20,21,20,21,41
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2023-02-01,0,1,0,1,1
GUANAY,internaciones,egresos,2023-02-01,5,24,5,24,29
GUAYARAMERIN,internaciones,egresos,2023-02-01,89,221,89,221,310
GUTIERREZ,internaciones,egresos,2023-02-01,12,22,12,22,34
HUACARAJE,internaciones,egresos,2023-02-01,11,19,11,19,30
HUACARETA,internaciones,egresos,2023-02-01,6,17,6,17,23
HUANUNI,internaciones,egresos,2023-02-01,16,51,16,51,67
HUARINA,internaciones,egresos,2023-02-01,0,5,0,5,5
HUATAJATA,internaciones,egresos,2023-02-01,0,1,0,1,1
ICLA,internaciones,egresos,2023-02-01,5,9,5,9,14
INCAHUASI,internaciones,egresos,2023-02-01,0,5,0,5,5
INQUISIVI,internaciones,egresos,2023-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2023-02-01,3,11,3,11,14
IXIAMAS,internaciones,egresos,2023-02-01,3,18,3,18,21
JESUS DE MACHACA,internaciones,egresos,2023-02-01,0,2,0,2,2
LA ASUNTA,internaciones,egresos,2023-02-01,9,87,9,87,96
LA GUARDIA,internaciones,egresos,2023-02-01,115,161,115,161,276
LA PAZ,internaciones,egresos,2023-02-01,2590,4611,2590,4611,7201
LA RIVERA,internaciones,egresos,2023-02-01,0,1,0,1,1
LAGUNILLAS,internaciones,egresos,2023-02-01,3,9,3,9,12
LAJA,internaciones,egresos,2023-02-01,0,7,0,7,7
LAS CARRERAS,internaciones,egresos,2023-02-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2023-02-01,54,125,54,125,179
LLICA,internaciones,egresos,2023-02-01,0,1,0,1,1
LORETO,internaciones,egresos,2023-02-01,1,3,1,3,4
LURIBAY,internaciones,egresos,2023-02-01,0,8,0,8,8
MACHACAMARCA,internaciones,egresos,2023-02-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2023-02-01,8,15,8,15,23
MAGDALENA,internaciones,egresos,2023-02-01,32,49,32,49,81
MAIRANA,internaciones,egresos,2023-02-01,20,41,20,41,61
MAPIRI,internaciones,egresos,2023-02-01,6,38,6,38,44
MINEROS,internaciones,egresos,2023-02-01,13,30,13,30,43
MIZQUE,internaciones,egresos,2023-02-01,20,38,20,38,58
MOCOMOCO,internaciones,egresos,2023-02-01,2,5,2,5,7
MOJOCOYA,internaciones,egresos,2023-02-01,1,5,1,5,6
MONTEAGUDO,internaciones,egresos,2023-02-01,119,144,119,144,263
MONTERO,internaciones,egresos,2023-02-01,642,945,642,945,1587
MORO MORO,internaciones,egresos,2023-02-01,1,0,1,0,1
