,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,31,22,31,22,53
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,1,0,1,0,1
TIPUANI,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,8,7,8,7,15
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,0,2,0,2,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,0,0,0,0,0
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,6,5,6,5,11
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2023-06-01,5,2,5,2,7
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,4,2,4,6
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,81,77,81,77,158
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,1,2,1,3
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,24,17,24,17,41
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,4,1,4,1,5
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,4,2,4,2,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,45,70,45,70,115
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,3,0,3,0,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,6,5,6,5,11
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,28,35,28,35,63
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,1,2,1,3
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,19,21,19,21,40
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,4,1,4,1,5
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,5,5,5,5,10
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,2,2,2,4
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,3,1,3,4
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,94,110,94,110,204
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,40,22,40,22,62
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,27,26,27,26,53
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,8,15,8,15,23
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,2,1,2,1,3
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,1,1,1,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,0,1,0,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-07-01,3,2,3,2,5
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,3,1,3,1,4
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,5,1,5,6
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,61,70,61,70,131
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,1,1,1,2
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,5,3,5,3,8
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,24,15,24,15,39
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,1,1,1,2
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,48,77,48,77,125
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,6,2,6,2,8
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,31,26,31,26,57
PATACAMAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,21,11,21,11,32
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,4,2,4,2,6
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,4,0,4,4
REYES,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,14,10,14,10,24
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,1,2,1,3
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,92,97,92,97,189
SHINAOTA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,29,25,29,25,54
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,19,18,19,18,37
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,14,14,14,14,28
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,1,2,1,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,2,1,2,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,4,0,4,0,4
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,2,0,2,0,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,4,1,4,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2023-08-01,1,1,1,1,2
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,3,1,3,1,4
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,3,0,3,0,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,82,86,82,86,168
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,2,1,2,3
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,23,19,23,19,42
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,3,1,3,1,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,3,1,3,1,4
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,48,68,48,68,116
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,6,10,6,10,16
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,28,32,28,32,60
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,17,18,17,18,35
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,2,1,2,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,11,10,11,10,21
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,3,2,3,5
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,2,0,2,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,2,0,2,2
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,0,2,0,2
SAN RAMON SCZ,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,98,91,98,91,189
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,34,20,34,20,54
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,20,22,20,22,42
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,3,0,3,3
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,9,6,9,6,15
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,1,1,1,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,2,2,2,2,4
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,5,3,5,3,8
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2023-09-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,4,6,4,6,10
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,8,1,8,1,9
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,63,73,63,73,136
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,1,1,1,2
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,2,5,2,5,7
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,22,21,22,21,43
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,7,0,7,7
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,66,63,66,63,129
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,2,2,2,2,4
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,9,6,9,6,15
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,25,23,25,23,48
PAILON,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,9,12,9,12,21
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,13,6,13,6,19
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,93,100,93,100,193
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,29,27,29,27,56
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,28,29,28,29,57
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,18,10,18,10,28
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,4,3,4,3,7
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-10-01,4,3,4,3,7
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,4,1,4,5
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,1,1,1,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,75,74,75,74,149
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
COMARAPA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,8,0,8,0,8
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,1,3,1,4
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,21,19,21,19,40
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,2,3,2,3,5
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,0,3,0,3
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,2,3,2,5
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,59,63,59,63,122
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,3,1,3,4
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,5,1,5,1,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,27,16,27,16,43
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,11,13,11,13,24
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,2,3,2,3,5
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,10,4,10,4,14
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,1,1,1,2
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,2,2,2,2,4
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,4,0,4,0,4
SAN JAVIER(BNI),internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,0,3,0,3
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,80,115,80,115,195
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,26,30,26,30,56
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,25,26,25,26,51
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,2,0,2,2
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,16,12,16,12,28
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,5,5,5,5,10
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,2,3,2,5
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,0,2,0,2,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,3,1,3,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2023-11-01,1,1,1,1,2
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,1,2,1,3
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,2,0,2,2
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,0,2,0,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,72,67,72,67,139
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,1,2,1,3
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,0,2,0,2
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,12,15,12,15,27
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,3,2,3,2,5
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,4,2,4,2,6
