,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-02-01,5,18,5,18,23
BERMEJO,internaciones,contrareferidos,2023-02-01,58,99,58,99,157
CAMARGO,internaciones,contrareferidos,2023-02-01,17,27,17,27,44
CAMIRI,internaciones,contrareferidos,2023-02-01,0,89,0,89,89
CARANAVI,internaciones,contrareferidos,2023-02-01,17,49,17,49,66
CHALLAPATA,internaciones,contrareferidos,2023-02-01,0,12,0,12,12
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-02-01,4,1,4,1,5
COBIJA,internaciones,contrareferidos,2023-02-01,83,134,83,134,217
COCHABAMBA,internaciones,contrareferidos,2023-02-01,198,831,198,831,1029
COLCAPIRHUA,internaciones,contrareferidos,2023-02-01,6,14,6,14,20
COROICO,internaciones,contrareferidos,2023-02-01,14,23,14,23,37
COTOCA,internaciones,contrareferidos,2023-02-01,0,3,0,3,3
CUEVO,internaciones,contrareferidos,2023-02-01,1,1,1,1,2
EL ALTO,internaciones,contrareferidos,2023-02-01,152,319,152,319,471
EL TORNO,internaciones,contrareferidos,2023-02-01,1,1,1,1,2
ESCOMA,internaciones,contrareferidos,2023-02-01,1,7,1,7,8
HUANUNI,internaciones,contrareferidos,2023-02-01,2,33,2,33,35
LA PAZ,internaciones,contrareferidos,2023-02-01,121,860,121,860,981
MONTEAGUDO,internaciones,contrareferidos,2023-02-01,25,25,25,25,50
MONTERO,internaciones,contrareferidos,2023-02-01,167,394,167,394,561
ORURO,internaciones,contrareferidos,2023-02-01,44,425,44,425,469
PADILLA,internaciones,contrareferidos,2023-02-01,10,14,10,14,24
POTOSI,internaciones,contrareferidos,2023-02-01,238,704,238,704,942
PUERTO VILLARROEL,internaciones,contrareferidos,2023-02-01,76,184,76,184,260
PUNATA,internaciones,contrareferidos,2023-02-01,93,267,93,267,360
QUILLACOLLO,internaciones,contrareferidos,2023-02-01,14,107,14,107,121
RIBERALTA,internaciones,contrareferidos,2023-02-01,48,45,48,45,93
SACABA,internaciones,contrareferidos,2023-02-01,0,115,0,115,115
SAN BUENA VENTURA,internaciones,contrareferidos,2023-02-01,4,12,4,12,16
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-02-01,14,39,14,39,53
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-02-01,409,2116,409,2116,2525
SHINAOTA,internaciones,contrareferidos,2023-02-01,0,2,0,2,2
SUCRE,internaciones,contrareferidos,2023-02-01,349,595,349,595,944
TARABUCO,internaciones,contrareferidos,2023-02-01,11,20,11,20,31
TARIJA,internaciones,contrareferidos,2023-02-01,125,373,125,373,498
TRINIDAD,internaciones,contrareferidos,2023-02-01,37,55,37,55,92
TUPIZA,internaciones,contrareferidos,2023-02-01,53,138,53,138,191
UYUNI,internaciones,contrareferidos,2023-02-01,1,0,1,0,1
VALLEGRANDE,internaciones,contrareferidos,2023-02-01,2,4,2,4,6
VIACHA,internaciones,contrareferidos,2023-02-01,2,1,2,1,3
VILLA MONTES,internaciones,contrareferidos,2023-02-01,7,14,7,14,21
VILLA TUNARI,internaciones,contrareferidos,2023-02-01,22,55,22,55,77
VILLAZON,internaciones,contrareferidos,2023-02-01,2,4,2,4,6
WARNES,internaciones,contrareferidos,2023-02-01,50,49,50,49,99
YACUIBA,internaciones,contrareferidos,2023-02-01,129,268,129,268,397
ACHACACHI,internaciones,contrareferidos,2023-03-01,0,2,0,2,2
AIQUILE,internaciones,contrareferidos,2023-03-01,4,2,4,2,6
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-03-01,12,16,12,16,28
BERMEJO,internaciones,contrareferidos,2023-03-01,92,121,92,121,213
BOYUIBE,internaciones,contrareferidos,2023-03-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2023-03-01,9,16,9,16,25
CAMIRI,internaciones,contrareferidos,2023-03-01,0,84,0,84,84
CARANAVI,internaciones,contrareferidos,2023-03-01,25,54,25,54,79
CARIPUYO,internaciones,contrareferidos,2023-03-01,0,1,0,1,1
CHALLAPATA,internaciones,contrareferidos,2023-03-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-03-01,0,4,0,4,4
CLIZA,internaciones,contrareferidos,2023-03-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2023-03-01,98,200,98,200,298
COCHABAMBA,internaciones,contrareferidos,2023-03-01,197,971,197,971,1168
COLCAPIRHUA,internaciones,contrareferidos,2023-03-01,4,11,4,11,15
COROICO,internaciones,contrareferidos,2023-03-01,21,43,21,43,64
COTOCA,internaciones,contrareferidos,2023-03-01,4,13,4,13,17
EL ALTO,internaciones,contrareferidos,2023-03-01,181,384,181,384,565
EL TORNO,internaciones,contrareferidos,2023-03-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2023-03-01,5,14,5,14,19
GUAYARAMERIN,internaciones,contrareferidos,2023-03-01,44,160,44,160,204
HUANUNI,internaciones,contrareferidos,2023-03-01,5,36,5,36,41
LA PAZ,internaciones,contrareferidos,2023-03-01,154,1005,154,1005,1159
MONTEAGUDO,internaciones,contrareferidos,2023-03-01,24,40,24,40,64
MONTERO,internaciones,contrareferidos,2023-03-01,198,472,198,472,670
ORURO,internaciones,contrareferidos,2023-03-01,43,530,43,530,573
PADILLA,internaciones,contrareferidos,2023-03-01,13,24,13,24,37
POTOSI,internaciones,contrareferidos,2023-03-01,277,735,277,735,1012
PUERTO QUIJARRO,internaciones,contrareferidos,2023-03-01,0,10,0,10,10
PUERTO VILLARROEL,internaciones,contrareferidos,2023-03-01,89,244,89,244,333
PUNATA,internaciones,contrareferidos,2023-03-01,122,270,122,270,392
QUILLACOLLO,internaciones,contrareferidos,2023-03-01,4,95,4,95,99
RIBERALTA,internaciones,contrareferidos,2023-03-01,104,442,104,442,546
SACABA,internaciones,contrareferidos,2023-03-01,0,120,0,120,120
SAN BUENA VENTURA,internaciones,contrareferidos,2023-03-01,4,14,4,14,18
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-03-01,26,50,26,50,76
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-03-01,528,2632,528,2632,3160
SHINAOTA,internaciones,contrareferidos,2023-03-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2023-03-01,446,775,446,775,1221
TARABUCO,internaciones,contrareferidos,2023-03-01,10,18,10,18,28
TARIJA,internaciones,contrareferidos,2023-03-01,174,393,174,393,567
TRINIDAD,internaciones,contrareferidos,2023-03-01,39,32,39,32,71
TUPIZA,internaciones,contrareferidos,2023-03-01,55,129,55,129,184
VALLEGRANDE,internaciones,contrareferidos,2023-03-01,6,10,6,10,16
VIACHA,internaciones,contrareferidos,2023-03-01,11,34,11,34,45
VILLA MONTES,internaciones,contrareferidos,2023-03-01,12,23,12,23,35
VILLA TUNARI,internaciones,contrareferidos,2023-03-01,34,91,34,91,125
VILLAZON,internaciones,contrareferidos,2023-03-01,1,3,1,3,4
WARNES,internaciones,contrareferidos,2023-03-01,39,46,39,46,85
YACUIBA,internaciones,contrareferidos,2023-03-01,217,356,217,356,573
ACHACACHI,internaciones,contrareferidos,2023-04-01,0,6,0,6,6
AIQUILE,internaciones,contrareferidos,2023-04-01,2,15,2,15,17
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-04-01,9,25,9,25,34
ATOCHA,internaciones,contrareferidos,2023-04-01,3,4,3,4,7
BERMEJO,internaciones,contrareferidos,2023-04-01,64,135,64,135,199
CAMARGO,internaciones,contrareferidos,2023-04-01,9,15,9,15,24
CAMIRI,internaciones,contrareferidos,2023-04-01,0,97,0,97,97
CARANAVI,internaciones,contrareferidos,2023-04-01,8,57,8,57,65
CARAPARI,internaciones,contrareferidos,2023-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2023-04-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-04-01,0,4,0,4,4
CLIZA,internaciones,contrareferidos,2023-04-01,2,1,2,1,3
COBIJA,internaciones,contrareferidos,2023-04-01,88,173,88,173,261
COCHABAMBA,internaciones,contrareferidos,2023-04-01,219,850,219,850,1069
COLCAPIRHUA,internaciones,contrareferidos,2023-04-01,5,14,5,14,19
COROICO,internaciones,contrareferidos,2023-04-01,11,29,11,29,40
COTOCA,internaciones,contrareferidos,2023-04-01,4,16,4,16,20
EL ALTO,internaciones,contrareferidos,2023-04-01,174,347,174,347,521
ESCOMA,internaciones,contrareferidos,2023-04-01,0,8,0,8,8
GUAYARAMERIN,internaciones,contrareferidos,2023-04-01,76,122,76,122,198
HUANUNI,internaciones,contrareferidos,2023-04-01,4,14,4,14,18
IRUPANA (VILLA DE LANZA),internaciones,contrareferidos,2023-04-01,0,1,0,1,1
LA GUARDIA,internaciones,contrareferidos,2023-04-01,0,2,0,2,2
LA PAZ,internaciones,contrareferidos,2023-04-01,165,935,165,935,1100
MONTEAGUDO,internaciones,contrareferidos,2023-04-01,17,34,17,34,51
MONTERO,internaciones,contrareferidos,2023-04-01,170,416,170,416,586
ORURO,internaciones,contrareferidos,2023-04-01,91,501,91,501,592
PADILLA,internaciones,contrareferidos,2023-04-01,10,30,10,30,40
POTOSI,internaciones,contrareferidos,2023-04-01,287,787,287,787,1074
PUERTO QUIJARRO,internaciones,contrareferidos,2023-04-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,contrareferidos,2023-04-01,99,219,99,219,318
PUNATA,internaciones,contrareferidos,2023-04-01,113,275,113,275,388
QUILLACOLLO,internaciones,contrareferidos,2023-04-01,1,166,1,166,167
RIBERALTA,internaciones,contrareferidos,2023-04-01,130,410,130,410,540
SACABA,internaciones,contrareferidos,2023-04-01,0,103,0,103,103
SAN BUENA VENTURA,internaciones,contrareferidos,2023-04-01,7,15,7,15,22
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-04-01,20,30,20,30,50
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-04-01,477,2523,477,2523,3000
SHINAOTA,internaciones,contrareferidos,2023-04-01,2,2,2,2,4
SUCRE,internaciones,contrareferidos,2023-04-01,446,728,446,728,1174
TARABUCO,internaciones,contrareferidos,2023-04-01,19,17,19,17,36
TARIJA,internaciones,contrareferidos,2023-04-01,75,244,75,244,319
TRINIDAD,internaciones,contrareferidos,2023-04-01,35,42,35,42,77
TUPIZA,internaciones,contrareferidos,2023-04-01,43,111,43,111,154
VALLEGRANDE,internaciones,contrareferidos,2023-04-01,1,3,1,3,4
VIACHA,internaciones,contrareferidos,2023-04-01,5,52,5,52,57
VILLA MONTES,internaciones,contrareferidos,2023-04-01,23,31,23,31,54
VILLA TUNARI,internaciones,contrareferidos,2023-04-01,24,73,24,73,97
VILLAZON,internaciones,contrareferidos,2023-04-01,0,3,0,3,3
WARNES,internaciones,contrareferidos,2023-04-01,40,68,40,68,108
YACUIBA,internaciones,contrareferidos,2023-04-01,164,323,164,323,487
ACHACACHI,internaciones,contrareferidos,2023-05-01,1,4,1,4,5
AIQUILE,internaciones,contrareferidos,2023-05-01,3,5,3,5,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-05-01,9,9,9,9,18
ATOCHA,internaciones,contrareferidos,2023-05-01,2,2,2,2,4
BERMEJO,internaciones,contrareferidos,2023-05-01,65,89,65,89,154
CAMARGO,internaciones,contrareferidos,2023-05-01,16,40,16,40,56
CAMIRI,internaciones,contrareferidos,2023-05-01,0,87,0,87,87
CARANAVI,internaciones,contrareferidos,2023-05-01,16,61,16,61,77
CHALLAPATA,internaciones,contrareferidos,2023-05-01,3,8,3,8,11
CLIZA,internaciones,contrareferidos,2023-05-01,1,0,1,0,1
COBIJA,internaciones,contrareferidos,2023-05-01,99,151,99,151,250
COCHABAMBA,internaciones,contrareferidos,2023-05-01,297,947,297,947,1244
COLCAPIRHUA,internaciones,contrareferidos,2023-05-01,1,4,1,4,5
COROICO,internaciones,contrareferidos,2023-05-01,9,20,9,20,29
COTOCA,internaciones,contrareferidos,2023-05-01,4,11,4,11,15
EL ALTO,internaciones,contrareferidos,2023-05-01,160,333,160,333,493
EL PUENTE(STC),internaciones,contrareferidos,2023-05-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,contrareferidos,2023-05-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2023-05-01,1,2,1,2,3
GUAYARAMERIN,internaciones,contrareferidos,2023-05-01,45,126,45,126,171
HUANUNI,internaciones,contrareferidos,2023-05-01,3,30,3,30,33
LA GUARDIA,internaciones,contrareferidos,2023-05-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2023-05-01,148,956,148,956,1104
MINEROS,internaciones,contrareferidos,2023-05-01,6,46,6,46,52
MIZQUE,internaciones,contrareferidos,2023-05-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2023-05-01,23,35,23,35,58
MONTERO,internaciones,contrareferidos,2023-05-01,213,992,213,992,1205
ORURO,internaciones,contrareferidos,2023-05-01,96,550,96,550,646
PADILLA,internaciones,contrareferidos,2023-05-01,6,7,6,7,13
PORTACHUELO,internaciones,contrareferidos,2023-05-01,0,1,0,1,1
POTOSI,internaciones,contrareferidos,2023-05-01,252,685,252,685,937
PUERTO QUIJARRO,internaciones,contrareferidos,2023-05-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,contrareferidos,2023-05-01,84,206,84,206,290
PUNATA,internaciones,contrareferidos,2023-05-01,100,232,100,232,332
QUILLACOLLO,internaciones,contrareferidos,2023-05-01,0,149,0,149,149
RIBERALTA,internaciones,contrareferidos,2023-05-01,117,431,117,431,548
SACABA,internaciones,contrareferidos,2023-05-01,0,122,0,122,122
SAN BUENA VENTURA,internaciones,contrareferidos,2023-05-01,6,14,6,14,20
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-05-01,11,40,11,40,51
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-05-01,475,2384,475,2384,2859
SANTA ROSA DEL SARA,internaciones,contrareferidos,2023-05-01,0,1,0,1,1
SHINAOTA,internaciones,contrareferidos,2023-05-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2023-05-01,448,735,448,735,1183
TARABUCO,internaciones,contrareferidos,2023-05-01,15,16,15,16,31
TARIJA,internaciones,contrareferidos,2023-05-01,133,342,133,342,475
TRINIDAD,internaciones,contrareferidos,2023-05-01,69,351,69,351,420
VALLEGRANDE,internaciones,contrareferidos,2023-05-01,6,3,6,3,9
VIACHA,internaciones,contrareferidos,2023-05-01,7,46,7,46,53
VILLA MONTES,internaciones,contrareferidos,2023-05-01,10,13,10,13,23
VILLA TUNARI,internaciones,contrareferidos,2023-05-01,32,95,32,95,127
VILLAZON,internaciones,contrareferidos,2023-05-01,2,1,2,1,3
WARNES,internaciones,contrareferidos,2023-05-01,47,49,47,49,96
YACUIBA,internaciones,contrareferidos,2023-05-01,195,297,195,297,492
ACHACACHI,internaciones,contrareferidos,2023-06-01,2,2,2,2,4
AIQUILE,internaciones,contrareferidos,2023-06-01,3,4,3,4,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-06-01,3,19,3,19,22
BERMEJO,internaciones,contrareferidos,2023-06-01,50,68,50,68,118
CAMARGO,internaciones,contrareferidos,2023-06-01,16,36,16,36,52
CAMIRI,internaciones,contrareferidos,2023-06-01,1,96,1,96,97
CARANAVI,internaciones,contrareferidos,2023-06-01,16,79,16,79,95
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2023-06-01,1,2,1,2,3
CHALLAPATA,internaciones,contrareferidos,2023-06-01,0,11,0,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-06-01,12,12,12,12,24
CLIZA,internaciones,contrareferidos,2023-06-01,0,3,0,3,3
COBIJA,internaciones,contrareferidos,2023-06-01,103,132,103,132,235
COCHABAMBA,internaciones,contrareferidos,2023-06-01,202,879,202,879,1081
COLCAPIRHUA,internaciones,contrareferidos,2023-06-01,1,4,1,4,5
COROICO,internaciones,contrareferidos,2023-06-01,23,47,23,47,70
COTOCA,internaciones,contrareferidos,2023-06-01,2,1,2,1,3
EL ALTO,internaciones,contrareferidos,2023-06-01,232,485,232,485,717
EL PUENTE(STC),internaciones,contrareferidos,2023-06-01,0,1,0,1,1
EL TORNO,internaciones,contrareferidos,2023-06-01,1,1,1,1,2
ESCOMA,internaciones,contrareferidos,2023-06-01,6,10,6,10,16
GUAYARAMERIN,internaciones,contrareferidos,2023-06-01,43,118,43,118,161
HUANUNI,internaciones,contrareferidos,2023-06-01,3,18,3,18,21
LA PAZ,internaciones,contrareferidos,2023-06-01,139,916,139,916,1055
LLALLAGUA,internaciones,contrareferidos,2023-06-01,0,1,0,1,1
MACHARETI,internaciones,contrareferidos,2023-06-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2023-06-01,14,41,14,41,55
MONTERO,internaciones,contrareferidos,2023-06-01,155,403,155,403,558
ORURO,internaciones,contrareferidos,2023-06-01,115,558,115,558,673
PADILLA,internaciones,contrareferidos,2023-06-01,6,8,6,8,14
POTOSI,internaciones,contrareferidos,2023-06-01,220,635,220,635,855
PUERTO QUIJARRO,internaciones,contrareferidos,2023-06-01,0,22,0,22,22
PUERTO VILLARROEL,internaciones,contrareferidos,2023-06-01,116,259,116,259,375
PUNATA,internaciones,contrareferidos,2023-06-01,113,261,113,261,374
QUILLACOLLO,internaciones,contrareferidos,2023-06-01,1,168,1,168,169
RIBERALTA,internaciones,contrareferidos,2023-06-01,125,372,125,372,497
SACABA,internaciones,contrareferidos,2023-06-01,0,130,0,130,130
SAN BUENA VENTURA,internaciones,contrareferidos,2023-06-01,6,8,6,8,14
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-06-01,25,31,25,31,56
SAN MATIAS,internaciones,contrareferidos,2023-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-06-01,610,2104,610,2104,2714
SUCRE,internaciones,contrareferidos,2023-06-01,440,740,440,740,1180
TARABUCO,internaciones,contrareferidos,2023-06-01,10,18,10,18,28
TARIJA,internaciones,contrareferidos,2023-06-01,148,423,148,423,571
TRINIDAD,internaciones,contrareferidos,2023-06-01,80,325,80,325,405
TUPIZA,internaciones,contrareferidos,2023-06-01,6,4,6,4,10
VALLEGRANDE,internaciones,contrareferidos,2023-06-01,1,6,1,6,7
VIACHA,internaciones,contrareferidos,2023-06-01,3,30,3,30,33
VILLA MONTES,internaciones,contrareferidos,2023-06-01,6,24,6,24,30
VILLA TUNARI,internaciones,contrareferidos,2023-06-01,23,82,23,82,105
VILLAZON,internaciones,contrareferidos,2023-06-01,1,4,1,4,5
WARNES,internaciones,contrareferidos,2023-06-01,27,68,27,68,95
YACUIBA,internaciones,contrareferidos,2023-06-01,137,259,137,259,396
ACHACACHI,internaciones,contrareferidos,2023-07-01,0,5,0,5,5
AIQUILE,internaciones,contrareferidos,2023-07-01,3,8,3,8,11
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-07-01,9,20,9,20,29
BERMEJO,internaciones,contrareferidos,2023-07-01,52,78,52,78,130
CAMARGO,internaciones,contrareferidos,2023-07-01,11,23,11,23,34
CAMIRI,internaciones,contrareferidos,2023-07-01,0,61,0,61,61
CARANAVI,internaciones,contrareferidos,2023-07-01,15,80,15,80,95
CARAPARI,internaciones,contrareferidos,2023-07-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2023-07-01,0,2,0,2,2
CHALLAPATA,internaciones,contrareferidos,2023-07-01,0,5,0,5,5
CHARAGUA,internaciones,contrareferidos,2023-07-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-07-01,8,11,8,11,19
CLIZA,internaciones,contrareferidos,2023-07-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2023-07-01,93,170,93,170,263
COCHABAMBA,internaciones,contrareferidos,2023-07-01,210,939,210,939,1149
COLCAPIRHUA,internaciones,contrareferidos,2023-07-01,1,2,1,2,3
COROICO,internaciones,contrareferidos,2023-07-01,24,49,24,49,73
COTOCA,internaciones,contrareferidos,2023-07-01,28,29,28,29,57
EL ALTO,internaciones,contrareferidos,2023-07-01,315,694,315,694,1009
EL TORNO,internaciones,contrareferidos,2023-07-01,1,0,1,0,1
ESCOMA,internaciones,contrareferidos,2023-07-01,1,0,1,0,1
GUAYARAMERIN,internaciones,contrareferidos,2023-07-01,30,121,30,121,151
HUANUNI,internaciones,contrareferidos,2023-07-01,12,26,12,26,38
LA PAZ,internaciones,contrareferidos,2023-07-01,168,934,168,934,1102
MINEROS,internaciones,contrareferidos,2023-07-01,2,1,2,1,3
MONTEAGUDO,internaciones,contrareferidos,2023-07-01,16,34,16,34,50
MONTERO,internaciones,contrareferidos,2023-07-01,213,415,213,415,628
ORURO,internaciones,contrareferidos,2023-07-01,120,542,120,542,662
PADILLA,internaciones,contrareferidos,2023-07-01,12,18,12,18,30
POTOSI,internaciones,contrareferidos,2023-07-01,268,652,268,652,920
PUERTO QUIJARRO,internaciones,contrareferidos,2023-07-01,3,12,3,12,15
PUERTO VILLARROEL,internaciones,contrareferidos,2023-07-01,80,231,80,231,311
PUNATA,internaciones,contrareferidos,2023-07-01,120,223,120,223,343
QUILLACOLLO,internaciones,contrareferidos,2023-07-01,2,152,2,152,154
RIBERALTA,internaciones,contrareferidos,2023-07-01,85,347,85,347,432
SACABA,internaciones,contrareferidos,2023-07-01,3,82,3,82,85
SAN BUENA VENTURA,internaciones,contrareferidos,2023-07-01,1,14,1,14,15
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-07-01,23,20,23,20,43
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-07-01,457,2333,457,2333,2790
SHINAOTA,internaciones,contrareferidos,2023-07-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2023-07-01,469,817,469,817,1286
TARABUCO,internaciones,contrareferidos,2023-07-01,21,29,21,29,50
TARIJA,internaciones,contrareferidos,2023-07-01,123,358,123,358,481
TRINIDAD,internaciones,contrareferidos,2023-07-01,76,300,76,300,376
UYUNI,internaciones,contrareferidos,2023-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,contrareferidos,2023-07-01,3,1,3,1,4
VIACHA,internaciones,contrareferidos,2023-07-01,3,24,3,24,27
VILLA MONTES,internaciones,contrareferidos,2023-07-01,0,8,0,8,8
VILLA TUNARI,internaciones,contrareferidos,2023-07-01,31,76,31,76,107
VILLAZON,internaciones,contrareferidos,2023-07-01,4,3,4,3,7
WARNES,internaciones,contrareferidos,2023-07-01,12,182,12,182,194
YACUIBA,internaciones,contrareferidos,2023-07-01,145,265,145,265,410
YAPACANI,internaciones,contrareferidos,2023-07-01,2,1,2,1,3
ACHACACHI,internaciones,contrareferidos,2023-08-01,1,7,1,7,8
AIQUILE,internaciones,contrareferidos,2023-08-01,2,11,2,11,13
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-08-01,5,16,5,16,21
BERMEJO,internaciones,contrareferidos,2023-08-01,49,78,49,78,127
CAMARGO,internaciones,contrareferidos,2023-08-01,17,40,17,40,57
CAMIRI,internaciones,contrareferidos,2023-08-01,0,63,0,63,63
CARANAVI,internaciones,contrareferidos,2023-08-01,10,71,10,71,81
CARAPARI,internaciones,contrareferidos,2023-08-01,2,4,2,4,6
