municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
MACHARETI,internaciones,dias camas disponibles otros servicios,2009-01-01,558,558
MAGDALENA,internaciones,dias camas disponibles otros servicios,2009-01-01,248,248
MAIRANA,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
MAPIRI,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
MINEROS,internaciones,dias camas disponibles otros servicios,2009-01-01,279,279
MIZQUE,internaciones,dias camas disponibles otros servicios,2009-01-01,589,589
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2009-01-01,1302,1302
MONTERO,internaciones,dias camas disponibles otros servicios,2009-01-01,1736,1736
MORO MORO,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
OCURI,internaciones,dias camas disponibles otros servicios,2009-01-01,540,540
OKINAWA,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
OMEREQUE,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
ORURO,internaciones,dias camas disponibles otros servicios,2009-01-01,12826,12826
PADILLA,internaciones,dias camas disponibles otros servicios,2009-01-01,465,465
PAILON,internaciones,dias camas disponibles otros servicios,2009-01-01,414,414
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2009-01-01,372,372
PAMPA AULLAGAS,internaciones,dias camas disponibles otros servicios,2009-01-01,31,31
PAMPA GRANDE,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
PASORAPA,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
PATACAMAYA,internaciones,dias camas disponibles otros servicios,2009-01-01,248,248
POCOATA,internaciones,dias camas disponibles otros servicios,2009-01-01,205,205
POCONA,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
POJO (CBBA),internaciones,dias camas disponibles otros servicios,2009-01-01,155,155
POROMA,internaciones,dias camas disponibles otros servicios,2009-01-01,340,340
PORONGO,internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
PORTACHUELO,internaciones,dias camas disponibles otros servicios,2009-01-01,1116,1116
PORVENIR,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
POSTRER VALLE,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
POTOSI,internaciones,dias camas disponibles otros servicios,2009-01-01,8440,8440
PRESTO,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
PUCARA,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
PUCARANI,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
PUERTO ACOSTA,internaciones,dias camas disponibles otros servicios,2009-01-01,543,543
PUERTO CARABUCO,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
PUERTO GONZALO MORENO,internaciones,dias camas disponibles otros servicios,2009-01-01,58,58
PUERTO QUIJARRO,internaciones,dias camas disponibles otros servicios,2009-01-01,496,496
PUERTO RICO,internaciones,dias camas disponibles otros servicios,2009-01-01,443,443
PUERTO SUAREZ,internaciones,dias camas disponibles otros servicios,2009-01-01,806,806
PUERTO VILLARROEL,internaciones,dias camas disponibles otros servicios,2009-01-01,1054,1054
PUNA,internaciones,dias camas disponibles otros servicios,2009-01-01,403,403
PUNATA,internaciones,dias camas disponibles otros servicios,2009-01-01,837,837
QUILLACOLLO,internaciones,dias camas disponibles otros servicios,2009-01-01,620,620
QUIRUSILLAS,internaciones,dias camas disponibles otros servicios,2009-01-01,31,31
RAVELO,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
REYES,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
RIBERALTA,internaciones,dias camas disponibles otros servicios,2009-01-01,2325,2325
ROBORE,internaciones,dias camas disponibles otros servicios,2009-01-01,1036,1036
RURRENABAQUE,internaciones,dias camas disponibles otros servicios,2009-01-01,403,403
SACABA,internaciones,dias camas disponibles otros servicios,2009-01-01,2046,2046
SACABAMBA,internaciones,dias camas disponibles otros servicios,2009-01-01,217,217
SACACA,internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
SAIPINA,internaciones,dias camas disponibles otros servicios,2009-01-01,155,155
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles otros servicios,2009-01-01,92,92
SAMAIPATA,internaciones,dias camas disponibles otros servicios,2009-01-01,123,123
SAN ANDRES,internaciones,dias camas disponibles otros servicios,2009-01-01,30,30
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
SAN BORJA,internaciones,dias camas disponibles otros servicios,2009-01-01,616,616
SAN BUENA VENTURA,internaciones,dias camas disponibles otros servicios,2009-01-01,217,217
SAN CARLOS,internaciones,dias camas disponibles otros servicios,2009-01-01,1023,1023
SAN IGNACIO,internaciones,dias camas disponibles otros servicios,2009-01-01,651,651
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles otros servicios,2009-01-01,3286,3286
SAN JAVIER(BNI),internaciones,dias camas disponibles otros servicios,2009-01-01,60,60
SAN JAVIER(STC),internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
SAN JOAQUIN,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles otros servicios,2009-01-01,1012,1012
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles otros servicios,2009-01-01,521,521
SAN JULIAN,internaciones,dias camas disponibles otros servicios,2009-01-01,1008,1008
SAN LORENZO(PND),internaciones,dias camas disponibles otros servicios,2009-01-01,78,78
SAN LORENZO(TJA),internaciones,dias camas disponibles otros servicios,2009-01-01,120,120
SAN LUCAS,internaciones,dias camas disponibles otros servicios,2009-01-01,496,496
SAN MATIAS,internaciones,dias camas disponibles otros servicios,2009-01-01,743,743
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
SAN PEDRO,internaciones,dias camas disponibles otros servicios,2009-01-01,528,528
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles otros servicios,2009-01-01,155,155
SAN RAFAEL,internaciones,dias camas disponibles otros servicios,2009-01-01,248,248
SAN RAMON,internaciones,dias camas disponibles otros servicios,2009-01-01,120,120
SAN RAMON,internaciones,dias camas disponibles otros servicios,2009-01-01,341,341
SANTA ANA,internaciones,dias camas disponibles otros servicios,2009-01-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles otros servicios,2009-01-01,37406,37406
SANTA ROSA,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
SANTA ROSA DEL SARA,internaciones,dias camas disponibles otros servicios,2009-01-01,248,248
SANTIAGO DE HUARI,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
SANTIAGO DE MACHACA,internaciones,dias camas disponibles otros servicios,2009-01-01,122,122
SANTIVAÑES,internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
SENA,internaciones,dias camas disponibles otros servicios,2009-01-01,86,86
SICAYA,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
SIPE SIPE,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
SOPACHUY,internaciones,dias camas disponibles otros servicios,2009-01-01,527,527
SORATA,internaciones,dias camas disponibles otros servicios,2009-01-01,620,620
SUCRE,internaciones,dias camas disponibles otros servicios,2009-01-01,34410,34410
TACACOMA,internaciones,dias camas disponibles otros servicios,2009-01-01,31,31
TACOPAYA,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
TAPACARI,internaciones,dias camas disponibles otros servicios,2009-01-01,341,341
TARABUCO,internaciones,dias camas disponibles otros servicios,2009-01-01,248,248
TARATA,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
TARIJA,internaciones,dias camas disponibles otros servicios,2009-01-01,11563,11563
TARVITA,internaciones,dias camas disponibles otros servicios,2009-01-01,589,589
TIPUANI,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
TIRAQUE (CBBA),internaciones,dias camas disponibles otros servicios,2009-01-01,527,527
TOCO,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
TOLATA,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
TOMAVE,internaciones,dias camas disponibles otros servicios,2009-01-01,119,119
TOMINA,internaciones,dias camas disponibles otros servicios,2009-01-01,558,558
TORO TORO,internaciones,dias camas disponibles otros servicios,2009-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles otros servicios,2009-01-01,589,589
TRIGAL,internaciones,dias camas disponibles otros servicios,2009-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles otros servicios,2009-01-01,5394,5394
TUPIZA,internaciones,dias camas disponibles otros servicios,2009-01-01,1116,1116
UNCIA,internaciones,dias camas disponibles otros servicios,2009-01-01,1488,1488
URUBICHA,internaciones,dias camas disponibles otros servicios,2009-01-01,186,186
UYUNI,internaciones,dias camas disponibles otros servicios,2009-01-01,1000,1000
VACAS,internaciones,dias camas disponibles otros servicios,2009-01-01,155,155
VALLEGRANDE,internaciones,dias camas disponibles otros servicios,2009-01-01,775,775
VIACHA,internaciones,dias camas disponibles otros servicios,2009-01-01,744,744
VILA VILA,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
VILLA MONTES,internaciones,dias camas disponibles otros servicios,2009-01-01,1030,1030
VILLA RIVERO,internaciones,dias camas disponibles otros servicios,2009-01-01,62,62
VILLA SERRANO,internaciones,dias camas disponibles otros servicios,2009-01-01,310,310
VILLA TUNARI,internaciones,dias camas disponibles otros servicios,2009-01-01,1839,1839
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles otros servicios,2009-01-01,279,279
VILLAZON,internaciones,dias camas disponibles otros servicios,2009-01-01,1178,1178
VINTO,internaciones,dias camas disponibles otros servicios,2009-01-01,967,967
VITICHI,internaciones,dias camas disponibles otros servicios,2009-01-01,124,124
WARNES,internaciones,dias camas disponibles otros servicios,2009-01-01,775,775
YACUIBA,internaciones,dias camas disponibles otros servicios,2009-01-01,2512,2512
YAMPARAEZ,internaciones,dias camas disponibles otros servicios,2009-01-01,341,341
YAPACANI,internaciones,dias camas disponibles otros servicios,2009-01-01,896,896
YOTALA,internaciones,dias camas disponibles otros servicios,2009-01-01,217,217
ZUDAÑEZ,internaciones,dias camas disponibles otros servicios,2009-01-01,93,93
ACACIO,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
ACHACACHI,internaciones,dias camas disponibles otros servicios,2009-02-01,380,380
AIQUILE,internaciones,dias camas disponibles otros servicios,2009-02-01,1260,1260
ALALAY,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
ALCALA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
ANCORAIMES,internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
ANDAMARCA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
ANTEQUERA,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
ANZALDO,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
APOLO,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
ARANI,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
ARQUE,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles otros servicios,2009-02-01,756,756
ATOCHA,internaciones,dias camas disponibles otros servicios,2009-02-01,336,336
AYATA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles otros servicios,2009-02-01,1204,1204
AZURDUY,internaciones,dias camas disponibles otros servicios,2009-02-01,392,392
BATALLAS,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
BAURES,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
BERMEJO,internaciones,dias camas disponibles otros servicios,2009-02-01,1153,1153
BETANZOS,internaciones,dias camas disponibles otros servicios,2009-02-01,420,420
BOLIVAR,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
BOLPEBRA,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
BOYUIBE,internaciones,dias camas disponibles otros servicios,2009-02-01,308,308
BUENA VISTA,internaciones,dias camas disponibles otros servicios,2009-02-01,1208,1208
CABEZAS,internaciones,dias camas disponibles otros servicios,2009-02-01,616,616
"CAIZA ""D""",internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
CAJUATA,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
CAMARGO,internaciones,dias camas disponibles otros servicios,2009-02-01,1848,1848
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
CAMIRI,internaciones,dias camas disponibles otros servicios,2009-02-01,2582,2582
CAPINOTA,internaciones,dias camas disponibles otros servicios,2009-02-01,422,422
CARACOLLO,internaciones,dias camas disponibles otros servicios,2009-02-01,196,196
CARANAVI,internaciones,dias camas disponibles otros servicios,2009-02-01,1008,1008
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles otros servicios,2009-02-01,46,46
CHALLAPATA,internaciones,dias camas disponibles otros servicios,2009-02-01,496,496
CHAQUI,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
CHARAGUA,internaciones,dias camas disponibles otros servicios,2009-02-01,826,826
CHAYANTA,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
CHIMORE,internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles otros servicios,2009-02-01,784,784
CHUMA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
CLIZA,internaciones,dias camas disponibles otros servicios,2009-02-01,252,252
COBIJA,internaciones,dias camas disponibles otros servicios,2009-02-01,2078,2078
COCHABAMBA,internaciones,dias camas disponibles otros servicios,2009-02-01,49056,49056
COLCAPIRHUA,internaciones,dias camas disponibles otros servicios,2009-02-01,948,948
"COLCHA ""K""",internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
COLOMI,internaciones,dias camas disponibles otros servicios,2009-02-01,196,196
COLPA BELGICA,internaciones,dias camas disponibles otros servicios,2009-02-01,196,196
COLQUECHACA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
COLQUIRI,internaciones,dias camas disponibles otros servicios,2009-02-01,196,196
COMARAPA,internaciones,dias camas disponibles otros servicios,2009-02-01,756,756
CONCEPCION,internaciones,dias camas disponibles otros servicios,2009-02-01,280,280
COPACABANA,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
CORIPATA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
CORO CORO,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
COROICO,internaciones,dias camas disponibles otros servicios,2009-02-01,896,896
COTAGAITA,internaciones,dias camas disponibles otros servicios,2009-02-01,165,165
COTOCA,internaciones,dias camas disponibles otros servicios,2009-02-01,560,560
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2009-02-01,616,616
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
CUEVO,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
CULPINA,internaciones,dias camas disponibles otros servicios,2009-02-01,448,448
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
EL ALTO,internaciones,dias camas disponibles otros servicios,2009-02-01,9744,9744
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
EL TORNO,internaciones,dias camas disponibles otros servicios,2009-02-01,1736,1736
EL VILLAR,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2009-02-01,448,448
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
EXALTACION,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2009-02-01,2268,2268
FILADELFIA,internaciones,dias camas disponibles otros servicios,2009-02-01,22,22
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2009-02-01,224,224
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles otros servicios,2009-02-01,62,62
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2009-02-01,1824,1824
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2009-02-01,610,610
HUACARETA,internaciones,dias camas disponibles otros servicios,2009-02-01,448,448
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
HUACHACALLA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
HUANUNI,internaciones,dias camas disponibles otros servicios,2009-02-01,224,224
HUARACAJE,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
ICLA,internaciones,dias camas disponibles otros servicios,2009-02-01,196,196
INCAHUASI,internaciones,dias camas disponibles otros servicios,2009-02-01,224,224
INQUISIVI,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2009-02-01,336,336
IXIAMAS,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
JESUS DE MACHACA,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2009-02-01,336,336
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2009-02-01,916,916
LA PAZ,internaciones,dias camas disponibles otros servicios,2009-02-01,57872,57872
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
LAS CARRERAS,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2009-02-01,924,924
LURIBAY,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
MACHARETI,internaciones,dias camas disponibles otros servicios,2009-02-01,504,504
MAGDALENA,internaciones,dias camas disponibles otros servicios,2009-02-01,224,224
MAIRANA,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
MAPIRI,internaciones,dias camas disponibles otros servicios,2009-02-01,28,28
MINEROS,internaciones,dias camas disponibles otros servicios,2009-02-01,252,252
MIZQUE,internaciones,dias camas disponibles otros servicios,2009-02-01,532,532
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2009-02-01,283,283
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2009-02-01,1176,1176
MONTERO,internaciones,dias camas disponibles otros servicios,2009-02-01,1596,1596
MORO MORO,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
MOROCHATA,internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles otros servicios,2009-02-01,51,51
OCURI,internaciones,dias camas disponibles otros servicios,2009-02-01,450,450
OKINAWA,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
OMEREQUE,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
ORURO,internaciones,dias camas disponibles otros servicios,2009-02-01,11018,11018
PADILLA,internaciones,dias camas disponibles otros servicios,2009-02-01,392,392
PAILON,internaciones,dias camas disponibles otros servicios,2009-02-01,288,288
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2009-02-01,336,336
PAMPA GRANDE,internaciones,dias camas disponibles otros servicios,2009-02-01,112,112
PASORAPA,internaciones,dias camas disponibles otros servicios,2009-02-01,118,118
PATACAMAYA,internaciones,dias camas disponibles otros servicios,2009-02-01,124,124
POCOATA,internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
POCONA,internaciones,dias camas disponibles otros servicios,2009-02-01,168,168
POJO (CBBA),internaciones,dias camas disponibles otros servicios,2009-02-01,140,140
POROMA,internaciones,dias camas disponibles otros servicios,2009-02-01,142,142
PORONGO,internaciones,dias camas disponibles otros servicios,2009-02-01,252,252
PORTACHUELO,internaciones,dias camas disponibles otros servicios,2009-02-01,1026,1026
PORVENIR,internaciones,dias camas disponibles otros servicios,2009-02-01,84,84
POSTRER VALLE,internaciones,dias camas disponibles otros servicios,2009-02-01,56,56
POTOSI,internaciones,dias camas disponibles otros servicios,2009-02-01,7714,7714
