municipality,group,variable,month,Egresos,TOTAL
SANTIVAÑES,internaciones,egresos,2009-06-01,3,3
SAPAHAQUI,internaciones,egresos,2009-06-01,4,4
SENA,internaciones,egresos,2009-06-01,14,14
SICA SICA (VILLA AROMA),internaciones,egresos,2009-06-01,15,15
SIPE SIPE,internaciones,egresos,2009-06-01,32,32
SOPACHUY,internaciones,egresos,2009-06-01,26,26
SORACACHI,internaciones,egresos,2009-06-01,2,2
SORATA,internaciones,egresos,2009-06-01,34,34
SUCRE,internaciones,egresos,2009-06-01,3326,3326
TACACHI,internaciones,egresos,2009-06-01,2,2
TACACOMA,internaciones,egresos,2009-06-01,12,12
TACOPAYA,internaciones,egresos,2009-06-01,2,2
TAPACARI,internaciones,egresos,2009-06-01,11,11
TARABUCO,internaciones,egresos,2009-06-01,84,84
TARACO,internaciones,egresos,2009-06-01,4,4
TARATA,internaciones,egresos,2009-06-01,11,11
TARIJA,internaciones,egresos,2009-06-01,1730,1730
TARVITA,internaciones,egresos,2009-06-01,54,54
TEOPONTE,internaciones,egresos,2009-06-01,9,9
TIAWANACU,internaciones,egresos,2009-06-01,18,18
TIPUANI,internaciones,egresos,2009-06-01,42,42
TIQUIPAYA,internaciones,egresos,2009-06-01,101,101
TIRAQUE (CBBA),internaciones,egresos,2009-06-01,199,199
TOLATA,internaciones,egresos,2009-06-01,11,11
TOLEDO,internaciones,egresos,2009-06-01,5,5
TOMAVE,internaciones,egresos,2009-06-01,10,10
TOMINA,internaciones,egresos,2009-06-01,15,15
TORO TORO,internaciones,egresos,2009-06-01,2,2
TOTORA(CBBA),internaciones,egresos,2009-06-01,34,34
TOTORA(ORR),internaciones,egresos,2009-06-01,1,1
TRIGAL,internaciones,egresos,2009-06-01,3,3
TRINIDAD,internaciones,egresos,2009-06-01,1214,1214
TUPIZA,internaciones,egresos,2009-06-01,202,202
TURCO,internaciones,egresos,2009-06-01,3,3
UMALA,internaciones,egresos,2009-06-01,5,5
UNCIA,internaciones,egresos,2009-06-01,20,20
URUBICHA,internaciones,egresos,2009-06-01,19,19
UYUNI,internaciones,egresos,2009-06-01,69,69
VACAS,internaciones,egresos,2009-06-01,15,15
VALLEGRANDE,internaciones,egresos,2009-06-01,137,137
VIACHA,internaciones,egresos,2009-06-01,90,90
VILA VILA,internaciones,egresos,2009-06-01,1,1
VILLA MONTES,internaciones,egresos,2009-06-01,223,223
VILLA RIVERO,internaciones,egresos,2009-06-01,27,27
VILLA SERRANO,internaciones,egresos,2009-06-01,26,26
VILLA TUNARI,internaciones,egresos,2009-06-01,346,346
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-06-01,24,24
VILLAZON,internaciones,egresos,2009-06-01,205,205
VINTO,internaciones,egresos,2009-06-01,144,144
WARNES,internaciones,egresos,2009-06-01,98,98
YACO,internaciones,egresos,2009-06-01,7,7
YACUIBA,internaciones,egresos,2009-06-01,660,660
YAMPARAEZ,internaciones,egresos,2009-06-01,8,8
YANACACHI,internaciones,egresos,2009-06-01,2,2
YAPACANI,internaciones,egresos,2009-06-01,411,411
YOCALLA,internaciones,egresos,2009-06-01,6,6
YOTALA,internaciones,egresos,2009-06-01,19,19
ZUDAÑEZ,internaciones,egresos,2009-06-01,52,52
ACHACACHI,internaciones,egresos,2009-07-01,64,64
AIQUILE,internaciones,egresos,2009-07-01,105,105
ALALAY,internaciones,egresos,2009-07-01,2,2
ALCALA,internaciones,egresos,2009-07-01,5,5
ANCORAIMES,internaciones,egresos,2009-07-01,5,5
ANDAMARCA,internaciones,egresos,2009-07-01,1,1
ANZALDO,internaciones,egresos,2009-07-01,5,5
APOLO,internaciones,egresos,2009-07-01,35,35
ARANI,internaciones,egresos,2009-07-01,27,27
ARBIETO,internaciones,egresos,2009-07-01,4,4
ARQUE,internaciones,egresos,2009-07-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2009-07-01,192,192
ATOCHA,internaciones,egresos,2009-07-01,34,34
AUCAPATA,internaciones,egresos,2009-07-01,1,1
AYATA,internaciones,egresos,2009-07-01,3,3
AYO AYO,internaciones,egresos,2009-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-07-01,42,42
AZURDUY,internaciones,egresos,2009-07-01,24,24
BATALLAS,internaciones,egresos,2009-07-01,5,5
BAURES,internaciones,egresos,2009-07-01,11,11
BERMEJO,internaciones,egresos,2009-07-01,257,257
BETANZOS,internaciones,egresos,2009-07-01,53,53
BOYUIBE,internaciones,egresos,2009-07-01,31,31
BUENA VISTA,internaciones,egresos,2009-07-01,23,23
CABEZAS,internaciones,egresos,2009-07-01,22,22
CAIROMA,internaciones,egresos,2009-07-01,8,8
"CAIZA ""D""",internaciones,egresos,2009-07-01,5,5
CAJUATA,internaciones,egresos,2009-07-01,23,23
CALAMARCA,internaciones,egresos,2009-07-01,6,6
CAMARGO,internaciones,egresos,2009-07-01,295,295
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-07-01,5,5
CAMIRI,internaciones,egresos,2009-07-01,457,457
CAPINOTA,internaciones,egresos,2009-07-01,57,57
CAQUIAVIRI,internaciones,egresos,2009-07-01,2,2
CARACOLLO,internaciones,egresos,2009-07-01,30,30
CARANAVI,internaciones,egresos,2009-07-01,213,213
CARIPUYO,internaciones,egresos,2009-07-01,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2009-07-01,33,33
CHALLAPATA,internaciones,egresos,2009-07-01,105,105
CHAQUI,internaciones,egresos,2009-07-01,3,3
CHARAGUA,internaciones,egresos,2009-07-01,143,143
CHAYANTA,internaciones,egresos,2009-07-01,13,13
CHIMORE,internaciones,egresos,2009-07-01,37,37
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2009-07-01,85,85
CHUMA,internaciones,egresos,2009-07-01,7,7
CLIZA,internaciones,egresos,2009-07-01,41,41
COBIJA,internaciones,egresos,2009-07-01,487,487
COCHABAMBA,internaciones,egresos,2009-07-01,7473,7473
COLCAPIRHUA,internaciones,egresos,2009-07-01,168,168
COLLANA,internaciones,egresos,2009-07-01,1,1
COLOMI,internaciones,egresos,2009-07-01,13,13
COLPA BELGICA,internaciones,egresos,2009-07-01,6,6
COLQUECHACA,internaciones,egresos,2009-07-01,7,7
COLQUENCHA,internaciones,egresos,2009-07-01,1,1
COLQUIRI,internaciones,egresos,2009-07-01,19,19
COMARAPA,internaciones,egresos,2009-07-01,69,69
CONCEPCION,internaciones,egresos,2009-07-01,61,61
COPACABANA,internaciones,egresos,2009-07-01,18,18
CORIPATA,internaciones,egresos,2009-07-01,14,14
CORO CORO,internaciones,egresos,2009-07-01,7,7
COROICO,internaciones,egresos,2009-07-01,111,111
COTAGAITA,internaciones,egresos,2009-07-01,21,21
COTOCA,internaciones,egresos,2009-07-01,104,104
CUATRO CAÑADAS,internaciones,egresos,2009-07-01,59,59
CUEVO,internaciones,egresos,2009-07-01,6,6
CULPINA,internaciones,egresos,2009-07-01,68,68
CURAHUARA DE CARANGAS,internaciones,egresos,2009-07-01,11,11
DESAGUADERO,internaciones,egresos,2009-07-01,10,10
EL ALTO,internaciones,egresos,2009-07-01,2968,2968
EL PUENTE(STC),internaciones,egresos,2009-07-01,31,31
EL TORNO,internaciones,egresos,2009-07-01,199,199
ENTRE RIOS,internaciones,egresos,2009-07-01,35,35
ENTRE RIOS,internaciones,egresos,2009-07-01,38,38
EUCALIPTUS,internaciones,egresos,2009-07-01,5,5
EXALTACION,internaciones,egresos,2009-07-01,7,7
FERNANDEZ ALONSO,internaciones,egresos,2009-07-01,54,54
FILADELFIA,internaciones,egresos,2009-07-01,7,7
GENERAL SAAVEDRA,internaciones,egresos,2009-07-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-07-01,7,7
GUANAY,internaciones,egresos,2009-07-01,30,30
GUAQUI,internaciones,egresos,2009-07-01,5,5
GUAYARAMERIN,internaciones,egresos,2009-07-01,459,459
GUTIERREZ,internaciones,egresos,2009-07-01,8,8
HUACARETA,internaciones,egresos,2009-07-01,16,16
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-07-01,1,1
HUACHACALLA,internaciones,egresos,2009-07-01,3,3
HUANUNI,internaciones,egresos,2009-07-01,35,35
HUARACAJE,internaciones,egresos,2009-07-01,10,10
HUAYLLAMARCA,internaciones,egresos,2009-07-01,1,1
ICHOCA,internaciones,egresos,2009-07-01,1,1
ICLA,internaciones,egresos,2009-07-01,4,4
INCAHUASI,internaciones,egresos,2009-07-01,23,23
INQUISIVI,internaciones,egresos,2009-07-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-07-01,16,16
IXIAMAS,internaciones,egresos,2009-07-01,28,28
LA ASUNTA,internaciones,egresos,2009-07-01,57,57
LA GUARDIA,internaciones,egresos,2009-07-01,109,109
LA PAZ,internaciones,egresos,2009-07-01,7382,7382
LAGUNILLAS,internaciones,egresos,2009-07-01,8,8
LAJA,internaciones,egresos,2009-07-01,6,6
LAS CARRERAS,internaciones,egresos,2009-07-01,3,3
LICOMA PAMPA,internaciones,egresos,2009-07-01,4,4
LLALLAGUA,internaciones,egresos,2009-07-01,231,231
LURIBAY,internaciones,egresos,2009-07-01,7,7
MACHARETI,internaciones,egresos,2009-07-01,7,7
MAGDALENA,internaciones,egresos,2009-07-01,52,52
MAIRANA,internaciones,egresos,2009-07-01,43,43
MAPIRI,internaciones,egresos,2009-07-01,31,31
MECAPACA,internaciones,egresos,2009-07-01,8,8
MINEROS,internaciones,egresos,2009-07-01,21,21
MIZQUE,internaciones,egresos,2009-07-01,44,44
MOCOMOCO,internaciones,egresos,2009-07-01,2,2
MOJOCOYA,internaciones,egresos,2009-07-01,8,8
MONTEAGUDO,internaciones,egresos,2009-07-01,175,175
MONTERO,internaciones,egresos,2009-07-01,601,601
MORO MORO,internaciones,egresos,2009-07-01,4,4
MOROCHATA,internaciones,egresos,2009-07-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-07-01,7,7
OCURI,internaciones,egresos,2009-07-01,15,15
OKINAWA,internaciones,egresos,2009-07-01,8,8
OMEREQUE,internaciones,egresos,2009-07-01,9,9
ORURO,internaciones,egresos,2009-07-01,1851,1851
PADILLA,internaciones,egresos,2009-07-01,90,90
PAILON,internaciones,egresos,2009-07-01,79,79
PALOS BLANCOS,internaciones,egresos,2009-07-01,62,62
PAMPA GRANDE,internaciones,egresos,2009-07-01,21,21
PAPEL PAMPA,internaciones,egresos,2009-07-01,2,2
PASORAPA,internaciones,egresos,2009-07-01,9,9
PATACAMAYA,internaciones,egresos,2009-07-01,47,47
PAZÑA,internaciones,egresos,2009-07-01,3,3
POCOATA,internaciones,egresos,2009-07-01,6,6
POCONA,internaciones,egresos,2009-07-01,19,19
POJO (CBBA),internaciones,egresos,2009-07-01,19,19
POOPO,internaciones,egresos,2009-07-01,7,7
PORCO,internaciones,egresos,2009-07-01,3,3
POROMA,internaciones,egresos,2009-07-01,17,17
PORONGO,internaciones,egresos,2009-07-01,9,9
PORTACHUELO,internaciones,egresos,2009-07-01,193,193
PORVENIR,internaciones,egresos,2009-07-01,8,8
POTOSI,internaciones,egresos,2009-07-01,1591,1591
PRESTO,internaciones,egresos,2009-07-01,19,19
PUCARANI,internaciones,egresos,2009-07-01,4,4
PUERTO ACOSTA,internaciones,egresos,2009-07-01,49,49
PUERTO CARABUCO,internaciones,egresos,2009-07-01,4,4
PUERTO QUIJARRO,internaciones,egresos,2009-07-01,46,46
PUERTO RICO,internaciones,egresos,2009-07-01,33,33
PUERTO SILES,internaciones,egresos,2009-07-01,3,3
PUERTO SUAREZ,internaciones,egresos,2009-07-01,105,105
PUERTO VILLARROEL,internaciones,egresos,2009-07-01,202,202
PUNA,internaciones,egresos,2009-07-01,18,18
PUNATA,internaciones,egresos,2009-07-01,283,283
QUILLACOLLO,internaciones,egresos,2009-07-01,235,235
QUIME,internaciones,egresos,2009-07-01,10,10
QUIRUSILLAS,internaciones,egresos,2009-07-01,3,3
RAVELO,internaciones,egresos,2009-07-01,8,8
REYES,internaciones,egresos,2009-07-01,30,30
RIBERALTA,internaciones,egresos,2009-07-01,679,679
ROBORE,internaciones,egresos,2009-07-01,155,155
RURRENABAQUE,internaciones,egresos,2009-07-01,118,118
SACABA,internaciones,egresos,2009-07-01,402,402
SACABAMBA,internaciones,egresos,2009-07-01,16,16
SACACA,internaciones,egresos,2009-07-01,25,25
SAIPINA,internaciones,egresos,2009-07-01,7,7
SALINAS DE GARCI MENDOZA,internaciones,egresos,2009-07-01,1,1
SAMAIPATA,internaciones,egresos,2009-07-01,14,14
SAN ANDRES,internaciones,egresos,2009-07-01,5,5
SAN ANDRES DE MACHACA,internaciones,egresos,2009-07-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2009-07-01,14,14
SAN BENITO,internaciones,egresos,2009-07-01,21,21
SAN BORJA,internaciones,egresos,2009-07-01,139,139
SAN BUENA VENTURA,internaciones,egresos,2009-07-01,64,64
SAN CARLOS,internaciones,egresos,2009-07-01,119,119
SAN IGNACIO,internaciones,egresos,2009-07-01,61,61
SAN IGNACIO DE VELASCO,internaciones,egresos,2009-07-01,447,447
SAN JAVIER(STC),internaciones,egresos,2009-07-01,50,50
SAN JOAQUIN,internaciones,egresos,2009-07-01,42,42
SAN JOSE DE CHIQUITOS,internaciones,egresos,2009-07-01,138,138
SAN JUAN DE YAPACANI,internaciones,egresos,2009-07-01,83,83
SAN JULIAN,internaciones,egresos,2009-07-01,175,175
SAN LORENZO(PND),internaciones,egresos,2009-07-01,11,11
SAN LORENZO(TJA),internaciones,egresos,2009-07-01,13,13
SAN LUCAS,internaciones,egresos,2009-07-01,49,49
SAN MATIAS,internaciones,egresos,2009-07-01,74,74
SAN MIGUEL DE VELASCO,internaciones,egresos,2009-07-01,58,58
SAN PEDRO,internaciones,egresos,2009-07-01,13,13
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2009-07-01,17,17
SAN PEDRO DE CURAHUARA,internaciones,egresos,2009-07-01,1,1
SAN RAFAEL,internaciones,egresos,2009-07-01,30,30
SAN RAMON,internaciones,egresos,2009-07-01,43,43
SAN RAMON,internaciones,egresos,2009-07-01,35,35
SANTA ANA,internaciones,egresos,2009-07-01,112,112
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2009-07-01,9822,9822
SANTA ROSA,internaciones,egresos,2009-07-01,43,43
SANTA ROSA DEL SARA,internaciones,egresos,2009-07-01,62,62
SANTIAGO DE CALLAPA,internaciones,egresos,2009-07-01,3,3
SANTIAGO DE MACHACA,internaciones,egresos,2009-07-01,1,1
SANTIVAÑES,internaciones,egresos,2009-07-01,2,2
SAPAHAQUI,internaciones,egresos,2009-07-01,3,3
SENA,internaciones,egresos,2009-07-01,21,21
SICA SICA (VILLA AROMA),internaciones,egresos,2009-07-01,15,15
SICAYA,internaciones,egresos,2009-07-01,4,4
SIPE SIPE,internaciones,egresos,2009-07-01,25,25
SOPACHUY,internaciones,egresos,2009-07-01,35,35
SORACACHI,internaciones,egresos,2009-07-01,1,1
SORATA,internaciones,egresos,2009-07-01,31,31
SUCRE,internaciones,egresos,2009-07-01,3576,3576
TACACHI,internaciones,egresos,2009-07-01,1,1
TACACOMA,internaciones,egresos,2009-07-01,2,2
TACOPAYA,internaciones,egresos,2009-07-01,5,5
TAPACARI,internaciones,egresos,2009-07-01,11,11
TARABUCO,internaciones,egresos,2009-07-01,61,61
TARACO,internaciones,egresos,2009-07-01,1,1
TARATA,internaciones,egresos,2009-07-01,5,5
TARIJA,internaciones,egresos,2009-07-01,1758,1758
TARVITA,internaciones,egresos,2009-07-01,54,54
TEOPONTE,internaciones,egresos,2009-07-01,12,12
TIAWANACU,internaciones,egresos,2009-07-01,19,19
TIPUANI,internaciones,egresos,2009-07-01,56,56
TIQUIPAYA,internaciones,egresos,2009-07-01,86,86
TIRAQUE (CBBA),internaciones,egresos,2009-07-01,203,203
TOCO,internaciones,egresos,2009-07-01,2,2
TOLATA,internaciones,egresos,2009-07-01,7,7
TOLEDO,internaciones,egresos,2009-07-01,2,2
TOMAVE,internaciones,egresos,2009-07-01,6,6
TOMINA,internaciones,egresos,2009-07-01,18,18
TORO TORO,internaciones,egresos,2009-07-01,6,6
TOTORA(CBBA),internaciones,egresos,2009-07-01,43,43
TOTORA(ORR),internaciones,egresos,2009-07-01,1,1
TRIGAL,internaciones,egresos,2009-07-01,2,2
TRINIDAD,internaciones,egresos,2009-07-01,1145,1145
TUPIZA,internaciones,egresos,2009-07-01,217,217
TURCO,internaciones,egresos,2009-07-01,4,4
UMALA,internaciones,egresos,2009-07-01,1,1
UNCIA,internaciones,egresos,2009-07-01,10,10
URUBICHA,internaciones,egresos,2009-07-01,12,12
UYUNI,internaciones,egresos,2009-07-01,111,111
VACAS,internaciones,egresos,2009-07-01,22,22
VALLEGRANDE,internaciones,egresos,2009-07-01,130,130
VIACHA,internaciones,egresos,2009-07-01,114,114
VILA VILA,internaciones,egresos,2009-07-01,2,2
VILLA MONTES,internaciones,egresos,2009-07-01,264,264
VILLA RIVERO,internaciones,egresos,2009-07-01,27,27
VILLA SERRANO,internaciones,egresos,2009-07-01,25,25
VILLA TUNARI,internaciones,egresos,2009-07-01,353,353
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-07-01,10,10
VILLAZON,internaciones,egresos,2009-07-01,194,194
VINTO,internaciones,egresos,2009-07-01,152,152
VITICHI,internaciones,egresos,2009-07-01,8,8
WARNES,internaciones,egresos,2009-07-01,395,395
YACO,internaciones,egresos,2009-07-01,2,2
YACUIBA,internaciones,egresos,2009-07-01,816,816
YAMPARAEZ,internaciones,egresos,2009-07-01,11,11
YANACACHI,internaciones,egresos,2009-07-01,2,2
YAPACANI,internaciones,egresos,2009-07-01,415,415
YOCALLA,internaciones,egresos,2009-07-01,4,4
YOTALA,internaciones,egresos,2009-07-01,24,24
ZUDAÑEZ,internaciones,egresos,2009-07-01,22,22
ACACIO,internaciones,egresos,2009-08-01,2,2
ACHACACHI,internaciones,egresos,2009-08-01,63,63
ACHOCALLA,internaciones,egresos,2009-08-01,6,6
AIQUILE,internaciones,egresos,2009-08-01,118,118
ALCALA,internaciones,egresos,2009-08-01,9,9
ANCORAIMES,internaciones,egresos,2009-08-01,4,4
ANDAMARCA,internaciones,egresos,2009-08-01,1,1
ANZALDO,internaciones,egresos,2009-08-01,8,8
APOLO,internaciones,egresos,2009-08-01,65,65
ARANI,internaciones,egresos,2009-08-01,28,28
ARBIETO,internaciones,egresos,2009-08-01,9,9
ARQUE,internaciones,egresos,2009-08-01,2,2
ASCENCION DE GUARAYOS,internaciones,egresos,2009-08-01,217,217
ATOCHA,internaciones,egresos,2009-08-01,31,31
AUCAPATA,internaciones,egresos,2009-08-01,1,1
AYATA,internaciones,egresos,2009-08-01,4,4
AYO AYO,internaciones,egresos,2009-08-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-08-01,61,61
AZURDUY,internaciones,egresos,2009-08-01,41,41
BATALLAS,internaciones,egresos,2009-08-01,9,9
BAURES,internaciones,egresos,2009-08-01,18,18
BELEN DE URMIRI,internaciones,egresos,2009-08-01,1,1
BERMEJO,internaciones,egresos,2009-08-01,282,282
BETANZOS,internaciones,egresos,2009-08-01,62,62
BOYUIBE,internaciones,egresos,2009-08-01,45,45
BUENA VISTA,internaciones,egresos,2009-08-01,29,29
CABEZAS,internaciones,egresos,2009-08-01,25,25
CAIROMA,internaciones,egresos,2009-08-01,3,3
"CAIZA ""D""",internaciones,egresos,2009-08-01,2,2
CAJUATA,internaciones,egresos,2009-08-01,19,19
CALACOTO,internaciones,egresos,2009-08-01,2,2
CALAMARCA,internaciones,egresos,2009-08-01,6,6
CAMARGO,internaciones,egresos,2009-08-01,226,226
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-08-01,6,6
CAMIRI,internaciones,egresos,2009-08-01,463,463
CAPINOTA,internaciones,egresos,2009-08-01,54,54
CAQUIAVIRI,internaciones,egresos,2009-08-01,2,2
CARACOLLO,internaciones,egresos,2009-08-01,28,28
CARANAVI,internaciones,egresos,2009-08-01,208,208
CARIPUYO,internaciones,egresos,2009-08-01,5,5
CARMEN RIVERO TORREZ,internaciones,egresos,2009-08-01,34,34
CHALLAPATA,internaciones,egresos,2009-08-01,113,113
CHAQUI,internaciones,egresos,2009-08-01,3,3
CHARAGUA,internaciones,egresos,2009-08-01,123,123
CHAYANTA,internaciones,egresos,2009-08-01,13,13
CHIMORE,internaciones,egresos,2009-08-01,34,34
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2009-08-01,64,64
CHUMA,internaciones,egresos,2009-08-01,5,5
CLIZA,internaciones,egresos,2009-08-01,34,34
COBIJA,internaciones,egresos,2009-08-01,465,465
COCHABAMBA,internaciones,egresos,2009-08-01,7012,7012
COLCAPIRHUA,internaciones,egresos,2009-08-01,151,151
COLLANA,internaciones,egresos,2009-08-01,2,2
COLOMI,internaciones,egresos,2009-08-01,21,21
COLPA BELGICA,internaciones,egresos,2009-08-01,5,5
COLQUECHACA,internaciones,egresos,2009-08-01,6,6
COLQUENCHA,internaciones,egresos,2009-08-01,2,2
COLQUIRI,internaciones,egresos,2009-08-01,15,15
COMANCHE,internaciones,egresos,2009-08-01,1,1
COMARAPA,internaciones,egresos,2009-08-01,76,76
CONCEPCION,internaciones,egresos,2009-08-01,92,92
COPACABANA,internaciones,egresos,2009-08-01,8,8
CORIPATA,internaciones,egresos,2009-08-01,14,14
COROICO,internaciones,egresos,2009-08-01,112,112
COTAGAITA,internaciones,egresos,2009-08-01,26,26
COTOCA,internaciones,egresos,2009-08-01,106,106
CUATRO CAÑADAS,internaciones,egresos,2009-08-01,40,40
CUEVO,internaciones,egresos,2009-08-01,16,16
CULPINA,internaciones,egresos,2009-08-01,41,41
CURAHUARA DE CARANGAS,internaciones,egresos,2009-08-01,19,19
DESAGUADERO,internaciones,egresos,2009-08-01,6,6
EL ALTO,internaciones,egresos,2009-08-01,2905,2905
EL PUENTE(STC),internaciones,egresos,2009-08-01,35,35
EL TORNO,internaciones,egresos,2009-08-01,190,190
EL VILLAR,internaciones,egresos,2009-08-01,4,4
ENTRE RIOS,internaciones,egresos,2009-08-01,35,35
ENTRE RIOS,internaciones,egresos,2009-08-01,35,35
EUCALIPTUS,internaciones,egresos,2009-08-01,8,8
EXALTACION,internaciones,egresos,2009-08-01,5,5
FERNANDEZ ALONSO,internaciones,egresos,2009-08-01,64,64
FILADELFIA,internaciones,egresos,2009-08-01,9,9
GENERAL SAAVEDRA,internaciones,egresos,2009-08-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-08-01,7,7
GUANAY,internaciones,egresos,2009-08-01,31,31
GUAQUI,internaciones,egresos,2009-08-01,9,9
GUAYARAMERIN,internaciones,egresos,2009-08-01,513,513
GUTIERREZ,internaciones,egresos,2009-08-01,25,25
HUACARETA,internaciones,egresos,2009-08-01,20,20
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-08-01,2,2
HUACHACALLA,internaciones,egresos,2009-08-01,4,4
HUANUNI,internaciones,egresos,2009-08-01,37,37
HUARACAJE,internaciones,egresos,2009-08-01,7,7
HUAYLLAMARCA,internaciones,egresos,2009-08-01,5,5
ICLA,internaciones,egresos,2009-08-01,4,4
INCAHUASI,internaciones,egresos,2009-08-01,19,19
INGAVI (HUMAITA),internaciones,egresos,2009-08-01,10,10
INQUISIVI,internaciones,egresos,2009-08-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-08-01,28,28
IXIAMAS,internaciones,egresos,2009-08-01,30,30
JESUS DE MACHACA,internaciones,egresos,2009-08-01,5,5
LA ASUNTA,internaciones,egresos,2009-08-01,57,57
LA GUARDIA,internaciones,egresos,2009-08-01,141,141
LA PAZ,internaciones,egresos,2009-08-01,7441,7441
LAGUNILLAS,internaciones,egresos,2009-08-01,8,8
LAJA,internaciones,egresos,2009-08-01,6,6
LAS CARRERAS,internaciones,egresos,2009-08-01,1,1
LICOMA PAMPA,internaciones,egresos,2009-08-01,1,1
LLALLAGUA,internaciones,egresos,2009-08-01,211,211
LORETO,internaciones,egresos,2009-08-01,1,1
LURIBAY,internaciones,egresos,2009-08-01,3,3
MACHARETI,internaciones,egresos,2009-08-01,7,7
MAGDALENA,internaciones,egresos,2009-08-01,71,71
MAIRANA,internaciones,egresos,2009-08-01,40,40
MAPIRI,internaciones,egresos,2009-08-01,29,29
MECAPACA,internaciones,egresos,2009-08-01,3,3
MINEROS,internaciones,egresos,2009-08-01,22,22
MIZQUE,internaciones,egresos,2009-08-01,57,57
MOCOMOCO,internaciones,egresos,2009-08-01,3,3
MOJOCOYA,internaciones,egresos,2009-08-01,6,6
MONTEAGUDO,internaciones,egresos,2009-08-01,159,159
MONTERO,internaciones,egresos,2009-08-01,532,532
MORO MORO,internaciones,egresos,2009-08-01,1,1
MOROCHATA,internaciones,egresos,2009-08-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-08-01,5,5
OCURI,internaciones,egresos,2009-08-01,23,23
OKINAWA,internaciones,egresos,2009-08-01,3,3
OMEREQUE,internaciones,egresos,2009-08-01,9,9
ORURO,internaciones,egresos,2009-08-01,2193,2193
PADILLA,internaciones,egresos,2009-08-01,65,65
PAILON,internaciones,egresos,2009-08-01,65,65
PALOS BLANCOS,internaciones,egresos,2009-08-01,63,63
PAMPA GRANDE,internaciones,egresos,2009-08-01,18,18
PAPEL PAMPA,internaciones,egresos,2009-08-01,1,1
PATACAMAYA,internaciones,egresos,2009-08-01,52,52
PAZÑA,internaciones,egresos,2009-08-01,1,1
PELECHUCO,internaciones,egresos,2009-08-01,2,2
POCONA,internaciones,egresos,2009-08-01,19,19
POJO (CBBA),internaciones,egresos,2009-08-01,24,24
POOPO,internaciones,egresos,2009-08-01,7,7
PORCO,internaciones,egresos,2009-08-01,8,8
POROMA,internaciones,egresos,2009-08-01,22,22
PORONGO,internaciones,egresos,2009-08-01,16,16
PORTACHUELO,internaciones,egresos,2009-08-01,232,232
PORVENIR,internaciones,egresos,2009-08-01,16,16
POSTRER VALLE,internaciones,egresos,2009-08-01,1,1
POTOSI,internaciones,egresos,2009-08-01,1523,1523
PRESTO,internaciones,egresos,2009-08-01,16,16
PUCARA,internaciones,egresos,2009-08-01,1,1
PUCARANI,internaciones,egresos,2009-08-01,7,7
PUERTO ACOSTA,internaciones,egresos,2009-08-01,58,58
PUERTO CARABUCO,internaciones,egresos,2009-08-01,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2009-08-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2009-08-01,54,54
PUERTO RICO,internaciones,egresos,2009-08-01,39,39
PUERTO SILES,internaciones,egresos,2009-08-01,4,4
PUERTO SUAREZ,internaciones,egresos,2009-08-01,99,99
PUERTO VILLARROEL,internaciones,egresos,2009-08-01,196,196
PUNA,internaciones,egresos,2009-08-01,32,32
PUNATA,internaciones,egresos,2009-08-01,277,277
QUILLACOLLO,internaciones,egresos,2009-08-01,219,219
QUIME,internaciones,egresos,2009-08-01,4,4
QUIRUSILLAS,internaciones,egresos,2009-08-01,2,2
RAVELO,internaciones,egresos,2009-08-01,4,4
REYES,internaciones,egresos,2009-08-01,34,34
RIBERALTA,internaciones,egresos,2009-08-01,693,693
ROBORE,internaciones,egresos,2009-08-01,111,111
RURRENABAQUE,internaciones,egresos,2009-08-01,130,130
SACABA,internaciones,egresos,2009-08-01,517,517
SACABAMBA,internaciones,egresos,2009-08-01,14,14
SACACA,internaciones,egresos,2009-08-01,17,17
SAIPINA,internaciones,egresos,2009-08-01,14,14
