municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-03-01,36,36
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-03-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-03-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-03-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-03-01,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2009-03-01,3,3
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-03-01,3,3
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2009-04-01,3,3
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,3,3
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,4,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,84,84
COROICO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,11,11
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-04-01,3,3
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-04-01,107,107
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,17,17
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-04-01,21,21
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
SACABA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-04-01,5,5
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,4,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,114,114
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-04-01,23,23
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,29,29
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-04-01,9,9
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-04-01,5,5
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-04-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-04-01,5,5
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
AZURDUY,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
CARACOLLO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,97,97
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,15,15
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
INCAHUASI,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-05-01,136,136
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,24,24
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-05-01,23,23
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,10,10
ROBORE,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
SACABA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,134,134
SOPACHUY,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-05-01,28,28
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,41,41
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-05-01,9,9
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,1,1
UNCIA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,5,5
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-05-01,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
WARNES,internaciones,fallecidos a partir de las 48 horas,2009-05-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-05-01,6,6
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-06-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,101,101
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,12,12
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-06-01,4,4
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-06-01,114,114
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,5,5
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,33,33
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-06-01,11,11
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,6,6
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,115,115
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-06-01,27,27
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,28,28
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-06-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,2,2
UYUNI,internaciones,fallecidos a partir de las 48 horas,2009-06-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-06-01,3,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-06-01,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2009-06-01,4,4
VINTO,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-06-01,1,1
AIQUILE,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,5,5
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-07-01,4,4
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,108,108
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
COTOCA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,9,9
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-07-01,4,4
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
LA ASUNTA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-07-01,129,129
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,8,8
PAILON,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-07-01,28,28
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,5,5
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,148,148
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-07-01,42,42
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,35,35
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-07-01,9,9
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-07-01,3,3
VINTO,internaciones,fallecidos a partir de las 48 horas,2009-07-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-07-01,3,3
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,6,6
BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,4,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,91,91
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
COROICO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,13,13
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-08-01,135,135
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,26,26
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-08-01,25,25
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,7,7
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2009-08-01,3,3
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,128,128
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-08-01,38,38
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,22,22
TIPUANI,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-08-01,12,12
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2009-08-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2009-08-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2009-08-01,6,6
ANTEQUERA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,4,4
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,4,4
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2009-09-01,3,3
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2009-09-01,2,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,91,91
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,9,9
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2009-09-01,3,3
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2009-09-01,112,112
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,19,19
PAILON,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2009-09-01,17,17
PRESTO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
PUERTO ACOSTA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,3,3
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,63,63
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2009-09-01,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2009-09-01,3,3
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,132,132
SUCRE,internaciones,fallecidos a partir de las 48 horas,2009-09-01,43,43
TARIJA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,35,35
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2009-09-01,15,15
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2009-09-01,215,215
