municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
CHIMORE,internaciones,dias camas ocupadas otros servicios,2009-01-01,25,25
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas otros servicios,2009-01-01,131,131
CLIZA,internaciones,dias camas ocupadas otros servicios,2009-01-01,79,79
COBIJA,internaciones,dias camas ocupadas otros servicios,2009-01-01,1250,1250
COCHABAMBA,internaciones,dias camas ocupadas otros servicios,2009-01-01,24600,24600
COLCAPIRHUA,internaciones,dias camas ocupadas otros servicios,2009-01-01,236,236
"COLCHA ""K""",internaciones,dias camas ocupadas otros servicios,2009-01-01,1,1
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2009-01-01,58,58
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2009-01-01,29,29
COMARAPA,internaciones,dias camas ocupadas otros servicios,2009-01-01,256,256
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2009-01-01,190,190
COPACABANA,internaciones,dias camas ocupadas otros servicios,2009-01-01,9,9
CORIPATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,6,6
CORO CORO,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
COROICO,internaciones,dias camas ocupadas otros servicios,2009-01-01,1180,1180
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2009-01-01,84,84
COTOCA,internaciones,dias camas ocupadas otros servicios,2009-01-01,210,210
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,174,174
CUEVO,internaciones,dias camas ocupadas otros servicios,2009-01-01,19,19
CULPINA,internaciones,dias camas ocupadas otros servicios,2009-01-01,49,49
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,14,14
EL ALTO,internaciones,dias camas ocupadas otros servicios,2009-01-01,5024,5024
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2009-01-01,17,17
EL TORNO,internaciones,dias camas ocupadas otros servicios,2009-01-01,642,642
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2009-01-01,36,36
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2009-01-01,38,38
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
EUCALIPTUS,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
EXALTACION,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2009-01-01,2781,2781
FILADELFIA,internaciones,dias camas ocupadas otros servicios,2009-01-01,16,16
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2009-01-01,32,32
GUANAY,internaciones,dias camas ocupadas otros servicios,2009-01-01,11,11
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2009-01-01,1360,1360
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2009-01-01,71,71
HUACARETA,internaciones,dias camas ocupadas otros servicios,2009-01-01,28,28
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas otros servicios,2009-01-01,7,7
HUACHACALLA,internaciones,dias camas ocupadas otros servicios,2009-01-01,6,6
HUANUNI,internaciones,dias camas ocupadas otros servicios,2009-01-01,70,70
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2009-01-01,26,26
ICLA,internaciones,dias camas ocupadas otros servicios,2009-01-01,33,33
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2009-01-01,10,10
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2009-01-01,31,31
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,14,14
JESUS DE MACHACA,internaciones,dias camas ocupadas otros servicios,2009-01-01,45,45
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2009-01-01,37,37
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2009-01-01,174,174
LA PAZ,internaciones,dias camas ocupadas otros servicios,2009-01-01,40588,40588
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,18,18
LAS CARRERAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,7,7
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2009-01-01,316,316
LLICA,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
LURIBAY,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
MACHARETI,internaciones,dias camas ocupadas otros servicios,2009-01-01,13,13
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2009-01-01,137,137
MAIRANA,internaciones,dias camas ocupadas otros servicios,2009-01-01,146,146
MAPIRI,internaciones,dias camas ocupadas otros servicios,2009-01-01,23,23
MINEROS,internaciones,dias camas ocupadas otros servicios,2009-01-01,174,174
MIZQUE,internaciones,dias camas ocupadas otros servicios,2009-01-01,106,106
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2009-01-01,11,11
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2009-01-01,487,487
MONTERO,internaciones,dias camas ocupadas otros servicios,2009-01-01,1331,1331
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
OCURI,internaciones,dias camas ocupadas otros servicios,2009-01-01,11,11
OKINAWA,internaciones,dias camas ocupadas otros servicios,2009-01-01,57,57
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
ORURO,internaciones,dias camas ocupadas otros servicios,2009-01-01,6535,6535
PADILLA,internaciones,dias camas ocupadas otros servicios,2009-01-01,186,186
PAILON,internaciones,dias camas ocupadas otros servicios,2009-01-01,136,136
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2009-01-01,211,211
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2009-01-01,13,13
PASORAPA,internaciones,dias camas ocupadas otros servicios,2009-01-01,15,15
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2009-01-01,37,37
POCOATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
POCONA,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
POROMA,internaciones,dias camas ocupadas otros servicios,2009-01-01,6,6
PORONGO,internaciones,dias camas ocupadas otros servicios,2009-01-01,24,24
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2009-01-01,928,928
PORVENIR,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
POSTRER VALLE,internaciones,dias camas ocupadas otros servicios,2009-01-01,1,1
POTOSI,internaciones,dias camas ocupadas otros servicios,2009-01-01,5424,5424
PRESTO,internaciones,dias camas ocupadas otros servicios,2009-01-01,14,14
PUCARANI,internaciones,dias camas ocupadas otros servicios,2009-01-01,3,3
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2009-01-01,185,185
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2009-01-01,120,120
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2009-01-01,84,84
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2009-01-01,162,162
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2009-01-01,573,573
PUNA,internaciones,dias camas ocupadas otros servicios,2009-01-01,26,26
PUNATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,464,464
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2009-01-01,140,140
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,6,6
REYES,internaciones,dias camas ocupadas otros servicios,2009-01-01,72,72
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2009-01-01,1761,1761
ROBORE,internaciones,dias camas ocupadas otros servicios,2009-01-01,159,159
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2009-01-01,393,393
SACABA,internaciones,dias camas ocupadas otros servicios,2009-01-01,374,374
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2009-01-01,18,18
SACACA,internaciones,dias camas ocupadas otros servicios,2009-01-01,22,22
SAIPINA,internaciones,dias camas ocupadas otros servicios,2009-01-01,14,14
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,28,28
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2009-01-01,26,26
SAN BENITO,internaciones,dias camas ocupadas otros servicios,2009-01-01,62,62
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2009-01-01,457,457
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2009-01-01,93,93
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2009-01-01,555,555
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2009-01-01,31,31
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2009-01-01,1686,1686
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2009-01-01,97,97
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2009-01-01,91,91
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2009-01-01,355,355
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2009-01-01,230,230
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2009-01-01,326,326
SAN LORENZO(PND),internaciones,dias camas ocupadas otros servicios,2009-01-01,15,15
SAN LORENZO(TJA),internaciones,dias camas ocupadas otros servicios,2009-01-01,10,10
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,83,83
SAN MATIAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,109,109
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas otros servicios,2009-01-01,170,170
SAN PEDRO,internaciones,dias camas ocupadas otros servicios,2009-01-01,165,165
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2009-01-01,35,35
SAN RAFAEL,internaciones,dias camas ocupadas otros servicios,2009-01-01,89,89
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2009-01-01,53,53
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2009-01-01,82,82
SANTA ANA,internaciones,dias camas ocupadas otros servicios,2009-01-01,212,212
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas otros servicios,2009-01-01,101076,101076
SANTA ROSA,internaciones,dias camas ocupadas otros servicios,2009-01-01,101,101
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas otros servicios,2009-01-01,62,62
SANTIAGO DE HUARI,internaciones,dias camas ocupadas otros servicios,2009-01-01,8,8
SENA,internaciones,dias camas ocupadas otros servicios,2009-01-01,7,7
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas otros servicios,2009-01-01,3,3
SIPE SIPE,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
SOPACHUY,internaciones,dias camas ocupadas otros servicios,2009-01-01,75,75
SORATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,42,42
SUCRE,internaciones,dias camas ocupadas otros servicios,2009-01-01,21801,21801
TACACOMA,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
TARABUCO,internaciones,dias camas ocupadas otros servicios,2009-01-01,128,128
TARATA,internaciones,dias camas ocupadas otros servicios,2009-01-01,7,7
TARIJA,internaciones,dias camas ocupadas otros servicios,2009-01-01,7301,7301
TARVITA,internaciones,dias camas ocupadas otros servicios,2009-01-01,48,48
TIPUANI,internaciones,dias camas ocupadas otros servicios,2009-01-01,38,38
TIQUIPAYA,internaciones,dias camas ocupadas otros servicios,2009-01-01,47,47
TIRAQUE (CBBA),internaciones,dias camas ocupadas otros servicios,2009-01-01,383,383
TOLEDO,internaciones,dias camas ocupadas otros servicios,2009-01-01,7,7
TOMAVE,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
TOMINA,internaciones,dias camas ocupadas otros servicios,2009-01-01,68,68
TORO TORO,internaciones,dias camas ocupadas otros servicios,2009-01-01,5,5
TOTORA(CBBA),internaciones,dias camas ocupadas otros servicios,2009-01-01,19,19
TRIGAL,internaciones,dias camas ocupadas otros servicios,2009-01-01,8,8
TRINIDAD,internaciones,dias camas ocupadas otros servicios,2009-01-01,2223,2223
TUPIZA,internaciones,dias camas ocupadas otros servicios,2009-01-01,603,603
UNCIA,internaciones,dias camas ocupadas otros servicios,2009-01-01,870,870
URUBICHA,internaciones,dias camas ocupadas otros servicios,2009-01-01,36,36
UYUNI,internaciones,dias camas ocupadas otros servicios,2009-01-01,327,327
VACAS,internaciones,dias camas ocupadas otros servicios,2009-01-01,8,8
VALLEGRANDE,internaciones,dias camas ocupadas otros servicios,2009-01-01,373,373
VIACHA,internaciones,dias camas ocupadas otros servicios,2009-01-01,746,746
VILLA MONTES,internaciones,dias camas ocupadas otros servicios,2009-01-01,567,567
VILLA RIVERO,internaciones,dias camas ocupadas otros servicios,2009-01-01,4,4
VILLA SERRANO,internaciones,dias camas ocupadas otros servicios,2009-01-01,19,19
VILLA TUNARI,internaciones,dias camas ocupadas otros servicios,2009-01-01,802,802
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas otros servicios,2009-01-01,33,33
VILLAZON,internaciones,dias camas ocupadas otros servicios,2009-01-01,522,522
VINTO,internaciones,dias camas ocupadas otros servicios,2009-01-01,375,375
VITICHI,internaciones,dias camas ocupadas otros servicios,2009-01-01,6,6
WARNES,internaciones,dias camas ocupadas otros servicios,2009-01-01,581,581
YACUIBA,internaciones,dias camas ocupadas otros servicios,2009-01-01,2007,2007
YAMPARAEZ,internaciones,dias camas ocupadas otros servicios,2009-01-01,13,13
YANACACHI,internaciones,dias camas ocupadas otros servicios,2009-01-01,2,2
YAPACANI,internaciones,dias camas ocupadas otros servicios,2009-01-01,590,590
YOTALA,internaciones,dias camas ocupadas otros servicios,2009-01-01,64,64
ZUDAÑEZ,internaciones,dias camas ocupadas otros servicios,2009-01-01,52,52
ACACIO,internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
ACHACACHI,internaciones,dias camas ocupadas otros servicios,2009-02-01,29,29
AIQUILE,internaciones,dias camas ocupadas otros servicios,2009-02-01,246,246
ALCALA,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
ANCORAIMES,internaciones,dias camas ocupadas otros servicios,2009-02-01,4,4
APOLO,internaciones,dias camas ocupadas otros servicios,2009-02-01,73,73
ARANI,internaciones,dias camas ocupadas otros servicios,2009-02-01,10,10
ARQUE,internaciones,dias camas ocupadas otros servicios,2009-02-01,1,1
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,495,495
ATOCHA,internaciones,dias camas ocupadas otros servicios,2009-02-01,66,66
AYATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas otros servicios,2009-02-01,50,50
AZURDUY,internaciones,dias camas ocupadas otros servicios,2009-02-01,27,27
BATALLAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
BAURES,internaciones,dias camas ocupadas otros servicios,2009-02-01,48,48
BERMEJO,internaciones,dias camas ocupadas otros servicios,2009-02-01,1081,1081
BETANZOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,16,16
BOYUIBE,internaciones,dias camas ocupadas otros servicios,2009-02-01,149,149
BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,63,63
CABEZAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,132,132
CAJUATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,12,12
CAMARGO,internaciones,dias camas ocupadas otros servicios,2009-02-01,146,146
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
CAMIRI,internaciones,dias camas ocupadas otros servicios,2009-02-01,1554,1554
CAPINOTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,25,25
CARACOLLO,internaciones,dias camas ocupadas otros servicios,2009-02-01,26,26
CARANAVI,internaciones,dias camas ocupadas otros servicios,2009-02-01,429,429
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas otros servicios,2009-02-01,15,15
CHALLAPATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,193,193
CHARAGUA,internaciones,dias camas ocupadas otros servicios,2009-02-01,265,265
CHAYANTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,66,66
CHIMORE,internaciones,dias camas ocupadas otros servicios,2009-02-01,18,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas otros servicios,2009-02-01,138,138
CHUMA,internaciones,dias camas ocupadas otros servicios,2009-02-01,23,23
CLIZA,internaciones,dias camas ocupadas otros servicios,2009-02-01,63,63
COBIJA,internaciones,dias camas ocupadas otros servicios,2009-02-01,901,901
COCHABAMBA,internaciones,dias camas ocupadas otros servicios,2009-02-01,28138,28138
COLCAPIRHUA,internaciones,dias camas ocupadas otros servicios,2009-02-01,192,192
"COLCHA ""K""",internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2009-02-01,16,16
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2009-02-01,19,19
COMARAPA,internaciones,dias camas ocupadas otros servicios,2009-02-01,433,433
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2009-02-01,192,192
COPACABANA,internaciones,dias camas ocupadas otros servicios,2009-02-01,4,4
CORIPATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
COROICO,internaciones,dias camas ocupadas otros servicios,2009-02-01,259,259
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2009-02-01,87,87
COTOCA,internaciones,dias camas ocupadas otros servicios,2009-02-01,219,219
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,133,133
CUEVO,internaciones,dias camas ocupadas otros servicios,2009-02-01,11,11
CULPINA,internaciones,dias camas ocupadas otros servicios,2009-02-01,107,107
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,15,15
EL ALTO,internaciones,dias camas ocupadas otros servicios,2009-02-01,5526,5526
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2009-02-01,23,23
EL TORNO,internaciones,dias camas ocupadas otros servicios,2009-02-01,592,592
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,24,24
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
EXALTACION,internaciones,dias camas ocupadas otros servicios,2009-02-01,28,28
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2009-02-01,1899,1899
FILADELFIA,internaciones,dias camas ocupadas otros servicios,2009-02-01,8,8
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas otros servicios,2009-02-01,8,8
GUANAY,internaciones,dias camas ocupadas otros servicios,2009-02-01,84,84
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2009-02-01,1356,1356
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2009-02-01,42,42
HUACARETA,internaciones,dias camas ocupadas otros servicios,2009-02-01,37,37
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
HUACHACALLA,internaciones,dias camas ocupadas otros servicios,2009-02-01,8,8
HUANUNI,internaciones,dias camas ocupadas otros servicios,2009-02-01,40,40
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2009-02-01,11,11
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2009-02-01,8,8
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2009-02-01,66,66
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,16,16
JESUS DE MACHACA,internaciones,dias camas ocupadas otros servicios,2009-02-01,36,36
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,57,57
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2009-02-01,252,252
LA PAZ,internaciones,dias camas ocupadas otros servicios,2009-02-01,39781,39781
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,24,24
LAS CARRERAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2009-02-01,318,318
LURIBAY,internaciones,dias camas ocupadas otros servicios,2009-02-01,5,5
MACHARETI,internaciones,dias camas ocupadas otros servicios,2009-02-01,18,18
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2009-02-01,111,111
MAIRANA,internaciones,dias camas ocupadas otros servicios,2009-02-01,89,89
MAPIRI,internaciones,dias camas ocupadas otros servicios,2009-02-01,15,15
MINEROS,internaciones,dias camas ocupadas otros servicios,2009-02-01,78,78
MIZQUE,internaciones,dias camas ocupadas otros servicios,2009-02-01,97,97
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2009-02-01,517,517
MONTERO,internaciones,dias camas ocupadas otros servicios,2009-02-01,1159,1159
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas otros servicios,2009-02-01,5,5
OCURI,internaciones,dias camas ocupadas otros servicios,2009-02-01,36,36
OKINAWA,internaciones,dias camas ocupadas otros servicios,2009-02-01,28,28
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2009-02-01,20,20
ORURO,internaciones,dias camas ocupadas otros servicios,2009-02-01,5671,5671
PADILLA,internaciones,dias camas ocupadas otros servicios,2009-02-01,186,186
PAILON,internaciones,dias camas ocupadas otros servicios,2009-02-01,180,180
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,177,177
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2009-02-01,9,9
PASORAPA,internaciones,dias camas ocupadas otros servicios,2009-02-01,17,17
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2009-02-01,29,29
PAZÑA,internaciones,dias camas ocupadas otros servicios,2009-02-01,1,1
POCOATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,9,9
POJO (CBBA),internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
POROMA,internaciones,dias camas ocupadas otros servicios,2009-02-01,38,38
PORONGO,internaciones,dias camas ocupadas otros servicios,2009-02-01,27,27
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2009-02-01,704,704
PORVENIR,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
POSTRER VALLE,internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
POTOSI,internaciones,dias camas ocupadas otros servicios,2009-02-01,5480,5480
PRESTO,internaciones,dias camas ocupadas otros servicios,2009-02-01,6,6
PUCARANI,internaciones,dias camas ocupadas otros servicios,2009-02-01,9,9
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,142,142
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2009-02-01,412,412
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2009-02-01,62,62
PUERTO SILES,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2009-02-01,306,306
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2009-02-01,506,506
PUNA,internaciones,dias camas ocupadas otros servicios,2009-02-01,52,52
PUNATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,454,454
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2009-02-01,182,182
QUIME,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2009-02-01,3,3
REYES,internaciones,dias camas ocupadas otros servicios,2009-02-01,67,67
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2009-02-01,1227,1227
ROBORE,internaciones,dias camas ocupadas otros servicios,2009-02-01,207,207
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2009-02-01,249,249
SACABA,internaciones,dias camas ocupadas otros servicios,2009-02-01,474,474
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2009-02-01,25,25
SACACA,internaciones,dias camas ocupadas otros servicios,2009-02-01,16,16
SAIPINA,internaciones,dias camas ocupadas otros servicios,2009-02-01,15,15
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2009-02-01,22,22
SAN AGUSTIN,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2009-02-01,40,40
SAN BENITO,internaciones,dias camas ocupadas otros servicios,2009-02-01,2,2
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2009-02-01,371,371
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2009-02-01,98,98
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2009-02-01,406,406
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2009-02-01,91,91
