municipality,group,variable,month,Viviendas evaluadas,TOTAL
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-01-01,632,632
VILLA RIVERO,chagas,viviendas evaluadas,2007-01-01,1,1
VILLA SERRANO,chagas,viviendas evaluadas,2007-01-01,5,5
VINTO,chagas,viviendas evaluadas,2007-01-01,251,251
YACUIBA,chagas,viviendas evaluadas,2007-01-01,38,38
YUNCHARA,chagas,viviendas evaluadas,2007-01-01,4,4
AIQUILE,chagas,viviendas evaluadas,2007-02-01,275,275
ANZALDO,chagas,viviendas evaluadas,2007-02-01,101,101
APOLO,chagas,viviendas evaluadas,2007-02-01,640,640
ARANI,chagas,viviendas evaluadas,2007-02-01,16,16
AUCAPATA,chagas,viviendas evaluadas,2007-02-01,359,359
AZURDUY,chagas,viviendas evaluadas,2007-02-01,8,8
CLIZA,chagas,viviendas evaluadas,2007-02-01,35,35
COCHABAMBA,chagas,viviendas evaluadas,2007-02-01,128,128
COLCAPIRHUA,chagas,viviendas evaluadas,2007-02-01,343,343
EL PUENTE(TJA),chagas,viviendas evaluadas,2007-02-01,209,209
EL TORNO,chagas,viviendas evaluadas,2007-02-01,510,510
LA GUARDIA,chagas,viviendas evaluadas,2007-02-01,809,809
LURIBAY,chagas,viviendas evaluadas,2007-02-01,1616,1616
MECAPACA,chagas,viviendas evaluadas,2007-02-01,164,164
MIZQUE,chagas,viviendas evaluadas,2007-02-01,428,428
OMEREQUE,chagas,viviendas evaluadas,2007-02-01,234,234
PADCAYA,chagas,viviendas evaluadas,2007-02-01,410,410
PADILLA,chagas,viviendas evaluadas,2007-02-01,7,7
POCONA,chagas,viviendas evaluadas,2007-02-01,253,253
POJO (CBBA),chagas,viviendas evaluadas,2007-02-01,222,222
QUILLACOLLO,chagas,viviendas evaluadas,2007-02-01,534,534
SACABA,chagas,viviendas evaluadas,2007-02-01,358,358
SACABAMBA,chagas,viviendas evaluadas,2007-02-01,79,79
SIPE SIPE,chagas,viviendas evaluadas,2007-02-01,135,135
SOPACHUY,chagas,viviendas evaluadas,2007-02-01,9,9
SUCRE,chagas,viviendas evaluadas,2007-02-01,22,22
TACACOMA,chagas,viviendas evaluadas,2007-02-01,1188,1188
TAPACARI,chagas,viviendas evaluadas,2007-02-01,356,356
TARATA,chagas,viviendas evaluadas,2007-02-01,239,239
TARIJA,chagas,viviendas evaluadas,2007-02-01,275,275
TARVITA,chagas,viviendas evaluadas,2007-02-01,5,5
TIQUIPAYA,chagas,viviendas evaluadas,2007-02-01,298,298
TOMINA,chagas,viviendas evaluadas,2007-02-01,8,8
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-02-01,626,626
VINTO,chagas,viviendas evaluadas,2007-02-01,253,253
YACUIBA,chagas,viviendas evaluadas,2007-02-01,38,38
AIQUILE,chagas,viviendas evaluadas,2007-03-01,593,593
ANZALDO,chagas,viviendas evaluadas,2007-03-01,362,362
ARANI,chagas,viviendas evaluadas,2007-03-01,271,271
ARBIETO,chagas,viviendas evaluadas,2007-03-01,3,3
AZURDUY,chagas,viviendas evaluadas,2007-03-01,3,3
BOYUIBE,chagas,viviendas evaluadas,2007-03-01,73,73
CABEZAS,chagas,viviendas evaluadas,2007-03-01,27,27
COCHABAMBA,chagas,viviendas evaluadas,2007-03-01,284,284
COLCAPIRHUA,chagas,viviendas evaluadas,2007-03-01,362,362
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-03-01,92,92
CULPINA,chagas,viviendas evaluadas,2007-03-01,1,1
EL PUENTE(TJA),chagas,viviendas evaluadas,2007-03-01,146,146
EL TORNO,chagas,viviendas evaluadas,2007-03-01,648,648
HUACARETA,chagas,viviendas evaluadas,2007-03-01,44,44
LAS CARRERAS,chagas,viviendas evaluadas,2007-03-01,238,238
LURIBAY,chagas,viviendas evaluadas,2007-03-01,983,983
MECAPACA,chagas,viviendas evaluadas,2007-03-01,781,781
MIZQUE,chagas,viviendas evaluadas,2007-03-01,491,491
MORO MORO,chagas,viviendas evaluadas,2007-03-01,10,10
OMEREQUE,chagas,viviendas evaluadas,2007-03-01,26,26
PADCAYA,chagas,viviendas evaluadas,2007-03-01,365,365
PADILLA,chagas,viviendas evaluadas,2007-03-01,12,12
POCONA,chagas,viviendas evaluadas,2007-03-01,142,142
POJO (CBBA),chagas,viviendas evaluadas,2007-03-01,184,184
PORONGO,chagas,viviendas evaluadas,2007-03-01,42,42
PRESTO,chagas,viviendas evaluadas,2007-03-01,4,4
PUNA,chagas,viviendas evaluadas,2007-03-01,5,5
QUILLACOLLO,chagas,viviendas evaluadas,2007-03-01,345,345
SACABA,chagas,viviendas evaluadas,2007-03-01,410,410
SACABAMBA,chagas,viviendas evaluadas,2007-03-01,202,202
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-03-01,720,720
SANTIVAÑES,chagas,viviendas evaluadas,2007-03-01,5,5
SAPAHAQUI,chagas,viviendas evaluadas,2007-03-01,2172,2172
SIPE SIPE,chagas,viviendas evaluadas,2007-03-01,144,144
TACACHI,chagas,viviendas evaluadas,2007-03-01,70,70
TAPACARI,chagas,viviendas evaluadas,2007-03-01,392,392
TARATA,chagas,viviendas evaluadas,2007-03-01,286,286
TARIJA,chagas,viviendas evaluadas,2007-03-01,313,313
TIQUIPAYA,chagas,viviendas evaluadas,2007-03-01,304,304
TORO TORO,chagas,viviendas evaluadas,2007-03-01,10,10
TOTORA(CBBA),chagas,viviendas evaluadas,2007-03-01,81,81
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-03-01,660,660
VILLA RIVERO,chagas,viviendas evaluadas,2007-03-01,355,355
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas evaluadas,2007-03-01,1,1
VINTO,chagas,viviendas evaluadas,2007-03-01,196,196
ACACIO,chagas,viviendas evaluadas,2007-04-01,420,420
AIQUILE,chagas,viviendas evaluadas,2007-04-01,483,483
ANZALDO,chagas,viviendas evaluadas,2007-04-01,237,237
ARAMPAMPA,chagas,viviendas evaluadas,2007-04-01,164,164
ARANI,chagas,viviendas evaluadas,2007-04-01,320,320
CLIZA,chagas,viviendas evaluadas,2007-04-01,312,312
COCHABAMBA,chagas,viviendas evaluadas,2007-04-01,120,120
COLCAPIRHUA,chagas,viviendas evaluadas,2007-04-01,389,389
COTOCA,chagas,viviendas evaluadas,2007-04-01,179,179
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-04-01,69,69
CULPINA,chagas,viviendas evaluadas,2007-04-01,1,1
EL PUENTE(TJA),chagas,viviendas evaluadas,2007-04-01,441,441
EL TORNO,chagas,viviendas evaluadas,2007-04-01,636,636
INQUISIVI,chagas,viviendas evaluadas,2007-04-01,223,223
LA GUARDIA,chagas,viviendas evaluadas,2007-04-01,23,23
MAIRANA,chagas,viviendas evaluadas,2007-04-01,52,52
MECAPACA,chagas,viviendas evaluadas,2007-04-01,417,417
MIZQUE,chagas,viviendas evaluadas,2007-04-01,787,787
MORO MORO,chagas,viviendas evaluadas,2007-04-01,432,432
OMEREQUE,chagas,viviendas evaluadas,2007-04-01,205,205
PADCAYA,chagas,viviendas evaluadas,2007-04-01,493,493
PADILLA,chagas,viviendas evaluadas,2007-04-01,5,5
PALCA,chagas,viviendas evaluadas,2007-04-01,1331,1331
PASORAPA,chagas,viviendas evaluadas,2007-04-01,84,84
POJO (CBBA),chagas,viviendas evaluadas,2007-04-01,408,408
PUCARA,chagas,viviendas evaluadas,2007-04-01,30,30
QUILLACOLLO,chagas,viviendas evaluadas,2007-04-01,544,544
QUIRUSILLAS,chagas,viviendas evaluadas,2007-04-01,87,87
SACABA,chagas,viviendas evaluadas,2007-04-01,448,448
SACABAMBA,chagas,viviendas evaluadas,2007-04-01,530,530
SAMAIPATA,chagas,viviendas evaluadas,2007-04-01,97,97
SAN IGNACIO DE VELASCO,chagas,viviendas evaluadas,2007-04-01,6,6
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-04-01,292,292
SAPAHAQUI,chagas,viviendas evaluadas,2007-04-01,1012,1012
SIPE SIPE,chagas,viviendas evaluadas,2007-04-01,7,7
TAPACARI,chagas,viviendas evaluadas,2007-04-01,403,403
TARIJA,chagas,viviendas evaluadas,2007-04-01,350,350
TIQUIPAYA,chagas,viviendas evaluadas,2007-04-01,217,217
TOLATA,chagas,viviendas evaluadas,2007-04-01,125,125
TOTORA(CBBA),chagas,viviendas evaluadas,2007-04-01,162,162
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-04-01,617,617
VILA VILA,chagas,viviendas evaluadas,2007-04-01,128,128
VILLA RIVERO,chagas,viviendas evaluadas,2007-04-01,200,200
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas evaluadas,2007-04-01,1,1
VINTO,chagas,viviendas evaluadas,2007-04-01,192,192
ACACIO,chagas,viviendas evaluadas,2007-05-01,221,221
AIQUILE,chagas,viviendas evaluadas,2007-05-01,644,644
ANZALDO,chagas,viviendas evaluadas,2007-05-01,226,226
ARBIETO,chagas,viviendas evaluadas,2007-05-01,7,7
BETANZOS,chagas,viviendas evaluadas,2007-05-01,6,6
CAJUATA,chagas,viviendas evaluadas,2007-05-01,213,213
CARAPARI,chagas,viviendas evaluadas,2007-05-01,11,11
COCHABAMBA,chagas,viviendas evaluadas,2007-05-01,356,356
COLCAPIRHUA,chagas,viviendas evaluadas,2007-05-01,292,292
COTOCA,chagas,viviendas evaluadas,2007-05-01,76,76
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-05-01,299,299
EL PUENTE(TJA),chagas,viviendas evaluadas,2007-05-01,126,126
EL TORNO,chagas,viviendas evaluadas,2007-05-01,515,515
HUACARETA,chagas,viviendas evaluadas,2007-05-01,20,20
INQUISIVI,chagas,viviendas evaluadas,2007-05-01,2020,2020
MACHARETI,chagas,viviendas evaluadas,2007-05-01,93,93
MAIRANA,chagas,viviendas evaluadas,2007-05-01,70,70
MIZQUE,chagas,viviendas evaluadas,2007-05-01,55,55
MOROCHATA,chagas,viviendas evaluadas,2007-05-01,14,14
OMEREQUE,chagas,viviendas evaluadas,2007-05-01,131,131
PADCAYA,chagas,viviendas evaluadas,2007-05-01,312,312
PADILLA,chagas,viviendas evaluadas,2007-05-01,12,12
PASORAPA,chagas,viviendas evaluadas,2007-05-01,31,31
POCONA,chagas,viviendas evaluadas,2007-05-01,39,39
POJO (CBBA),chagas,viviendas evaluadas,2007-05-01,647,647
PUCARA,chagas,viviendas evaluadas,2007-05-01,16,16
PUNATA,chagas,viviendas evaluadas,2007-05-01,12,12
QUILLACOLLO,chagas,viviendas evaluadas,2007-05-01,620,620
SACABA,chagas,viviendas evaluadas,2007-05-01,161,161
SAIPINA,chagas,viviendas evaluadas,2007-05-01,22,22
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-05-01,117,117
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-05-01,71,71
SIPE SIPE,chagas,viviendas evaluadas,2007-05-01,160,160
SUCRE,chagas,viviendas evaluadas,2007-05-01,332,332
TARIJA,chagas,viviendas evaluadas,2007-05-01,256,256
TIQUIPAYA,chagas,viviendas evaluadas,2007-05-01,315,315
TORO TORO,chagas,viviendas evaluadas,2007-05-01,25,25
TUPIZA,chagas,viviendas evaluadas,2007-05-01,227,227
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-05-01,307,307
VILA VILA,chagas,viviendas evaluadas,2007-05-01,248,248
VINTO,chagas,viviendas evaluadas,2007-05-01,209,209
ACACIO,chagas,viviendas evaluadas,2007-06-01,241,241
AIQUILE,chagas,viviendas evaluadas,2007-06-01,147,147
ANZALDO,chagas,viviendas evaluadas,2007-06-01,69,69
ARBIETO,chagas,viviendas evaluadas,2007-06-01,2,2
ARQUE,chagas,viviendas evaluadas,2007-06-01,9,9
BERMEJO,chagas,viviendas evaluadas,2007-06-01,9,9
BETANZOS,chagas,viviendas evaluadas,2007-06-01,2,2
COCHABAMBA,chagas,viviendas evaluadas,2007-06-01,39,39
COLCAPIRHUA,chagas,viviendas evaluadas,2007-06-01,264,264
COROICO,chagas,viviendas evaluadas,2007-06-01,205,205
COTOCA,chagas,viviendas evaluadas,2007-06-01,187,187
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-06-01,95,95
EL TORNO,chagas,viviendas evaluadas,2007-06-01,505,505
LA GUARDIA,chagas,viviendas evaluadas,2007-06-01,13,13
MAIRANA,chagas,viviendas evaluadas,2007-06-01,90,90
MINEROS,chagas,viviendas evaluadas,2007-06-01,1,1
MIZQUE,chagas,viviendas evaluadas,2007-06-01,120,120
OKINAWA,chagas,viviendas evaluadas,2007-06-01,89,89
OMEREQUE,chagas,viviendas evaluadas,2007-06-01,3,3
PADILLA,chagas,viviendas evaluadas,2007-06-01,2,2
PASORAPA,chagas,viviendas evaluadas,2007-06-01,18,18
POJO (CBBA),chagas,viviendas evaluadas,2007-06-01,661,661
POROMA,chagas,viviendas evaluadas,2007-06-01,16,16
PUCARA,chagas,viviendas evaluadas,2007-06-01,48,48
PUNATA,chagas,viviendas evaluadas,2007-06-01,7,7
QUILLACOLLO,chagas,viviendas evaluadas,2007-06-01,400,400
QUIRUSILLAS,chagas,viviendas evaluadas,2007-06-01,55,55
SAIPINA,chagas,viviendas evaluadas,2007-06-01,84,84
SAMAIPATA,chagas,viviendas evaluadas,2007-06-01,201,201
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-06-01,2,2
SANTIVAÑES,chagas,viviendas evaluadas,2007-06-01,5,5
SIPE SIPE,chagas,viviendas evaluadas,2007-06-01,80,80
TACOPAYA,chagas,viviendas evaluadas,2007-06-01,172,172
TARATA,chagas,viviendas evaluadas,2007-06-01,278,278
TIQUIPAYA,chagas,viviendas evaluadas,2007-06-01,265,265
TOLATA,chagas,viviendas evaluadas,2007-06-01,150,150
TOTORA(CBBA),chagas,viviendas evaluadas,2007-06-01,151,151
TUPIZA,chagas,viviendas evaluadas,2007-06-01,2,2
VINTO,chagas,viviendas evaluadas,2007-06-01,43,43
YUNCHARA,chagas,viviendas evaluadas,2007-06-01,422,422
ACACIO,chagas,viviendas evaluadas,2007-07-01,31,31
AIQUILE,chagas,viviendas evaluadas,2007-07-01,420,420
ANZALDO,chagas,viviendas evaluadas,2007-07-01,311,311
ARAMPAMPA,chagas,viviendas evaluadas,2007-07-01,232,232
ARANI,chagas,viviendas evaluadas,2007-07-01,1526,1526
ARBIETO,chagas,viviendas evaluadas,2007-07-01,9,9
CAJUATA,chagas,viviendas evaluadas,2007-07-01,4,4
COCHABAMBA,chagas,viviendas evaluadas,2007-07-01,60,60
COTOCA,chagas,viviendas evaluadas,2007-07-01,196,196
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-07-01,96,96
EL TORNO,chagas,viviendas evaluadas,2007-07-01,596,596
GUAYARAMERIN,chagas,viviendas evaluadas,2007-07-01,23422,23422
INCAHUASI,chagas,viviendas evaluadas,2007-07-01,92,92
INQUISIVI,chagas,viviendas evaluadas,2007-07-01,314,314
LA GUARDIA,chagas,viviendas evaluadas,2007-07-01,3,3
MAIRANA,chagas,viviendas evaluadas,2007-07-01,76,76
MIZQUE,chagas,viviendas evaluadas,2007-07-01,635,635
MORO MORO,chagas,viviendas evaluadas,2007-07-01,161,161
OKINAWA,chagas,viviendas evaluadas,2007-07-01,205,205
OMEREQUE,chagas,viviendas evaluadas,2007-07-01,7,7
PADCAYA,chagas,viviendas evaluadas,2007-07-01,51,51
PADILLA,chagas,viviendas evaluadas,2007-07-01,4,4
PASORAPA,chagas,viviendas evaluadas,2007-07-01,33,33
POJO (CBBA),chagas,viviendas evaluadas,2007-07-01,482,482
POROMA,chagas,viviendas evaluadas,2007-07-01,144,144
QUIRUSILLAS,chagas,viviendas evaluadas,2007-07-01,56,56
SAIPINA,chagas,viviendas evaluadas,2007-07-01,85,85
SAMAIPATA,chagas,viviendas evaluadas,2007-07-01,104,104
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-07-01,54,54
SAN LUCAS,chagas,viviendas evaluadas,2007-07-01,868,868
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-07-01,15,15
TACOPAYA,chagas,viviendas evaluadas,2007-07-01,134,134
TOMINA,chagas,viviendas evaluadas,2007-07-01,160,160
TOTORA(CBBA),chagas,viviendas evaluadas,2007-07-01,404,404
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-07-01,322,322
ACACIO,chagas,viviendas evaluadas,2007-08-01,19,19
AIQUILE,chagas,viviendas evaluadas,2007-08-01,359,359
ARAMPAMPA,chagas,viviendas evaluadas,2007-08-01,268,268
ARANI,chagas,viviendas evaluadas,2007-08-01,266,266
ARBIETO,chagas,viviendas evaluadas,2007-08-01,120,120
ARQUE,chagas,viviendas evaluadas,2007-08-01,155,155
CABEZAS,chagas,viviendas evaluadas,2007-08-01,76,76
CAJUATA,chagas,viviendas evaluadas,2007-08-01,438,438
CAPINOTA,chagas,viviendas evaluadas,2007-08-01,6,6
COCHABAMBA,chagas,viviendas evaluadas,2007-08-01,106,106
COLCAPIRHUA,chagas,viviendas evaluadas,2007-08-01,196,196
COTOCA,chagas,viviendas evaluadas,2007-08-01,145,145
CUEVO,chagas,viviendas evaluadas,2007-08-01,31,31
EL TORNO,chagas,viviendas evaluadas,2007-08-01,560,560
EL VILLAR,chagas,viviendas evaluadas,2007-08-01,127,127
ICLA,chagas,viviendas evaluadas,2007-08-01,419,419
INCAHUASI,chagas,viviendas evaluadas,2007-08-01,300,300
LA ASUNTA,chagas,viviendas evaluadas,2007-08-01,115,115
LA GUARDIA,chagas,viviendas evaluadas,2007-08-01,3,3
LICOMA PAMPA,chagas,viviendas evaluadas,2007-08-01,738,738
MAIRANA,chagas,viviendas evaluadas,2007-08-01,96,96
MIZQUE,chagas,viviendas evaluadas,2007-08-01,91,91
MORO MORO,chagas,viviendas evaluadas,2007-08-01,177,177
OKINAWA,chagas,viviendas evaluadas,2007-08-01,238,238
OMEREQUE,chagas,viviendas evaluadas,2007-08-01,180,180
PADCAYA,chagas,viviendas evaluadas,2007-08-01,49,49
PADILLA,chagas,viviendas evaluadas,2007-08-01,4,4
PAILON,chagas,viviendas evaluadas,2007-08-01,66,66
PASORAPA,chagas,viviendas evaluadas,2007-08-01,174,174
POROMA,chagas,viviendas evaluadas,2007-08-01,203,203
PRESTO,chagas,viviendas evaluadas,2007-08-01,87,87
PUCARA,chagas,viviendas evaluadas,2007-08-01,15,15
PUNA,chagas,viviendas evaluadas,2007-08-01,8,8
QUILLACOLLO,chagas,viviendas evaluadas,2007-08-01,181,181
QUIRUSILLAS,chagas,viviendas evaluadas,2007-08-01,73,73
SACABA,chagas,viviendas evaluadas,2007-08-01,85,85
SACABAMBA,chagas,viviendas evaluadas,2007-08-01,682,682
SAIPINA,chagas,viviendas evaluadas,2007-08-01,89,89
SAN ANTONIO DE LOMERIO,chagas,viviendas evaluadas,2007-08-01,79,79
SAN IGNACIO DE VELASCO,chagas,viviendas evaluadas,2007-08-01,209,209
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-08-01,352,352
SAN LUCAS,chagas,viviendas evaluadas,2007-08-01,2466,2466
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-08-01,103,103
SIPE SIPE,chagas,viviendas evaluadas,2007-08-01,4,4
TACOPAYA,chagas,viviendas evaluadas,2007-08-01,255,255
TARATA,chagas,viviendas evaluadas,2007-08-01,215,215
TARIJA,chagas,viviendas evaluadas,2007-08-01,9,9
TIQUIPAYA,chagas,viviendas evaluadas,2007-08-01,126,126
TOTORA(CBBA),chagas,viviendas evaluadas,2007-08-01,418,418
TUPIZA,chagas,viviendas evaluadas,2007-08-01,10,10
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-08-01,291,291
VILA VILA,chagas,viviendas evaluadas,2007-08-01,3,3
VILLA SERRANO,chagas,viviendas evaluadas,2007-08-01,112,112
VINTO,chagas,viviendas evaluadas,2007-08-01,217,217
WARNES,chagas,viviendas evaluadas,2007-08-01,47,47
YUNCHARA,chagas,viviendas evaluadas,2007-08-01,179,179
ACACIO,chagas,viviendas evaluadas,2007-09-01,53,53
AIQUILE,chagas,viviendas evaluadas,2007-09-01,593,593
ANZALDO,chagas,viviendas evaluadas,2007-09-01,9,9
ARAMPAMPA,chagas,viviendas evaluadas,2007-09-01,210,210
ARANI,chagas,viviendas evaluadas,2007-09-01,183,183
ARBIETO,chagas,viviendas evaluadas,2007-09-01,10,10
ARQUE,chagas,viviendas evaluadas,2007-09-01,723,723
AZURDUY,chagas,viviendas evaluadas,2007-09-01,485,485
CABEZAS,chagas,viviendas evaluadas,2007-09-01,20,20
CAJUATA,chagas,viviendas evaluadas,2007-09-01,1938,1938
CAMIRI,chagas,viviendas evaluadas,2007-09-01,27,27
CAPINOTA,chagas,viviendas evaluadas,2007-09-01,245,245
COLCAPIRHUA,chagas,viviendas evaluadas,2007-09-01,133,133
COTOCA,chagas,viviendas evaluadas,2007-09-01,130,130
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-09-01,80,80
CUEVO,chagas,viviendas evaluadas,2007-09-01,97,97
EL TORNO,chagas,viviendas evaluadas,2007-09-01,168,168
EL VILLAR,chagas,viviendas evaluadas,2007-09-01,176,176
INCAHUASI,chagas,viviendas evaluadas,2007-09-01,280,280
MAIRANA,chagas,viviendas evaluadas,2007-09-01,92,92
OKINAWA,chagas,viviendas evaluadas,2007-09-01,169,169
OMEREQUE,chagas,viviendas evaluadas,2007-09-01,444,444
PADILLA,chagas,viviendas evaluadas,2007-09-01,6,6
PAILON,chagas,viviendas evaluadas,2007-09-01,18,18
PASORAPA,chagas,viviendas evaluadas,2007-09-01,206,206
POCONA,chagas,viviendas evaluadas,2007-09-01,49,49
POJO (CBBA),chagas,viviendas evaluadas,2007-09-01,515,515
POROMA,chagas,viviendas evaluadas,2007-09-01,35,35
PUCARA,chagas,viviendas evaluadas,2007-09-01,16,16
QUIRUSILLAS,chagas,viviendas evaluadas,2007-09-01,51,51
SACABA,chagas,viviendas evaluadas,2007-09-01,6,6
SAIPINA,chagas,viviendas evaluadas,2007-09-01,24,24
SAMAIPATA,chagas,viviendas evaluadas,2007-09-01,266,266
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-09-01,92,92
SAN LUCAS,chagas,viviendas evaluadas,2007-09-01,1666,1666
SAN MATIAS,chagas,viviendas evaluadas,2007-09-01,10,10
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-09-01,74,74
SANTIVAÑES,chagas,viviendas evaluadas,2007-09-01,2,2
SICAYA,chagas,viviendas evaluadas,2007-09-01,51,51
TARATA,chagas,viviendas evaluadas,2007-09-01,115,115
TARIJA,chagas,viviendas evaluadas,2007-09-01,238,238
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-09-01,274,274
VILA VILA,chagas,viviendas evaluadas,2007-09-01,24,24
VINTO,chagas,viviendas evaluadas,2007-09-01,135,135
ACACIO,chagas,viviendas evaluadas,2007-10-01,94,94
AIQUILE,chagas,viviendas evaluadas,2007-10-01,411,411
ANZALDO,chagas,viviendas evaluadas,2007-10-01,10,10
ARAMPAMPA,chagas,viviendas evaluadas,2007-10-01,261,261
ARANI,chagas,viviendas evaluadas,2007-10-01,294,294
ARBIETO,chagas,viviendas evaluadas,2007-10-01,47,47
CAPINOTA,chagas,viviendas evaluadas,2007-10-01,192,192
COCHABAMBA,chagas,viviendas evaluadas,2007-10-01,10,10
COLCAPIRHUA,chagas,viviendas evaluadas,2007-10-01,227,227
COLQUECHACA,chagas,viviendas evaluadas,2007-10-01,10,10
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2007-10-01,98,98
CUEVO,chagas,viviendas evaluadas,2007-10-01,35,35
EL PUENTE(TJA),chagas,viviendas evaluadas,2007-10-01,356,356
EL TORNO,chagas,viviendas evaluadas,2007-10-01,351,351
EL VILLAR,chagas,viviendas evaluadas,2007-10-01,151,151
GUTIERREZ,chagas,viviendas evaluadas,2007-10-01,34,34
ICLA,chagas,viviendas evaluadas,2007-10-01,78,78
INCAHUASI,chagas,viviendas evaluadas,2007-10-01,102,102
LURIBAY,chagas,viviendas evaluadas,2007-10-01,1181,1181
MIZQUE,chagas,viviendas evaluadas,2007-10-01,354,354
MOJOCOYA,chagas,viviendas evaluadas,2007-10-01,138,138
MONTEAGUDO,chagas,viviendas evaluadas,2007-10-01,337,337
OKINAWA,chagas,viviendas evaluadas,2007-10-01,177,177
OMEREQUE,chagas,viviendas evaluadas,2007-10-01,556,556
PASORAPA,chagas,viviendas evaluadas,2007-10-01,158,158
POCONA,chagas,viviendas evaluadas,2007-10-01,134,134
POJO (CBBA),chagas,viviendas evaluadas,2007-10-01,294,294
POROMA,chagas,viviendas evaluadas,2007-10-01,17,17
POSTRER VALLE,chagas,viviendas evaluadas,2007-10-01,97,97
PUCARA,chagas,viviendas evaluadas,2007-10-01,45,45
QUILLACOLLO,chagas,viviendas evaluadas,2007-10-01,380,380
QUIRUSILLAS,chagas,viviendas evaluadas,2007-10-01,83,83
SACABA,chagas,viviendas evaluadas,2007-10-01,392,392
SAN LORENZO(TJA),chagas,viviendas evaluadas,2007-10-01,242,242
SAN LUCAS,chagas,viviendas evaluadas,2007-10-01,747,747
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-10-01,67,67
SIPE SIPE,chagas,viviendas evaluadas,2007-10-01,114,114
TIQUIPAYA,chagas,viviendas evaluadas,2007-10-01,146,146
TOTORA(CBBA),chagas,viviendas evaluadas,2007-10-01,194,194
TUPIZA,chagas,viviendas evaluadas,2007-10-01,1,1
