municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
SANTIVAÑES,internaciones,dias camas disponibles otros servicios,2008-01-01,341,341
SENA,internaciones,dias camas disponibles otros servicios,2008-01-01,186,186
SICAYA,internaciones,dias camas disponibles otros servicios,2008-01-01,124,124
SIPE SIPE,internaciones,dias camas disponibles otros servicios,2008-01-01,465,465
SOPACHUY,internaciones,dias camas disponibles otros servicios,2008-01-01,527,527
SORATA,internaciones,dias camas disponibles otros servicios,2008-01-01,620,620
SUCRE,internaciones,dias camas disponibles otros servicios,2008-01-01,35929,35929
TACOPAYA,internaciones,dias camas disponibles otros servicios,2008-01-01,153,153
TAPACARI,internaciones,dias camas disponibles otros servicios,2008-01-01,31,31
TARABUCO,internaciones,dias camas disponibles otros servicios,2008-01-01,248,248
TARATA,internaciones,dias camas disponibles otros servicios,2008-01-01,62,62
TARIJA,internaciones,dias camas disponibles otros servicios,2008-01-01,11101,11101
TARVITA,internaciones,dias camas disponibles otros servicios,2008-01-01,556,556
TIPUANI,internaciones,dias camas disponibles otros servicios,2008-01-01,94,94
TIQUIPAYA,internaciones,dias camas disponibles otros servicios,2008-01-01,651,651
TIRAQUE (CBBA),internaciones,dias camas disponibles otros servicios,2008-01-01,527,527
TOCO,internaciones,dias camas disponibles otros servicios,2008-01-01,124,124
TOLATA,internaciones,dias camas disponibles otros servicios,2008-01-01,62,62
TOLEDO,internaciones,dias camas disponibles otros servicios,2008-01-01,62,62
TOMINA,internaciones,dias camas disponibles otros servicios,2008-01-01,248,248
TORO TORO,internaciones,dias camas disponibles otros servicios,2008-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles otros servicios,2008-01-01,594,594
TRIGAL,internaciones,dias camas disponibles otros servicios,2008-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles otros servicios,2008-01-01,6386,6386
TUPIZA,internaciones,dias camas disponibles otros servicios,2008-01-01,2922,2922
UNCIA,internaciones,dias camas disponibles otros servicios,2008-01-01,1333,1333
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles otros servicios,2008-01-01,16,16
URUBICHA,internaciones,dias camas disponibles otros servicios,2008-01-01,186,186
UYUNI,internaciones,dias camas disponibles otros servicios,2008-01-01,1148,1148
VACAS,internaciones,dias camas disponibles otros servicios,2008-01-01,155,155
VALLEGRANDE,internaciones,dias camas disponibles otros servicios,2008-01-01,775,775
VIACHA,internaciones,dias camas disponibles otros servicios,2008-01-01,750,750
VILA VILA,internaciones,dias camas disponibles otros servicios,2008-01-01,93,93
VILLA MONTES,internaciones,dias camas disponibles otros servicios,2008-01-01,1453,1453
VILLA RIVERO,internaciones,dias camas disponibles otros servicios,2008-01-01,62,62
VILLA SERRANO,internaciones,dias camas disponibles otros servicios,2008-01-01,217,217
VILLA TUNARI,internaciones,dias camas disponibles otros servicios,2008-01-01,1612,1612
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles otros servicios,2008-01-01,279,279
VILLAZON,internaciones,dias camas disponibles otros servicios,2008-01-01,1178,1178
VINTO,internaciones,dias camas disponibles otros servicios,2008-01-01,217,217
VITICHI,internaciones,dias camas disponibles otros servicios,2008-01-01,122,122
WARNES,internaciones,dias camas disponibles otros servicios,2008-01-01,774,774
YACUIBA,internaciones,dias camas disponibles otros servicios,2008-01-01,3129,3129
YAMPARAEZ,internaciones,dias camas disponibles otros servicios,2008-01-01,271,271
YAPACANI,internaciones,dias camas disponibles otros servicios,2008-01-01,722,722
YOCALLA,internaciones,dias camas disponibles otros servicios,2008-01-01,30,30
ZUDAÑEZ,internaciones,dias camas disponibles otros servicios,2008-01-01,93,93
ACACIO,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
ACHACACHI,internaciones,dias camas disponibles otros servicios,2008-02-01,290,290
AIQUILE,internaciones,dias camas disponibles otros servicios,2008-02-01,1247,1247
ALALAY,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
ALCALA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
ANCORAIMES,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
ANTEQUERA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
ANZALDO,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
APOLO,internaciones,dias camas disponibles otros servicios,2008-02-01,136,136
ARANI,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
ARBIETO,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
ARQUE,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles otros servicios,2008-02-01,957,957
ATOCHA,internaciones,dias camas disponibles otros servicios,2008-02-01,1219,1219
AUCAPATA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles otros servicios,2008-02-01,1132,1132
AZURDUY,internaciones,dias camas disponibles otros servicios,2008-02-01,348,348
BATALLAS,internaciones,dias camas disponibles otros servicios,2008-02-01,174,174
BAURES,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
BERMEJO,internaciones,dias camas disponibles otros servicios,2008-02-01,1403,1403
BETANZOS,internaciones,dias camas disponibles otros servicios,2008-02-01,406,406
BOLIVAR,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
BOYUIBE,internaciones,dias camas disponibles otros servicios,2008-02-01,319,319
BUENA VISTA,internaciones,dias camas disponibles otros servicios,2008-02-01,611,611
CABEZAS,internaciones,dias camas disponibles otros servicios,2008-02-01,290,290
CAIROMA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
"CAIZA ""D""",internaciones,dias camas disponibles otros servicios,2008-02-01,204,204
CAJUATA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
CAMARGO,internaciones,dias camas disponibles otros servicios,2008-02-01,1786,1786
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
CAMIRI,internaciones,dias camas disponibles otros servicios,2008-02-01,2328,2328
CAPINOTA,internaciones,dias camas disponibles otros servicios,2008-02-01,406,406
CARACOLLO,internaciones,dias camas disponibles otros servicios,2008-02-01,204,204
CARANAVI,internaciones,dias camas disponibles otros servicios,2008-02-01,1044,1044
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles otros servicios,2008-02-01,32,32
CHALLAPATA,internaciones,dias camas disponibles otros servicios,2008-02-01,522,522
CHAQUI,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
CHARAGUA,internaciones,dias camas disponibles otros servicios,2008-02-01,763,763
CHIMORE,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles otros servicios,2008-02-01,812,812
CHUMA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
CLIZA,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
COBIJA,internaciones,dias camas disponibles otros servicios,2008-02-01,1967,1967
COCHABAMBA,internaciones,dias camas disponibles otros servicios,2008-02-01,45385,45385
COLCAPIRHUA,internaciones,dias camas disponibles otros servicios,2008-02-01,1102,1102
"COLCHA ""K""",internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
COLOMI,internaciones,dias camas disponibles otros servicios,2008-02-01,203,203
COLPA BELGICA,internaciones,dias camas disponibles otros servicios,2008-02-01,145,145
COLQUENCHA,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
COLQUIRI,internaciones,dias camas disponibles otros servicios,2008-02-01,203,203
COMARAPA,internaciones,dias camas disponibles otros servicios,2008-02-01,667,667
COMBAYA,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
CONCEPCION,internaciones,dias camas disponibles otros servicios,2008-02-01,319,319
COPACABANA,internaciones,dias camas disponibles otros servicios,2008-02-01,174,174
CORIPATA,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
CORO CORO,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
COROICO,internaciones,dias camas disponibles otros servicios,2008-02-01,928,928
COTAGAITA,internaciones,dias camas disponibles otros servicios,2008-02-01,232,232
COTOCA,internaciones,dias camas disponibles otros servicios,2008-02-01,609,609
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2008-02-01,290,290
CUEVO,internaciones,dias camas disponibles otros servicios,2008-02-01,174,174
CULPINA,internaciones,dias camas disponibles otros servicios,2008-02-01,464,464
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
CURVA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
EL ALTO,internaciones,dias camas disponibles otros servicios,2008-02-01,12354,12354
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
EL PUENTE(TJA),internaciones,dias camas disponibles otros servicios,2008-02-01,60,60
EL TORNO,internaciones,dias camas disponibles otros servicios,2008-02-01,1624,1624
EL VILLAR,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2008-02-01,149,149
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2008-02-01,464,464
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
EXALTACION,internaciones,dias camas disponibles otros servicios,2008-02-01,125,125
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2008-02-01,1247,1247
FILADELFIA,internaciones,dias camas disponibles otros servicios,2008-02-01,30,30
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2008-02-01,232,232
GUANAY,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2008-02-01,1359,1359
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2008-02-01,609,609
HUACARETA,internaciones,dias camas disponibles otros servicios,2008-02-01,464,464
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2008-02-01,145,145
HUACHACALLA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
HUANUNI,internaciones,dias camas disponibles otros servicios,2008-02-01,232,232
HUARACAJE,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
ICLA,internaciones,dias camas disponibles otros servicios,2008-02-01,270,270
INCAHUASI,internaciones,dias camas disponibles otros servicios,2008-02-01,203,203
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2008-02-01,348,348
IXIAMAS,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
JESUS DE MACHACA,internaciones,dias camas disponibles otros servicios,2008-02-01,88,88
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2008-02-01,290,290
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2008-02-01,870,870
LA PAZ,internaciones,dias camas disponibles otros servicios,2008-02-01,60813,60813
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2008-02-01,957,957
LLICA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
LURIBAY,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
MACHACAMARCA,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
MACHARETI,internaciones,dias camas disponibles otros servicios,2008-02-01,493,493
MAGDALENA,internaciones,dias camas disponibles otros servicios,2008-02-01,232,232
MAIRANA,internaciones,dias camas disponibles otros servicios,2008-02-01,145,145
MAPIRI,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
MINEROS,internaciones,dias camas disponibles otros servicios,2008-02-01,261,261
MIZQUE,internaciones,dias camas disponibles otros servicios,2008-02-01,696,696
MOCOMOCO,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2008-02-01,261,261
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2008-02-01,1160,1160
MONTERO,internaciones,dias camas disponibles otros servicios,2008-02-01,1088,1088
MORO MORO,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
MOROCHATA,internaciones,dias camas disponibles otros servicios,2008-02-01,319,319
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles otros servicios,2008-02-01,53,53
OCURI,internaciones,dias camas disponibles otros servicios,2008-02-01,150,150
OKINAWA,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
OMEREQUE,internaciones,dias camas disponibles otros servicios,2008-02-01,87,87
ORURO,internaciones,dias camas disponibles otros servicios,2008-02-01,11414,11414
PADILLA,internaciones,dias camas disponibles otros servicios,2008-02-01,437,437
PAILON,internaciones,dias camas disponibles otros servicios,2008-02-01,255,255
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2008-02-01,348,348
PAMPA AULLAGAS,internaciones,dias camas disponibles otros servicios,2008-02-01,29,29
PAMPA GRANDE,internaciones,dias camas disponibles otros servicios,2008-02-01,116,116
PATACAMAYA,internaciones,dias camas disponibles otros servicios,2008-02-01,232,232
PAZÑA,internaciones,dias camas disponibles otros servicios,2008-02-01,58,58
POCOATA,internaciones,dias camas disponibles otros servicios,2008-02-01,83,83
POCONA,internaciones,dias camas disponibles otros servicios,2008-02-01,231,231
POJO (CBBA),internaciones,dias camas disponibles otros servicios,2008-02-01,120,120
POROMA,internaciones,dias camas disponibles otros servicios,2008-02-01,321,321
PORONGO,internaciones,dias camas disponibles otros servicios,2008-02-01,261,261
PORTACHUELO,internaciones,dias camas disponibles otros servicios,2008-02-01,1044,1044
