municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
CALAMARCA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
CAMARGO,internaciones,dias camas disponibles maternidad,2008-01-01,291,291
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2008-01-01,93,93
CAMIRI,internaciones,dias camas disponibles maternidad,2008-01-01,837,837
CAPINOTA,internaciones,dias camas disponibles maternidad,2008-01-01,279,279
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
CARACOLLO,internaciones,dias camas disponibles maternidad,2008-01-01,211,211
CARANAVI,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2008-01-01,20,20
CHALLAPATA,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
CHAQUI,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
CHARAGUA,internaciones,dias camas disponibles maternidad,2008-01-01,326,326
CHARAÑA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
CHAYANTA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
CHIMORE,internaciones,dias camas disponibles maternidad,2008-01-01,217,217
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2008-01-01,124,124
CHUMA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
CLIZA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
COBIJA,internaciones,dias camas disponibles maternidad,2008-01-01,680,680
COCHABAMBA,internaciones,dias camas disponibles maternidad,2008-01-01,12524,12524
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2008-01-01,434,434
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2008-01-01,62,62
COLLANA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
COLOMI,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
COLQUENCHA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
COLQUIRI,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
COMARAPA,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
CONCEPCION,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
COPACABANA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
CORIPATA,internaciones,dias camas disponibles maternidad,2008-01-01,94,94
COROICO,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
COTAGAITA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
COTOCA,internaciones,dias camas disponibles maternidad,2008-01-01,651,651
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2008-01-01,122,122
CUEVO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
CULPINA,internaciones,dias camas disponibles maternidad,2008-01-01,210,210
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
DESAGUADERO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
EL ALTO,internaciones,dias camas disponibles maternidad,2008-01-01,5084,5084
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2008-01-01,124,124
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2008-01-01,50,50
EL TORNO,internaciones,dias camas disponibles maternidad,2008-01-01,465,465
EL VILLAR,internaciones,dias camas disponibles maternidad,2008-01-01,278,278
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-01-01,278,278
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-01-01,480,480
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
EXALTACION,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2008-01-01,31,31
GUANAY,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
GUAQUI,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2008-01-01,252,252
GUTIERREZ,internaciones,dias camas disponibles maternidad,2008-01-01,152,152
HUACARETA,internaciones,dias camas disponibles maternidad,2008-01-01,217,217
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2008-01-01,124,124
HUACHACALLA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
HUANUNI,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
HUARACAJE,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
ICLA,internaciones,dias camas disponibles maternidad,2008-01-01,360,360
INCAHUASI,internaciones,dias camas disponibles maternidad,2008-01-01,234,234
INQUISIVI,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2008-01-01,93,93
IXIAMAS,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2008-01-01,92,92
LA ASUNTA,internaciones,dias camas disponibles maternidad,2008-01-01,236,236
LA GUARDIA,internaciones,dias camas disponibles maternidad,2008-01-01,620,620
LA PAZ,internaciones,dias camas disponibles maternidad,2008-01-01,13454,13454
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
LAJA,internaciones,dias camas disponibles maternidad,2008-01-01,121,121
LICOMA PAMPA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
LLALLAGUA,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
LLICA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
LURIBAY,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
MACHARETI,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
MAGDALENA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
MAIRANA,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
MAPIRI,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
MECAPACA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
MINEROS,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
MIZQUE,internaciones,dias camas disponibles maternidad,2008-01-01,648,648
MOCOMOCO,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
MOJOCOYA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
MONTERO,internaciones,dias camas disponibles maternidad,2008-01-01,764,764
MORO MORO,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
MOROCHATA,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles maternidad,2008-01-01,62,62
OCURI,internaciones,dias camas disponibles maternidad,2008-01-01,450,450
OKINAWA,internaciones,dias camas disponibles maternidad,2008-01-01,310,310
OMEREQUE,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
ORURO,internaciones,dias camas disponibles maternidad,2008-01-01,3431,3431
PADILLA,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
PAILON,internaciones,dias camas disponibles maternidad,2008-01-01,210,210
PALCA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
PASORAPA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
PATACAMAYA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
PAZÑA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
POCOATA,internaciones,dias camas disponibles maternidad,2008-01-01,77,77
POCONA,internaciones,dias camas disponibles maternidad,2008-01-01,420,420
POJO (CBBA),internaciones,dias camas disponibles maternidad,2008-01-01,232,232
POOPO,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
PORCO,internaciones,dias camas disponibles maternidad,2008-01-01,54,54
POROMA,internaciones,dias camas disponibles maternidad,2008-01-01,401,401
PORONGO,internaciones,dias camas disponibles maternidad,2008-01-01,341,341
PORTACHUELO,internaciones,dias camas disponibles maternidad,2008-01-01,527,527
PORVENIR,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
POTOSI,internaciones,dias camas disponibles maternidad,2008-01-01,1302,1302
PRESTO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
PUCARA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
PUCARANI,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
PUERTO PEREZ,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2008-01-01,33,33
PUERTO RICO,internaciones,dias camas disponibles maternidad,2008-01-01,58,58
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2008-01-01,1048,1048
PUNA,internaciones,dias camas disponibles maternidad,2008-01-01,279,279
PUNATA,internaciones,dias camas disponibles maternidad,2008-01-01,620,620
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
QUIME,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
RAVELO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
REYES,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
RIBERALTA,internaciones,dias camas disponibles maternidad,2008-01-01,713,713
ROBORE,internaciones,dias camas disponibles maternidad,2008-01-01,370,370
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2008-01-01,248,248
SABAYA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
SACABA,internaciones,dias camas disponibles maternidad,2008-01-01,1395,1395
SACABAMBA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
SACACA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SAIPINA,internaciones,dias camas disponibles maternidad,2008-01-01,213,213
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2008-01-01,212,212
SAMAIPATA,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
SAN ANDRES DE MACHACA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SAN BENITO,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
SAN BORJA,internaciones,dias camas disponibles maternidad,2008-01-01,342,342
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
SAN CARLOS,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2008-01-01,992,992
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2008-01-01,124,124
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2008-01-01,589,589
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2008-01-01,166,166
SAN JULIAN,internaciones,dias camas disponibles maternidad,2008-01-01,589,589
SAN LUCAS,internaciones,dias camas disponibles maternidad,2008-01-01,403,403
SAN MATIAS,internaciones,dias camas disponibles maternidad,2008-01-01,341,341
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
SAN PEDRO,internaciones,dias camas disponibles maternidad,2008-01-01,279,279
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SANTA ANA,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2008-01-01,13500,13500
SANTA ROSA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2008-01-01,341,341
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2008-01-01,56,56
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2008-01-01,215,215
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2008-01-01,93,93
SICAYA,internaciones,dias camas disponibles maternidad,2008-01-01,91,91
SIPE SIPE,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
SOPACHUY,internaciones,dias camas disponibles maternidad,2008-01-01,155,155
SORACACHI,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
SORATA,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
SUCRE,internaciones,dias camas disponibles maternidad,2008-01-01,3937,3937
TACACHI,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
TACACOMA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
TACOPAYA,internaciones,dias camas disponibles maternidad,2008-01-01,277,277
TAPACARI,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
TARABUCO,internaciones,dias camas disponibles maternidad,2008-01-01,186,186
TARATA,internaciones,dias camas disponibles maternidad,2008-01-01,279,279
TARIJA,internaciones,dias camas disponibles maternidad,2008-01-01,1158,1158
TARVITA,internaciones,dias camas disponibles maternidad,2008-01-01,620,620
TEOPONTE,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
TIAWANACU,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
TIPUANI,internaciones,dias camas disponibles maternidad,2008-01-01,189,189
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2008-01-01,589,589
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2008-01-01,903,903
TOCO,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
TOLATA,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
TOLEDO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
TOMAVE,internaciones,dias camas disponibles maternidad,2008-01-01,141,141
TOMINA,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
TORO TORO,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2008-01-01,374,374
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2008-01-01,124,124
TRIGAL,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2008-01-01,1426,1426
TUPIZA,internaciones,dias camas disponibles maternidad,2008-01-01,336,336
TURCO,internaciones,dias camas disponibles maternidad,2008-01-01,92,92
UMALA,internaciones,dias camas disponibles maternidad,2008-01-01,31,31
UNCIA,internaciones,dias camas disponibles maternidad,2008-01-01,279,279
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2008-01-01,62,62
URUBICHA,internaciones,dias camas disponibles maternidad,2008-01-01,93,93
UYUNI,internaciones,dias camas disponibles maternidad,2008-01-01,276,276
VACAS,internaciones,dias camas disponibles maternidad,2008-01-01,217,217
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2008-01-01,217,217
VIACHA,internaciones,dias camas disponibles maternidad,2008-01-01,304,304
VILA VILA,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
VILLA MONTES,internaciones,dias camas disponibles maternidad,2008-01-01,150,150
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2008-01-01,62,62
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2008-01-01,1672,1672
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2008-01-01,248,248
VILLAZON,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
VINTO,internaciones,dias camas disponibles maternidad,2008-01-01,372,372
VITICHI,internaciones,dias camas disponibles maternidad,2008-01-01,122,122
WARNES,internaciones,dias camas disponibles maternidad,2008-01-01,712,712
YACUIBA,internaciones,dias camas disponibles maternidad,2008-01-01,624,624
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2008-01-01,154,154
YAPACANI,internaciones,dias camas disponibles maternidad,2008-01-01,582,582
YOCALLA,internaciones,dias camas disponibles maternidad,2008-01-01,30,30
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2008-01-01,124,124
ACACIO,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
ACHACACHI,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
ACHOCALLA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
AIQUILE,internaciones,dias camas disponibles maternidad,2008-02-01,377,377
ALALAY,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
ALCALA,internaciones,dias camas disponibles maternidad,2008-02-01,110,110
ANCORAIMES,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
ANDAMARCA,internaciones,dias camas disponibles maternidad,2008-02-01,57,57
ANTEQUERA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
ANZALDO,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
APOLO,internaciones,dias camas disponibles maternidad,2008-02-01,136,136
ARANI,internaciones,dias camas disponibles maternidad,2008-02-01,203,203
ARBIETO,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
ARQUE,internaciones,dias camas disponibles maternidad,2008-02-01,145,145
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2008-02-01,319,319
ATOCHA,internaciones,dias camas disponibles maternidad,2008-02-01,407,407
AUCAPATA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
AYO AYO,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2008-02-01,610,610
AZURDUY,internaciones,dias camas disponibles maternidad,2008-02-01,232,232
BATALLAS,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
BAURES,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
BERMEJO,internaciones,dias camas disponibles maternidad,2008-02-01,383,383
BETANZOS,internaciones,dias camas disponibles maternidad,2008-02-01,406,406
BOLIVAR,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
BOYUIBE,internaciones,dias camas disponibles maternidad,2008-02-01,116,116
BUENA VISTA,internaciones,dias camas disponibles maternidad,2008-02-01,380,380
CABEZAS,internaciones,dias camas disponibles maternidad,2008-02-01,116,116
CAIROMA,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2008-02-01,204,204
CAJUATA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
CALAMARCA,internaciones,dias camas disponibles maternidad,2008-02-01,116,116
CAMARGO,internaciones,dias camas disponibles maternidad,2008-02-01,187,187
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2008-02-01,87,87
CAMIRI,internaciones,dias camas disponibles maternidad,2008-02-01,722,722
CAPINOTA,internaciones,dias camas disponibles maternidad,2008-02-01,290,290
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
CARACOLLO,internaciones,dias camas disponibles maternidad,2008-02-01,173,173
CARANAVI,internaciones,dias camas disponibles maternidad,2008-02-01,406,406
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2008-02-01,49,49
CHALLAPATA,internaciones,dias camas disponibles maternidad,2008-02-01,328,328
CHAQUI,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
CHARAGUA,internaciones,dias camas disponibles maternidad,2008-02-01,307,307
CHARAÑA,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
CHIMORE,internaciones,dias camas disponibles maternidad,2008-02-01,203,203
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2008-02-01,116,116
CHUMA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
CLIZA,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
COBIJA,internaciones,dias camas disponibles maternidad,2008-02-01,640,640
COCHABAMBA,internaciones,dias camas disponibles maternidad,2008-02-01,11687,11687
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2008-02-01,419,419
"COLCHA ""K""",internaciones,dias camas disponibles maternidad,2008-02-01,58,58
COLLANA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
COLOMI,internaciones,dias camas disponibles maternidad,2008-02-01,377,377
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
COLQUENCHA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
COLQUIRI,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
COMARAPA,internaciones,dias camas disponibles maternidad,2008-02-01,261,261
COMBAYA,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
CONCEPCION,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
COPACABANA,internaciones,dias camas disponibles maternidad,2008-02-01,116,116
CORIPATA,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
CORO CORO,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
COROICO,internaciones,dias camas disponibles maternidad,2008-02-01,232,232
COTAGAITA,internaciones,dias camas disponibles maternidad,2008-02-01,56,56
COTOCA,internaciones,dias camas disponibles maternidad,2008-02-01,609,609
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2008-02-01,232,232
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2008-02-01,116,116
CUEVO,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
CULPINA,internaciones,dias camas disponibles maternidad,2008-02-01,203,203
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
CURVA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
DESAGUADERO,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
EL ALTO,internaciones,dias camas disponibles maternidad,2008-02-01,4437,4437
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2008-02-01,116,116
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2008-02-01,54,54
EL TORNO,internaciones,dias camas disponibles maternidad,2008-02-01,406,406
EL VILLAR,internaciones,dias camas disponibles maternidad,2008-02-01,261,261
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-02-01,356,356
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
EXALTACION,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2008-02-01,319,319
FILADELFIA,internaciones,dias camas disponibles maternidad,2008-02-01,60,60
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2008-02-01,116,116
GUANAY,internaciones,dias camas disponibles maternidad,2008-02-01,174,174
GUAQUI,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2008-02-01,438,438
GUTIERREZ,internaciones,dias camas disponibles maternidad,2008-02-01,145,145
HUACARETA,internaciones,dias camas disponibles maternidad,2008-02-01,203,203
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2008-02-01,116,116
HUACHACALLA,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
HUANUNI,internaciones,dias camas disponibles maternidad,2008-02-01,232,232
HUARACAJE,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2008-02-01,202,202
ICLA,internaciones,dias camas disponibles maternidad,2008-02-01,308,308
INCAHUASI,internaciones,dias camas disponibles maternidad,2008-02-01,203,203
INQUISIVI,internaciones,dias camas disponibles maternidad,2008-02-01,29,29
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2008-02-01,145,145
IXIAMAS,internaciones,dias camas disponibles maternidad,2008-02-01,87,87
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2008-02-01,88,88
LA ASUNTA,internaciones,dias camas disponibles maternidad,2008-02-01,290,290
LA GUARDIA,internaciones,dias camas disponibles maternidad,2008-02-01,580,580
LA PAZ,internaciones,dias camas disponibles maternidad,2008-02-01,12093,12093
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
LAJA,internaciones,dias camas disponibles maternidad,2008-02-01,117,117
LLALLAGUA,internaciones,dias camas disponibles maternidad,2008-02-01,348,348
LLICA,internaciones,dias camas disponibles maternidad,2008-02-01,58,58
