municipality,group,variable,month,Egresos,TOTAL
INQUISIVI,internaciones,egresos,2008-01-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-01-01,25,25
IXIAMAS,internaciones,egresos,2008-01-01,25,25
JESUS DE MACHACA,internaciones,egresos,2008-01-01,6,6
LA ASUNTA,internaciones,egresos,2008-01-01,47,47
LA GUARDIA,internaciones,egresos,2008-01-01,211,211
LA PAZ,internaciones,egresos,2008-01-01,6772,6772
LAGUNILLAS,internaciones,egresos,2008-01-01,11,11
LAJA,internaciones,egresos,2008-01-01,5,5
LICOMA PAMPA,internaciones,egresos,2008-01-01,2,2
LLALLAGUA,internaciones,egresos,2008-01-01,204,204
LLICA,internaciones,egresos,2008-01-01,5,5
LURIBAY,internaciones,egresos,2008-01-01,11,11
MACHACAMARCA,internaciones,egresos,2008-01-01,5,5
MACHARETI,internaciones,egresos,2008-01-01,21,21
MAGDALENA,internaciones,egresos,2008-01-01,60,60
MAIRANA,internaciones,egresos,2008-01-01,50,50
MAPIRI,internaciones,egresos,2008-01-01,32,32
MECAPACA,internaciones,egresos,2008-01-01,1,1
MINEROS,internaciones,egresos,2008-01-01,7,7
MIZQUE,internaciones,egresos,2008-01-01,54,54
MOCOMOCO,internaciones,egresos,2008-01-01,3,3
MOJOCOYA,internaciones,egresos,2008-01-01,8,8
MONTEAGUDO,internaciones,egresos,2008-01-01,144,144
MONTERO,internaciones,egresos,2008-01-01,675,675
MORO MORO,internaciones,egresos,2008-01-01,5,5
MOROCHATA,internaciones,egresos,2008-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-01-01,1,1
OCURI,internaciones,egresos,2008-01-01,14,14
OMEREQUE,internaciones,egresos,2008-01-01,9,9
ORURO,internaciones,egresos,2008-01-01,2014,2014
PADILLA,internaciones,egresos,2008-01-01,74,74
PAILON,internaciones,egresos,2008-01-01,79,79
PALCA,internaciones,egresos,2008-01-01,4,4
PALOS BLANCOS,internaciones,egresos,2008-01-01,74,74
PAMPA GRANDE,internaciones,egresos,2008-01-01,15,15
PAPEL PAMPA,internaciones,egresos,2008-01-01,1,1
PASORAPA,internaciones,egresos,2008-01-01,1,1
PATACAMAYA,internaciones,egresos,2008-01-01,47,47
POCOATA,internaciones,egresos,2008-01-01,10,10
POCONA,internaciones,egresos,2008-01-01,7,7
POJO (CBBA),internaciones,egresos,2008-01-01,10,10
PORCO,internaciones,egresos,2008-01-01,8,8
POROMA,internaciones,egresos,2008-01-01,17,17
PORONGO,internaciones,egresos,2008-01-01,2,2
PORTACHUELO,internaciones,egresos,2008-01-01,198,198
PORVENIR,internaciones,egresos,2008-01-01,3,3
POSTRER VALLE,internaciones,egresos,2008-01-01,1,1
POTOSI,internaciones,egresos,2008-01-01,1601,1601
PUCARA,internaciones,egresos,2008-01-01,2,2
PUCARANI,internaciones,egresos,2008-01-01,16,16
PUERTO ACOSTA,internaciones,egresos,2008-01-01,59,59
PUERTO CARABUCO,internaciones,egresos,2008-01-01,7,7
PUERTO PEREZ,internaciones,egresos,2008-01-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2008-01-01,69,69
PUERTO RICO,internaciones,egresos,2008-01-01,21,21
PUERTO SUAREZ,internaciones,egresos,2008-01-01,95,95
PUERTO VILLARROEL,internaciones,egresos,2008-01-01,185,185
PUNA,internaciones,egresos,2008-01-01,13,13
PUNATA,internaciones,egresos,2008-01-01,241,241
QUILLACOLLO,internaciones,egresos,2008-01-01,299,299
QUIME,internaciones,egresos,2008-01-01,10,10
QUIRUSILLAS,internaciones,egresos,2008-01-01,6,6
RAVELO,internaciones,egresos,2008-01-01,1,1
REYES,internaciones,egresos,2008-01-01,43,43
RIBERALTA,internaciones,egresos,2008-01-01,699,699
ROBORE,internaciones,egresos,2008-01-01,88,88
RURRENABAQUE,internaciones,egresos,2008-01-01,118,118
SACABA,internaciones,egresos,2008-01-01,440,440
SACABAMBA,internaciones,egresos,2008-01-01,1,1
SACACA,internaciones,egresos,2008-01-01,17,17
SAIPINA,internaciones,egresos,2008-01-01,27,27
SAMAIPATA,internaciones,egresos,2008-01-01,29,29
SAN ANDRES DE MACHACA,internaciones,egresos,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,egresos,2008-01-01,13,13
SAN BENITO,internaciones,egresos,2008-01-01,1,1
SAN BORJA,internaciones,egresos,2008-01-01,135,135
SAN BUENA VENTURA,internaciones,egresos,2008-01-01,49,49
SAN CARLOS,internaciones,egresos,2008-01-01,179,179
SAN IGNACIO,internaciones,egresos,2008-01-01,61,61
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-01-01,286,286
SAN JAVIER(STC),internaciones,egresos,2008-01-01,51,51
SAN JOAQUIN,internaciones,egresos,2008-01-01,49,49
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-01-01,96,96
SAN JUAN DE YAPACANI,internaciones,egresos,2008-01-01,117,117
SAN JULIAN,internaciones,egresos,2008-01-01,118,118
SAN LORENZO(TJA),internaciones,egresos,2008-01-01,2,2
SAN LUCAS,internaciones,egresos,2008-01-01,57,57
SAN MATIAS,internaciones,egresos,2008-01-01,55,55
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-01-01,69,69
SAN PEDRO,internaciones,egresos,2008-01-01,17,17
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-01-01,5,5
SAN RAFAEL,internaciones,egresos,2008-01-01,23,23
SAN RAMON,internaciones,egresos,2008-01-01,32,32
SAN RAMON,internaciones,egresos,2008-01-01,36,36
SANTA ANA,internaciones,egresos,2008-01-01,77,77
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-01-01,7762,7762
SANTA ROSA,internaciones,egresos,2008-01-01,27,27
SANTA ROSA DEL SARA,internaciones,egresos,2008-01-01,63,63
SANTIAGO DE MACHACA,internaciones,egresos,2008-01-01,2,2
SANTIVAÑES,internaciones,egresos,2008-01-01,2,2
SENA,internaciones,egresos,2008-01-01,13,13
SICA SICA (VILLA AROMA),internaciones,egresos,2008-01-01,14,14
SICAYA,internaciones,egresos,2008-01-01,2,2
SIPE SIPE,internaciones,egresos,2008-01-01,85,85
SOPACHUY,internaciones,egresos,2008-01-01,23,23
SORACACHI,internaciones,egresos,2008-01-01,1,1
SORATA,internaciones,egresos,2008-01-01,22,22
SUCRE,internaciones,egresos,2008-01-01,3051,3051
TACACHI,internaciones,egresos,2008-01-01,3,3
TACACOMA,internaciones,egresos,2008-01-01,6,6
TAPACARI,internaciones,egresos,2008-01-01,4,4
TARABUCO,internaciones,egresos,2008-01-01,50,50
TARATA,internaciones,egresos,2008-01-01,12,12
TARIJA,internaciones,egresos,2008-01-01,1858,1858
TARVITA,internaciones,egresos,2008-01-01,25,25
TEOPONTE,internaciones,egresos,2008-01-01,4,4
TIAWANACU,internaciones,egresos,2008-01-01,14,14
TIPUANI,internaciones,egresos,2008-01-01,40,40
TIQUIPAYA,internaciones,egresos,2008-01-01,70,70
TIRAQUE (CBBA),internaciones,egresos,2008-01-01,183,183
TOCO,internaciones,egresos,2008-01-01,3,3
TOLATA,internaciones,egresos,2008-01-01,5,5
TOLEDO,internaciones,egresos,2008-01-01,14,14
TOMAVE,internaciones,egresos,2008-01-01,5,5
TOMINA,internaciones,egresos,2008-01-01,11,11
TORO TORO,internaciones,egresos,2008-01-01,6,6
TOTORA(CBBA),internaciones,egresos,2008-01-01,26,26
TRIGAL,internaciones,egresos,2008-01-01,5,5
TRINIDAD,internaciones,egresos,2008-01-01,1358,1358
TUPIZA,internaciones,egresos,2008-01-01,287,287
UMALA,internaciones,egresos,2008-01-01,1,1
UNCIA,internaciones,egresos,2008-01-01,194,194
URIONDO (A. CONCEPCION),internaciones,egresos,2008-01-01,16,16
URUBICHA,internaciones,egresos,2008-01-01,24,24
UYUNI,internaciones,egresos,2008-01-01,134,134
VACAS,internaciones,egresos,2008-01-01,12,12
VALLEGRANDE,internaciones,egresos,2008-01-01,100,100
VIACHA,internaciones,egresos,2008-01-01,68,68
VILA VILA,internaciones,egresos,2008-01-01,1,1
VILLA MONTES,internaciones,egresos,2008-01-01,293,293
VILLA RIVERO,internaciones,egresos,2008-01-01,1,1
VILLA SERRANO,internaciones,egresos,2008-01-01,11,11
VILLA TUNARI,internaciones,egresos,2008-01-01,330,330
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2008-01-01,8,8
VILLAZON,internaciones,egresos,2008-01-01,212,212
VINTO,internaciones,egresos,2008-01-01,71,71
VITICHI,internaciones,egresos,2008-01-01,12,12
WARNES,internaciones,egresos,2008-01-01,94,94
YACUIBA,internaciones,egresos,2008-01-01,789,789
YAMPARAEZ,internaciones,egresos,2008-01-01,7,7
YAPACANI,internaciones,egresos,2008-01-01,172,172
YOCALLA,internaciones,egresos,2008-01-01,7,7
ZUDAÑEZ,internaciones,egresos,2008-01-01,36,36
ACHACACHI,internaciones,egresos,2008-02-01,32,32
ACHOCALLA,internaciones,egresos,2008-02-01,12,12
AIQUILE,internaciones,egresos,2008-02-01,134,134
ALCALA,internaciones,egresos,2008-02-01,2,2
ANCORAIMES,internaciones,egresos,2008-02-01,3,3
ANDAMARCA,internaciones,egresos,2008-02-01,1,1
ANTEQUERA,internaciones,egresos,2008-02-01,1,1
ANZALDO,internaciones,egresos,2008-02-01,2,2
APOLO,internaciones,egresos,2008-02-01,39,39
ARANI,internaciones,egresos,2008-02-01,5,5
ARQUE,internaciones,egresos,2008-02-01,5,5
ASCENCION DE GUARAYOS,internaciones,egresos,2008-02-01,132,132
ATOCHA,internaciones,egresos,2008-02-01,184,184
AUCAPATA,internaciones,egresos,2008-02-01,1,1
AYO AYO,internaciones,egresos,2008-02-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2008-02-01,52,52
AZURDUY,internaciones,egresos,2008-02-01,9,9
BATALLAS,internaciones,egresos,2008-02-01,8,8
BAURES,internaciones,egresos,2008-02-01,11,11
BERMEJO,internaciones,egresos,2008-02-01,227,227
BETANZOS,internaciones,egresos,2008-02-01,38,38
BOLIVAR,internaciones,egresos,2008-02-01,2,2
BOYUIBE,internaciones,egresos,2008-02-01,23,23
BUENA VISTA,internaciones,egresos,2008-02-01,28,28
CABEZAS,internaciones,egresos,2008-02-01,20,20
CAIROMA,internaciones,egresos,2008-02-01,10,10
"CAIZA ""D""",internaciones,egresos,2008-02-01,7,7
CAJUATA,internaciones,egresos,2008-02-01,20,20
CALAMARCA,internaciones,egresos,2008-02-01,2,2
CAMARGO,internaciones,egresos,2008-02-01,70,70
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2008-02-01,15,15
CAMIRI,internaciones,egresos,2008-02-01,415,415
CAPINOTA,internaciones,egresos,2008-02-01,64,64
CAQUIAVIRI,internaciones,egresos,2008-02-01,1,1
CARACOLLO,internaciones,egresos,2008-02-01,26,26
CARANAVI,internaciones,egresos,2008-02-01,187,187
CARMEN RIVERO TORREZ,internaciones,egresos,2008-02-01,21,21
CHALLAPATA,internaciones,egresos,2008-02-01,97,97
CHAQUI,internaciones,egresos,2008-02-01,1,1
CHARAGUA,internaciones,egresos,2008-02-01,104,104
CHARAÑA,internaciones,egresos,2008-02-01,1,1
CHIMORE,internaciones,egresos,2008-02-01,10,10
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2008-02-01,133,133
CHUMA,internaciones,egresos,2008-02-01,6,6
CLIZA,internaciones,egresos,2008-02-01,47,47
COBIJA,internaciones,egresos,2008-02-01,332,332
COCHABAMBA,internaciones,egresos,2008-02-01,6601,6601
COLCAPIRHUA,internaciones,egresos,2008-02-01,115,115
COLLANA,internaciones,egresos,2008-02-01,2,2
COLOMI,internaciones,egresos,2008-02-01,24,24
COLPA BELGICA,internaciones,egresos,2008-02-01,13,13
COLQUENCHA,internaciones,egresos,2008-02-01,7,7
COLQUIRI,internaciones,egresos,2008-02-01,17,17
COMARAPA,internaciones,egresos,2008-02-01,89,89
COMBAYA,internaciones,egresos,2008-02-01,4,4
CONCEPCION,internaciones,egresos,2008-02-01,70,70
COPACABANA,internaciones,egresos,2008-02-01,25,25
CORIPATA,internaciones,egresos,2008-02-01,8,8
CORO CORO,internaciones,egresos,2008-02-01,1,1
COROICO,internaciones,egresos,2008-02-01,73,73
COTAGAITA,internaciones,egresos,2008-02-01,24,24
COTOCA,internaciones,egresos,2008-02-01,133,133
CUATRO CAÑADAS,internaciones,egresos,2008-02-01,51,51
CUEVO,internaciones,egresos,2008-02-01,3,3
CULPINA,internaciones,egresos,2008-02-01,18,18
CURAHUARA DE CARANGAS,internaciones,egresos,2008-02-01,17,17
CURVA,internaciones,egresos,2008-02-01,1,1
DESAGUADERO,internaciones,egresos,2008-02-01,9,9
EL ALTO,internaciones,egresos,2008-02-01,2779,2779
EL CHORO,internaciones,egresos,2008-02-01,2,2
EL PUENTE(STC),internaciones,egresos,2008-02-01,16,16
EL PUENTE(TJA),internaciones,egresos,2008-02-01,3,3
EL TORNO,internaciones,egresos,2008-02-01,160,160
EL VILLAR,internaciones,egresos,2008-02-01,6,6
ENTRE RIOS,internaciones,egresos,2008-02-01,19,19
ENTRE RIOS,internaciones,egresos,2008-02-01,25,25
EUCALIPTUS,internaciones,egresos,2008-02-01,7,7
EXALTACION,internaciones,egresos,2008-02-01,6,6
FERNANDEZ ALONSO,internaciones,egresos,2008-02-01,33,33
FILADELFIA,internaciones,egresos,2008-02-01,3,3
GENERAL SAAVEDRA,internaciones,egresos,2008-02-01,43,43
GUANAY,internaciones,egresos,2008-02-01,23,23
GUAQUI,internaciones,egresos,2008-02-01,6,6
GUAYARAMERIN,internaciones,egresos,2008-02-01,445,445
GUTIERREZ,internaciones,egresos,2008-02-01,26,26
HUACARETA,internaciones,egresos,2008-02-01,28,28
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2008-02-01,1,1
HUACHACALLA,internaciones,egresos,2008-02-01,5,5
HUANUNI,internaciones,egresos,2008-02-01,53,53
HUARACAJE,internaciones,egresos,2008-02-01,8,8
HUAYLLAMARCA,internaciones,egresos,2008-02-01,5,5
ICLA,internaciones,egresos,2008-02-01,7,7
INCAHUASI,internaciones,egresos,2008-02-01,19,19
INQUISIVI,internaciones,egresos,2008-02-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-02-01,26,26
IXIAMAS,internaciones,egresos,2008-02-01,23,23
JESUS DE MACHACA,internaciones,egresos,2008-02-01,9,9
LA ASUNTA,internaciones,egresos,2008-02-01,36,36
LA GUARDIA,internaciones,egresos,2008-02-01,155,155
LA PAZ,internaciones,egresos,2008-02-01,6241,6241
LAGUNILLAS,internaciones,egresos,2008-02-01,5,5
LAJA,internaciones,egresos,2008-02-01,4,4
LLALLAGUA,internaciones,egresos,2008-02-01,201,201
LLICA,internaciones,egresos,2008-02-01,6,6
LURIBAY,internaciones,egresos,2008-02-01,7,7
MACHACAMARCA,internaciones,egresos,2008-02-01,2,2
MACHARETI,internaciones,egresos,2008-02-01,6,6
MAGDALENA,internaciones,egresos,2008-02-01,59,59
MAIRANA,internaciones,egresos,2008-02-01,33,33
MAPIRI,internaciones,egresos,2008-02-01,28,28
MECAPACA,internaciones,egresos,2008-02-01,1,1
MINEROS,internaciones,egresos,2008-02-01,11,11
MIZQUE,internaciones,egresos,2008-02-01,40,40
MOCOMOCO,internaciones,egresos,2008-02-01,1,1
MOJOCOYA,internaciones,egresos,2008-02-01,21,21
MONTEAGUDO,internaciones,egresos,2008-02-01,120,120
MONTERO,internaciones,egresos,2008-02-01,674,674
MORO MORO,internaciones,egresos,2008-02-01,3,3
MOROCHATA,internaciones,egresos,2008-02-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-02-01,2,2
OCURI,internaciones,egresos,2008-02-01,19,19
OMEREQUE,internaciones,egresos,2008-02-01,8,8
ORURO,internaciones,egresos,2008-02-01,1988,1988
PADILLA,internaciones,egresos,2008-02-01,58,58
PAILON,internaciones,egresos,2008-02-01,78,78
PALCA,internaciones,egresos,2008-02-01,1,1
PALOS BLANCOS,internaciones,egresos,2008-02-01,81,81
PAMPA GRANDE,internaciones,egresos,2008-02-01,16,16
PATACAMAYA,internaciones,egresos,2008-02-01,46,46
POCOATA,internaciones,egresos,2008-02-01,9,9
POCONA,internaciones,egresos,2008-02-01,14,14
POJO (CBBA),internaciones,egresos,2008-02-01,7,7
POOPO,internaciones,egresos,2008-02-01,7,7
PORCO,internaciones,egresos,2008-02-01,3,3
POROMA,internaciones,egresos,2008-02-01,6,6
PORONGO,internaciones,egresos,2008-02-01,6,6
PORTACHUELO,internaciones,egresos,2008-02-01,180,180
PORVENIR,internaciones,egresos,2008-02-01,4,4
POSTRER VALLE,internaciones,egresos,2008-02-01,2,2
POTOSI,internaciones,egresos,2008-02-01,1454,1454
PRESTO,internaciones,egresos,2008-02-01,6,6
PUCARA,internaciones,egresos,2008-02-01,2,2
PUCARANI,internaciones,egresos,2008-02-01,5,5
PUERTO ACOSTA,internaciones,egresos,2008-02-01,64,64
PUERTO CARABUCO,internaciones,egresos,2008-02-01,3,3
PUERTO PEREZ,internaciones,egresos,2008-02-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2008-02-01,59,59
PUERTO RICO,internaciones,egresos,2008-02-01,19,19
PUERTO SUAREZ,internaciones,egresos,2008-02-01,130,130
PUERTO VILLARROEL,internaciones,egresos,2008-02-01,220,220
PUNA,internaciones,egresos,2008-02-01,18,18
PUNATA,internaciones,egresos,2008-02-01,282,282
QUILLACOLLO,internaciones,egresos,2008-02-01,301,301
QUIME,internaciones,egresos,2008-02-01,6,6
QUIRUSILLAS,internaciones,egresos,2008-02-01,2,2
RAVELO,internaciones,egresos,2008-02-01,2,2
REYES,internaciones,egresos,2008-02-01,41,41
RIBERALTA,internaciones,egresos,2008-02-01,662,662
ROBORE,internaciones,egresos,2008-02-01,98,98
RURRENABAQUE,internaciones,egresos,2008-02-01,98,98
SACABA,internaciones,egresos,2008-02-01,400,400
SACABAMBA,internaciones,egresos,2008-02-01,21,21
SACACA,internaciones,egresos,2008-02-01,25,25
SAIPINA,internaciones,egresos,2008-02-01,20,20
SAMAIPATA,internaciones,egresos,2008-02-01,27,27
SAN ANDRES DE MACHACA,internaciones,egresos,2008-02-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,egresos,2008-02-01,10,10
SAN BENITO,internaciones,egresos,2008-02-01,2,2
SAN BORJA,internaciones,egresos,2008-02-01,178,178
SAN BUENA VENTURA,internaciones,egresos,2008-02-01,44,44
SAN CARLOS,internaciones,egresos,2008-02-01,174,174
SAN IGNACIO,internaciones,egresos,2008-02-01,66,66
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-02-01,268,268
SAN JAVIER(STC),internaciones,egresos,2008-02-01,30,30
SAN JOAQUIN,internaciones,egresos,2008-02-01,33,33
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-02-01,81,81
SAN JUAN DE YAPACANI,internaciones,egresos,2008-02-01,137,137
SAN JULIAN,internaciones,egresos,2008-02-01,91,91
SAN LORENZO(TJA),internaciones,egresos,2008-02-01,2,2
SAN LUCAS,internaciones,egresos,2008-02-01,66,66
SAN MATIAS,internaciones,egresos,2008-02-01,74,74
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-02-01,49,49
SAN PEDRO,internaciones,egresos,2008-02-01,16,16
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-02-01,3,3
SAN PEDRO DE TIQUINA,internaciones,egresos,2008-02-01,2,2
SAN RAFAEL,internaciones,egresos,2008-02-01,14,14
SAN RAMON,internaciones,egresos,2008-02-01,70,70
SAN RAMON,internaciones,egresos,2008-02-01,42,42
SANTA ANA,internaciones,egresos,2008-02-01,90,90
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-02-01,8325,8325
SANTA ROSA,internaciones,egresos,2008-02-01,42,42
SANTA ROSA DEL SARA,internaciones,egresos,2008-02-01,55,55
SANTIAGO DE MACHACA,internaciones,egresos,2008-02-01,1,1
SANTIVAÑES,internaciones,egresos,2008-02-01,3,3
SICA SICA (VILLA AROMA),internaciones,egresos,2008-02-01,3,3
SIPE SIPE,internaciones,egresos,2008-02-01,54,54
SOPACHUY,internaciones,egresos,2008-02-01,37,37
SORACACHI,internaciones,egresos,2008-02-01,3,3
SORATA,internaciones,egresos,2008-02-01,30,30
SUCRE,internaciones,egresos,2008-02-01,2678,2678
TACACOMA,internaciones,egresos,2008-02-01,3,3
TACOPAYA,internaciones,egresos,2008-02-01,1,1
TAPACARI,internaciones,egresos,2008-02-01,10,10
TARABUCO,internaciones,egresos,2008-02-01,50,50
TARACO,internaciones,egresos,2008-02-01,1,1
TARATA,internaciones,egresos,2008-02-01,13,13
TARIJA,internaciones,egresos,2008-02-01,1792,1792
TARVITA,internaciones,egresos,2008-02-01,30,30
TEOPONTE,internaciones,egresos,2008-02-01,8,8
TIAWANACU,internaciones,egresos,2008-02-01,5,5
TIPUANI,internaciones,egresos,2008-02-01,36,36
TIQUIPAYA,internaciones,egresos,2008-02-01,77,77
TIRAQUE (CBBA),internaciones,egresos,2008-02-01,172,172
TOCO,internaciones,egresos,2008-02-01,1,1
TOLATA,internaciones,egresos,2008-02-01,3,3
TOLEDO,internaciones,egresos,2008-02-01,8,8
TOMAVE,internaciones,egresos,2008-02-01,23,23
TOMINA,internaciones,egresos,2008-02-01,17,17
TORO TORO,internaciones,egresos,2008-02-01,8,8
TOTORA(CBBA),internaciones,egresos,2008-02-01,32,32
TRIGAL,internaciones,egresos,2008-02-01,6,6
TRINIDAD,internaciones,egresos,2008-02-01,1343,1343
TUPIZA,internaciones,egresos,2008-02-01,315,315
UMALA,internaciones,egresos,2008-02-01,1,1
UNCIA,internaciones,egresos,2008-02-01,26,26
URIONDO (A. CONCEPCION),internaciones,egresos,2008-02-01,8,8
URUBICHA,internaciones,egresos,2008-02-01,18,18
UYUNI,internaciones,egresos,2008-02-01,122,122
VACAS,internaciones,egresos,2008-02-01,5,5
VALLEGRANDE,internaciones,egresos,2008-02-01,113,113
VIACHA,internaciones,egresos,2008-02-01,106,106
VILA VILA,internaciones,egresos,2008-02-01,2,2
VILLA MONTES,internaciones,egresos,2008-02-01,297,297
VILLA RIVERO,internaciones,egresos,2008-02-01,3,3
VILLA SERRANO,internaciones,egresos,2008-02-01,19,19
VILLA TUNARI,internaciones,egresos,2008-02-01,265,265
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2008-02-01,16,16
VILLAZON,internaciones,egresos,2008-02-01,171,171
VINTO,internaciones,egresos,2008-02-01,51,51
VITICHI,internaciones,egresos,2008-02-01,10,10
