municipality,group,variable,month,Egresos,TOTAL
TRINIDAD,internaciones,egresos,2008-04-01,1219,1219
TUPIZA,internaciones,egresos,2008-04-01,319,319
TURCO,internaciones,egresos,2008-04-01,3,3
UMALA,internaciones,egresos,2008-04-01,1,1
UNCIA,internaciones,egresos,2008-04-01,196,196
URIONDO (A. CONCEPCION),internaciones,egresos,2008-04-01,6,6
URUBICHA,internaciones,egresos,2008-04-01,27,27
UYUNI,internaciones,egresos,2008-04-01,120,120
VACAS,internaciones,egresos,2008-04-01,21,21
VALLEGRANDE,internaciones,egresos,2008-04-01,98,98
VIACHA,internaciones,egresos,2008-04-01,95,95
VILA VILA,internaciones,egresos,2008-04-01,3,3
VILLA MONTES,internaciones,egresos,2008-04-01,277,277
VILLA RIVERO,internaciones,egresos,2008-04-01,1,1
VILLA SERRANO,internaciones,egresos,2008-04-01,9,9
VILLA TUNARI,internaciones,egresos,2008-04-01,332,332
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2008-04-01,11,11
VILLAZON,internaciones,egresos,2008-04-01,214,214
VINTO,internaciones,egresos,2008-04-01,102,102
VITICHI,internaciones,egresos,2008-04-01,11,11
WARNES,internaciones,egresos,2008-04-01,113,113
YACO,internaciones,egresos,2008-04-01,1,1
YACUIBA,internaciones,egresos,2008-04-01,731,731
YAMPARAEZ,internaciones,egresos,2008-04-01,9,9
YANACACHI,internaciones,egresos,2008-04-01,2,2
YAPACANI,internaciones,egresos,2008-04-01,518,518
YOCALLA,internaciones,egresos,2008-04-01,2,2
YOTALA,internaciones,egresos,2008-04-01,24,24
ZUDAÑEZ,internaciones,egresos,2008-04-01,21,21
ACHACACHI,internaciones,egresos,2008-05-01,51,51
ACHOCALLA,internaciones,egresos,2008-05-01,7,7
AIQUILE,internaciones,egresos,2008-05-01,141,141
ALALAY,internaciones,egresos,2008-05-01,2,2
ALCALA,internaciones,egresos,2008-05-01,3,3
ANCORAIMES,internaciones,egresos,2008-05-01,7,7
ANDAMARCA,internaciones,egresos,2008-05-01,3,3
ANTEQUERA,internaciones,egresos,2008-05-01,2,2
ANZALDO,internaciones,egresos,2008-05-01,1,1
APOLO,internaciones,egresos,2008-05-01,29,29
ARAMPAMPA,internaciones,egresos,2008-05-01,4,4
ARANI,internaciones,egresos,2008-05-01,15,15
ARQUE,internaciones,egresos,2008-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2008-05-01,161,161
ATOCHA,internaciones,egresos,2008-05-01,301,301
AUCAPATA,internaciones,egresos,2008-05-01,2,2
AYATA,internaciones,egresos,2008-05-01,3,3
AYO AYO,internaciones,egresos,2008-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2008-05-01,58,58
BATALLAS,internaciones,egresos,2008-05-01,9,9
BAURES,internaciones,egresos,2008-05-01,23,23
BERMEJO,internaciones,egresos,2008-05-01,220,220
BETANZOS,internaciones,egresos,2008-05-01,37,37
BOLIVAR,internaciones,egresos,2008-05-01,3,3
BOYUIBE,internaciones,egresos,2008-05-01,33,33
BUENA VISTA,internaciones,egresos,2008-05-01,36,36
CABEZAS,internaciones,egresos,2008-05-01,30,30
CAIROMA,internaciones,egresos,2008-05-01,3,3
"CAIZA ""D""",internaciones,egresos,2008-05-01,1,1
CAJUATA,internaciones,egresos,2008-05-01,14,14
CALAMARCA,internaciones,egresos,2008-05-01,6,6
CAMARGO,internaciones,egresos,2008-05-01,94,94
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2008-05-01,5,5
CAMIRI,internaciones,egresos,2008-05-01,333,333
CAPINOTA,internaciones,egresos,2008-05-01,64,64
CARACOLLO,internaciones,egresos,2008-05-01,46,46
CARANAVI,internaciones,egresos,2008-05-01,223,223
CARMEN RIVERO TORREZ,internaciones,egresos,2008-05-01,19,19
CHALLAPATA,internaciones,egresos,2008-05-01,99,99
CHAQUI,internaciones,egresos,2008-05-01,4,4
CHARAGUA,internaciones,egresos,2008-05-01,115,115
CHAYANTA,internaciones,egresos,2008-05-01,24,24
CHIMORE,internaciones,egresos,2008-05-01,13,13
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2008-05-01,102,102
CHUMA,internaciones,egresos,2008-05-01,2,2
CLIZA,internaciones,egresos,2008-05-01,54,54
COBIJA,internaciones,egresos,2008-05-01,413,413
COCHABAMBA,internaciones,egresos,2008-05-01,7195,7195
COLCAPIRHUA,internaciones,egresos,2008-05-01,126,126
COLLANA,internaciones,egresos,2008-05-01,1,1
COLOMI,internaciones,egresos,2008-05-01,30,30
COLPA BELGICA,internaciones,egresos,2008-05-01,21,21
COLQUIRI,internaciones,egresos,2008-05-01,23,23
COMARAPA,internaciones,egresos,2008-05-01,98,98
COMBAYA,internaciones,egresos,2008-05-01,1,1
CONCEPCION,internaciones,egresos,2008-05-01,54,54
COPACABANA,internaciones,egresos,2008-05-01,16,16
CORIPATA,internaciones,egresos,2008-05-01,13,13
CORO CORO,internaciones,egresos,2008-05-01,4,4
COROICO,internaciones,egresos,2008-05-01,98,98
COTAGAITA,internaciones,egresos,2008-05-01,25,25
COTOCA,internaciones,egresos,2008-05-01,198,198
CUATRO CAÑADAS,internaciones,egresos,2008-05-01,79,79
CUEVO,internaciones,egresos,2008-05-01,7,7
CULPINA,internaciones,egresos,2008-05-01,56,56
CURAHUARA DE CARANGAS,internaciones,egresos,2008-05-01,9,9
DESAGUADERO,internaciones,egresos,2008-05-01,9,9
EL ALTO,internaciones,egresos,2008-05-01,3002,3002
EL CHORO,internaciones,egresos,2008-05-01,1,1
EL PUENTE(STC),internaciones,egresos,2008-05-01,36,36
EL TORNO,internaciones,egresos,2008-05-01,223,223
EL VILLAR,internaciones,egresos,2008-05-01,7,7
ENTRE RIOS,internaciones,egresos,2008-05-01,30,30
ENTRE RIOS,internaciones,egresos,2008-05-01,33,33
EUCALIPTUS,internaciones,egresos,2008-05-01,5,5
EXALTACION,internaciones,egresos,2008-05-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2008-05-01,21,21
FILADELFIA,internaciones,egresos,2008-05-01,1,1
GENERAL SAAVEDRA,internaciones,egresos,2008-05-01,17,17
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2008-05-01,2,2
GUANAY,internaciones,egresos,2008-05-01,41,41
GUAQUI,internaciones,egresos,2008-05-01,3,3
GUAYARAMERIN,internaciones,egresos,2008-05-01,456,456
GUTIERREZ,internaciones,egresos,2008-05-01,27,27
HUACARETA,internaciones,egresos,2008-05-01,23,23
HUACHACALLA,internaciones,egresos,2008-05-01,3,3
HUANUNI,internaciones,egresos,2008-05-01,49,49
HUARACAJE,internaciones,egresos,2008-05-01,11,11
ICLA,internaciones,egresos,2008-05-01,15,15
INCAHUASI,internaciones,egresos,2008-05-01,22,22
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-05-01,33,33
IXIAMAS,internaciones,egresos,2008-05-01,18,18
JESUS DE MACHACA,internaciones,egresos,2008-05-01,12,12
LA ASUNTA,internaciones,egresos,2008-05-01,86,86
LA GUARDIA,internaciones,egresos,2008-05-01,171,171
LA PAZ,internaciones,egresos,2008-05-01,7005,7005
LAGUNILLAS,internaciones,egresos,2008-05-01,11,11
LAJA,internaciones,egresos,2008-05-01,2,2
LAS CARRERAS,internaciones,egresos,2008-05-01,1,1
LLALLAGUA,internaciones,egresos,2008-05-01,245,245
LLICA,internaciones,egresos,2008-05-01,7,7
LORETO,internaciones,egresos,2008-05-01,1,1
LURIBAY,internaciones,egresos,2008-05-01,9,9
MACHACAMARCA,internaciones,egresos,2008-05-01,3,3
MACHARETI,internaciones,egresos,2008-05-01,14,14
MAGDALENA,internaciones,egresos,2008-05-01,62,62
MAIRANA,internaciones,egresos,2008-05-01,43,43
MAPIRI,internaciones,egresos,2008-05-01,33,33
MECAPACA,internaciones,egresos,2008-05-01,1,1
MINEROS,internaciones,egresos,2008-05-01,6,6
MIZQUE,internaciones,egresos,2008-05-01,60,60
MOJOCOYA,internaciones,egresos,2008-05-01,4,4
MONTEAGUDO,internaciones,egresos,2008-05-01,154,154
MONTERO,internaciones,egresos,2008-05-01,767,767
MORO MORO,internaciones,egresos,2008-05-01,3,3
MOROCHATA,internaciones,egresos,2008-05-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-05-01,5,5
OKINAWA,internaciones,egresos,2008-05-01,4,4
OMEREQUE,internaciones,egresos,2008-05-01,4,4
ORURO,internaciones,egresos,2008-05-01,2161,2161
PADILLA,internaciones,egresos,2008-05-01,69,69
PAILON,internaciones,egresos,2008-05-01,52,52
PALCA,internaciones,egresos,2008-05-01,1,1
PALOS BLANCOS,internaciones,egresos,2008-05-01,66,66
PAMPA GRANDE,internaciones,egresos,2008-05-01,15,15
PAPEL PAMPA,internaciones,egresos,2008-05-01,6,6
PATACAMAYA,internaciones,egresos,2008-05-01,37,37
PAZÑA,internaciones,egresos,2008-05-01,5,5
PELECHUCO,internaciones,egresos,2008-05-01,4,4
POCOATA,internaciones,egresos,2008-05-01,20,20
POCONA,internaciones,egresos,2008-05-01,18,18
POJO (CBBA),internaciones,egresos,2008-05-01,14,14
POOPO,internaciones,egresos,2008-05-01,4,4
PORCO,internaciones,egresos,2008-05-01,6,6
POROMA,internaciones,egresos,2008-05-01,16,16
PORONGO,internaciones,egresos,2008-05-01,12,12
PORTACHUELO,internaciones,egresos,2008-05-01,184,184
PORVENIR,internaciones,egresos,2008-05-01,17,17
POSTRER VALLE,internaciones,egresos,2008-05-01,5,5
POTOSI,internaciones,egresos,2008-05-01,1602,1602
PRESTO,internaciones,egresos,2008-05-01,9,9
PUCARANI,internaciones,egresos,2008-05-01,12,12
PUERTO ACOSTA,internaciones,egresos,2008-05-01,61,61
PUERTO CARABUCO,internaciones,egresos,2008-05-01,11,11
PUERTO QUIJARRO,internaciones,egresos,2008-05-01,54,54
PUERTO RICO,internaciones,egresos,2008-05-01,24,24
PUERTO SUAREZ,internaciones,egresos,2008-05-01,124,124
PUERTO VILLARROEL,internaciones,egresos,2008-05-01,233,233
PUNA,internaciones,egresos,2008-05-01,9,9
PUNATA,internaciones,egresos,2008-05-01,263,263
QUILLACOLLO,internaciones,egresos,2008-05-01,165,165
QUIME,internaciones,egresos,2008-05-01,7,7
QUIRUSILLAS,internaciones,egresos,2008-05-01,4,4
RAVELO,internaciones,egresos,2008-05-01,6,6
REYES,internaciones,egresos,2008-05-01,45,45
RIBERALTA,internaciones,egresos,2008-05-01,810,810
ROBORE,internaciones,egresos,2008-05-01,71,71
RURRENABAQUE,internaciones,egresos,2008-05-01,122,122
SACABA,internaciones,egresos,2008-05-01,391,391
SACABAMBA,internaciones,egresos,2008-05-01,18,18
SACACA,internaciones,egresos,2008-05-01,14,14
SAIPINA,internaciones,egresos,2008-05-01,13,13
SAMAIPATA,internaciones,egresos,2008-05-01,21,21
SAN ANDRES DE MACHACA,internaciones,egresos,2008-05-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,egresos,2008-05-01,7,7
SAN BORJA,internaciones,egresos,2008-05-01,162,162
SAN BUENA VENTURA,internaciones,egresos,2008-05-01,77,77
SAN CARLOS,internaciones,egresos,2008-05-01,154,154
SAN IGNACIO,internaciones,egresos,2008-05-01,54,54
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-05-01,414,414
SAN JAVIER(STC),internaciones,egresos,2008-05-01,61,61
SAN JOAQUIN,internaciones,egresos,2008-05-01,34,34
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-05-01,117,117
SAN JUAN DE YAPACANI,internaciones,egresos,2008-05-01,114,114
SAN JULIAN,internaciones,egresos,2008-05-01,143,143
SAN LORENZO(TJA),internaciones,egresos,2008-05-01,2,2
SAN LUCAS,internaciones,egresos,2008-05-01,75,75
SAN MATIAS,internaciones,egresos,2008-05-01,66,66
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-05-01,76,76
SAN PEDRO,internaciones,egresos,2008-05-01,28,28
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-05-01,9,9
SAN RAFAEL,internaciones,egresos,2008-05-01,46,46
SAN RAMON,internaciones,egresos,2008-05-01,53,53
SAN RAMON,internaciones,egresos,2008-05-01,20,20
SANTA ANA,internaciones,egresos,2008-05-01,107,107
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-05-01,9450,9450
SANTA ROSA,internaciones,egresos,2008-05-01,63,63
SANTA ROSA DEL SARA,internaciones,egresos,2008-05-01,52,52
SANTIAGO DE CALLAPA,internaciones,egresos,2008-05-01,3,3
SANTIAGO DE MACHACA,internaciones,egresos,2008-05-01,2,2
SANTIVAÑES,internaciones,egresos,2008-05-01,3,3
SAPAHAQUI,internaciones,egresos,2008-05-01,2,2
SICA SICA (VILLA AROMA),internaciones,egresos,2008-05-01,10,10
SIPE SIPE,internaciones,egresos,2008-05-01,41,41
SOPACHUY,internaciones,egresos,2008-05-01,45,45
SORATA,internaciones,egresos,2008-05-01,42,42
SUCRE,internaciones,egresos,2008-05-01,2986,2986
TACACHI,internaciones,egresos,2008-05-01,1,1
TACACOMA,internaciones,egresos,2008-05-01,5,5
TACOPAYA,internaciones,egresos,2008-05-01,3,3
TAPACARI,internaciones,egresos,2008-05-01,10,10
TARABUCO,internaciones,egresos,2008-05-01,62,62
TARACO,internaciones,egresos,2008-05-01,3,3
TARATA,internaciones,egresos,2008-05-01,7,7
TARIJA,internaciones,egresos,2008-05-01,1724,1724
TARVITA,internaciones,egresos,2008-05-01,21,21
TEOPONTE,internaciones,egresos,2008-05-01,9,9
TIAWANACU,internaciones,egresos,2008-05-01,8,8
TIPUANI,internaciones,egresos,2008-05-01,55,55
TIQUIPAYA,internaciones,egresos,2008-05-01,114,114
TIRAQUE (CBBA),internaciones,egresos,2008-05-01,214,214
TOCO,internaciones,egresos,2008-05-01,3,3
TOLATA,internaciones,egresos,2008-05-01,3,3
TOMAVE,internaciones,egresos,2008-05-01,14,14
TOMINA,internaciones,egresos,2008-05-01,18,18
TORO TORO,internaciones,egresos,2008-05-01,7,7
TOTORA(CBBA),internaciones,egresos,2008-05-01,32,32
TOTORA(ORR),internaciones,egresos,2008-05-01,1,1
TRIGAL,internaciones,egresos,2008-05-01,3,3
TRINIDAD,internaciones,egresos,2008-05-01,1222,1222
TUPIZA,internaciones,egresos,2008-05-01,290,290
TURCO,internaciones,egresos,2008-05-01,1,1
UNCIA,internaciones,egresos,2008-05-01,175,175
URIONDO (A. CONCEPCION),internaciones,egresos,2008-05-01,13,13
URUBICHA,internaciones,egresos,2008-05-01,21,21
UYUNI,internaciones,egresos,2008-05-01,134,134
VACAS,internaciones,egresos,2008-05-01,14,14
VALLEGRANDE,internaciones,egresos,2008-05-01,118,118
VIACHA,internaciones,egresos,2008-05-01,73,73
VILA VILA,internaciones,egresos,2008-05-01,1,1
VILLA MONTES,internaciones,egresos,2008-05-01,250,250
VILLA RIVERO,internaciones,egresos,2008-05-01,5,5
VILLA SERRANO,internaciones,egresos,2008-05-01,5,5
VILLA TUNARI,internaciones,egresos,2008-05-01,344,344
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2008-05-01,14,14
VILLAZON,internaciones,egresos,2008-05-01,224,224
VINTO,internaciones,egresos,2008-05-01,121,121
VITICHI,internaciones,egresos,2008-05-01,13,13
WARNES,internaciones,egresos,2008-05-01,134,134
YACO,internaciones,egresos,2008-05-01,2,2
YACUIBA,internaciones,egresos,2008-05-01,671,671
YAMPARAEZ,internaciones,egresos,2008-05-01,15,15
YANACACHI,internaciones,egresos,2008-05-01,4,4
YAPACANI,internaciones,egresos,2008-05-01,1053,1053
YOCALLA,internaciones,egresos,2008-05-01,3,3
YOTALA,internaciones,egresos,2008-05-01,20,20
ZUDAÑEZ,internaciones,egresos,2008-05-01,18,18
ACHACACHI,internaciones,egresos,2008-06-01,37,37
ACHOCALLA,internaciones,egresos,2008-06-01,8,8
AIQUILE,internaciones,egresos,2008-06-01,157,157
ALCALA,internaciones,egresos,2008-06-01,6,6
ANCORAIMES,internaciones,egresos,2008-06-01,4,4
ANDAMARCA,internaciones,egresos,2008-06-01,2,2
ANTEQUERA,internaciones,egresos,2008-06-01,1,1
ANZALDO,internaciones,egresos,2008-06-01,5,5
APOLO,internaciones,egresos,2008-06-01,35,35
ARANI,internaciones,egresos,2008-06-01,20,20
ARQUE,internaciones,egresos,2008-06-01,6,6
ASCENCION DE GUARAYOS,internaciones,egresos,2008-06-01,213,213
ATOCHA,internaciones,egresos,2008-06-01,186,186
AUCAPATA,internaciones,egresos,2008-06-01,2,2
AYATA,internaciones,egresos,2008-06-01,2,2
AYO AYO,internaciones,egresos,2008-06-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2008-06-01,46,46
AZURDUY,internaciones,egresos,2008-06-01,10,10
BATALLAS,internaciones,egresos,2008-06-01,21,21
BAURES,internaciones,egresos,2008-06-01,9,9
BERMEJO,internaciones,egresos,2008-06-01,264,264
BETANZOS,internaciones,egresos,2008-06-01,52,52
BOLIVAR,internaciones,egresos,2008-06-01,1,1
BOYUIBE,internaciones,egresos,2008-06-01,17,17
BUENA VISTA,internaciones,egresos,2008-06-01,34,34
CABEZAS,internaciones,egresos,2008-06-01,29,29
CAIROMA,internaciones,egresos,2008-06-01,18,18
"CAIZA ""D""",internaciones,egresos,2008-06-01,12,12
CAJUATA,internaciones,egresos,2008-06-01,7,7
CALAMARCA,internaciones,egresos,2008-06-01,5,5
CAMARGO,internaciones,egresos,2008-06-01,109,109
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2008-06-01,7,7
CAMIRI,internaciones,egresos,2008-06-01,321,321
CAPINOTA,internaciones,egresos,2008-06-01,54,54
CAQUIAVIRI,internaciones,egresos,2008-06-01,1,1
CARACOLLO,internaciones,egresos,2008-06-01,37,37
CARANAVI,internaciones,egresos,2008-06-01,217,217
CARMEN RIVERO TORREZ,internaciones,egresos,2008-06-01,9,9
CHALLAPATA,internaciones,egresos,2008-06-01,105,105
CHAQUI,internaciones,egresos,2008-06-01,6,6
CHARAGUA,internaciones,egresos,2008-06-01,86,86
CHARAÑA,internaciones,egresos,2008-06-01,2,2
CHIMORE,internaciones,egresos,2008-06-01,18,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2008-06-01,96,96
CHUMA,internaciones,egresos,2008-06-01,1,1
CLIZA,internaciones,egresos,2008-06-01,50,50
COBIJA,internaciones,egresos,2008-06-01,408,408
COCHABAMBA,internaciones,egresos,2008-06-01,7210,7210
COLCAPIRHUA,internaciones,egresos,2008-06-01,129,129
COLLANA,internaciones,egresos,2008-06-01,3,3
COLOMI,internaciones,egresos,2008-06-01,31,31
COLPA BELGICA,internaciones,egresos,2008-06-01,22,22
COLQUIRI,internaciones,egresos,2008-06-01,20,20
COMARAPA,internaciones,egresos,2008-06-01,78,78
CONCEPCION,internaciones,egresos,2008-06-01,56,56
COPACABANA,internaciones,egresos,2008-06-01,22,22
CORIPATA,internaciones,egresos,2008-06-01,16,16
CORO CORO,internaciones,egresos,2008-06-01,3,3
COROICO,internaciones,egresos,2008-06-01,90,90
COTAGAITA,internaciones,egresos,2008-06-01,19,19
COTOCA,internaciones,egresos,2008-06-01,113,113
CUATRO CAÑADAS,internaciones,egresos,2008-06-01,49,49
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2008-06-01,1,1
CUEVO,internaciones,egresos,2008-06-01,8,8
CULPINA,internaciones,egresos,2008-06-01,1,1
CURAHUARA DE CARANGAS,internaciones,egresos,2008-06-01,9,9
DESAGUADERO,internaciones,egresos,2008-06-01,6,6
EL ALTO,internaciones,egresos,2008-06-01,2996,2996
EL PUENTE(STC),internaciones,egresos,2008-06-01,19,19
EL TORNO,internaciones,egresos,2008-06-01,182,182
EL VILLAR,internaciones,egresos,2008-06-01,9,9
ENTRE RIOS,internaciones,egresos,2008-06-01,19,19
ENTRE RIOS,internaciones,egresos,2008-06-01,37,37
EUCALIPTUS,internaciones,egresos,2008-06-01,7,7
EXALTACION,internaciones,egresos,2008-06-01,5,5
FERNANDEZ ALONSO,internaciones,egresos,2008-06-01,33,33
FILADELFIA,internaciones,egresos,2008-06-01,6,6
GENERAL SAAVEDRA,internaciones,egresos,2008-06-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2008-06-01,4,4
GUANAY,internaciones,egresos,2008-06-01,37,37
GUAQUI,internaciones,egresos,2008-06-01,2,2
GUAYARAMERIN,internaciones,egresos,2008-06-01,499,499
GUTIERREZ,internaciones,egresos,2008-06-01,29,29
HUACARETA,internaciones,egresos,2008-06-01,19,19
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2008-06-01,7,7
HUANUNI,internaciones,egresos,2008-06-01,52,52
HUARACAJE,internaciones,egresos,2008-06-01,9,9
ICLA,internaciones,egresos,2008-06-01,12,12
INCAHUASI,internaciones,egresos,2008-06-01,16,16
INQUISIVI,internaciones,egresos,2008-06-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-06-01,26,26
IXIAMAS,internaciones,egresos,2008-06-01,12,12
JESUS DE MACHACA,internaciones,egresos,2008-06-01,16,16
LA ASUNTA,internaciones,egresos,2008-06-01,69,69
LA GUARDIA,internaciones,egresos,2008-06-01,141,141
LA PAZ,internaciones,egresos,2008-06-01,6848,6848
LAGUNILLAS,internaciones,egresos,2008-06-01,8,8
LAJA,internaciones,egresos,2008-06-01,4,4
LICOMA PAMPA,internaciones,egresos,2008-06-01,1,1
LLALLAGUA,internaciones,egresos,2008-06-01,205,205
LLICA,internaciones,egresos,2008-06-01,4,4
LURIBAY,internaciones,egresos,2008-06-01,7,7
MACHACAMARCA,internaciones,egresos,2008-06-01,2,2
MACHARETI,internaciones,egresos,2008-06-01,11,11
MAGDALENA,internaciones,egresos,2008-06-01,50,50
MAIRANA,internaciones,egresos,2008-06-01,41,41
MAPIRI,internaciones,egresos,2008-06-01,31,31
MECAPACA,internaciones,egresos,2008-06-01,1,1
MINEROS,internaciones,egresos,2008-06-01,8,8
MIZQUE,internaciones,egresos,2008-06-01,43,43
MOCOMOCO,internaciones,egresos,2008-06-01,3,3
MOJOCOYA,internaciones,egresos,2008-06-01,6,6
MONTEAGUDO,internaciones,egresos,2008-06-01,146,146
MONTERO,internaciones,egresos,2008-06-01,558,558
MORO MORO,internaciones,egresos,2008-06-01,2,2
MOROCHATA,internaciones,egresos,2008-06-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-06-01,6,6
OCURI,internaciones,egresos,2008-06-01,35,35
OKINAWA,internaciones,egresos,2008-06-01,9,9
OMEREQUE,internaciones,egresos,2008-06-01,1,1
ORURO,internaciones,egresos,2008-06-01,5171,5171
PADILLA,internaciones,egresos,2008-06-01,69,69
PAILON,internaciones,egresos,2008-06-01,92,92
PALCA,internaciones,egresos,2008-06-01,2,2
PALOS BLANCOS,internaciones,egresos,2008-06-01,57,57
PAMPA GRANDE,internaciones,egresos,2008-06-01,12,12
PASORAPA,internaciones,egresos,2008-06-01,7,7
PATACAMAYA,internaciones,egresos,2008-06-01,45,45
PELECHUCO,internaciones,egresos,2008-06-01,5,5
POCOATA,internaciones,egresos,2008-06-01,12,12
POCONA,internaciones,egresos,2008-06-01,14,14
POJO (CBBA),internaciones,egresos,2008-06-01,13,13
POOPO,internaciones,egresos,2008-06-01,3,3
PORCO,internaciones,egresos,2008-06-01,7,7
POROMA,internaciones,egresos,2008-06-01,12,12
PORONGO,internaciones,egresos,2008-06-01,9,9
PORTACHUELO,internaciones,egresos,2008-06-01,188,188
PORVENIR,internaciones,egresos,2008-06-01,11,11
POSTRER VALLE,internaciones,egresos,2008-06-01,2,2
POTOSI,internaciones,egresos,2008-06-01,1510,1510
PRESTO,internaciones,egresos,2008-06-01,10,10
PUCARANI,internaciones,egresos,2008-06-01,8,8
PUERTO ACOSTA,internaciones,egresos,2008-06-01,58,58
PUERTO CARABUCO,internaciones,egresos,2008-06-01,7,7
PUERTO QUIJARRO,internaciones,egresos,2008-06-01,66,66
PUERTO RICO,internaciones,egresos,2008-06-01,30,30
PUERTO SUAREZ,internaciones,egresos,2008-06-01,119,119
PUERTO VILLARROEL,internaciones,egresos,2008-06-01,181,181
PUNA,internaciones,egresos,2008-06-01,20,20
PUNATA,internaciones,egresos,2008-06-01,225,225
QUILLACOLLO,internaciones,egresos,2008-06-01,128,128
QUIME,internaciones,egresos,2008-06-01,10,10
QUIRUSILLAS,internaciones,egresos,2008-06-01,1,1
RAVELO,internaciones,egresos,2008-06-01,6,6
REYES,internaciones,egresos,2008-06-01,36,36
RIBERALTA,internaciones,egresos,2008-06-01,785,785
ROBORE,internaciones,egresos,2008-06-01,101,101
RURRENABAQUE,internaciones,egresos,2008-06-01,108,108
SACABA,internaciones,egresos,2008-06-01,430,430
SACABAMBA,internaciones,egresos,2008-06-01,9,9
SACACA,internaciones,egresos,2008-06-01,20,20
SAIPINA,internaciones,egresos,2008-06-01,4,4
SAMAIPATA,internaciones,egresos,2008-06-01,20,20
SAN AGUSTIN,internaciones,egresos,2008-06-01,1,1
SAN ANDRES,internaciones,egresos,2008-06-01,4,4
SAN ANDRES DE MACHACA,internaciones,egresos,2008-06-01,2,2
SAN BENITO,internaciones,egresos,2008-06-01,5,5
SAN BORJA,internaciones,egresos,2008-06-01,145,145
SAN BUENA VENTURA,internaciones,egresos,2008-06-01,52,52
SAN CARLOS,internaciones,egresos,2008-06-01,127,127
SAN IGNACIO,internaciones,egresos,2008-06-01,81,81
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-06-01,329,329
SAN JAVIER(STC),internaciones,egresos,2008-06-01,56,56
SAN JOAQUIN,internaciones,egresos,2008-06-01,58,58
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-06-01,92,92
SAN JUAN DE YAPACANI,internaciones,egresos,2008-06-01,117,117
SAN JULIAN,internaciones,egresos,2008-06-01,168,168
SAN LORENZO(TJA),internaciones,egresos,2008-06-01,2,2
SAN LUCAS,internaciones,egresos,2008-06-01,58,58
SAN MATIAS,internaciones,egresos,2008-06-01,102,102
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-06-01,64,64
SAN PEDRO,internaciones,egresos,2008-06-01,10,10
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-06-01,6,6
SAN RAFAEL,internaciones,egresos,2008-06-01,38,38
SAN RAMON,internaciones,egresos,2008-06-01,34,34
SAN RAMON,internaciones,egresos,2008-06-01,22,22
SANTA ANA,internaciones,egresos,2008-06-01,104,104
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-06-01,8546,8546
SANTA ROSA,internaciones,egresos,2008-06-01,45,45
SANTA ROSA DEL SARA,internaciones,egresos,2008-06-01,61,61
SANTIAGO DE CALLAPA,internaciones,egresos,2008-06-01,3,3
SAPAHAQUI,internaciones,egresos,2008-06-01,3,3
SICA SICA (VILLA AROMA),internaciones,egresos,2008-06-01,4,4
SIPE SIPE,internaciones,egresos,2008-06-01,94,94
SOPACHUY,internaciones,egresos,2008-06-01,31,31
SORACACHI,internaciones,egresos,2008-06-01,1,1
SORATA,internaciones,egresos,2008-06-01,22,22
SUCRE,internaciones,egresos,2008-06-01,2998,2998
TACACOMA,internaciones,egresos,2008-06-01,10,10
TAPACARI,internaciones,egresos,2008-06-01,8,8
TARABUCO,internaciones,egresos,2008-06-01,60,60
TARATA,internaciones,egresos,2008-06-01,7,7
TARIJA,internaciones,egresos,2008-06-01,1721,1721
TARVITA,internaciones,egresos,2008-06-01,42,42
TEOPONTE,internaciones,egresos,2008-06-01,2,2
TIAWANACU,internaciones,egresos,2008-06-01,12,12
TIPUANI,internaciones,egresos,2008-06-01,33,33
