municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2008-01-01,122,122
MONTERO,internaciones,dias camas ocupadas maternidad,2008-01-01,654,654
MORO MORO,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
MOROCHATA,internaciones,dias camas ocupadas maternidad,2008-01-01,18,18
OCURI,internaciones,dias camas ocupadas maternidad,2008-01-01,27,27
OKINAWA,internaciones,dias camas ocupadas maternidad,2008-01-01,38,38
OMEREQUE,internaciones,dias camas ocupadas maternidad,2008-01-01,6,6
ORURO,internaciones,dias camas ocupadas maternidad,2008-01-01,1247,1247
PADILLA,internaciones,dias camas ocupadas maternidad,2008-01-01,103,103
PAILON,internaciones,dias camas ocupadas maternidad,2008-01-01,39,39
PALCA,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2008-01-01,70,70
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2008-01-01,31,31
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2008-01-01,7,7
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2008-01-01,1,1
PASORAPA,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2008-01-01,76,76
POCOATA,internaciones,dias camas ocupadas maternidad,2008-01-01,16,16
POCONA,internaciones,dias camas ocupadas maternidad,2008-01-01,14,14
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2008-01-01,16,16
POOPO,internaciones,dias camas ocupadas maternidad,2008-01-01,12,12
PORCO,internaciones,dias camas ocupadas maternidad,2008-01-01,16,16
POROMA,internaciones,dias camas ocupadas maternidad,2008-01-01,42,42
PORONGO,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2008-01-01,80,80
PORVENIR,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
POTOSI,internaciones,dias camas ocupadas maternidad,2008-01-01,1000,1000
PUCARA,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
PUCARANI,internaciones,dias camas ocupadas maternidad,2008-01-01,9,9
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2008-01-01,43,43
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2008-01-01,5,5
PUERTO PEREZ,internaciones,dias camas ocupadas maternidad,2008-01-01,1,1
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2008-01-01,34,34
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2008-01-01,56,56
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2008-01-01,105,105
PUNA,internaciones,dias camas ocupadas maternidad,2008-01-01,28,28
PUNATA,internaciones,dias camas ocupadas maternidad,2008-01-01,182,182
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2008-01-01,363,363
QUIME,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2008-01-01,12,12
RAVELO,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
REYES,internaciones,dias camas ocupadas maternidad,2008-01-01,27,27
RIBERALTA,internaciones,dias camas ocupadas maternidad,2008-01-01,338,338
ROBORE,internaciones,dias camas ocupadas maternidad,2008-01-01,85,85
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2008-01-01,150,150
SACABA,internaciones,dias camas ocupadas maternidad,2008-01-01,324,324
SACABAMBA,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
SACACA,internaciones,dias camas ocupadas maternidad,2008-01-01,31,31
SAIPINA,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2008-01-01,12,12
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2008-01-01,30,30
SAN ANDRES DE MACHACA,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2008-01-01,12,12
SAN BENITO,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
SAN BORJA,internaciones,dias camas ocupadas maternidad,2008-01-01,120,120
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2008-01-01,26,26
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2008-01-01,154,154
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2008-01-01,109,109
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2008-01-01,206,206
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2008-01-01,38,38
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2008-01-01,8,8
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2008-01-01,79,79
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2008-01-01,49,49
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2008-01-01,105,105
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2008-01-01,82,82
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2008-01-01,22,22
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2008-01-01,58,58
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2008-01-01,39,39
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2008-01-01,9,9
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2008-01-01,15,15
SAN RAMON,internaciones,dias camas ocupadas maternidad,2008-01-01,44,44
SAN RAMON,internaciones,dias camas ocupadas maternidad,2008-01-01,35,35
SANTA ANA,internaciones,dias camas ocupadas maternidad,2008-01-01,86,86
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2008-01-01,7372,7372
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2008-01-01,32,32
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2008-01-01,41,41
SANTIAGO DE HUARI,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
SANTUARIO DE QUILLACAS,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
SENA,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2008-01-01,18,18
SICAYA,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2008-01-01,51,51
SOPACHUY,internaciones,dias camas ocupadas maternidad,2008-01-01,13,13
SORACACHI,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
SORATA,internaciones,dias camas ocupadas maternidad,2008-01-01,14,14
SUCRE,internaciones,dias camas ocupadas maternidad,2008-01-01,1569,1569
TACACHI,internaciones,dias camas ocupadas maternidad,2008-01-01,9,9
TACACOMA,internaciones,dias camas ocupadas maternidad,2008-01-01,11,11
TARABUCO,internaciones,dias camas ocupadas maternidad,2008-01-01,100,100
TARATA,internaciones,dias camas ocupadas maternidad,2008-01-01,18,18
TARIJA,internaciones,dias camas ocupadas maternidad,2008-01-01,837,837
TARVITA,internaciones,dias camas ocupadas maternidad,2008-01-01,61,61
TEOPONTE,internaciones,dias camas ocupadas maternidad,2008-01-01,6,6
TIAWANACU,internaciones,dias camas ocupadas maternidad,2008-01-01,18,18
TIPUANI,internaciones,dias camas ocupadas maternidad,2008-01-01,31,31
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2008-01-01,98,98
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2008-01-01,125,125
TOCO,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
TOLATA,internaciones,dias camas ocupadas maternidad,2008-01-01,10,10
TOLEDO,internaciones,dias camas ocupadas maternidad,2008-01-01,10,10
TOMAVE,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
TOMINA,internaciones,dias camas ocupadas maternidad,2008-01-01,16,16
TORO TORO,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2008-01-01,27,27
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
TRIGAL,internaciones,dias camas ocupadas maternidad,2008-01-01,4,4
TRINIDAD,internaciones,dias camas ocupadas maternidad,2008-01-01,1069,1069
TUPIZA,internaciones,dias camas ocupadas maternidad,2008-01-01,155,155
TURCO,internaciones,dias camas ocupadas maternidad,2008-01-01,1,1
UMALA,internaciones,dias camas ocupadas maternidad,2008-01-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2008-01-01,85,85
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2008-01-01,31,31
URUBICHA,internaciones,dias camas ocupadas maternidad,2008-01-01,26,26
UYUNI,internaciones,dias camas ocupadas maternidad,2008-01-01,162,162
VACAS,internaciones,dias camas ocupadas maternidad,2008-01-01,10,10
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2008-01-01,80,80
VIACHA,internaciones,dias camas ocupadas maternidad,2008-01-01,184,184
VILA VILA,internaciones,dias camas ocupadas maternidad,2008-01-01,1,1
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2008-01-01,62,62
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2008-01-01,2,2
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2008-01-01,22,22
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2008-01-01,334,334
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2008-01-01,8,8
VILLAZON,internaciones,dias camas ocupadas maternidad,2008-01-01,155,155
VINTO,internaciones,dias camas ocupadas maternidad,2008-01-01,76,76
VITICHI,internaciones,dias camas ocupadas maternidad,2008-01-01,19,19
WARNES,internaciones,dias camas ocupadas maternidad,2008-01-01,165,165
YACUIBA,internaciones,dias camas ocupadas maternidad,2008-01-01,354,354
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2008-01-01,7,7
YAPACANI,internaciones,dias camas ocupadas maternidad,2008-01-01,97,97
YOCALLA,internaciones,dias camas ocupadas maternidad,2008-01-01,3,3
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2008-01-01,52,52
ACACIO,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
ACHACACHI,internaciones,dias camas ocupadas maternidad,2008-02-01,14,14
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2008-02-01,19,19
AIQUILE,internaciones,dias camas ocupadas maternidad,2008-02-01,112,112
ALALAY,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2008-02-01,5,5
APOLO,internaciones,dias camas ocupadas maternidad,2008-02-01,34,34
ARANI,internaciones,dias camas ocupadas maternidad,2008-02-01,5,5
ARBIETO,internaciones,dias camas ocupadas maternidad,2008-02-01,5,5
ARQUE,internaciones,dias camas ocupadas maternidad,2008-02-01,5,5
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2008-02-01,81,81
ATOCHA,internaciones,dias camas ocupadas maternidad,2008-02-01,119,119
AUCAPATA,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
AYO AYO,internaciones,dias camas ocupadas maternidad,2008-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2008-02-01,48,48
AZURDUY,internaciones,dias camas ocupadas maternidad,2008-02-01,26,26
BATALLAS,internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
BAURES,internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
BERMEJO,internaciones,dias camas ocupadas maternidad,2008-02-01,140,140
BETANZOS,internaciones,dias camas ocupadas maternidad,2008-02-01,52,52
BOLIVAR,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
BOYUIBE,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2008-02-01,27,27
CABEZAS,internaciones,dias camas ocupadas maternidad,2008-02-01,33,33
CAIROMA,internaciones,dias camas ocupadas maternidad,2008-02-01,18,18
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2008-02-01,14,14
CAJUATA,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
CALAMARCA,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
CAMARGO,internaciones,dias camas ocupadas maternidad,2008-02-01,79,79
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
CAMIRI,internaciones,dias camas ocupadas maternidad,2008-02-01,156,156
CAPINOTA,internaciones,dias camas ocupadas maternidad,2008-02-01,88,88
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
CARACOLLO,internaciones,dias camas ocupadas maternidad,2008-02-01,37,37
CARANAVI,internaciones,dias camas ocupadas maternidad,2008-02-01,179,179
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2008-02-01,85,85
CHAQUI,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
CHARAGUA,internaciones,dias camas ocupadas maternidad,2008-02-01,89,89
CHARAÑA,internaciones,dias camas ocupadas maternidad,2008-02-01,1,1
CHIMORE,internaciones,dias camas ocupadas maternidad,2008-02-01,14,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2008-02-01,47,47
CHUMA,internaciones,dias camas ocupadas maternidad,2008-02-01,6,6
CLIZA,internaciones,dias camas ocupadas maternidad,2008-02-01,36,36
COBIJA,internaciones,dias camas ocupadas maternidad,2008-02-01,333,333
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2008-02-01,4615,4615
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2008-02-01,75,75
"COLCHA ""K""",internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
COLLANA,internaciones,dias camas ocupadas maternidad,2008-02-01,4,4
COLOMI,internaciones,dias camas ocupadas maternidad,2008-02-01,38,38
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2008-02-01,6,6
COLQUIRI,internaciones,dias camas ocupadas maternidad,2008-02-01,14,14
COMARAPA,internaciones,dias camas ocupadas maternidad,2008-02-01,84,84
COMBAYA,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
CONCEPCION,internaciones,dias camas ocupadas maternidad,2008-02-01,38,38
COPACABANA,internaciones,dias camas ocupadas maternidad,2008-02-01,20,20
CORIPATA,internaciones,dias camas ocupadas maternidad,2008-02-01,15,15
CORO CORO,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
COROICO,internaciones,dias camas ocupadas maternidad,2008-02-01,33,33
COTAGAITA,internaciones,dias camas ocupadas maternidad,2008-02-01,23,23
COTOCA,internaciones,dias camas ocupadas maternidad,2008-02-01,118,118
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2008-02-01,43,43
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas ocupadas maternidad,2008-02-01,4,4
CULPINA,internaciones,dias camas ocupadas maternidad,2008-02-01,46,46
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2008-02-01,10,10
CURVA,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2008-02-01,9,9
EL ALTO,internaciones,dias camas ocupadas maternidad,2008-02-01,2662,2662
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2008-02-01,10,10
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2008-02-01,7,7
EL TORNO,internaciones,dias camas ocupadas maternidad,2008-02-01,125,125
EL VILLAR,internaciones,dias camas ocupadas maternidad,2008-02-01,22,22
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2008-02-01,16,16
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2008-02-01,17,17
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
EXALTACION,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2008-02-01,232,232
FILADELFIA,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2008-02-01,11,11
GUANAY,internaciones,dias camas ocupadas maternidad,2008-02-01,25,25
GUAQUI,internaciones,dias camas ocupadas maternidad,2008-02-01,6,6
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2008-02-01,365,365
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2008-02-01,22,22
HUACARETA,internaciones,dias camas ocupadas maternidad,2008-02-01,21,21
HUANUNI,internaciones,dias camas ocupadas maternidad,2008-02-01,37,37
HUARACAJE,internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
ICLA,internaciones,dias camas ocupadas maternidad,2008-02-01,21,21
INCAHUASI,internaciones,dias camas ocupadas maternidad,2008-02-01,46,46
INQUISIVI,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2008-02-01,12,12
IXIAMAS,internaciones,dias camas ocupadas maternidad,2008-02-01,14,14
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2008-02-01,8,8
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2008-02-01,58,58
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2008-02-01,57,57
LA PAZ,internaciones,dias camas ocupadas maternidad,2008-02-01,4849,4849
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2008-02-01,2,2
LAJA,internaciones,dias camas ocupadas maternidad,2008-02-01,4,4
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2008-02-01,208,208
LLICA,internaciones,dias camas ocupadas maternidad,2008-02-01,10,10
LURIBAY,internaciones,dias camas ocupadas maternidad,2008-02-01,3,3
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2008-02-01,4,4
MACHARETI,internaciones,dias camas ocupadas maternidad,2008-02-01,11,11
MAGDALENA,internaciones,dias camas ocupadas maternidad,2008-02-01,67,67
MAIRANA,internaciones,dias camas ocupadas maternidad,2008-02-01,19,19
MAPIRI,internaciones,dias camas ocupadas maternidad,2008-02-01,25,25
MECAPACA,internaciones,dias camas ocupadas maternidad,2008-02-01,1,1
MINEROS,internaciones,dias camas ocupadas maternidad,2008-02-01,28,28
MIZQUE,internaciones,dias camas ocupadas maternidad,2008-02-01,51,51
