municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-02-01,92,92
LAGUNILLAS,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2008-02-01,2,2
MIZQUE,internaciones,fallecidos antes de las 48 horas,2008-02-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-02-01,3,3
ORURO,internaciones,fallecidos antes de las 48 horas,2008-02-01,26,26
PAILON,internaciones,fallecidos antes de las 48 horas,2008-02-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-02-01,14,14
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-02-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-02-01,4,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2008-02-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-02-01,6,6
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-02-01,5,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-02-01,39,39
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-02-01,11,11
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-02-01,14,14
TORO TORO,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-02-01,13,13
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-02-01,3,3
UYUNI,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-02-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-02-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-02-01,5,5
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-02-01,4,4
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-02-01,3,3
ANTEQUERA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
CARACOLLO,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-03-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-03-01,63,63
COMARAPA,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-03-01,13,13
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-03-01,85,85
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-03-01,3,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
OCURI,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2008-03-01,35,35
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
POJO (CBBA),internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
POROMA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
PORONGO,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-03-01,11,11
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-03-01,5,5
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-03-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-03-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-03-01,88,88
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-03-01,20,20
TARABUCO,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-03-01,11,11
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
TOMINA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-03-01,8,8
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-03-01,5,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2008-03-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-03-01,5,5
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-03-01,2,2
AIQUILE,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-04-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-04-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-04-01,62,62
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-04-01,19,19
EL PUENTE(TJA),internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-04-01,6,6
LA GUARDIA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-04-01,64,64
LAS CARRERAS,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-04-01,5,5
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2008-04-01,21,21
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-04-01,15,15
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-04-01,3,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
PUNA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-04-01,9,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
SACABA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-04-01,4,4
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2008-04-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-04-01,195,195
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-04-01,24,24
TACOPAYA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
TARABUCO,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-04-01,11,11
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-04-01,6,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2008-04-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-04-01,5,5
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-04-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
CABEZAS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-05-01,4,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-05-01,70,70
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-05-01,14,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-05-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-05-01,65,65
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-05-01,3,3
MINEROS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2008-05-01,21,21
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-05-01,17,17
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-05-01,4,4
QUIME,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-05-01,13,13
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
SACACA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-05-01,3,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-05-01,48,48
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-05-01,21,21
TARABUCO,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-05-01,14,14
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-05-01,9,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2008-05-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-05-01,3,3
WARNES,internaciones,fallecidos antes de las 48 horas,2008-05-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-05-01,11,11
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-05-01,4,4
AIQUILE,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
APOLO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-06-01,5,5
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-06-01,4,4
CAPINOTA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-06-01,6,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-06-01,72,72
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
COTOCA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-06-01,18,18
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-06-01,100,100
LAGUNILLAS,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-06-01,3,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2008-06-01,21,21
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
PORONGO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-06-01,17,17
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-06-01,5,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-06-01,6,6
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-06-01,3,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-06-01,55,55
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-06-01,24,24
TARABUCO,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-06-01,15,15
TIPUANI,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
TIQUIPAYA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-06-01,9,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-06-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-06-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-06-01,6,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-06-01,2,2
BAURES,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
