municipality,group,variable,month,Ingresos espontáneos,TOTAL
VILLAZON,internaciones,ingresos espontaneos,2008-06-01,173,173
VINTO,internaciones,ingresos espontaneos,2008-06-01,83,83
VITICHI,internaciones,ingresos espontaneos,2008-06-01,4,4
WARNES,internaciones,ingresos espontaneos,2008-06-01,191,191
YACO,internaciones,ingresos espontaneos,2008-06-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2008-06-01,643,643
YAMPARAEZ,internaciones,ingresos espontaneos,2008-06-01,16,16
YANACACHI,internaciones,ingresos espontaneos,2008-06-01,3,3
YAPACANI,internaciones,ingresos espontaneos,2008-06-01,303,303
YOCALLA,internaciones,ingresos espontaneos,2008-06-01,5,5
YOTALA,internaciones,ingresos espontaneos,2008-06-01,20,20
ZUDAÑEZ,internaciones,ingresos espontaneos,2008-06-01,19,19
ACACIO,internaciones,ingresos espontaneos,2008-07-01,9,9
ACHACACHI,internaciones,ingresos espontaneos,2008-07-01,43,43
ACHOCALLA,internaciones,ingresos espontaneos,2008-07-01,9,9
AIQUILE,internaciones,ingresos espontaneos,2008-07-01,116,116
ALALAY,internaciones,ingresos espontaneos,2008-07-01,2,2
ALCALA,internaciones,ingresos espontaneos,2008-07-01,4,4
ANCORAIMES,internaciones,ingresos espontaneos,2008-07-01,7,7
ANDAMARCA,internaciones,ingresos espontaneos,2008-07-01,1,1
ANTEQUERA,internaciones,ingresos espontaneos,2008-07-01,2,2
APOLO,internaciones,ingresos espontaneos,2008-07-01,38,38
ARAMPAMPA,internaciones,ingresos espontaneos,2008-07-01,3,3
ARANI,internaciones,ingresos espontaneos,2008-07-01,9,9
ARQUE,internaciones,ingresos espontaneos,2008-07-01,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2008-07-01,245,245
ATOCHA,internaciones,ingresos espontaneos,2008-07-01,143,143
AYATA,internaciones,ingresos espontaneos,2008-07-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2008-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2008-07-01,49,49
AZURDUY,internaciones,ingresos espontaneos,2008-07-01,17,17
BATALLAS,internaciones,ingresos espontaneos,2008-07-01,14,14
BAURES,internaciones,ingresos espontaneos,2008-07-01,21,21
BERMEJO,internaciones,ingresos espontaneos,2008-07-01,235,235
BETANZOS,internaciones,ingresos espontaneos,2008-07-01,49,49
BOLIVAR,internaciones,ingresos espontaneos,2008-07-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2008-07-01,27,27
BUENA VISTA,internaciones,ingresos espontaneos,2008-07-01,41,41
CABEZAS,internaciones,ingresos espontaneos,2008-07-01,26,26
CAIROMA,internaciones,ingresos espontaneos,2008-07-01,6,6
"CAIZA ""D""",internaciones,ingresos espontaneos,2008-07-01,10,10
CAJUATA,internaciones,ingresos espontaneos,2008-07-01,10,10
CALAMARCA,internaciones,ingresos espontaneos,2008-07-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2008-07-01,112,112
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2008-07-01,4,4
CAMIRI,internaciones,ingresos espontaneos,2008-07-01,480,480
CAPINOTA,internaciones,ingresos espontaneos,2008-07-01,56,56
CAQUIAVIRI,internaciones,ingresos espontaneos,2008-07-01,2,2
CARACOLLO,internaciones,ingresos espontaneos,2008-07-01,24,24
CARANAVI,internaciones,ingresos espontaneos,2008-07-01,227,227
CARAPARI,internaciones,ingresos espontaneos,2008-07-01,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2008-07-01,23,23
CHALLAPATA,internaciones,ingresos espontaneos,2008-07-01,78,78
CHAQUI,internaciones,ingresos espontaneos,2008-07-01,2,2
CHARAGUA,internaciones,ingresos espontaneos,2008-07-01,141,141
CHARAÑA,internaciones,ingresos espontaneos,2008-07-01,1,1
CHAYANTA,internaciones,ingresos espontaneos,2008-07-01,22,22
CHIMORE,internaciones,ingresos espontaneos,2008-07-01,19,19
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2008-07-01,91,91
CLIZA,internaciones,ingresos espontaneos,2008-07-01,68,68
COBIJA,internaciones,ingresos espontaneos,2008-07-01,353,353
COCHABAMBA,internaciones,ingresos espontaneos,2008-07-01,7180,7180
COLCAPIRHUA,internaciones,ingresos espontaneos,2008-07-01,132,132
"COLCHA ""K""",internaciones,ingresos espontaneos,2008-07-01,1,1
COLLANA,internaciones,ingresos espontaneos,2008-07-01,3,3
COLOMI,internaciones,ingresos espontaneos,2008-07-01,23,23
COLPA BELGICA,internaciones,ingresos espontaneos,2008-07-01,25,25
COLQUECHACA,internaciones,ingresos espontaneos,2008-07-01,8,8
COLQUENCHA,internaciones,ingresos espontaneos,2008-07-01,3,3
COLQUIRI,internaciones,ingresos espontaneos,2008-07-01,30,30
COMARAPA,internaciones,ingresos espontaneos,2008-07-01,83,83
CONCEPCION,internaciones,ingresos espontaneos,2008-07-01,82,82
COPACABANA,internaciones,ingresos espontaneos,2008-07-01,20,20
CORIPATA,internaciones,ingresos espontaneos,2008-07-01,18,18
CORO CORO,internaciones,ingresos espontaneos,2008-07-01,4,4
COROICO,internaciones,ingresos espontaneos,2008-07-01,106,106
COTAGAITA,internaciones,ingresos espontaneos,2008-07-01,18,18
COTOCA,internaciones,ingresos espontaneos,2008-07-01,106,106
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2008-07-01,64,64
CUEVO,internaciones,ingresos espontaneos,2008-07-01,2,2
CULPINA,internaciones,ingresos espontaneos,2008-07-01,53,53
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2008-07-01,7,7
DESAGUADERO,internaciones,ingresos espontaneos,2008-07-01,6,6
EL ALTO,internaciones,ingresos espontaneos,2008-07-01,2782,2782
EL PUENTE(STC),internaciones,ingresos espontaneos,2008-07-01,33,33
EL PUENTE(TJA),internaciones,ingresos espontaneos,2008-07-01,1,1
EL TORNO,internaciones,ingresos espontaneos,2008-07-01,152,152
EL VILLAR,internaciones,ingresos espontaneos,2008-07-01,6,6
ENTRE RIOS,internaciones,ingresos espontaneos,2008-07-01,34,34
ENTRE RIOS,internaciones,ingresos espontaneos,2008-07-01,36,36
EUCALIPTUS,internaciones,ingresos espontaneos,2008-07-01,10,10
EXALTACION,internaciones,ingresos espontaneos,2008-07-01,2,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2008-07-01,31,31
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2008-07-01,20,20
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2008-07-01,3,3
GUANAY,internaciones,ingresos espontaneos,2008-07-01,37,37
GUAQUI,internaciones,ingresos espontaneos,2008-07-01,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2008-07-01,533,533
GUTIERREZ,internaciones,ingresos espontaneos,2008-07-01,29,29
HUACARETA,internaciones,ingresos espontaneos,2008-07-01,25,25
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2008-07-01,2,2
HUACHACALLA,internaciones,ingresos espontaneos,2008-07-01,13,13
HUANUNI,internaciones,ingresos espontaneos,2008-07-01,42,42
HUARACAJE,internaciones,ingresos espontaneos,2008-07-01,7,7
HUAYLLAMARCA,internaciones,ingresos espontaneos,2008-07-01,4,4
ICHOCA,internaciones,ingresos espontaneos,2008-07-01,1,1
ICLA,internaciones,ingresos espontaneos,2008-07-01,16,16
INCAHUASI,internaciones,ingresos espontaneos,2008-07-01,18,18
INQUISIVI,internaciones,ingresos espontaneos,2008-07-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2008-07-01,18,18
IXIAMAS,internaciones,ingresos espontaneos,2008-07-01,29,29
JESUS DE MACHACA,internaciones,ingresos espontaneos,2008-07-01,11,11
LA ASUNTA,internaciones,ingresos espontaneos,2008-07-01,65,65
LA GUARDIA,internaciones,ingresos espontaneos,2008-07-01,124,124
LA PAZ,internaciones,ingresos espontaneos,2008-07-01,6595,6595
LAJA,internaciones,ingresos espontaneos,2008-07-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2008-07-01,11,11
LICOMA PAMPA,internaciones,ingresos espontaneos,2008-07-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2008-07-01,222,222
LLICA,internaciones,ingresos espontaneos,2008-07-01,5,5
LURIBAY,internaciones,ingresos espontaneos,2008-07-01,7,7
MACHACAMARCA,internaciones,ingresos espontaneos,2008-07-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2008-07-01,22,22
MAGDALENA,internaciones,ingresos espontaneos,2008-07-01,69,69
MAIRANA,internaciones,ingresos espontaneos,2008-07-01,49,49
MAPIRI,internaciones,ingresos espontaneos,2008-07-01,19,19
MINEROS,internaciones,ingresos espontaneos,2008-07-01,17,17
MIZQUE,internaciones,ingresos espontaneos,2008-07-01,51,51
MOCOMOCO,internaciones,ingresos espontaneos,2008-07-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2008-07-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2008-07-01,126,126
MONTERO,internaciones,ingresos espontaneos,2008-07-01,549,549
MOROCHATA,internaciones,ingresos espontaneos,2008-07-01,13,13
OCURI,internaciones,ingresos espontaneos,2008-07-01,38,38
OKINAWA,internaciones,ingresos espontaneos,2008-07-01,12,12
OMEREQUE,internaciones,ingresos espontaneos,2008-07-01,2,2
ORURO,internaciones,ingresos espontaneos,2008-07-01,2040,2040
PADILLA,internaciones,ingresos espontaneos,2008-07-01,68,68
PAILON,internaciones,ingresos espontaneos,2008-07-01,81,81
PALCA,internaciones,ingresos espontaneos,2008-07-01,2,2
PALOS BLANCOS,internaciones,ingresos espontaneos,2008-07-01,67,67
PAMPA GRANDE,internaciones,ingresos espontaneos,2008-07-01,21,21
PATACAMAYA,internaciones,ingresos espontaneos,2008-07-01,58,58
PELECHUCO,internaciones,ingresos espontaneos,2008-07-01,1,1
POCOATA,internaciones,ingresos espontaneos,2008-07-01,4,4
POCONA,internaciones,ingresos espontaneos,2008-07-01,12,12
POJO (CBBA),internaciones,ingresos espontaneos,2008-07-01,11,11
POOPO,internaciones,ingresos espontaneos,2008-07-01,3,3
PORCO,internaciones,ingresos espontaneos,2008-07-01,6,6
POROMA,internaciones,ingresos espontaneos,2008-07-01,14,14
PORONGO,internaciones,ingresos espontaneos,2008-07-01,12,12
PORTACHUELO,internaciones,ingresos espontaneos,2008-07-01,188,188
PORVENIR,internaciones,ingresos espontaneos,2008-07-01,11,11
POSTRER VALLE,internaciones,ingresos espontaneos,2008-07-01,2,2
POTOSI,internaciones,ingresos espontaneos,2008-07-01,1822,1822
PRESTO,internaciones,ingresos espontaneos,2008-07-01,11,11
PUCARA,internaciones,ingresos espontaneos,2008-07-01,1,1
PUCARANI,internaciones,ingresos espontaneos,2008-07-01,13,13
PUERTO ACOSTA,internaciones,ingresos espontaneos,2008-07-01,50,50
PUERTO CARABUCO,internaciones,ingresos espontaneos,2008-07-01,20,20
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2008-07-01,53,53
PUERTO RICO,internaciones,ingresos espontaneos,2008-07-01,52,52
PUERTO SUAREZ,internaciones,ingresos espontaneos,2008-07-01,115,115
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2008-07-01,180,180
PUNA,internaciones,ingresos espontaneos,2008-07-01,19,19
PUNATA,internaciones,ingresos espontaneos,2008-07-01,197,197
QUILLACOLLO,internaciones,ingresos espontaneos,2008-07-01,134,134
QUIME,internaciones,ingresos espontaneos,2008-07-01,6,6
RAVELO,internaciones,ingresos espontaneos,2008-07-01,9,9
REYES,internaciones,ingresos espontaneos,2008-07-01,37,37
RIBERALTA,internaciones,ingresos espontaneos,2008-07-01,670,670
ROBORE,internaciones,ingresos espontaneos,2008-07-01,189,189
RURRENABAQUE,internaciones,ingresos espontaneos,2008-07-01,135,135
SACABA,internaciones,ingresos espontaneos,2008-07-01,453,453
SACABAMBA,internaciones,ingresos espontaneos,2008-07-01,10,10
SACACA,internaciones,ingresos espontaneos,2008-07-01,28,28
SAIPINA,internaciones,ingresos espontaneos,2008-07-01,14,14
SAMAIPATA,internaciones,ingresos espontaneos,2008-07-01,22,22
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2008-07-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2008-07-01,18,18
SAN BENITO,internaciones,ingresos espontaneos,2008-07-01,8,8
SAN BORJA,internaciones,ingresos espontaneos,2008-07-01,152,152
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2008-07-01,58,58
SAN CARLOS,internaciones,ingresos espontaneos,2008-07-01,102,102
SAN IGNACIO,internaciones,ingresos espontaneos,2008-07-01,84,84
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2008-07-01,425,425
SAN JAVIER(STC),internaciones,ingresos espontaneos,2008-07-01,57,57
SAN JOAQUIN,internaciones,ingresos espontaneos,2008-07-01,71,71
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2008-07-01,122,122
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2008-07-01,102,102
SAN JULIAN,internaciones,ingresos espontaneos,2008-07-01,117,117
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2008-07-01,5,5
SAN LUCAS,internaciones,ingresos espontaneos,2008-07-01,72,72
SAN MATIAS,internaciones,ingresos espontaneos,2008-07-01,81,81
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2008-07-01,95,95
SAN PABLO DE LIPEZ,internaciones,ingresos espontaneos,2008-07-01,1,1
SAN PEDRO,internaciones,ingresos espontaneos,2008-07-01,22,22
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2008-07-01,16,16
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2008-07-01,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2008-07-01,44,44
SAN RAMON,internaciones,ingresos espontaneos,2008-07-01,47,47
SAN RAMON,internaciones,ingresos espontaneos,2008-07-01,20,20
SANTA ANA,internaciones,ingresos espontaneos,2008-07-01,83,83
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2008-07-01,10307,10307
SANTA ROSA,internaciones,ingresos espontaneos,2008-07-01,38,38
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2008-07-01,36,36
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2008-07-01,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2008-07-01,3,3
SANTIVAÑES,internaciones,ingresos espontaneos,2008-07-01,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2008-07-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2008-07-01,22,22
SIPE SIPE,internaciones,ingresos espontaneos,2008-07-01,80,80
SOPACHUY,internaciones,ingresos espontaneos,2008-07-01,42,42
SORACACHI,internaciones,ingresos espontaneos,2008-07-01,3,3
SORATA,internaciones,ingresos espontaneos,2008-07-01,25,25
SUCRE,internaciones,ingresos espontaneos,2008-07-01,3217,3217
TACACHI,internaciones,ingresos espontaneos,2008-07-01,1,1
TACACOMA,internaciones,ingresos espontaneos,2008-07-01,5,5
TACOPAYA,internaciones,ingresos espontaneos,2008-07-01,2,2
TAPACARI,internaciones,ingresos espontaneos,2008-07-01,6,6
TARABUCO,internaciones,ingresos espontaneos,2008-07-01,54,54
TARACO,internaciones,ingresos espontaneos,2008-07-01,1,1
TARATA,internaciones,ingresos espontaneos,2008-07-01,6,6
TARIJA,internaciones,ingresos espontaneos,2008-07-01,1678,1678
TARVITA,internaciones,ingresos espontaneos,2008-07-01,53,53
TEOPONTE,internaciones,ingresos espontaneos,2008-07-01,7,7
TIAWANACU,internaciones,ingresos espontaneos,2008-07-01,2,2
TIPUANI,internaciones,ingresos espontaneos,2008-07-01,40,40
TIQUIPAYA,internaciones,ingresos espontaneos,2008-07-01,111,111
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2008-07-01,152,152
TOCO,internaciones,ingresos espontaneos,2008-07-01,5,5
TOLATA,internaciones,ingresos espontaneos,2008-07-01,6,6
TOLEDO,internaciones,ingresos espontaneos,2008-07-01,5,5
TOMAVE,internaciones,ingresos espontaneos,2008-07-01,9,9
TOMINA,internaciones,ingresos espontaneos,2008-07-01,25,25
TORO TORO,internaciones,ingresos espontaneos,2008-07-01,15,15
TOTORA(CBBA),internaciones,ingresos espontaneos,2008-07-01,26,26
TOTORA(ORR),internaciones,ingresos espontaneos,2008-07-01,1,1
TRIGAL,internaciones,ingresos espontaneos,2008-07-01,3,3
TRINIDAD,internaciones,ingresos espontaneos,2008-07-01,1530,1530
TUPIZA,internaciones,ingresos espontaneos,2008-07-01,233,233
TURCO,internaciones,ingresos espontaneos,2008-07-01,2,2
UNCIA,internaciones,ingresos espontaneos,2008-07-01,178,178
URUBICHA,internaciones,ingresos espontaneos,2008-07-01,17,17
UYUNI,internaciones,ingresos espontaneos,2008-07-01,125,125
VACAS,internaciones,ingresos espontaneos,2008-07-01,14,14
VALLEGRANDE,internaciones,ingresos espontaneos,2008-07-01,116,116
VIACHA,internaciones,ingresos espontaneos,2008-07-01,89,89
VILA VILA,internaciones,ingresos espontaneos,2008-07-01,1,1
VILLA MONTES,internaciones,ingresos espontaneos,2008-07-01,223,223
VILLA RIVERO,internaciones,ingresos espontaneos,2008-07-01,3,3
VILLA SERRANO,internaciones,ingresos espontaneos,2008-07-01,9,9
VILLA TUNARI,internaciones,ingresos espontaneos,2008-07-01,303,303
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2008-07-01,19,19
VILLAZON,internaciones,ingresos espontaneos,2008-07-01,153,153
VINTO,internaciones,ingresos espontaneos,2008-07-01,65,65
VITICHI,internaciones,ingresos espontaneos,2008-07-01,10,10
WARNES,internaciones,ingresos espontaneos,2008-07-01,154,154
YACO,internaciones,ingresos espontaneos,2008-07-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2008-07-01,733,733
YAMPARAEZ,internaciones,ingresos espontaneos,2008-07-01,9,9
YANACACHI,internaciones,ingresos espontaneos,2008-07-01,1,1
YAPACANI,internaciones,ingresos espontaneos,2008-07-01,120,120
YOCALLA,internaciones,ingresos espontaneos,2008-07-01,2,2
YOTALA,internaciones,ingresos espontaneos,2008-07-01,30,30
ZUDAÑEZ,internaciones,ingresos espontaneos,2008-07-01,25,25
ACACIO,internaciones,ingresos espontaneos,2008-08-01,7,7
ACHACACHI,internaciones,ingresos espontaneos,2008-08-01,47,47
ACHOCALLA,internaciones,ingresos espontaneos,2008-08-01,10,10
AIQUILE,internaciones,ingresos espontaneos,2008-08-01,123,123
ALCALA,internaciones,ingresos espontaneos,2008-08-01,11,11
ANCORAIMES,internaciones,ingresos espontaneos,2008-08-01,2,2
ANTEQUERA,internaciones,ingresos espontaneos,2008-08-01,3,3
ANZALDO,internaciones,ingresos espontaneos,2008-08-01,8,8
APOLO,internaciones,ingresos espontaneos,2008-08-01,14,14
ARANI,internaciones,ingresos espontaneos,2008-08-01,18,18
ARQUE,internaciones,ingresos espontaneos,2008-08-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2008-08-01,228,228
ATOCHA,internaciones,ingresos espontaneos,2008-08-01,127,127
AUCAPATA,internaciones,ingresos espontaneos,2008-08-01,1,1
AYATA,internaciones,ingresos espontaneos,2008-08-01,2,2
AYO AYO,internaciones,ingresos espontaneos,2008-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2008-08-01,63,63
AZURDUY,internaciones,ingresos espontaneos,2008-08-01,24,24
BATALLAS,internaciones,ingresos espontaneos,2008-08-01,18,18
BAURES,internaciones,ingresos espontaneos,2008-08-01,18,18
BERMEJO,internaciones,ingresos espontaneos,2008-08-01,240,240
BETANZOS,internaciones,ingresos espontaneos,2008-08-01,41,41
BOLIVAR,internaciones,ingresos espontaneos,2008-08-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2008-08-01,27,27
BUENA VISTA,internaciones,ingresos espontaneos,2008-08-01,26,26
CABEZAS,internaciones,ingresos espontaneos,2008-08-01,20,20
CAIROMA,internaciones,ingresos espontaneos,2008-08-01,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2008-08-01,7,7
CAJUATA,internaciones,ingresos espontaneos,2008-08-01,18,18
CALAMARCA,internaciones,ingresos espontaneos,2008-08-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2008-08-01,102,102
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2008-08-01,11,11
CAMIRI,internaciones,ingresos espontaneos,2008-08-01,435,435
CAPINOTA,internaciones,ingresos espontaneos,2008-08-01,51,51
CAQUIAVIRI,internaciones,ingresos espontaneos,2008-08-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2008-08-01,40,40
CARANAVI,internaciones,ingresos espontaneos,2008-08-01,186,186
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2008-08-01,23,23
CHALLAPATA,internaciones,ingresos espontaneos,2008-08-01,71,71
CHAQUI,internaciones,ingresos espontaneos,2008-08-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2008-08-01,153,153
CHAYANTA,internaciones,ingresos espontaneos,2008-08-01,14,14
CHIMORE,internaciones,ingresos espontaneos,2008-08-01,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2008-08-01,91,91
CHUMA,internaciones,ingresos espontaneos,2008-08-01,48,48
CLIZA,internaciones,ingresos espontaneos,2008-08-01,47,47
COBIJA,internaciones,ingresos espontaneos,2008-08-01,295,295
COCHABAMBA,internaciones,ingresos espontaneos,2008-08-01,6746,6746
COLCAPIRHUA,internaciones,ingresos espontaneos,2008-08-01,138,138
COLOMI,internaciones,ingresos espontaneos,2008-08-01,31,31
COLPA BELGICA,internaciones,ingresos espontaneos,2008-08-01,22,22
COLQUENCHA,internaciones,ingresos espontaneos,2008-08-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2008-08-01,22,22
COMARAPA,internaciones,ingresos espontaneos,2008-08-01,81,81
COMBAYA,internaciones,ingresos espontaneos,2008-08-01,1,1
CONCEPCION,internaciones,ingresos espontaneos,2008-08-01,99,99
COPACABANA,internaciones,ingresos espontaneos,2008-08-01,16,16
CORIPATA,internaciones,ingresos espontaneos,2008-08-01,12,12
CORO CORO,internaciones,ingresos espontaneos,2008-08-01,8,8
COROICO,internaciones,ingresos espontaneos,2008-08-01,87,87
COTAGAITA,internaciones,ingresos espontaneos,2008-08-01,20,20
COTOCA,internaciones,ingresos espontaneos,2008-08-01,119,119
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2008-08-01,67,67
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2008-08-01,3,3
CUEVO,internaciones,ingresos espontaneos,2008-08-01,7,7
CULPINA,internaciones,ingresos espontaneos,2008-08-01,2,2
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2008-08-01,9,9
DESAGUADERO,internaciones,ingresos espontaneos,2008-08-01,7,7
EL ALTO,internaciones,ingresos espontaneos,2008-08-01,2832,2832
EL PUENTE(STC),internaciones,ingresos espontaneos,2008-08-01,18,18
EL PUENTE(TJA),internaciones,ingresos espontaneos,2008-08-01,3,3
EL TORNO,internaciones,ingresos espontaneos,2008-08-01,209,209
EL VILLAR,internaciones,ingresos espontaneos,2008-08-01,4,4
ENTRE RIOS,internaciones,ingresos espontaneos,2008-08-01,34,34
ENTRE RIOS,internaciones,ingresos espontaneos,2008-08-01,31,31
EUCALIPTUS,internaciones,ingresos espontaneos,2008-08-01,7,7
EXALTACION,internaciones,ingresos espontaneos,2008-08-01,14,14
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2008-08-01,50,50
FILADELFIA,internaciones,ingresos espontaneos,2008-08-01,8,8
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2008-08-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2008-08-01,2,2
GUANAY,internaciones,ingresos espontaneos,2008-08-01,29,29
GUAQUI,internaciones,ingresos espontaneos,2008-08-01,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2008-08-01,500,500
GUTIERREZ,internaciones,ingresos espontaneos,2008-08-01,27,27
HUACARETA,internaciones,ingresos espontaneos,2008-08-01,16,16
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2008-08-01,4,4
HUACHACALLA,internaciones,ingresos espontaneos,2008-08-01,5,5
HUANUNI,internaciones,ingresos espontaneos,2008-08-01,31,31
HUARACAJE,internaciones,ingresos espontaneos,2008-08-01,10,10
HUAYLLAMARCA,internaciones,ingresos espontaneos,2008-08-01,3,3
ICHOCA,internaciones,ingresos espontaneos,2008-08-01,1,1
INCAHUASI,internaciones,ingresos espontaneos,2008-08-01,21,21
INQUISIVI,internaciones,ingresos espontaneos,2008-08-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2008-08-01,26,26
IXIAMAS,internaciones,ingresos espontaneos,2008-08-01,32,32
JESUS DE MACHACA,internaciones,ingresos espontaneos,2008-08-01,16,16
LA ASUNTA,internaciones,ingresos espontaneos,2008-08-01,52,52
LA GUARDIA,internaciones,ingresos espontaneos,2008-08-01,124,124
LA PAZ,internaciones,ingresos espontaneos,2008-08-01,6487,6487
LAGUNILLAS,internaciones,ingresos espontaneos,2008-08-01,7,7
LAJA,internaciones,ingresos espontaneos,2008-08-01,4,4
LAS CARRERAS,internaciones,ingresos espontaneos,2008-08-01,9,9
LLALLAGUA,internaciones,ingresos espontaneos,2008-08-01,183,183
LLICA,internaciones,ingresos espontaneos,2008-08-01,5,5
LURIBAY,internaciones,ingresos espontaneos,2008-08-01,4,4
MACHARETI,internaciones,ingresos espontaneos,2008-08-01,12,12
MAGDALENA,internaciones,ingresos espontaneos,2008-08-01,58,58
MAIRANA,internaciones,ingresos espontaneos,2008-08-01,48,48
MAPIRI,internaciones,ingresos espontaneos,2008-08-01,23,23
MECAPACA,internaciones,ingresos espontaneos,2008-08-01,1,1
MINEROS,internaciones,ingresos espontaneos,2008-08-01,7,7
MIZQUE,internaciones,ingresos espontaneos,2008-08-01,38,38
MOJOCOYA,internaciones,ingresos espontaneos,2008-08-01,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2008-08-01,114,114
MONTERO,internaciones,ingresos espontaneos,2008-08-01,546,546
MOROCHATA,internaciones,ingresos espontaneos,2008-08-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2008-08-01,3,3
OCURI,internaciones,ingresos espontaneos,2008-08-01,20,20
OKINAWA,internaciones,ingresos espontaneos,2008-08-01,3,3
OMEREQUE,internaciones,ingresos espontaneos,2008-08-01,6,6
ORURO,internaciones,ingresos espontaneos,2008-08-01,2091,2091
PADILLA,internaciones,ingresos espontaneos,2008-08-01,48,48
PAILON,internaciones,ingresos espontaneos,2008-08-01,43,43
PALCA,internaciones,ingresos espontaneos,2008-08-01,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2008-08-01,49,49
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2008-08-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2008-08-01,15,15
PAPEL PAMPA,internaciones,ingresos espontaneos,2008-08-01,2,2
PASORAPA,internaciones,ingresos espontaneos,2008-08-01,5,5
PATACAMAYA,internaciones,ingresos espontaneos,2008-08-01,41,41
PELECHUCO,internaciones,ingresos espontaneos,2008-08-01,1,1
POCONA,internaciones,ingresos espontaneos,2008-08-01,16,16
POJO (CBBA),internaciones,ingresos espontaneos,2008-08-01,10,10
POOPO,internaciones,ingresos espontaneos,2008-08-01,6,6
