municipality,group,variable,month,Total 8.9 Niños (as) de 6 m. a menores de años que reciben alimento complementario (Nutribebé),TOTAL
TOLATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,85,85
TOLEDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,87,87
TOMAVE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,312,312
TOMINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,217,217
TORO TORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,196,196
TOTORA(CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,393,393
TOTORA(ORR),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,90,90
TRIGAL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,27,27
TRINIDAD,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,899,899
TURCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,83,83
UMALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,59,59
UNCIA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,378,378
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,187,187
UYUNI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,417,417
VACAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,168,168
VALLEGRANDE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,241,241
VIACHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,317,317
VILA VILA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,116,116
VILLA CHARCAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,380,380
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,89,89
VILLA RIVERO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,118,118
VILLA SERRANO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,229,229
VILLA TUNARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,849,849
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,249,249
VILLAZON,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,878,878
VINTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,567,567
VITICHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,226,226
WALDO BALLIVIAN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,40,40
WARNES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,581,581
YACO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,143,143
YACUIBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,1171,1171
YAMPARAEZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,169,169
YANACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,92,92
YAPACANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,626,626
YOCALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,200,200
YOTALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,142,142
ZUDAÑEZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-06-01,168,168
ACACIO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,132,132
ACHACACHI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,236,236
ACHOCALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,314,314
AIQUILE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,546,546
ALALAY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,60,60
ALCALA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,70,70
ANCORAIMES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,50,50
ANDAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,23,23
ANTEQUERA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,58,58
ANZALDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,115,115
ARAMPAMPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,107,107
ARANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,185,185
ARBIETO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,267,267
ARQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,322,322
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,388,388
ATOCHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,114,114
AYATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,175,175
AYO AYO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,111,111
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,680,680
AZURDUY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,281,281
BATALLAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,346,346
BAURES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,66,66
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,33,33
BELEN DE URMIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,46,46
BELLA FLOR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,88,88
BERMEJO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,399,399
BETANZOS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,790,790
BOLIVAR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,176,176
BOLPEBRA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,57,57
BOYUIBE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,79,79
BUENA VISTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,287,287
CABEZAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,293,293
"CAIZA ""D""",micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,221,221
CALACOTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,114,114
CALAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,10,10
CAMARGO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,372,372
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,58,58
CAMIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,33,33
CAPINOTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,206,206
CAQUIAVIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,115,115
CARACOLLO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,344,344
CARANGAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4,4
CARAPARI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,15,15
CARIPUYO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,207,207
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,62,62
CATACORA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,21,21
CHALLAPATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,765,765
CHAQUI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,211,211
CHARAGUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,179,179
CHARAÑA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,23,23
CHAYANTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,367,367
CHIMORE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,757,757
CHIPAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,47,47
CHOQUE COTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,13,13
CHUA COCANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,26,26
CHUMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,160,160
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,286,286
CKOCHAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,361,361
CLIZA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,322,322
COBIJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,918,918
COCAPATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,488,488
COCHABAMBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,1651,1651
COIPASA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,17,17
COLCAPIRHUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,636,636
"COLCHA ""K""",micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,295,295
COLLANA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,41,41
COLOMI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,470,470
COLPA BELGICA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,52,52
COLQUECHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,995,995
COLQUENCHA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,206,206
COLQUIRI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,243,243
COMANCHE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,56,56
COMARAPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,304,304
COMBAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,52,52
CORIPATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,6,6
CORO CORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,129,129
COROICO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,128,128
CORQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,83,83
COTAGAITA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,64,64
COTOCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,264,264
CRUZ DE MACHACAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,7,7
CUATRO CAÑADAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,215,215
CUCHUMUELA (V. G. VILLARROEL),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,20,20
CUEVO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,10,10
CULPINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,493,493
CURAHUARA DE CARANGAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,28,28
CURVA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,27,27
EL ALTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,318,318
EL CHORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,108,108
EL PUENTE(STC),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,293,293
EL PUENTE(TJA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,289,289
EL TORNO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,49,49
EL VILLAR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,83,83
ENTRE RIOS CBBA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,526,526
ESCARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,11,11
ESCOMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,93,93
ESMERALDA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,12,12
EUCALIPTUS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,83,83
EUREKA (SANTOS MERCADO),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,2,2
EXALTACION,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,70,70
FERNANDEZ ALONSO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,120,120
FILADELFIA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,171,171
GENERAL SAAVEDRA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,167,167
GUANAY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,14,14
GUAQUI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,83,83
GUAYARAMERIN,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,1254,1254
GUTIERREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,337,337
HUACARETA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,252,252
HUACAYA (VILLA DE HUACAYA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,89,89
HUACHACALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,13,13
HUANUNI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,314,314
HUARINA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,67,67
HUATAJATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,14,14
HUAYLLAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,56,56
HUMANATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,64,64
ICHOCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,41,41
ICLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,203,203
INCAHUASI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,211,211
INGAVI (HUMAITA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,55,55
INQUISIVI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,132,132
JESUS DE MACHACA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,93,93
LA ASUNTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,939,939
LA GUARDIA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,972,972
LA PAZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4946,4946
LA RIVERA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4,4
LAGUNILLAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,21,21
LAJA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,365,365
LAS CARRERAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,67,67
LICOMA PAMPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,37,37
LLALLAGUA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,1184,1184
LLICA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,74,74
LORETO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,44,44
LURIBAY,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,106,106
MACHACAMARCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,81,81
MACHARETI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,92,92
MAGDALENA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,253,253
MAIRANA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,115,115
MALLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,50,50
MINEROS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,361,361
MIZQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,637,637
MOCOMOCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,234,234
MOJINETE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,27,27
MOJOCOYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,168,168
MONTEAGUDO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,603,603
MONTERO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,1356,1356
MORO MORO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,59,59
MOROCHATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,264,264
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,42,42
OCURI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,394,394
OKINAWA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,6,6
OMEREQUE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,147,147
ORURO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4508,4508
PADCAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,380,380
PADILLA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,239,239
PAILON,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,290,290
PALCA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,310,310
PAMPA AULLAGAS,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,67,67
PAMPA GRANDE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4,4
PAPEL PAMPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,109,109
PASORAPA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,63,63
PATACAMAYA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,73,73
PAZÑA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,3,3
PELECHUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,79,79
POCOATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,494,494
POCONA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,243,243
POJO (CBBA),micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,159,159
POOPO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,83,83
PORCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,35,35
POROMA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,154,154
PORONGO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,163,163
PORTACHUELO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,79,79
PORVENIR,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,167,167
POSTRER VALLE,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,31,31
POTOSI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,4274,4274
PRESTO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,221,221
PUCARA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,35,35
PUCARANI,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,452,452
PUERTO ACOSTA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,153,153
PUERTO CARABUCO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,176,176
PUERTO GONZALO MORENO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,166,166
PUERTO PEREZ,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,60,60
PUERTO RICO,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,183,183
PUERTO SILES,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,9,9
PUERTO VILLARROEL,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,473,473
PUNA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,492,492
PUNATA,micronutrientes, ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2014-07-01,544,544
