,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,264,0,264,264
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,20,0,20,20
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,14,0,14,14
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,25,0,25,25
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,107,0,107,107
HUMANATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,69,0,69,69
ICLA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,20,150,20,150,170
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,119,392,119,392,511
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,78,0,78,78
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,64,0,64,64
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,144,0,144,144
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,70,10,70,80
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,531,849,531,849,1380
LA RIVERA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,137,0,137,137
LICOMA PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,74,0,74,74
LLALLAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,5975,1955,5975,1955,7930
LLICA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,112,167,112,167,279
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,75,0,75,75
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,96,0,96,96
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,299,0,299,299
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,67,0,67,67
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,26,0,26,26
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,273,2231,273,2231,2504
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,5,170,5,170,175
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,208,0,208,208
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,20,245,20,245,265
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,200,70,200,70,270
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,9,930,9,930,939
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,66,395,66,395,461
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,288,0,288,288
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,308,10,308,318
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,213,0,213,213
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,17,201,17,201,218
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,57,557,57,557,614
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,17,75,17,75,92
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,1,62,1,62,63
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,890,0,890,890
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,50,0,50,50
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,389,0,389,389
POCOATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,370,10,370,380
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,762,0,762,762
POOPO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,60,165,60,165,225
PORCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,50,0,50,50
POROMA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,20,79,20,79,99
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,19,193,19,193,212
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,5,0,5,0,5
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,255,10,255,265
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,210,0,210,210
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,20,0,20,20
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,61,0,61,61
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,3,0,3,3
PUERTO QUIJARRO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,3558,0,3558,3558
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,7,429,7,429,436
PUNA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,30,2310,30,2310,2340
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,6,3781,6,3781,3787
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,18475,19942,18475,19942,38417
QUIME,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,166,0,166,166
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,16,0,16,16
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,714,0,714,714
RIBERALTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,276,3958,276,3958,4234
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,12,0,12,0,12
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,311,46327,311,46327,46638
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,638,0,638,638
SACACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,182,0,182,182
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,80,0,80,80
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,9,10,9,10,19
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,22,0,22,22
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,67,0,67,67
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,50,0,50,0,50
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,116,4089,116,4089,4205
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,860,0,860,0,860
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,33,33,33,33,66
SAN JAVIER(BNI),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,67,0,67,67
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,188,0,188,188
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,23,3497,23,3497,3520
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,57,514,57,514,571
SAN MATIAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,54,195,54,195,249
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,2,0,2,2
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,30,0,30,0,30
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,481,0,481,481
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,12,0,12,12
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,90,0,90,90
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,404,0,404,404
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,3610,11565,3610,11565,15175
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,30,583,30,583,613
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,20,671,20,671,691
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,20,0,20,20
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,89,537,89,537,626
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,50,27,50,27,77
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,202,0,202,202
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,714,0,714,714
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,52,0,52,52
SICAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,255,0,255,255
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,17373,0,17373,17373
SOPACHUY,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,953,10,953,963
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,3,261,3,261,264
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,110,142,110,142,252
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,152,821,152,821,973
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,0,10,0,10
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,17,10,17,27
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,1158,0,1158,1158
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,54,0,54,54
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,95,2036,95,2036,2131
TARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,150,0,150,0,150
TARACO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,530,0,530,530
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,31,609,31,609,640
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,52,4440,52,4440,4492
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,370,0,370,370
TIAWANACU,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,8,0,8,8
TINGUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,80,90,80,90,170
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,160,3787,160,3787,3947
TIRAQUE (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,63,5689,63,5689,5752
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,6,0,6,6
TODOS SANTOS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,51,0,51,51
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,50,2012,50,2012,2062
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,76,282,76,282,358
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,13,288,13,288,301
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,43,151,43,151,194
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,12,247,12,247,259
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,806,0,806,806
TRINIDAD,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,100,0,100,100
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,2,143,2,143,145
TURCO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,5,0,5,5
UMALA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,5,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,65,0,65,65
URUBICHA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,402,0,402,402
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,170,119,170,119,289
VALLEGRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,99,0,99,99
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,90,0,90,90
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,13,377,13,377,390
VILLA CHARCAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,72,451,72,451,523
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,24,0,24,24
VILLA RIVERO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,903,0,903,903
VILLA SERRANO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,52,1932,52,1932,1984
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,129,2361,129,2361,2490
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,68,541,68,541,609
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,2611,4200,2611,4200,6811
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,855,5400,855,5400,6255
YACO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,75,0,75,75
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,120,128,120,128,248
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,30,0,30,30
YOCALLA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,238,0,238,238
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,158,0,158,158
YUNCHARA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,539,0,539,539
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,5,21,5,21,26
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,190,0,190,190
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,40,0,40,40
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,3,7,3,7,10
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,414,0,414,414
ARANI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,14,10,14,10,24
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,97,1245,97,1245,1342
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,20,246,20,246,266
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,37,904,37,904,941
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
BATALLAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,70,0,70,70
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,123,0,123,123
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,94,0,94,94
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,180,0,180,180
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,27,0,27,27
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,37,0,37,37
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,14,0,14,14
CAMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10000,0,10000,10000
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,15,84,15,84,99
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,103,0,103,103
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,344,0,344,344
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,12,0,12,12
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,99,0,99,99
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,26,0,26,26
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,246,539,246,539,785
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,18,0,18,18
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,60,295,60,295,355
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,570,0,570,570
CHIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,71,0,71,71
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,6,229,6,229,235
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,36,159,36,159,195
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,66,10,66,76
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,3296,8439,3296,8439,11735
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,12,2008,12,2008,2020
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,128,0,128,128
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,1646,10,1646,1656
COLQUECHACA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,770,0,770,770
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,54,0,54,54
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,24,0,24,24
COROICO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,53,0,53,53
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,248,0,248,248
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,31,247,31,247,278
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
CUEVO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,70,0,70,70
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,16,0,16,16
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
DESAGUADERO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,3,0,3,0,3
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,265,532,265,532,797
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,100,0,100,100
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,383,658,383,658,1041
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,25,0,25,25
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,250,1878,250,1878,2128
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,30,0,30,30
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,9,31,9,31,40
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,50,4539,50,4539,4589
EUCALIPTUS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,103,5,103,5,108
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,7,20,7,20,27
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,15,0,15,0,15
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,32,0,32,32
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,40,158,40,158,198
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,1,15,1,15,16
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,61,0,61,61
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,24,0,24,24
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,111,10,111,121
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,2747,50,2747,50,2797
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,438,472,438,472,910
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,6,0,6,6
LICOMA PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,16,0,16,16
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,62,0,62,62
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,408,0,408,408
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,5,0,5,5
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,100,2522,100,2522,2622
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,67,0,67,67
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,45,0,45,45
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,71,415,71,415,486
MORO MORO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,4,0,4,4
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,7,310,7,310,317
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,98,0,98,98
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,11,0,11,11
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,8,0,8,8
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,111,10,111,121
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,20,367,20,367,387
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,176,0,176,176
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,6,0,6,6
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,260,206,260,206,466
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,15,0,15,15
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,50,245,50,245,295
POOPO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,23,0,23,23
POROMA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,184,10,184,194
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,31,7,31,7,38
PORVENIR,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,20,0,20,0,20
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,53,0,53,0,53
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,20,0,20,20
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,779,4999,779,4999,5778
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,72,0,72,0,72
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,214,3930,214,3930,4144
QUIME,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,6,126,6,126,132
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,222,0,222,222
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,190,301,190,301,491
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,136,0,136,136
SACACA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,10,10,10,20
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,68,224,68,224,292
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,25,0,25,25
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,39,0,39,39
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,83,185,83,185,268
SAN BENITO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,44,18,44,18,62
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,58,0,58,0,58
SAN IGNACIO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,10,0,10,0,10
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,60,77,60,77,137
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,4,0,4,4
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,173,0,173,173
SAN MATIAS,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,23,1202,23,1202,1225
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,2,0,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,16,0,16,16
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,383,583,383,583,966
SAN RAFAEL,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,70,0,70,0,70
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,752,11832,752,11832,12584
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,17,0,17,0,17
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,205,0,205,205
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,10,0,10,10
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,75,692,75,692,767
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-11-01,0,71,0,71,71
