municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,1,1
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,82,82
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,10,10
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,113,113
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,15,15
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,2,2
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,72,72
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,3,3
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,12,12
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,2,2
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-01-01,7,7
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,63,63
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,35,35
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,18,18
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,20,20
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,57,57
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,17,17
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,24,24
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,40,40
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,38,38
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,16,16
CABEZAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,15,15
CAIROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,24,24
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
CAJUATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
CALACOTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
CALAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,16,16
CAMARGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,20,20
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
CAMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,64,64
CAPINOTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,28,28
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,9,9
CARACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,28,28
CARANAVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,95,95
CARAPARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,11,11
CARIPUYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
CHACARILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,35,35
CHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
CHARAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,42,42
CHARAÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,34,34
CHIMORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,16,16
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
CHUMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,12,12
CLIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,21,21
COBIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,83,83
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,307,307
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
COLLANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
COLOMI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,27,27
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,71,71
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,9,9
COLQUIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
COMANCHE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
COMARAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,27,27
COPACABANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,18,18
CORIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,19,19
CORO CORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,15,15
CORQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
COTAGAITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,28,28
COTOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,66,66
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
CUEVO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
CULPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,31,31
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
CURVA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
EL ALTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,882,882
EL CHORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
EL TORNO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,60,60
EL VILLAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,33,33
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,23,23
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
EXALTACION,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,18,18
FILADELFIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,17,17
GUANAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,19,19
GUAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,114,114
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,30,30
HUACARETA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
HUANUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
HUARACAJE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
ICHOCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
ICLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,17,17
INCAHUASI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,40,40
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
INQUISIVI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,20,20
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,20,20
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,54,54
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,797,797
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,12,12
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,12,12
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,39,39
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,16,16
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,11,11
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,22,22
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,24,24
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,27,27
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,13,13
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,40,40
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,55,55
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,29,29
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,131,131
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,21,21
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,19,19
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,26,26
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,34,34
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,8,8
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,22,22
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,12,12
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,30,30
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,16,16
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,17,17
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,7,7
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,32,32
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,20,20
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,14,14
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,1,1
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,234,234
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,18,18
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,31,31
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,22,22
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,24,24
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,31,31
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,82,82
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,44,44
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,50,50
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,5,5
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,144,144
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,10,10
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,35,35
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,137,137
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,31,31
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,27,27
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,113,113
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-02-01,3,3
