municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,25,25
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,109,109
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,144,144
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,104,104
QUIME,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
RAVELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,54,54
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,26,26
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,276,276
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,9,9
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,225,225
SABAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,14,14
SACABA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,99,99
SACABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
SACACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,25,25
SAIPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,49,49
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,15,15
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,11,11
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,51,51
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,11,11
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,7,7
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,281,281
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,37,37
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,45,45
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,354,354
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,4,4
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,19,19
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,14,14
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,76,76
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,46,46
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,7,7
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,25,25
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,220,220
SAN MATIAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,41,41
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,60,60
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,54,54
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,35,35
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2636,2636
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,100,100
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,150,150
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,8,8
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,26,26
SAPAHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,20,20
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,11,11
SICAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,17,17
SOPACHUY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,29,29
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,38,38
SORATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,905,905
TACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,1,1
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,37,37
TACOPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,35,35
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,101,101
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,33,33
TARACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,336,336
TARVITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,71,71
TIAWANACU,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,12,12
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
TIPUANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,14,14
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,95,95
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,56,56
TOCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,3,3
TOMAVE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,39,39
TORO TORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,105,105
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,6,6
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,13,13
TRIGAL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,4,4
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,170,170
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,109,109
UNCIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,38,38
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,9,9
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,60,60
VACAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,2,2
VALLEGRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,16,16
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,62,62
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,27,27
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,98,98
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,53,53
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,73,73
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,125,125
VITICHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,215,215
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,383,383
YACO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,9,9
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,111,111
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,18,18
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,62,62
YOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,5,5
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,27,27
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,38,38
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-11-01,37,37
ACACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,15,15
ACHACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,81,81
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,11,11
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
APOLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,9,9
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,76,76
ARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,52,52
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
ARQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,46,46
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,114,114
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,15,15
AUCAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
AYATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,4,4
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,32,32
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,6,6
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,4,4
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,18,18
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,99,99
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,15,15
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,17,17
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,91,91
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,9,9
CAIROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,39,39
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,24,24
CAJUATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,16,16
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,173,173
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,20,20
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,33,33
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,4,4
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,6,6
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,10,10
CARANAVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,6,6
CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,3,3
CARIPUYO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,65,65
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,10,10
CATACORA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
CHACARILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,44,44
CHAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,9,9
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,60,60
CHARAÑA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,7,7
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,18,18
CHIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,3,3
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,70,70
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,561,561
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,6,6
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,84,84
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,38,38
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,9,9
COLQUIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,16,16
COMANCHE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,9,9
COMARAPA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,8,8
COMBAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
CORIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
COROICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,16,16
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,151,151
COTOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,75,75
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,22,22
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,8,8
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,54,54
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,772,772
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,12,12
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,6,6
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,22,22
EL TORNO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,238,238
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,12,12
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,37,37
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,7,7
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,19,19
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,4,4
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,8,8
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,16,16
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,8,8
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
GUAQUI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,156,156
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,11,11
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,14,14
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,10,10
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,19,19
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,14,14
ICHOCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,27,27
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,119,119
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
INQUISIVI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,30,30
IXIAMAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,2,2
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,17,17
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,217,217
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,659,659
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,1,1
LAJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,19,19
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,12,12
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,12,12
LLICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,12,12
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,15,15
LURIBAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,5,5
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,16,16
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,27,27
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,109,109
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,14,14
MAPIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-12-01,10,10
