municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,19,19
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,18,18
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,13,13
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,28,28
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,45,45
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,26,26
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,36,36
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,51,51
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,24,24
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,13,13
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,31,31
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,39,39
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,41,41
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,7,7
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,38,38
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,120,120
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,47,47
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,55,55
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,21,21
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,23,23
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,75,75
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,192,192
COIPASA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,43,43
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,82,82
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,17,17
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,24,24
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,33,33
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,19,19
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,28,28
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,31,31
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,26,26
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,7,7
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1037,1037
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,23,23
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,28,28
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,7,7
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,57,57
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,23,23
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
HUACHACALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,25,25
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,70,70
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,40,40
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,638,638
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
LORETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,16,16
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,13,13
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
MAIRANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,23,23
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,14,14
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,38,38
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,14,14
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,25,25
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,48,48
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,49,49
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,15,15
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,197,197
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,22,22
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,41,41
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,17,17
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,33,33
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,32,32
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,41,41
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,299,299
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,17,17
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,43,43
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,34,34
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,28,28
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,6,6
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,83,83
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,32,32
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,19,19
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,171,171
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,10,10
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,35,35
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,14,14
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,138,138
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,79,79
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,59,59
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,8,8
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,11,11
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,13,13
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,9,9
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,92,92
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,20,20
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,59,59
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,25,25
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,102,102
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,17,17
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,24,24
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-11-01,17,17
