municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
"COLCHA ""K""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,81,81
COLLANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,16,16
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,98,98
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,173,173
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,371,371
COLQUENCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,22,22
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,122,122
COMANCHE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
COMARAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,62,62
COMBAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,16,16
CONCEPCION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,14,14
COPACABANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,248,248
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,26,26
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,50,50
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,117,117
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,66,66
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,247,247
COTOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1,1
CUATRO CAÑADAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,176,176
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,38,38
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,111,111
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,17,17
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,8,8
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1858,1858
EL CHORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,17,17
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1,1
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,56,56
EL TORNO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,462,462
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,5,5
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,49,49
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,108,108
ESCARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
ESMERALDA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,4,4
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,115,115
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,78,78
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,121,121
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,36,36
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,106,106
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,15,15
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,23,23
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,251,251
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,26,26
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,60,60
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
HUACHACALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,2,2
HUANUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,373,373
HUARACAJE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,3,3
HUAYLLAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,25,25
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,55,55
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,14,14
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,351,351
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,262,262
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,46,46
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,53,53
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,62,62
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,38,38
LA GUARDIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,96,96
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1612,1612
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,42,42
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,13,13
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,19,19
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,527,527
LLICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,42,42
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,41,41
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,91,91
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,33,33
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,64,64
MAIRANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,13,13
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,20,20
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,17,17
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,51,51
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,128,128
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,47,47
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,89,89
MOJINETE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,18,18
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,10,10
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,374,374
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,165,165
MORO MORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,44,44
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,65,65
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,5,5
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,243,243
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,126,126
OMEREQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,56,56
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,484,484
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,56,56
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,47,47
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,93,93
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,23,23
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,120,120
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,32,32
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,87,87
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,9,9
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,21,21
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,81,81
PAZÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,17,17
POCOATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,35,35
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,63,63
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,83,83
POOPO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,35,35
PORCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,32,32
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,202,202
PORONGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,222,222
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,380,380
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
POSTRER VALLE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,16,16
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,383,383
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,29,29
PUCARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,192,192
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,86,86
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,68,68
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,41,41
PUERTO PEREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,63,63
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,14,14
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,7,7
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,52,52
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,3,3
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,75,75
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,190,190
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,55,55
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,692,692
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,99,99
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,10,10
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,97,97
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,74,74
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,397,397
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,203,203
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,29,29
SABAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,9,9
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,359,359
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,19,19
SACACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,36,36
SAIPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,70,70
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,51,51
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,26,26
SAN AGUSTIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,32,32
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,87,87
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,36,36
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,51,51
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,8,8
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,379,379
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,97,97
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,158,158
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,201,201
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,409,409
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,15,15
SAN JAVIER(STC),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,104,104
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,25,25
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,177,177
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,58,58
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,659,659
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,5,5
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,94,94
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,230,230
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,145,145
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,10,10
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,77,77
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,284,284
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,42,42
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,34,34
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,111,111
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,10,10
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,8,8
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,39,39
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,2233,2233
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,174,174
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,754,754
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,23,23
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,83,83
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,28,28
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,50,50
SANTUARIO DE QUILLACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,83,83
SAPAHAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,43,43
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,17,17
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,90,90
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,38,38
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,93,93
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,31,31
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,86,86
SORATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,61,61
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1172,1172
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,1,1
TACACOMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,21,21
TACOBAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,91,91
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,47,47
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,262,262
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,33,33
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,22,22
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,368,368
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,111,111
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,6,6
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,61,61
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,169,169
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,3,3
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,201,201
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,123,123
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,14,14
TOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,5,5
TOLEDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,88,88
TOMAVE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,90,90
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,25,25
TORO TORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,188,188
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,43,43
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,46,46
TRIGAL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,20,20
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,126,126
TUPIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,421,421
TURCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,26,26
UMALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,8,8
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,252,252
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,62,62
URUBICHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,2,2
UYUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,179,179
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,36,36
VALLEGRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,73,73
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,13,13
VILA VILA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,31,31
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,325,325
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,10,10
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,30,30
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,246,246
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,117,117
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,94,94
VILLAZON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,201,201
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,65,65
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,301,301
WALDO BALLIVIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,4,4
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,351,351
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,32,32
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,101,101
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,8,8
YANACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,12,12
YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,342,342
YOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,35,35
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,9,9
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,98,98
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-11-01,20,20
ACACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,134,134
ACHACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,111,111
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,8,8
AIQUILE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,27,27
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,6,6
ANCORAIMES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,12,12
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,23,23
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,11,11
ANZALDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,3,3
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,11,11
ARAMPAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,154,154
ARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,4,4
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,8,8
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,98,98
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,179,179
ATOCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,92,92
AUCAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,23,23
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,20,20
AYO AYO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,39,39
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,25,25
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,29,29
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,50,50
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,69,69
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,3,3
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,16,16
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,16,16
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,182,182
BETANZOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,613,613
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,76,76
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,6,6
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,38,38
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-12-01,81,81
