municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
INGAVI (HUMAITA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,16,16
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,191,191
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,130,130
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,58,58
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,56,56
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,146,146
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,353,353
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,3020,3020
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,105,105
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,53,53
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,32,32
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,229,229
LLICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,26,26
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,50,50
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,80,80
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,112,112
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,66,66
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,52,52
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,6,6
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,192,192
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,196,196
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,96,96
MOJINETE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,27,27
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,71,71
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,366,366
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,706,706
MORO MORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,33,33
MOROCHATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,224,224
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,35,35
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,2,2
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,304,304
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,100,100
OMEREQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,81,81
ORURO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,1244,1244
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,119,119
PADILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,217,217
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,84,84
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,21,21
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,145,145
PAMPA AULLAGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,78,78
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,19,19
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,23,23
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,78,78
PAZÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,27,27
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,39,39
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,355,355
POCONA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,101,101
POJO (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,206,206
POOPO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,87,87
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,219,219
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,173,173
PORVENIR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,7,7
POSTRER VALLE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,24,24
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,870,870
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,95,95
PUCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,16,16
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,133,133
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,108,108
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,31,31
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,58,58
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,77,77
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,52,52
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,29,29
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,51,51
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,55,55
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,174,174
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,294,294
PUNATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,85,85
QUIABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,57,57
QUILLACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,232,232
QUIME,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,65,65
QUIRUSILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,16,16
RAVELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,465,465
REYES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,149,149
RIBERALTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,572,572
ROBORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,55,55
RURRENABAQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,4,4
SABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
SACABA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,253,253
SACABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,41,41
SACACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,293,293
SAIPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,104,104
SALINAS DE GARCI MENDOZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,66,66
SAMAIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,97,97
SAN AGUSTIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,11,11
SAN ANDRES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,64,64
SAN ANDRES DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,19,19
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,71,71
SAN BENITO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,44,44
SAN BORJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,140,140
SAN BUENA VENTURA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,39,39
SAN CARLOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,178,178
SAN IGNACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,109,109
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,337,337
SAN JAVIER(BNI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,53,53
SAN JAVIER(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,144,144
SAN JOAQUIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,113,113
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,96,96
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,646,646
SAN LORENZO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,53,53
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,127,127
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,543,543
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,61,61
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,47,47
SAN PABLO DE LIPEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,25,25
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,126,126
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,499,499
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,56,56
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,15,15
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,14,14
SAN PEDRO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,57,57
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,55,55
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,3553,3553
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,30,30
SANTA ROSA DEL SARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,175,175
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,30,30
SANTIAGO DE HUARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,214,214
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,8,8
SANTIVAÑES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,74,74
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,15,15
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,84,84
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,23,23
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,75,75
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,19,19
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,119,119
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,93,93
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,129,129
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,131,131
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,2067,2067
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,9,9
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,32,32
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,107,107
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,184,184
TAHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,163,163
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,162,162
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,26,26
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,38,38
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,599,599
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,221,221
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,13,13
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,65,65
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,195,195
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,36,36
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,69,69
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,129,129
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,6,6
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,11,11
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,8,8
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,14,14
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,100,100
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,207,207
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,58,58
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,69,69
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,55,55
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,26,26
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,287,287
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,427,427
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,20,20
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,66,66
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,7,7
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,82,82
URUBICHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,154,154
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,200,200
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,122,122
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,113,113
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,111,111
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,75,75
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,85,85
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,12,12
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,46,46
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,176,176
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,493,493
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,178,178
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,281,281
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,21,21
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,44,44
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,27,27
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,458,458
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,69,69
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,230,230
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,114,114
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,65,65
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,390,390
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,70,70
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,68,68
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,46,46
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-04-01,101,101
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,53,53
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,248,248
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,48,48
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,158,158
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,73,73
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,17,17
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,12,12
ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,22,22
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,58,58
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,101,101
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,148,148
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,129,129
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,24,24
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,16,16
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,117,117
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,3,3
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,66,66
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,26,26
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,140,140
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,112,112
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,227,227
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,61,61
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,49,49
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,20,20
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,17,17
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,322,322
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,253,253
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,207,207
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,4,4
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,13,13
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,152,152
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,75,75
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,67,67
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,86,86
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,42,42
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,91,91
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,60,60
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,190,190
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,18,18
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,144,144
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,129,129
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-05-01,102,102
