municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,25,25
URUBICHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,16,16
UYUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,15,15
VACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,25,25
VALLEGRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,16,16
VIACHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,64,64
VILA VILA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,4,4
VILLA MONTES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,142,142
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,1,1
VILLA RIVERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,6,6
VILLA SERRANO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,10,10
VILLA TUNARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,73,73
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,18,18
VILLAZON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,84,84
VINTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,41,41
VITICHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,13,13
WALDO BALLIVIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,3,3
WARNES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,95,95
YACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,7,7
YACUIBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,92,92
YAMPARAEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,10,10
YANACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,6,6
YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,50,50
YOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,4,4
YOTALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,19,19
YUNCHARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,6,6
ZUDAÑEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-01-01,18,18
ACACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,6,6
ACHACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,110,110
ACHOCALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,11,11
AIQUILE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,34,34
ALALAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,6,6
ALCALA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
ANCORAIMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,18,18
ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
ANTEQUERA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
ANZALDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
APOLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,28,28
ARAMPAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,11,11
ARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,17,17
ARBIETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
ARQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
ASCENCION DE GUARAYOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,56,56
ATOCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,8,8
AUCAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
AYATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,17,17
AYO AYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
AZURDUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,32,32
BATALLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,29,29
BAURES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
BELEN DE ANDAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
BELEN DE URMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
BELLA FLOR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,18,18
BERMEJO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,50,50
BETANZOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,25,25
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,8,8
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,13,13
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,18,18
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,13,13
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,16,16
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,60,60
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,26,26
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,122,122
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,12,12
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,51,51
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,71,71
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,43,43
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,52,52
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,30,30
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,12,12
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,124,124
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,117,117
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,39,39
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,73,73
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,41,41
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,47,47
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,16,16
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,28,28
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,11,11
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,33,33
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,31,31
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,23,23
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,38,38
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,21,21
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,37,37
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1136,1136
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,17,17
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,136,136
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,33,33
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,39,39
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,11,11
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,36,36
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,45,45
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,30,30
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,11,11
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,83,83
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,43,43
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,10,10
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,20,20
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,58,58
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,8,8
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,20,20
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,27,27
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,25,25
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,86,86
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,39,39
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1163,1163
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,56,56
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,18,18
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,18,18
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,33,33
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,17,17
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,68,68
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,119,119
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,42,42
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,37,37
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,21,21
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,208,208
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,30,30
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,13,13
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,17,17
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,57,57
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,56,56
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,9,9
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,19,19
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,23,23
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,6,6
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,22,22
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,4,4
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,36,36
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,20,20
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,32,32
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,15,15
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,174,174
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,22,22
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,44,44
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,55,55
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,14,14
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,5,5
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,10,10
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,1,1
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,38,38
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-02-01,46,46
