municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,439,463,439,463,902
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,437,492,437,492,929
ESCARA,consulta externa,nuevas en menores de 5 anos,2007-07-01,2,3,2,3,5
ESMERALDA,consulta externa,nuevas en menores de 5 anos,2007-07-01,5,3,5,3,8
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2007-07-01,111,93,111,93,204
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2007-07-01,7,7,7,7,14
EXALTACION,consulta externa,nuevas en menores de 5 anos,2007-07-01,45,51,45,51,96
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2007-07-01,627,527,627,527,1154
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2007-07-01,161,142,161,142,303
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2007-07-01,629,551,629,551,1180
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2007-07-01,213,208,213,208,421
GUANAY,consulta externa,nuevas en menores de 5 anos,2007-07-01,253,288,253,288,541
GUAQUI,consulta externa,nuevas en menores de 5 anos,2007-07-01,61,58,61,58,119
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2007-07-01,1074,1011,1074,1011,2085
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,556,486,556,486,1042
HUACARETA,consulta externa,nuevas en menores de 5 anos,2007-07-01,261,244,261,244,505
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2007-07-01,116,111,116,111,227
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,15,16,15,16,31
HUANUNI,consulta externa,nuevas en menores de 5 anos,2007-07-01,354,534,354,534,888
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2007-07-01,103,85,103,85,188
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,42,32,42,32,74
ICHOCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,59,49,59,49,108
ICLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,344,268,344,268,612
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2007-07-01,863,940,863,940,1803
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2007-07-01,7,6,7,6,13
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2007-07-01,159,116,159,116,275
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2007-07-01,234,266,234,266,500
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,277,238,277,238,515
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,142,143,142,143,285
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,609,527,609,527,1136
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-07-01,1238,1083,1238,1083,2321
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,11203,10811,11203,10811,22014
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-07-01,4,5,4,5,9
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,260,294,260,294,554
LAJA,consulta externa,nuevas en menores de 5 anos,2007-07-01,112,84,112,84,196
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,88,73,88,73,161
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,21,36,21,36,57
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-07-01,795,717,795,717,1512
LLICA,consulta externa,nuevas en menores de 5 anos,2007-07-01,47,33,47,33,80
LORETO,consulta externa,nuevas en menores de 5 anos,2007-07-01,88,93,88,93,181
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-07-01,151,140,151,140,291
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,50,39,50,39,89
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-07-01,312,380,312,380,692
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-07-01,197,169,197,169,366
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-07-01,140,138,140,138,278
MALLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,54,27,54,27,81
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-07-01,245,182,245,182,427
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,94,108,94,108,202
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-07-01,589,525,589,525,1114
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-07-01,425,369,425,369,794
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,158,118,158,118,276
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-07-01,23,24,23,24,47
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,128,144,128,144,272
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-07-01,664,685,664,685,1349
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-07-01,2257,2322,2257,2322,4579
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-07-01,48,54,48,54,102
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,312,287,312,287,599
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-07-01,68,52,68,52,120
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-07-01,7,5,7,5,12
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-07-01,32,30,32,30,62
OCURI,consulta externa,nuevas en menores de 5 anos,2007-07-01,512,434,512,434,946
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-07-01,412,365,412,365,777
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-07-01,124,139,124,139,263
ORURO,consulta externa,nuevas en menores de 5 anos,2007-07-01,4322,3610,4322,3610,7932
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,414,474,414,474,888
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-07-01,381,414,381,414,795
PAILON,consulta externa,nuevas en menores de 5 anos,2007-07-01,326,319,326,319,645
PALCA,consulta externa,nuevas en menores de 5 anos,2007-07-01,88,81,88,81,169
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,633,543,633,543,1176
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,33,29,33,29,62
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-07-01,111,90,111,90,201
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,68,87,68,87,155
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,71,64,71,64,135
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,206,215,206,215,421
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-07-01,116,96,116,96,212
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,100,56,100,56,156
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,453,443,453,443,896
POCONA,consulta externa,nuevas en menores de 5 anos,2007-07-01,204,128,204,128,332
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-07-01,224,208,224,208,432
POOPO,consulta externa,nuevas en menores de 5 anos,2007-07-01,66,58,66,58,124
PORCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,174,141,174,141,315
POROMA,consulta externa,nuevas en menores de 5 anos,2007-07-01,519,504,519,504,1023
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-07-01,190,202,190,202,392
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-07-01,435,401,435,401,836
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-07-01,142,126,142,126,268
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-07-01,30,43,30,43,73
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-07-01,3106,2935,3106,2935,6041
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-07-01,272,223,272,223,495
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,29,44,29,73
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-07-01,162,146,162,146,308
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,174,164,174,164,338
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,148,167,148,167,315
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-07-01,135,164,135,164,299
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,63,53,63,53,116
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-07-01,233,211,233,211,444
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-07-01,298,272,298,272,570
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,67,44,67,111
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,301,241,301,241,542
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-07-01,885,829,885,829,1714
PUNA,consulta externa,nuevas en menores de 5 anos,2007-07-01,773,753,773,753,1526
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,431,398,431,398,829
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,69,67,69,67,136
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2007-07-01,923,851,923,851,1774
QUIME,consulta externa,nuevas en menores de 5 anos,2007-07-01,123,110,123,110,233
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,26,44,26,70
RAVELO,consulta externa,nuevas en menores de 5 anos,2007-07-01,383,405,383,405,788
REYES,consulta externa,nuevas en menores de 5 anos,2007-07-01,326,309,326,309,635
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,2322,2029,2322,2029,4351
ROBORE,consulta externa,nuevas en menores de 5 anos,2007-07-01,359,353,359,353,712
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2007-07-01,315,268,315,268,583
SABAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,39,44,39,83
SACABA,consulta externa,nuevas en menores de 5 anos,2007-07-01,1225,1088,1225,1088,2313
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2007-07-01,61,31,61,31,92
SACACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,579,582,579,582,1161
SAIPINA,consulta externa,nuevas en menores de 5 anos,2007-07-01,131,86,131,86,217
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2007-07-01,218,217,218,217,435
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,137,104,137,104,241
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2007-07-01,23,27,23,27,50
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2007-07-01,343,311,343,311,654
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,56,67,56,67,123
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,21,26,21,26,47
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2007-07-01,137,105,137,105,242
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2007-07-01,142,122,142,122,264
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2007-07-01,779,747,779,747,1526
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2007-07-01,213,220,213,220,433
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,384,388,384,388,772
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2007-07-01,514,438,514,438,952
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,1130,1136,1130,1136,2266
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2007-07-01,101,75,101,75,176
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2007-07-01,299,262,299,262,561
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2007-07-01,182,188,182,188,370
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,284,285,284,285,569
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-07-01,359,402,359,402,761
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2007-07-01,892,820,892,820,1712
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2007-07-01,167,170,167,170,337
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2007-07-01,409,476,409,476,885
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,1400,1241,1400,1241,2641
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,288,263,288,263,551
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,214,158,214,158,372
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,70,70,70,70,140
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2007-07-01,630,578,630,578,1208
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-07-01,649,565,649,565,1214
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2007-07-01,92,70,92,70,162
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2007-07-01,6,10,6,10,16
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2007-07-01,45,63,45,63,108
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2007-07-01,68,65,68,65,133
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2007-07-01,135,107,135,107,242
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-07-01,14,8,14,8,22
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-07-01,191,191,191,191,382
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2007-07-01,355,318,355,318,673
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2007-07-01,24285,17546,24285,17546,41831
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2007-07-01,253,253,253,253,506
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2007-07-01,591,623,591,623,1214
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,52,44,52,96
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2007-07-01,88,77,88,77,165
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-07-01,28,23,28,23,51
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2007-07-01,90,73,90,73,163
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,40,36,40,36,76
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2007-07-01,123,107,123,107,230
SENA,consulta externa,nuevas en menores de 5 anos,2007-07-01,69,75,69,75,144
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2007-07-01,227,171,227,171,398
SICAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,31,28,31,28,59
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2007-07-01,319,351,319,351,670
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2007-07-01,239,228,239,228,467
SORACACHI,consulta externa,nuevas en menores de 5 anos,2007-07-01,149,139,149,139,288
SORATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,215,183,215,183,398
SUCRE,consulta externa,nuevas en menores de 5 anos,2007-07-01,6376,6524,6376,6524,12900
TACACHI,consulta externa,nuevas en menores de 5 anos,2007-07-01,8,7,8,7,15
TACACOMA,consulta externa,nuevas en menores de 5 anos,2007-07-01,73,67,73,67,140
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2007-07-01,115,96,115,96,211
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,112,76,112,76,188
TAHUA,consulta externa,nuevas en menores de 5 anos,2007-07-01,17,11,17,11,28
TAPACARI,consulta externa,nuevas en menores de 5 anos,2007-07-01,573,520,573,520,1093
TARABUCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,1032,679,1032,679,1711
TARACO,consulta externa,nuevas en menores de 5 anos,2007-07-01,44,43,44,43,87
TARATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,70,80,70,80,150
TARIJA,consulta externa,nuevas en menores de 5 anos,2007-07-01,3924,3678,3924,3678,7602
TARVITA,consulta externa,nuevas en menores de 5 anos,2007-07-01,870,837,870,837,1707
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2007-07-01,125,137,125,137,262
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2007-07-01,62,54,62,54,116
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,395,313,395,313,708
TIPUANI,consulta externa,nuevas en menores de 5 anos,2007-07-01,148,142,148,142,290
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-07-01,842,740,842,740,1582
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2007-07-01,678,667,678,667,1345
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2007-07-01,18,22,18,22,40
TOCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,62,54,62,54,116
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2007-07-01,9,4,9,4,13
TOLATA,consulta externa,nuevas en menores de 5 anos,2007-07-01,46,53,46,53,99
TOLEDO,consulta externa,nuevas en menores de 5 anos,2007-07-01,72,72,72,72,144
TOMAVE,consulta externa,nuevas en menores de 5 anos,2007-07-01,212,158,212,158,370
TOMINA,consulta externa,nuevas en menores de 5 anos,2007-07-01,207,197,207,197,404
TORO TORO,consulta externa,nuevas en menores de 5 anos,2007-07-01,256,303,256,303,559
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2007-07-01,169,140,169,140,309
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2007-07-01,56,88,56,88,144
TRIGAL,consulta externa,nuevas en menores de 5 anos,2007-07-01,33,28,33,28,61
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2007-07-01,2219,2001,2219,2001,4220
TUPIZA,consulta externa,nuevas en menores de 5 anos,2007-07-01,944,906,944,906,1850
TURCO,consulta externa,nuevas en menores de 5 anos,2007-07-01,84,83,84,83,167
UMALA,consulta externa,nuevas en menores de 5 anos,2007-07-01,53,41,53,41,94
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-07-01,680,553,680,553,1233
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-07-01,489,475,489,475,964
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-07-01,166,152,166,152,318
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-07-01,312,311,312,311,623
VACAS,consulta externa,nuevas en menores de 5 anos,2007-07-01,127,130,127,130,257
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-07-01,206,220,206,220,426
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-07-01,560,402,560,402,962
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-07-01,69,75,69,75,144
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-07-01,620,546,620,546,1166
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-07-01,80,98,80,98,178
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-07-01,53,42,53,42,95
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-07-01,421,446,421,446,867
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-07-01,1571,1346,1571,1346,2917
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-07-01,266,290,266,290,556
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-07-01,813,762,813,762,1575
VINTO,consulta externa,nuevas en menores de 5 anos,2007-07-01,196,151,196,151,347
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-07-01,161,148,161,148,309
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-07-01,27,20,27,20,47
WARNES,consulta externa,nuevas en menores de 5 anos,2007-07-01,1116,987,1116,987,2103
YACO,consulta externa,nuevas en menores de 5 anos,2007-07-01,148,128,148,128,276
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-07-01,1691,1514,1691,1514,3205
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-07-01,177,161,177,161,338
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-07-01,69,68,69,68,137
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-07-01,551,489,551,489,1040
