municipality,group,variable,month,Viviendas positivas,TOTAL
CAPINOTA,chagas,viviendas  positivas,2008-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-02-01,5,5
CUEVO,chagas,viviendas  positivas,2008-02-01,7,7
EL TORNO,chagas,viviendas  positivas,2008-02-01,1,1
EL VILLAR,chagas,viviendas  positivas,2008-02-01,26,26
ICLA,chagas,viviendas  positivas,2008-02-01,6,6
INCAHUASI,chagas,viviendas  positivas,2008-02-01,27,27
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-02-01,1,1
LA GUARDIA,chagas,viviendas  positivas,2008-02-01,2,2
MOJOCOYA,chagas,viviendas  positivas,2008-02-01,1,1
OMEREQUE,chagas,viviendas  positivas,2008-02-01,17,17
PASORAPA,chagas,viviendas  positivas,2008-02-01,3,3
POJO (CBBA),chagas,viviendas  positivas,2008-02-01,6,6
POSTRER VALLE,chagas,viviendas  positivas,2008-02-01,1,1
PUCARA,chagas,viviendas  positivas,2008-02-01,1,1
PUNATA,chagas,viviendas  positivas,2008-02-01,6,6
SACABA,chagas,viviendas  positivas,2008-02-01,5,5
SAIPINA,chagas,viviendas  positivas,2008-02-01,8,8
SAMAIPATA,chagas,viviendas  positivas,2008-02-01,2,2
SAN BENITO,chagas,viviendas  positivas,2008-02-01,6,6
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-02-01,9,9
SAPAHAQUI,chagas,viviendas  positivas,2008-02-01,26,26
SICAYA,chagas,viviendas  positivas,2008-02-01,68,68
TAPACARI,chagas,viviendas  positivas,2008-02-01,2,2
TARIJA,chagas,viviendas  positivas,2008-02-01,3,3
TIQUIPAYA,chagas,viviendas  positivas,2008-02-01,4,4
TORO TORO,chagas,viviendas  positivas,2008-02-01,3,3
TOTORA(CBBA),chagas,viviendas  positivas,2008-02-01,7,7
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-02-01,3,3
VALLEGRANDE,chagas,viviendas  positivas,2008-02-01,7,7
VILLA RIVERO,chagas,viviendas  positivas,2008-02-01,3,3
VILLAZON,chagas,viviendas  positivas,2008-02-01,1,1
VITICHI,chagas,viviendas  positivas,2008-02-01,10,10
AIQUILE,chagas,viviendas  positivas,2008-03-01,17,17
ALCALA,chagas,viviendas  positivas,2008-03-01,28,28
ANZALDO,chagas,viviendas  positivas,2008-03-01,1,1
ARAMPAMPA,chagas,viviendas  positivas,2008-03-01,1,1
ARANI,chagas,viviendas  positivas,2008-03-01,17,17
ARQUE,chagas,viviendas  positivas,2008-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2008-03-01,2,2
CABEZAS,chagas,viviendas  positivas,2008-03-01,12,12
"CAIZA ""D""",chagas,viviendas  positivas,2008-03-01,12,12
CAPINOTA,chagas,viviendas  positivas,2008-03-01,11,11
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-03-01,6,6
COCHABAMBA,chagas,viviendas  positivas,2008-03-01,18,18
COLCAPIRHUA,chagas,viviendas  positivas,2008-03-01,12,12
COLQUECHACA,chagas,viviendas  positivas,2008-03-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2008-03-01,4,4
EL TORNO,chagas,viviendas  positivas,2008-03-01,20,20
EL VILLAR,chagas,viviendas  positivas,2008-03-01,7,7
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2008-03-01,7,7
ICLA,chagas,viviendas  positivas,2008-03-01,9,9
INCAHUASI,chagas,viviendas  positivas,2008-03-01,2,2
LAS CARRERAS,chagas,viviendas  positivas,2008-03-01,12,12
MAIRANA,chagas,viviendas  positivas,2008-03-01,1,1
MECAPACA,chagas,viviendas  positivas,2008-03-01,4,4
MIZQUE,chagas,viviendas  positivas,2008-03-01,11,11
MOJOCOYA,chagas,viviendas  positivas,2008-03-01,9,9
MORO MORO,chagas,viviendas  positivas,2008-03-01,4,4
OMEREQUE,chagas,viviendas  positivas,2008-03-01,20,20
PADILLA,chagas,viviendas  positivas,2008-03-01,15,15
PASORAPA,chagas,viviendas  positivas,2008-03-01,6,6
POCONA,chagas,viviendas  positivas,2008-03-01,4,4
POJO (CBBA),chagas,viviendas  positivas,2008-03-01,10,10
QUIRUSILLAS,chagas,viviendas  positivas,2008-03-01,3,3
SACABA,chagas,viviendas  positivas,2008-03-01,5,5
SAIPINA,chagas,viviendas  positivas,2008-03-01,7,7
SAN BENITO,chagas,viviendas  positivas,2008-03-01,5,5
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-03-01,10,10
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-03-01,121,121
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-03-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2008-03-01,6,6
SAPAHAQUI,chagas,viviendas  positivas,2008-03-01,5,5
SICAYA,chagas,viviendas  positivas,2008-03-01,7,7
SIPE SIPE,chagas,viviendas  positivas,2008-03-01,1,1
SUCRE,chagas,viviendas  positivas,2008-03-01,54,54
TACACHI,chagas,viviendas  positivas,2008-03-01,2,2
TACOPAYA,chagas,viviendas  positivas,2008-03-01,3,3
TAPACARI,chagas,viviendas  positivas,2008-03-01,2,2
TARATA,chagas,viviendas  positivas,2008-03-01,1,1
TARIJA,chagas,viviendas  positivas,2008-03-01,11,11
TIQUIPAYA,chagas,viviendas  positivas,2008-03-01,19,19
TOCO,chagas,viviendas  positivas,2008-03-01,1,1
TORO TORO,chagas,viviendas  positivas,2008-03-01,6,6
TUPIZA,chagas,viviendas  positivas,2008-03-01,2,2
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-03-01,2,2
VALLEGRANDE,chagas,viviendas  positivas,2008-03-01,14,14
VILA VILA,chagas,viviendas  positivas,2008-03-01,5,5
VINTO,chagas,viviendas  positivas,2008-03-01,7,7
VITICHI,chagas,viviendas  positivas,2008-03-01,16,16
YANACACHI,chagas,viviendas  positivas,2008-03-01,15,15
AIQUILE,chagas,viviendas  positivas,2008-04-01,19,19
ALALAY,chagas,viviendas  positivas,2008-04-01,1,1
ANZALDO,chagas,viviendas  positivas,2008-04-01,12,12
ARAMPAMPA,chagas,viviendas  positivas,2008-04-01,1,1
ARANI,chagas,viviendas  positivas,2008-04-01,24,24
ARBIETO,chagas,viviendas  positivas,2008-04-01,2,2
ARQUE,chagas,viviendas  positivas,2008-04-01,9,9
CABEZAS,chagas,viviendas  positivas,2008-04-01,3,3
"CAIZA ""D""",chagas,viviendas  positivas,2008-04-01,4,4
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-04-01,3,3
CAPINOTA,chagas,viviendas  positivas,2008-04-01,16,16
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-04-01,6,6
COLCAPIRHUA,chagas,viviendas  positivas,2008-04-01,7,7
COMARAPA,chagas,viviendas  positivas,2008-04-01,11,11
EL TORNO,chagas,viviendas  positivas,2008-04-01,9,9
EL VILLAR,chagas,viviendas  positivas,2008-04-01,28,28
ICLA,chagas,viviendas  positivas,2008-04-01,22,22
INCAHUASI,chagas,viviendas  positivas,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-04-01,1,1
MECAPACA,chagas,viviendas  positivas,2008-04-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-04-01,29,29
MOJOCOYA,chagas,viviendas  positivas,2008-04-01,7,7
OKINAWA,chagas,viviendas  positivas,2008-04-01,3,3
OMEREQUE,chagas,viviendas  positivas,2008-04-01,11,11
PADILLA,chagas,viviendas  positivas,2008-04-01,23,23
PASORAPA,chagas,viviendas  positivas,2008-04-01,8,8
POCONA,chagas,viviendas  positivas,2008-04-01,3,3
POJO (CBBA),chagas,viviendas  positivas,2008-04-01,22,22
PUNA,chagas,viviendas  positivas,2008-04-01,16,16
PUNATA,chagas,viviendas  positivas,2008-04-01,2,2
QUILLACOLLO,chagas,viviendas  positivas,2008-04-01,2,2
QUIRUSILLAS,chagas,viviendas  positivas,2008-04-01,4,4
SACABA,chagas,viviendas  positivas,2008-04-01,7,7
SAIPINA,chagas,viviendas  positivas,2008-04-01,14,14
SAN BENITO,chagas,viviendas  positivas,2008-04-01,4,4
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-04-01,10,10
SAN LUCAS,chagas,viviendas  positivas,2008-04-01,1,1
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-04-01,31,31
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-04-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2008-04-01,7,7
SAPAHAQUI,chagas,viviendas  positivas,2008-04-01,9,9
SICAYA,chagas,viviendas  positivas,2008-04-01,5,5
SIPE SIPE,chagas,viviendas  positivas,2008-04-01,1,1
SOPACHUY,chagas,viviendas  positivas,2008-04-01,10,10
SUCRE,chagas,viviendas  positivas,2008-04-01,1,1
TACOPAYA,chagas,viviendas  positivas,2008-04-01,3,3
TAPACARI,chagas,viviendas  positivas,2008-04-01,2,2
TARATA,chagas,viviendas  positivas,2008-04-01,3,3
TIQUIPAYA,chagas,viviendas  positivas,2008-04-01,5,5
TOCO,chagas,viviendas  positivas,2008-04-01,3,3
TOMINA,chagas,viviendas  positivas,2008-04-01,12,12
TORO TORO,chagas,viviendas  positivas,2008-04-01,1,1
TOTORA(CBBA),chagas,viviendas  positivas,2008-04-01,14,14
TUPIZA,chagas,viviendas  positivas,2008-04-01,5,5
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-04-01,3,3
VALLEGRANDE,chagas,viviendas  positivas,2008-04-01,34,34
VILA VILA,chagas,viviendas  positivas,2008-04-01,18,18
VILLA RIVERO,chagas,viviendas  positivas,2008-04-01,13,13
VILLA SERRANO,chagas,viviendas  positivas,2008-04-01,19,19
VILLAZON,chagas,viviendas  positivas,2008-04-01,3,3
YANACACHI,chagas,viviendas  positivas,2008-04-01,7,7
ZUDAÑEZ,chagas,viviendas  positivas,2008-04-01,9,9
AIQUILE,chagas,viviendas  positivas,2008-05-01,56,56
ALALAY,chagas,viviendas  positivas,2008-05-01,2,2
ANZALDO,chagas,viviendas  positivas,2008-05-01,2,2
ARANI,chagas,viviendas  positivas,2008-05-01,12,12
ARBIETO,chagas,viviendas  positivas,2008-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2008-05-01,5,5
CABEZAS,chagas,viviendas  positivas,2008-05-01,42,42
"CAIZA ""D""",chagas,viviendas  positivas,2008-05-01,8,8
CAMARGO,chagas,viviendas  positivas,2008-05-01,10,10
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-05-01,5,5
CAPINOTA,chagas,viviendas  positivas,2008-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-05-01,10,10
CLIZA,chagas,viviendas  positivas,2008-05-01,5,5
COCHABAMBA,chagas,viviendas  positivas,2008-05-01,51,51
COLCAPIRHUA,chagas,viviendas  positivas,2008-05-01,3,3
COMARAPA,chagas,viviendas  positivas,2008-05-01,9,9
CORIPATA,chagas,viviendas  positivas,2008-05-01,13,13
EL TORNO,chagas,viviendas  positivas,2008-05-01,27,27
EL VILLAR,chagas,viviendas  positivas,2008-05-01,43,43
ICLA,chagas,viviendas  positivas,2008-05-01,7,7
INCAHUASI,chagas,viviendas  positivas,2008-05-01,7,7
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-05-01,2,2
LA GUARDIA,chagas,viviendas  positivas,2008-05-01,6,6
MACHARETI,chagas,viviendas  positivas,2008-05-01,3,3
MECAPACA,chagas,viviendas  positivas,2008-05-01,7,7
MIZQUE,chagas,viviendas  positivas,2008-05-01,40,40
MOJOCOYA,chagas,viviendas  positivas,2008-05-01,8,8
OKINAWA,chagas,viviendas  positivas,2008-05-01,4,4
OMEREQUE,chagas,viviendas  positivas,2008-05-01,16,16
PADILLA,chagas,viviendas  positivas,2008-05-01,100,100
PASORAPA,chagas,viviendas  positivas,2008-05-01,38,38
POCONA,chagas,viviendas  positivas,2008-05-01,2,2
POJO (CBBA),chagas,viviendas  positivas,2008-05-01,9,9
POROMA,chagas,viviendas  positivas,2008-05-01,2,2
POSTRER VALLE,chagas,viviendas  positivas,2008-05-01,1,1
PUCARA,chagas,viviendas  positivas,2008-05-01,3,3
PUNA,chagas,viviendas  positivas,2008-05-01,82,82
PUNATA,chagas,viviendas  positivas,2008-05-01,1,1
QUIRUSILLAS,chagas,viviendas  positivas,2008-05-01,2,2
RAVELO,chagas,viviendas  positivas,2008-05-01,7,7
SACABA,chagas,viviendas  positivas,2008-05-01,6,6
SAIPINA,chagas,viviendas  positivas,2008-05-01,13,13
SAN BENITO,chagas,viviendas  positivas,2008-05-01,2,2
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-05-01,16,16
SAN LUCAS,chagas,viviendas  positivas,2008-05-01,2,2
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-05-01,52,52
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-05-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2008-05-01,7,7
SAPAHAQUI,chagas,viviendas  positivas,2008-05-01,3,3
SIPE SIPE,chagas,viviendas  positivas,2008-05-01,13,13
SOPACHUY,chagas,viviendas  positivas,2008-05-01,6,6
SUCRE,chagas,viviendas  positivas,2008-05-01,37,37
TACACHI,chagas,viviendas  positivas,2008-05-01,1,1
TACOPAYA,chagas,viviendas  positivas,2008-05-01,4,4
TAPACARI,chagas,viviendas  positivas,2008-05-01,1,1
TARVITA,chagas,viviendas  positivas,2008-05-01,13,13
TIQUIPAYA,chagas,viviendas  positivas,2008-05-01,4,4
TOMINA,chagas,viviendas  positivas,2008-05-01,17,17
TOTORA(CBBA),chagas,viviendas  positivas,2008-05-01,26,26
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-05-01,3,3
VALLEGRANDE,chagas,viviendas  positivas,2008-05-01,4,4
VILA VILA,chagas,viviendas  positivas,2008-05-01,24,24
VILLA RIVERO,chagas,viviendas  positivas,2008-05-01,6,6
VINTO,chagas,viviendas  positivas,2008-05-01,2,2
WARNES,chagas,viviendas  positivas,2008-05-01,6,6
ZUDAÑEZ,chagas,viviendas  positivas,2008-05-01,4,4
ACACIO,chagas,viviendas  positivas,2008-06-01,2,2
AIQUILE,chagas,viviendas  positivas,2008-06-01,37,37
ANZALDO,chagas,viviendas  positivas,2008-06-01,3,3
ARAMPAMPA,chagas,viviendas  positivas,2008-06-01,4,4
ARANI,chagas,viviendas  positivas,2008-06-01,6,6
ARBIETO,chagas,viviendas  positivas,2008-06-01,5,5
ARQUE,chagas,viviendas  positivas,2008-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2008-06-01,2,2
AZURDUY,chagas,viviendas  positivas,2008-06-01,80,80
CABEZAS,chagas,viviendas  positivas,2008-06-01,34,34
"CAIZA ""D""",chagas,viviendas  positivas,2008-06-01,2,2
CAMARGO,chagas,viviendas  positivas,2008-06-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-06-01,3,3
CAPINOTA,chagas,viviendas  positivas,2008-06-01,10,10
CARAPARI,chagas,viviendas  positivas,2008-06-01,19,19
CHARAGUA,chagas,viviendas  positivas,2008-06-01,9,9
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-06-01,7,7
CLIZA,chagas,viviendas  positivas,2008-06-01,2,2
COCHABAMBA,chagas,viviendas  positivas,2008-06-01,22,22
COLCAPIRHUA,chagas,viviendas  positivas,2008-06-01,1,1
COMARAPA,chagas,viviendas  positivas,2008-06-01,14,14
CUEVO,chagas,viviendas  positivas,2008-06-01,5,5
EL PUENTE(TJA),chagas,viviendas  positivas,2008-06-01,2,2
EL TORNO,chagas,viviendas  positivas,2008-06-01,13,13
EL VILLAR,chagas,viviendas  positivas,2008-06-01,21,21
ENTRE RIOS,chagas,viviendas  positivas,2008-06-01,1,1
ICLA,chagas,viviendas  positivas,2008-06-01,13,13
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-06-01,1,1
LA GUARDIA,chagas,viviendas  positivas,2008-06-01,3,3
LAGUNILLAS,chagas,viviendas  positivas,2008-06-01,21,21
LURIBAY,chagas,viviendas  positivas,2008-06-01,2,2
MACHARETI,chagas,viviendas  positivas,2008-06-01,40,40
MAIRANA,chagas,viviendas  positivas,2008-06-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-06-01,92,92
MOJOCOYA,chagas,viviendas  positivas,2008-06-01,5,5
MONTEAGUDO,chagas,viviendas  positivas,2008-06-01,1,1
OKINAWA,chagas,viviendas  positivas,2008-06-01,2,2
PADCAYA,chagas,viviendas  positivas,2008-06-01,3,3
PADILLA,chagas,viviendas  positivas,2008-06-01,11,11
PAILON,chagas,viviendas  positivas,2008-06-01,4,4
PASORAPA,chagas,viviendas  positivas,2008-06-01,15,15
POCONA,chagas,viviendas  positivas,2008-06-01,2,2
POJO (CBBA),chagas,viviendas  positivas,2008-06-01,25,25
POROMA,chagas,viviendas  positivas,2008-06-01,1,1
RAVELO,chagas,viviendas  positivas,2008-06-01,6,6
SACABA,chagas,viviendas  positivas,2008-06-01,10,10
SAIPINA,chagas,viviendas  positivas,2008-06-01,21,21
SAN BENITO,chagas,viviendas  positivas,2008-06-01,3,3
SAN JULIAN,chagas,viviendas  positivas,2008-06-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-06-01,1,1
SAN LUCAS,chagas,viviendas  positivas,2008-06-01,1,1
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-06-01,105,105
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-06-01,0,0
SAPAHAQUI,chagas,viviendas  positivas,2008-06-01,20,20
SIPE SIPE,chagas,viviendas  positivas,2008-06-01,34,34
TARATA,chagas,viviendas  positivas,2008-06-01,2,2
TIQUIPAYA,chagas,viviendas  positivas,2008-06-01,7,7
TOCO,chagas,viviendas  positivas,2008-06-01,1,1
TOMINA,chagas,viviendas  positivas,2008-06-01,22,22
TOTORA(CBBA),chagas,viviendas  positivas,2008-06-01,14,14
TUPIZA,chagas,viviendas  positivas,2008-06-01,2,2
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-06-01,2,2
VILA VILA,chagas,viviendas  positivas,2008-06-01,6,6
VILLA RIVERO,chagas,viviendas  positivas,2008-06-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas  positivas,2008-06-01,11,11
VITICHI,chagas,viviendas  positivas,2008-06-01,6,6
YACUIBA,chagas,viviendas  positivas,2008-06-01,46,46
AIQUILE,chagas,viviendas  positivas,2008-07-01,14,14
ANZALDO,chagas,viviendas  positivas,2008-07-01,2,2
ARANI,chagas,viviendas  positivas,2008-07-01,5,5
ARBIETO,chagas,viviendas  positivas,2008-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2008-07-01,2,2
CABEZAS,chagas,viviendas  positivas,2008-07-01,53,53
"CAIZA ""D""",chagas,viviendas  positivas,2008-07-01,5,5
CAJUATA,chagas,viviendas  positivas,2008-07-01,5,5
CAMARGO,chagas,viviendas  positivas,2008-07-01,15,15
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-07-01,3,3
CAPINOTA,chagas,viviendas  positivas,2008-07-01,19,19
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-07-01,2,2
CLIZA,chagas,viviendas  positivas,2008-07-01,13,13
COCHABAMBA,chagas,viviendas  positivas,2008-07-01,11,11
COLCAPIRHUA,chagas,viviendas  positivas,2008-07-01,7,7
CUEVO,chagas,viviendas  positivas,2008-07-01,21,21
EL PUENTE(TJA),chagas,viviendas  positivas,2008-07-01,6,6
EL TORNO,chagas,viviendas  positivas,2008-07-01,22,22
EL VILLAR,chagas,viviendas  positivas,2008-07-01,13,13
GUTIERREZ,chagas,viviendas  positivas,2008-07-01,55,55
ICLA,chagas,viviendas  positivas,2008-07-01,17,17
INCAHUASI,chagas,viviendas  positivas,2008-07-01,10,10
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-07-01,5,5
LA GUARDIA,chagas,viviendas  positivas,2008-07-01,6,6
LURIBAY,chagas,viviendas  positivas,2008-07-01,7,7
MAIRANA,chagas,viviendas  positivas,2008-07-01,3,3
MIZQUE,chagas,viviendas  positivas,2008-07-01,30,30
MOJOCOYA,chagas,viviendas  positivas,2008-07-01,5,5
MONTEAGUDO,chagas,viviendas  positivas,2008-07-01,14,14
OKINAWA,chagas,viviendas  positivas,2008-07-01,1,1
OMEREQUE,chagas,viviendas  positivas,2008-07-01,7,7
PADCAYA,chagas,viviendas  positivas,2008-07-01,2,2
PALCA,chagas,viviendas  positivas,2008-07-01,8,8
POJO (CBBA),chagas,viviendas  positivas,2008-07-01,5,5
POROMA,chagas,viviendas  positivas,2008-07-01,3,3
POSTRER VALLE,chagas,viviendas  positivas,2008-07-01,1,1
PUCARA,chagas,viviendas  positivas,2008-07-01,1,1
PUNA,chagas,viviendas  positivas,2008-07-01,18,18
QUILLACOLLO,chagas,viviendas  positivas,2008-07-01,1,1
RAVELO,chagas,viviendas  positivas,2008-07-01,8,8
SACABA,chagas,viviendas  positivas,2008-07-01,11,11
SAIPINA,chagas,viviendas  positivas,2008-07-01,4,4
SAN BENITO,chagas,viviendas  positivas,2008-07-01,6,6
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-07-01,11,11
SAN LUCAS,chagas,viviendas  positivas,2008-07-01,1,1
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-07-01,118,118
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-07-01,0,0
SICAYA,chagas,viviendas  positivas,2008-07-01,1,1
SIPE SIPE,chagas,viviendas  positivas,2008-07-01,19,19
TARATA,chagas,viviendas  positivas,2008-07-01,3,3
TARVITA,chagas,viviendas  positivas,2008-07-01,7,7
TOMINA,chagas,viviendas  positivas,2008-07-01,2,2
TORO TORO,chagas,viviendas  positivas,2008-07-01,9,9
TOTORA(CBBA),chagas,viviendas  positivas,2008-07-01,20,20
TUPIZA,chagas,viviendas  positivas,2008-07-01,1,1
VALLEGRANDE,chagas,viviendas  positivas,2008-07-01,2,2
VILA VILA,chagas,viviendas  positivas,2008-07-01,8,8
VILLA RIVERO,chagas,viviendas  positivas,2008-07-01,6,6
VINTO,chagas,viviendas  positivas,2008-07-01,2,2
YACUIBA,chagas,viviendas  positivas,2008-07-01,98,98
AIQUILE,chagas,viviendas  positivas,2008-08-01,26,26
ANZALDO,chagas,viviendas  positivas,2008-08-01,5,5
ARAMPAMPA,chagas,viviendas  positivas,2008-08-01,3,3
ARANI,chagas,viviendas  positivas,2008-08-01,2,2
ARQUE,chagas,viviendas  positivas,2008-08-01,7,7
CABEZAS,chagas,viviendas  positivas,2008-08-01,12,12
"CAIZA ""D""",chagas,viviendas  positivas,2008-08-01,2,2
CAJUATA,chagas,viviendas  positivas,2008-08-01,4,4
CAMARGO,chagas,viviendas  positivas,2008-08-01,11,11
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-08-01,2,2
CAPINOTA,chagas,viviendas  positivas,2008-08-01,7,7
CHARAGUA,chagas,viviendas  positivas,2008-08-01,6,6
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-08-01,6,6
CLIZA,chagas,viviendas  positivas,2008-08-01,2,2
COLCAPIRHUA,chagas,viviendas  positivas,2008-08-01,5,5
CUATRO CAÑADAS,chagas,viviendas  positivas,2008-08-01,16,16
CULPINA,chagas,viviendas  positivas,2008-08-01,10,10
EL PUENTE(TJA),chagas,viviendas  positivas,2008-08-01,13,13
EL TORNO,chagas,viviendas  positivas,2008-08-01,10,10
EL VILLAR,chagas,viviendas  positivas,2008-08-01,2,2
GUTIERREZ,chagas,viviendas  positivas,2008-08-01,14,14
ICLA,chagas,viviendas  positivas,2008-08-01,15,15
INCAHUASI,chagas,viviendas  positivas,2008-08-01,52,52
LA GUARDIA,chagas,viviendas  positivas,2008-08-01,5,5
LURIBAY,chagas,viviendas  positivas,2008-08-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-08-01,31,31
MOJOCOYA,chagas,viviendas  positivas,2008-08-01,1,1
MORO MORO,chagas,viviendas  positivas,2008-08-01,4,4
OMEREQUE,chagas,viviendas  positivas,2008-08-01,3,3
PALCA,chagas,viviendas  positivas,2008-08-01,7,7
PAMPA GRANDE,chagas,viviendas  positivas,2008-08-01,5,5
PASORAPA,chagas,viviendas  positivas,2008-08-01,2,2
POCOATA,chagas,viviendas  positivas,2008-08-01,15,15
POJO (CBBA),chagas,viviendas  positivas,2008-08-01,7,7
POROMA,chagas,viviendas  positivas,2008-08-01,11,11
PORONGO,chagas,viviendas  positivas,2008-08-01,2,2
POSTRER VALLE,chagas,viviendas  positivas,2008-08-01,2,2
PUNATA,chagas,viviendas  positivas,2008-08-01,13,13
