municipality,group,variable,month,Viviendas evaluadas,TOTAL
ARAMPAMPA,chagas,viviendas evaluadas,2008-06-01,162,162
ARANI,chagas,viviendas evaluadas,2008-06-01,856,856
ARBIETO,chagas,viviendas evaluadas,2008-06-01,550,550
ARQUE,chagas,viviendas evaluadas,2008-06-01,91,91
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas evaluadas,2008-06-01,370,370
AZURDUY,chagas,viviendas evaluadas,2008-06-01,704,704
CABEZAS,chagas,viviendas evaluadas,2008-06-01,78,78
"CAIZA ""D""",chagas,viviendas evaluadas,2008-06-01,148,148
CAJUATA,chagas,viviendas evaluadas,2008-06-01,507,507
CAMARGO,chagas,viviendas evaluadas,2008-06-01,470,470
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas evaluadas,2008-06-01,176,176
CAPINOTA,chagas,viviendas evaluadas,2008-06-01,118,118
CARAPARI,chagas,viviendas evaluadas,2008-06-01,37,37
CHARAGUA,chagas,viviendas evaluadas,2008-06-01,10,10
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas evaluadas,2008-06-01,371,371
CLIZA,chagas,viviendas evaluadas,2008-06-01,490,490
COCHABAMBA,chagas,viviendas evaluadas,2008-06-01,196,196
COLCAPIRHUA,chagas,viviendas evaluadas,2008-06-01,375,375
COMARAPA,chagas,viviendas evaluadas,2008-06-01,162,162
COTOCA,chagas,viviendas evaluadas,2008-06-01,170,170
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2008-06-01,135,135
CUEVO,chagas,viviendas evaluadas,2008-06-01,85,85
EL PUENTE(TJA),chagas,viviendas evaluadas,2008-06-01,90,90
EL TORNO,chagas,viviendas evaluadas,2008-06-01,373,373
EL VILLAR,chagas,viviendas evaluadas,2008-06-01,149,149
ENTRE RIOS,chagas,viviendas evaluadas,2008-06-01,2,2
HUACARETA,chagas,viviendas evaluadas,2008-06-01,182,182
ICLA,chagas,viviendas evaluadas,2008-06-01,72,72
INCAHUASI,chagas,viviendas evaluadas,2008-06-01,51,51
IRUPANA (VILLA DE LANZA),chagas,viviendas evaluadas,2008-06-01,391,391
LA GUARDIA,chagas,viviendas evaluadas,2008-06-01,3,3
LAGUNILLAS,chagas,viviendas evaluadas,2008-06-01,1152,1152
LURIBAY,chagas,viviendas evaluadas,2008-06-01,44,44
MACHARETI,chagas,viviendas evaluadas,2008-06-01,88,88
MAIRANA,chagas,viviendas evaluadas,2008-06-01,97,97
MECAPACA,chagas,viviendas evaluadas,2008-06-01,468,468
MIZQUE,chagas,viviendas evaluadas,2008-06-01,1213,1213
MOJOCOYA,chagas,viviendas evaluadas,2008-06-01,288,288
MONTEAGUDO,chagas,viviendas evaluadas,2008-06-01,164,164
MORO MORO,chagas,viviendas evaluadas,2008-06-01,63,63
OKINAWA,chagas,viviendas evaluadas,2008-06-01,76,76
PADCAYA,chagas,viviendas evaluadas,2008-06-01,355,355
PADILLA,chagas,viviendas evaluadas,2008-06-01,237,237
PAILON,chagas,viviendas evaluadas,2008-06-01,144,144
PASORAPA,chagas,viviendas evaluadas,2008-06-01,366,366
POCONA,chagas,viviendas evaluadas,2008-06-01,490,490
POJO (CBBA),chagas,viviendas evaluadas,2008-06-01,454,454
POROMA,chagas,viviendas evaluadas,2008-06-01,145,145
POSTRER VALLE,chagas,viviendas evaluadas,2008-06-01,53,53
PRESTO,chagas,viviendas evaluadas,2008-06-01,123,123
PUCARA,chagas,viviendas evaluadas,2008-06-01,11,11
RAVELO,chagas,viviendas evaluadas,2008-06-01,305,305
SACABA,chagas,viviendas evaluadas,2008-06-01,501,501
SACABAMBA,chagas,viviendas evaluadas,2008-06-01,384,384
SAIPINA,chagas,viviendas evaluadas,2008-06-01,283,283
SAMAIPATA,chagas,viviendas evaluadas,2008-06-01,220,220
SAN BENITO,chagas,viviendas evaluadas,2008-06-01,365,365
SAN JULIAN,chagas,viviendas evaluadas,2008-06-01,170,170
SAN LORENZO(TJA),chagas,viviendas evaluadas,2008-06-01,469,469
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2008-06-01,921,921
SANTA CRUZ DE LA SIERRA,chagas,viviendas evaluadas,2008-06-01,0,0
SANTIVAÑES,chagas,viviendas evaluadas,2008-06-01,1,1
SAPAHAQUI,chagas,viviendas evaluadas,2008-06-01,219,219
SIPE SIPE,chagas,viviendas evaluadas,2008-06-01,416,416
SOPACHUY,chagas,viviendas evaluadas,2008-06-01,23,23
TACACHI,chagas,viviendas evaluadas,2008-06-01,24,24
TACOPAYA,chagas,viviendas evaluadas,2008-06-01,114,114
TAPACARI,chagas,viviendas evaluadas,2008-06-01,394,394
TARATA,chagas,viviendas evaluadas,2008-06-01,365,365
TIQUIPAYA,chagas,viviendas evaluadas,2008-06-01,99,99
TOCO,chagas,viviendas evaluadas,2008-06-01,267,267
TOLATA,chagas,viviendas evaluadas,2008-06-01,120,120
TOMINA,chagas,viviendas evaluadas,2008-06-01,44,44
TOTORA(CBBA),chagas,viviendas evaluadas,2008-06-01,402,402
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2008-06-01,306,306
VALLEGRANDE,chagas,viviendas evaluadas,2008-06-01,37,37
VILA VILA,chagas,viviendas evaluadas,2008-06-01,193,193
VILLA RIVERO,chagas,viviendas evaluadas,2008-06-01,280,280
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas evaluadas,2008-06-01,46,46
VILLAZON,chagas,viviendas evaluadas,2008-06-01,267,267
VINTO,chagas,viviendas evaluadas,2008-06-01,185,185
VITICHI,chagas,viviendas evaluadas,2008-06-01,421,421
YACUIBA,chagas,viviendas evaluadas,2008-06-01,75,75
AIQUILE,chagas,viviendas evaluadas,2008-07-01,543,543
ANZALDO,chagas,viviendas evaluadas,2008-07-01,210,210
ARANI,chagas,viviendas evaluadas,2008-07-01,517,517
ARBIETO,chagas,viviendas evaluadas,2008-07-01,317,317
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas evaluadas,2008-07-01,924,924
AZURDUY,chagas,viviendas evaluadas,2008-07-01,194,194
CABEZAS,chagas,viviendas evaluadas,2008-07-01,82,82
"CAIZA ""D""",chagas,viviendas evaluadas,2008-07-01,471,471
CAJUATA,chagas,viviendas evaluadas,2008-07-01,341,341
CAMARGO,chagas,viviendas evaluadas,2008-07-01,359,359
