municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,36,36
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
VACAS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-10-01,10,10
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,26,26
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
ARANI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,15,15
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,25,25
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
CALACOTO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,13,13
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,15,15
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,27,27
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,23,23
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,55,55
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,33,33
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
COLPA BELGICA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,9,9
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,15,15
CUEVO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,30,30
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,178,178
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-11-01,26,26
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2006-11-01,10,10
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
LA ASUNTA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1655,1655
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,28,28
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,11,11
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,22,22
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,86,86
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,159,159
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,32,32
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
PORONGO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,5,5
PRESTO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,17,17
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,62,62
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,43,43
REYES,internaciones,ingresos referidos de otros establecimientos,2006-11-01,5,5
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,173,173
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,15,15
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,3,3
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,17,17
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,9,9
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,6,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-11-01,13,13
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,6,6
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,468,468
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,15,15
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-11-01,5,5
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-11-01,60,60
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,14,14
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,132,132
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,8,8
TOMINA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,60,60
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,6,6
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,75,75
VACAS,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-11-01,7,7
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,19,19
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-11-01,6,6
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-11-01,4,4
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,22,22
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-11-01,6,6
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-11-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-11-01,2,2
ACACIO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-12-01,5,5
APOLO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,31,31
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-12-01,7,7
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
BATALLAS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,7,7
BUENA VISTA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,14,14
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,8,8
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,34,34
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,16,16
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
CHUMA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,62,62
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,31,31
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
COLOMI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,6,6
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,15,15
CUEVO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
CULPINA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,175,175
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,6,6
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-12-01,11,11
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
HUACHACALLA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1369,1369
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,26,26
LURIBAY,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,6,6
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,16,16
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,84,84
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,138,138
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,23,23
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
PRESTO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,5,5
PUERTO RICO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-12-01,8,8
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-12-01,9,9
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,58,58
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,46,46
REYES,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,112,112
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,8,8
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SAN BORJA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,12,12
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,10,10
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-12-01,6,6
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-12-01,7,7
SAN PEDRO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,187,187
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,7,7
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-12-01,68,68
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,11,11
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,130,130
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
TIRAQUE (CBBA),internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
TOCO,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
TRINIDAD,internaciones,ingresos referidos de otros establecimientos,2006-12-01,11,11
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,62,62
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,2,2
URIONDO (A. CONCEPCION),internaciones,ingresos referidos de otros establecimientos,2006-12-01,3,3
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-12-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-12-01,9,9
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-12-01,5,5
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-12-01,11,11
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,14,14
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-12-01,8,8
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-12-01,1,1
