municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles otros servicios,2006-01-01,37504,37504
SANTA ROSA,internaciones,dias camas disponibles otros servicios,2006-01-01,186,186
SANTA ROSA DEL SARA,internaciones,dias camas disponibles otros servicios,2006-01-01,187,187
SANTIAGO DE HUARI,internaciones,dias camas disponibles otros servicios,2006-01-01,93,93
SANTIAGO DE MACHACA,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
SANTIVAÑES,internaciones,dias camas disponibles otros servicios,2006-01-01,340,340
SENA,internaciones,dias camas disponibles otros servicios,2006-01-01,372,372
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles otros servicios,2006-01-01,93,93
SICAYA,internaciones,dias camas disponibles otros servicios,2006-01-01,155,155
SIPE SIPE,internaciones,dias camas disponibles otros servicios,2006-01-01,620,620
SOPACHUY,internaciones,dias camas disponibles otros servicios,2006-01-01,620,620
SORATA,internaciones,dias camas disponibles otros servicios,2006-01-01,620,620
SUCRE,internaciones,dias camas disponibles otros servicios,2006-01-01,33759,33759
TACOPAYA,internaciones,dias camas disponibles otros servicios,2006-01-01,93,93
TAPACARI,internaciones,dias camas disponibles otros servicios,2006-01-01,248,248
TARABUCO,internaciones,dias camas disponibles otros servicios,2006-01-01,248,248
TARATA,internaciones,dias camas disponibles otros servicios,2006-01-01,56,56
TARIJA,internaciones,dias camas disponibles otros servicios,2006-01-01,10383,10383
TARVITA,internaciones,dias camas disponibles otros servicios,2006-01-01,713,713
TIAWANACU,internaciones,dias camas disponibles otros servicios,2006-01-01,31,31
TINGUIPAYA,internaciones,dias camas disponibles otros servicios,2006-01-01,31,31
TIPUANI,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
TIQUIPAYA,internaciones,dias camas disponibles otros servicios,2006-01-01,651,651
TIRAQUE (CBBA),internaciones,dias camas disponibles otros servicios,2006-01-01,713,713
TOCO,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
TOLATA,internaciones,dias camas disponibles otros servicios,2006-01-01,56,56
TOLEDO,internaciones,dias camas disponibles otros servicios,2006-01-01,124,124
TOMAVE,internaciones,dias camas disponibles otros servicios,2006-01-01,124,124
TOMINA,internaciones,dias camas disponibles otros servicios,2006-01-01,217,217
TORO TORO,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
TOTORA(CBBA),internaciones,dias camas disponibles otros servicios,2006-01-01,589,589
TRIGAL,internaciones,dias camas disponibles otros servicios,2006-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles otros servicios,2006-01-01,5538,5538
TUPIZA,internaciones,dias camas disponibles otros servicios,2006-01-01,2141,2141
TURCO,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
UNCIA,internaciones,dias camas disponibles otros servicios,2006-01-01,1643,1643
URUBICHA,internaciones,dias camas disponibles otros servicios,2006-01-01,186,186
UYUNI,internaciones,dias camas disponibles otros servicios,2006-01-01,1054,1054
VACAS,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
VALLEGRANDE,internaciones,dias camas disponibles otros servicios,2006-01-01,806,806
VILA VILA,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
VILLA MONTES,internaciones,dias camas disponibles otros servicios,2006-01-01,1023,1023
VILLA RIVERO,internaciones,dias camas disponibles otros servicios,2006-01-01,93,93
VILLA SERRANO,internaciones,dias camas disponibles otros servicios,2006-01-01,279,279
VILLA TUNARI,internaciones,dias camas disponibles otros servicios,2006-01-01,1767,1767
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles otros servicios,2006-01-01,310,310
VILLAZON,internaciones,dias camas disponibles otros servicios,2006-01-01,1116,1116
VINTO,internaciones,dias camas disponibles otros servicios,2006-01-01,217,217
VITICHI,internaciones,dias camas disponibles otros servicios,2006-01-01,62,62
WARNES,internaciones,dias camas disponibles otros servicios,2006-01-01,772,772
YACUIBA,internaciones,dias camas disponibles otros servicios,2006-01-01,2988,2988
YAMPARAEZ,internaciones,dias camas disponibles otros servicios,2006-01-01,341,341
YAPACANI,internaciones,dias camas disponibles otros servicios,2006-01-01,475,475
YOTALA,internaciones,dias camas disponibles otros servicios,2006-01-01,217,217
ZUDAÑEZ,internaciones,dias camas disponibles otros servicios,2006-01-01,93,93
ACACIO,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
ACHACACHI,internaciones,dias camas disponibles otros servicios,2006-02-01,420,420
AIQUILE,internaciones,dias camas disponibles otros servicios,2006-02-01,1176,1176
ALALAY,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
ALCALA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
ANCORAIMES,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
ANTEQUERA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
ANZALDO,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
APOLO,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
ARANI,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
ARBIETO,internaciones,dias camas disponibles otros servicios,2006-02-01,60,60
ARQUE,internaciones,dias camas disponibles otros servicios,2006-02-01,196,196
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles otros servicios,2006-02-01,756,756
ATOCHA,internaciones,dias camas disponibles otros servicios,2006-02-01,1512,1512
AYATA,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles otros servicios,2006-02-01,1384,1384
AZURDUY,internaciones,dias camas disponibles otros servicios,2006-02-01,504,504
BATALLAS,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
BAURES,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
BERMEJO,internaciones,dias camas disponibles otros servicios,2006-02-01,1396,1396
BETANZOS,internaciones,dias camas disponibles otros servicios,2006-02-01,339,339
BOLIVAR,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
BOYUIBE,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
BUENA VISTA,internaciones,dias camas disponibles otros servicios,2006-02-01,712,712
CABEZAS,internaciones,dias camas disponibles otros servicios,2006-02-01,504,504
CAIROMA,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
"CAIZA ""D""",internaciones,dias camas disponibles otros servicios,2006-02-01,120,120
CAMARGO,internaciones,dias camas disponibles otros servicios,2006-02-01,1092,1092
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
CAMIRI,internaciones,dias camas disponibles otros servicios,2006-02-01,2548,2548
CAPINOTA,internaciones,dias camas disponibles otros servicios,2006-02-01,336,336
CARACOLLO,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
CARANAVI,internaciones,dias camas disponibles otros servicios,2006-02-01,1157,1157
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles otros servicios,2006-02-01,19,19
CHAQUI,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
CHARAGUA,internaciones,dias camas disponibles otros servicios,2006-02-01,1011,1011
CHAYANTA,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
CHIMORE,internaciones,dias camas disponibles otros servicios,2006-02-01,112,112
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles otros servicios,2006-02-01,784,784
CHUMA,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
CLIZA,internaciones,dias camas disponibles otros servicios,2006-02-01,208,208
COBIJA,internaciones,dias camas disponibles otros servicios,2006-02-01,1646,1646
COCHABAMBA,internaciones,dias camas disponibles otros servicios,2006-02-01,46284,46284
COLCAPIRHUA,internaciones,dias camas disponibles otros servicios,2006-02-01,1064,1064
"COLCHA ""K""",internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
COLOMI,internaciones,dias camas disponibles otros servicios,2006-02-01,199,199
COLPA BELGICA,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
COLQUECHACA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
COLQUIRI,internaciones,dias camas disponibles otros servicios,2006-02-01,196,196
COMARAPA,internaciones,dias camas disponibles otros servicios,2006-02-01,644,644
CONCEPCION,internaciones,dias camas disponibles otros servicios,2006-02-01,280,280
COPACABANA,internaciones,dias camas disponibles otros servicios,2006-02-01,224,224
CORIPATA,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
CORO CORO,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
COROICO,internaciones,dias camas disponibles otros servicios,2006-02-01,896,896
CORQUE,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
COTAGAITA,internaciones,dias camas disponibles otros servicios,2006-02-01,252,252
COTOCA,internaciones,dias camas disponibles otros servicios,2006-02-01,588,588
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
CUEVO,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
CULPINA,internaciones,dias camas disponibles otros servicios,2006-02-01,448,448
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2006-02-01,112,112
EL ALTO,internaciones,dias camas disponibles otros servicios,2006-02-01,11676,11676
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2006-02-01,143,143
EL PUENTE(TJA),internaciones,dias camas disponibles otros servicios,2006-02-01,114,114
EL TORNO,internaciones,dias camas disponibles otros servicios,2006-02-01,1624,1624
EL VILLAR,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2006-02-01,448,448
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2006-02-01,280,280
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
EXALTACION,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2006-02-01,292,292
FILADELFIA,internaciones,dias camas disponibles otros servicios,2006-02-01,30,30
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2006-02-01,224,224
GUANAY,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2006-02-01,1893,1893
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2006-02-01,610,610
HUACARETA,internaciones,dias camas disponibles otros servicios,2006-02-01,476,476
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2006-02-01,112,112
HUANUNI,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
HUARACAJE,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2006-02-01,28,28
INCAHUASI,internaciones,dias camas disponibles otros servicios,2006-02-01,224,224
INQUISIVI,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2006-02-01,336,336
IXIAMAS,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
JESUS DE MACHACA,internaciones,dias camas disponibles otros servicios,2006-02-01,196,196
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
LA PAZ,internaciones,dias camas disponibles otros servicios,2006-02-01,56728,56728
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2006-02-01,112,112
LAS CARRERAS,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2006-02-01,644,644
LLICA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
LURIBAY,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
MACHACAMARCA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
MACHARETI,internaciones,dias camas disponibles otros servicios,2006-02-01,476,476
MAGDALENA,internaciones,dias camas disponibles otros servicios,2006-02-01,224,224
MAIRANA,internaciones,dias camas disponibles otros servicios,2006-02-01,168,168
MAPIRI,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
MINEROS,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
MIZQUE,internaciones,dias camas disponibles otros servicios,2006-02-01,619,619
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2006-02-01,34,34
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2006-02-01,1120,1120
MONTERO,internaciones,dias camas disponibles otros servicios,2006-02-01,1736,1736
MORO MORO,internaciones,dias camas disponibles otros servicios,2006-02-01,84,84
MOROCHATA,internaciones,dias camas disponibles otros servicios,2006-02-01,140,140
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
OCURI,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
OKINAWA,internaciones,dias camas disponibles otros servicios,2006-02-01,56,56
OMEREQUE,internaciones,dias camas disponibles otros servicios,2006-02-01,112,112
ORURO,internaciones,dias camas disponibles otros servicios,2006-02-01,11109,11109
PADILLA,internaciones,dias camas disponibles otros servicios,2006-02-01,308,308
