municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2006-02-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-02-01,4,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-02-01,1,1
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-02-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-02-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-02-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-02-01,6,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-02-01,3,3
AIQUILE,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
CAIROMA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-03-01,5,5
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-03-01,3,3
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-03-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-03-01,47,47
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
CUATRO CAÑADAS,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-03-01,13,13
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-03-01,4,4
HUACARETA,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
INCAHUASI,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-03-01,89,89
LAGUNILLAS,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
MIZQUE,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-03-01,4,4
ORURO,internaciones,fallecidos antes de las 48 horas,2006-03-01,11,11
POJO (CBBA),internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-03-01,13,13
PRESTO,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
PUNA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-03-01,103,103
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-03-01,7,7
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-03-01,108,108
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-03-01,26,26
TARABUCO,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-03-01,8,8
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-03-01,11,11
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-03-01,6,6
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2006-03-01,3,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-03-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-03-01,2,2
VITICHI,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-03-01,7,7
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-03-01,1,1
ACACIO,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-04-01,55,55
COPACABANA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-04-01,10,10
ENTRE RIOS,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-04-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-04-01,92,92
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-04-01,3,3
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-04-01,6,6
ORURO,internaciones,fallecidos antes de las 48 horas,2006-04-01,17,17
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-04-01,27,27
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
PUNA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-04-01,5,5
ROBORE,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
SACABA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-04-01,3,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-04-01,41,41
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-04-01,20,20
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-04-01,8,8
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
TOMAVE,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-04-01,9,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-04-01,3,3
VIACHA,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-04-01,4,4
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-04-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-04-01,10,10
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-04-01,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-05-01,4,4
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
CABEZAS,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-05-01,8,8
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-05-01,7,7
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-05-01,39,39
COROICO,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-05-01,9,9
EXALTACION,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
HUACARETA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
HUANUNI,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
INCAHUASI,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-05-01,97,97
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-05-01,5,5
OCURI,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2006-05-01,13,13
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-05-01,25,25
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
PUERTO CARABUCO,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-05-01,4,4
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-05-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-05-01,27,27
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-05-01,25,25
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-05-01,14,14
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-05-01,16,16
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-05-01,4,4
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
URUBICHA,internaciones,fallecidos antes de las 48 horas,2006-05-01,12,12
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-05-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-05-01,6,6
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-05-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2006-05-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-05-01,8,8
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
BETANZOS,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
CALAMARCA,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-06-01,4,4
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-06-01,5,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-06-01,40,40
"COLCHA ""K""",internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
CULPINA,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-06-01,21,21
GUANAY,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-06-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
IXIAMAS,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-06-01,64,64
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
MACHARETI,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
MAIRANA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
MIZQUE,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-06-01,4,4
ORURO,internaciones,fallecidos antes de las 48 horas,2006-06-01,15,15
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-06-01,18,18
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
QUIME,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-06-01,10,10
SACABA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-06-01,6,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-06-01,41,41
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-06-01,26,26
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-06-01,16,16
TIPUANI,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
TOTORA(CBBA),internaciones,fallecidos antes de las 48 horas,2006-06-01,3,3
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-06-01,21,21
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-06-01,2,2
VACAS,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-06-01,4,4
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-06-01,4,4
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-06-01,6,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
ZUDAÑEZ,internaciones,fallecidos antes de las 48 horas,2006-06-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-07-01,3,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-07-01,49,49
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-07-01,10,10
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
