municipality,group,variable,month,Fallecidos a partir de las 48 horas,TOTAL
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-02-01,4,4
CAPINOTA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,50,50
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,4,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-02-01,6,6
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-02-01,82,82
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
MAIRANA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,33,33
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-02-01,11,11
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2006-02-01,2,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,6,6
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2006-02-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,96,96
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-02-01,30,30
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,24,24
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-02-01,5,5
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,11,11
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,3,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-02-01,6,6
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-02-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,77,77
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
CULPINA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,11,11
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
ICLA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-03-01,112,112
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,32,32
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-03-01,19,19
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,3,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,4,4
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,113,113
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-03-01,21,21
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,25,25
TOTORA(CBBA),internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-03-01,10,10
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,7,7
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-03-01,2,2
WARNES,internaciones,fallecidos a partir de las 48 horas,2006-03-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-03-01,3,3
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,7,7
BOYUIBE,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,70,70
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,13,13
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-04-01,3,3
HUACARETA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-04-01,122,122
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,19,19
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-04-01,18,18
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,6,6
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,133,133
SOPACHUY,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-04-01,26,26
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,30,30
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-04-01,6,6
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,7,7
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-04-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-04-01,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-04-01,16,16
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
CABEZAS,internaciones,fallecidos a partir de las 48 horas,2006-05-01,14,14
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,71,71
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,14,14
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-05-01,131,131
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,5,5
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,5,5
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,27,27
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-05-01,20,20
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
ROBORE,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,110,110
SIPE SIPE,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-05-01,23,23
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,71,71
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-05-01,8,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-05-01,3,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-05-01,4,4
YAMPARAEZ,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
ZUDAÑEZ,internaciones,fallecidos a partir de las 48 horas,2006-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,5,5
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,55,55
COTOCA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-06-01,12,12
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-06-01,3,3
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-06-01,110,110
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-06-01,31,31
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,21,21
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,5,5
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-06-01,3,3
SAN PEDRO DE BUENA VISTA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,112,112
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-06-01,35,35
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,31,31
TIRAQUE (CBBA),internaciones,fallecidos a partir de las 48 horas,2006-06-01,3,3
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,10,10
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,2,2
VITICHI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-06-01,5,5
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2006-06-01,1,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-07-01,3,3
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-07-01,2,2
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,3,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,63,63
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
CURAHUARA DE CARANGAS,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,7,7
GUANAY,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-07-01,131,131
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,5,5
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,21,21
PADILLA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-07-01,28,28
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,3,3
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-07-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,142,142
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-07-01,30,30
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,19,19
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-07-01,195,195
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-07-01,2,2
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2006-07-01,1,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,2,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,6,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,68,68
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,4,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-08-01,109,109
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,2,2
MAIRANA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,26,26
PADILLA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,2,2
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,2,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-08-01,24,24
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,8,8
ROBORE,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 horas,2006-08-01,3,3
SAN LUCAS,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,150,150
SAN RAMON,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,104,104
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-08-01,26,26
TARABUCO,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,16,16
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-08-01,5,5
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,4,4
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-08-01,1,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-08-01,3,3
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,80,80
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,13,13
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2006-09-01,125,125
MAIRANA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
ORURO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,34,34
POTOSI,internaciones,fallecidos a partir de las 48 horas,2006-09-01,23,23
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
SAN RAMON,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,86,86
SUCRE,internaciones,fallecidos a partir de las 48 horas,2006-09-01,30,30
TARIJA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,6,6
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2006-09-01,11,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,4,4
UNCIA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,4,4
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2006-09-01,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 horas,2006-09-01,2,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2006-09-01,5,5
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
YAPACANI,internaciones,fallecidos a partir de las 48 horas,2006-09-01,3,3
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2006-10-01,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2006-10-01,6,6
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2006-10-01,3,3
COBIJA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,4,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2006-10-01,83,83
