municipality,group,variable,month,Egresos,TOTAL
COTOCA,internaciones,egresos,2006-01-01,111,111
CUATRO CAÑADAS,internaciones,egresos,2006-01-01,39,39
CUEVO,internaciones,egresos,2006-01-01,9,9
CULPINA,internaciones,egresos,2006-01-01,45,45
CURAHUARA DE CARANGAS,internaciones,egresos,2006-01-01,8,8
DESAGUADERO,internaciones,egresos,2006-01-01,5,5
EL ALTO,internaciones,egresos,2006-01-01,2455,2455
EL PUENTE(STC),internaciones,egresos,2006-01-01,13,13
EL TORNO,internaciones,egresos,2006-01-01,109,109
EL VILLAR,internaciones,egresos,2006-01-01,23,23
ENTRE RIOS,internaciones,egresos,2006-01-01,21,21
ENTRE RIOS,internaciones,egresos,2006-01-01,41,41
EUCALIPTUS,internaciones,egresos,2006-01-01,15,15
EXALTACION,internaciones,egresos,2006-01-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2006-01-01,32,32
FILADELFIA,internaciones,egresos,2006-01-01,2,2
GENERAL SAAVEDRA,internaciones,egresos,2006-01-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2006-01-01,3,3
GUANAY,internaciones,egresos,2006-01-01,17,17
GUAQUI,internaciones,egresos,2006-01-01,1,1
GUAYARAMERIN,internaciones,egresos,2006-01-01,468,468
GUTIERREZ,internaciones,egresos,2006-01-01,9,9
HUACARETA,internaciones,egresos,2006-01-01,27,27
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2006-01-01,3,3
HUANUNI,internaciones,egresos,2006-01-01,61,61
HUARACAJE,internaciones,egresos,2006-01-01,12,12
HUAYLLAMARCA,internaciones,egresos,2006-01-01,8,8
ICLA,internaciones,egresos,2006-01-01,1,1
INCAHUASI,internaciones,egresos,2006-01-01,24,24
INQUISIVI,internaciones,egresos,2006-01-01,21,21
IRUPANA (VILLA DE LANZA),internaciones,egresos,2006-01-01,14,14
IXIAMAS,internaciones,egresos,2006-01-01,23,23
JESUS DE MACHACA,internaciones,egresos,2006-01-01,5,5
LA ASUNTA,internaciones,egresos,2006-01-01,64,64
LA GUARDIA,internaciones,egresos,2006-01-01,140,140
LA PAZ,internaciones,egresos,2006-01-01,6540,6540
LAGUNILLAS,internaciones,egresos,2006-01-01,14,14
LAJA,internaciones,egresos,2006-01-01,4,4
LAS CARRERAS,internaciones,egresos,2006-01-01,6,6
LICOMA PAMPA,internaciones,egresos,2006-01-01,3,3
LLALLAGUA,internaciones,egresos,2006-01-01,179,179
LLICA,internaciones,egresos,2006-01-01,3,3
LURIBAY,internaciones,egresos,2006-01-01,3,3
MACHACAMARCA,internaciones,egresos,2006-01-01,1,1
MACHARETI,internaciones,egresos,2006-01-01,6,6
MAGDALENA,internaciones,egresos,2006-01-01,110,110
MAIRANA,internaciones,egresos,2006-01-01,64,64
MAPIRI,internaciones,egresos,2006-01-01,15,15
MECAPACA,internaciones,egresos,2006-01-01,8,8
MINEROS,internaciones,egresos,2006-01-01,17,17
MIZQUE,internaciones,egresos,2006-01-01,50,50
MOCOMOCO,internaciones,egresos,2006-01-01,3,3
MOJOCOYA,internaciones,egresos,2006-01-01,8,8
MONTEAGUDO,internaciones,egresos,2006-01-01,169,169
MONTERO,internaciones,egresos,2006-01-01,594,594
MORO MORO,internaciones,egresos,2006-01-01,1,1
MOROCHATA,internaciones,egresos,2006-01-01,8,8
OKINAWA,internaciones,egresos,2006-01-01,17,17
OMEREQUE,internaciones,egresos,2006-01-01,6,6
ORURO,internaciones,egresos,2006-01-01,1847,1847
PADILLA,internaciones,egresos,2006-01-01,72,72
PAILON,internaciones,egresos,2006-01-01,37,37
PALCA,internaciones,egresos,2006-01-01,8,8
PALOS BLANCOS,internaciones,egresos,2006-01-01,23,23
PAMPA AULLAGAS,internaciones,egresos,2006-01-01,1,1
PAMPA GRANDE,internaciones,egresos,2006-01-01,16,16
PAPEL PAMPA,internaciones,egresos,2006-01-01,2,2
PASORAPA,internaciones,egresos,2006-01-01,2,2
PATACAMAYA,internaciones,egresos,2006-01-01,46,46
PAZÑA,internaciones,egresos,2006-01-01,2,2
POCOATA,internaciones,egresos,2006-01-01,6,6
POCONA,internaciones,egresos,2006-01-01,14,14
POJO (CBBA),internaciones,egresos,2006-01-01,8,8
POOPO,internaciones,egresos,2006-01-01,8,8
PORCO,internaciones,egresos,2006-01-01,5,5
POROMA,internaciones,egresos,2006-01-01,6,6
PORONGO,internaciones,egresos,2006-01-01,11,11
PORTACHUELO,internaciones,egresos,2006-01-01,154,154
PORVENIR,internaciones,egresos,2006-01-01,7,7
POSTRER VALLE,internaciones,egresos,2006-01-01,2,2
POTOSI,internaciones,egresos,2006-01-01,1673,1673
PRESTO,internaciones,egresos,2006-01-01,7,7
PUCARANI,internaciones,egresos,2006-01-01,9,9
PUERTO ACOSTA,internaciones,egresos,2006-01-01,60,60
PUERTO CARABUCO,internaciones,egresos,2006-01-01,6,6
PUERTO GONZALO MORENO,internaciones,egresos,2006-01-01,7,7
PUERTO QUIJARRO,internaciones,egresos,2006-01-01,103,103
PUERTO RICO,internaciones,egresos,2006-01-01,47,47
PUERTO SUAREZ,internaciones,egresos,2006-01-01,72,72
PUERTO VILLARROEL,internaciones,egresos,2006-01-01,196,196
PUNA,internaciones,egresos,2006-01-01,24,24
PUNATA,internaciones,egresos,2006-01-01,205,205
QUIABAYA,internaciones,egresos,2006-01-01,1,1
QUILLACOLLO,internaciones,egresos,2006-01-01,355,355
QUIME,internaciones,egresos,2006-01-01,16,16
QUIRUSILLAS,internaciones,egresos,2006-01-01,3,3
RAVELO,internaciones,egresos,2006-01-01,2,2
REYES,internaciones,egresos,2006-01-01,57,57
RIBERALTA,internaciones,egresos,2006-01-01,697,697
ROBORE,internaciones,egresos,2006-01-01,98,98
RURRENABAQUE,internaciones,egresos,2006-01-01,88,88
SACABA,internaciones,egresos,2006-01-01,428,428
SACABAMBA,internaciones,egresos,2006-01-01,13,13
SACACA,internaciones,egresos,2006-01-01,18,18
SAIPINA,internaciones,egresos,2006-01-01,10,10
SAMAIPATA,internaciones,egresos,2006-01-01,23,23
SAN ANDRES,internaciones,egresos,2006-01-01,9,9
SAN ANTONIO DE LOMERIO,internaciones,egresos,2006-01-01,17,17
SAN BENITO,internaciones,egresos,2006-01-01,11,11
SAN BORJA,internaciones,egresos,2006-01-01,140,140
SAN BUENA VENTURA,internaciones,egresos,2006-01-01,20,20
SAN CARLOS,internaciones,egresos,2006-01-01,151,151
SAN IGNACIO,internaciones,egresos,2006-01-01,52,52
SAN IGNACIO DE VELASCO,internaciones,egresos,2006-01-01,473,473
SAN JAVIER(STC),internaciones,egresos,2006-01-01,62,62
SAN JOAQUIN,internaciones,egresos,2006-01-01,52,52
SAN JOSE DE CHIQUITOS,internaciones,egresos,2006-01-01,85,85
SAN JUAN DE YAPACANI,internaciones,egresos,2006-01-01,102,102
SAN JULIAN,internaciones,egresos,2006-01-01,216,216
SAN LORENZO(PND),internaciones,egresos,2006-01-01,1,1
SAN LORENZO(TJA),internaciones,egresos,2006-01-01,10,10
SAN LUCAS,internaciones,egresos,2006-01-01,54,54
SAN MATIAS,internaciones,egresos,2006-01-01,42,42
SAN MIGUEL DE VELASCO,internaciones,egresos,2006-01-01,94,94
SAN PEDRO,internaciones,egresos,2006-01-01,24,24
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2006-01-01,4,4
SAN PEDRO DE CURAHUARA,internaciones,egresos,2006-01-01,1,1
SAN PEDRO DE TIQUINA,internaciones,egresos,2006-01-01,2,2
SAN RAFAEL,internaciones,egresos,2006-01-01,16,16
SAN RAMON,internaciones,egresos,2006-01-01,12,12
SAN RAMON,internaciones,egresos,2006-01-01,36,36
SANTA ANA,internaciones,egresos,2006-01-01,93,93
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2006-01-01,8182,8182
SANTA ROSA,internaciones,egresos,2006-01-01,56,56
SANTA ROSA DEL SARA,internaciones,egresos,2006-01-01,33,33
SANTIAGO DE MACHACA,internaciones,egresos,2006-01-01,1,1
SANTIVAÑES,internaciones,egresos,2006-01-01,14,14
SENA,internaciones,egresos,2006-01-01,18,18
SICA SICA (VILLA AROMA),internaciones,egresos,2006-01-01,6,6
SIPE SIPE,internaciones,egresos,2006-01-01,34,34
SOPACHUY,internaciones,egresos,2006-01-01,36,36
SORACACHI,internaciones,egresos,2006-01-01,1,1
SORATA,internaciones,egresos,2006-01-01,34,34
SUCRE,internaciones,egresos,2006-01-01,2475,2475
TACACOMA,internaciones,egresos,2006-01-01,3,3
TACOPAYA,internaciones,egresos,2006-01-01,4,4
TAPACARI,internaciones,egresos,2006-01-01,13,13
TARABUCO,internaciones,egresos,2006-01-01,62,62
TARACO,internaciones,egresos,2006-01-01,1,1
TARATA,internaciones,egresos,2006-01-01,9,9
TARIJA,internaciones,egresos,2006-01-01,1649,1649
TARVITA,internaciones,egresos,2006-01-01,22,22
TEOPONTE,internaciones,egresos,2006-01-01,4,4
TIAWANACU,internaciones,egresos,2006-01-01,12,12
TIPUANI,internaciones,egresos,2006-01-01,33,33
TIQUIPAYA,internaciones,egresos,2006-01-01,75,75
TIRAQUE (CBBA),internaciones,egresos,2006-01-01,137,137
TOCO,internaciones,egresos,2006-01-01,5,5
TOLATA,internaciones,egresos,2006-01-01,4,4
TOLEDO,internaciones,egresos,2006-01-01,6,6
TOMAVE,internaciones,egresos,2006-01-01,7,7
TOMINA,internaciones,egresos,2006-01-01,19,19
TORO TORO,internaciones,egresos,2006-01-01,4,4
TOTORA(CBBA),internaciones,egresos,2006-01-01,19,19
TOTORA(ORR),internaciones,egresos,2006-01-01,2,2
TRIGAL,internaciones,egresos,2006-01-01,3,3
TRINIDAD,internaciones,egresos,2006-01-01,1174,1174
TUPIZA,internaciones,egresos,2006-01-01,348,348
TURCO,internaciones,egresos,2006-01-01,4,4
UNCIA,internaciones,egresos,2006-01-01,195,195
URIONDO (A. CONCEPCION),internaciones,egresos,2006-01-01,4,4
URUBICHA,internaciones,egresos,2006-01-01,8,8
UYUNI,internaciones,egresos,2006-01-01,135,135
VACAS,internaciones,egresos,2006-01-01,11,11
VALLEGRANDE,internaciones,egresos,2006-01-01,122,122
VIACHA,internaciones,egresos,2006-01-01,24,24
VILLA MONTES,internaciones,egresos,2006-01-01,165,165
VILLA RIVERO,internaciones,egresos,2006-01-01,10,10
VILLA SERRANO,internaciones,egresos,2006-01-01,13,13
VILLA TUNARI,internaciones,egresos,2006-01-01,246,246
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2006-01-01,31,31
VILLAZON,internaciones,egresos,2006-01-01,209,209
VINTO,internaciones,egresos,2006-01-01,78,78
VITICHI,internaciones,egresos,2006-01-01,5,5
WARNES,internaciones,egresos,2006-01-01,114,114
YACUIBA,internaciones,egresos,2006-01-01,747,747
YAMPARAEZ,internaciones,egresos,2006-01-01,25,25
YANACACHI,internaciones,egresos,2006-01-01,1,1
YAPACANI,internaciones,egresos,2006-01-01,198,198
YOTALA,internaciones,egresos,2006-01-01,27,27
ZUDAÑEZ,internaciones,egresos,2006-01-01,20,20
ACHACACHI,internaciones,egresos,2006-02-01,50,50
ACHOCALLA,internaciones,egresos,2006-02-01,8,8
AIQUILE,internaciones,egresos,2006-02-01,113,113
ALALAY,internaciones,egresos,2006-02-01,3,3
ALCALA,internaciones,egresos,2006-02-01,3,3
ANCORAIMES,internaciones,egresos,2006-02-01,5,5
ANTEQUERA,internaciones,egresos,2006-02-01,1,1
ANZALDO,internaciones,egresos,2006-02-01,3,3
APOLO,internaciones,egresos,2006-02-01,27,27
ARAMPAMPA,internaciones,egresos,2006-02-01,2,2
ARANI,internaciones,egresos,2006-02-01,15,15
ARBIETO,internaciones,egresos,2006-02-01,2,2
ARQUE,internaciones,egresos,2006-02-01,6,6
ASCENCION DE GUARAYOS,internaciones,egresos,2006-02-01,126,126
ATOCHA,internaciones,egresos,2006-02-01,138,138
AYATA,internaciones,egresos,2006-02-01,4,4
AYO AYO,internaciones,egresos,2006-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2006-02-01,54,54
AZURDUY,internaciones,egresos,2006-02-01,19,19
BATALLAS,internaciones,egresos,2006-02-01,13,13
BAURES,internaciones,egresos,2006-02-01,7,7
BERMEJO,internaciones,egresos,2006-02-01,114,114
BETANZOS,internaciones,egresos,2006-02-01,43,43
BOLIVAR,internaciones,egresos,2006-02-01,6,6
BOYUIBE,internaciones,egresos,2006-02-01,26,26
BUENA VISTA,internaciones,egresos,2006-02-01,20,20
CABEZAS,internaciones,egresos,2006-02-01,39,39
CAIROMA,internaciones,egresos,2006-02-01,9,9
CAJUATA,internaciones,egresos,2006-02-01,6,6
CALACOTO,internaciones,egresos,2006-02-01,1,1
CALAMARCA,internaciones,egresos,2006-02-01,6,6
CAMARGO,internaciones,egresos,2006-02-01,276,276
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2006-02-01,8,8
CAMIRI,internaciones,egresos,2006-02-01,408,408
CAPINOTA,internaciones,egresos,2006-02-01,57,57
CAQUIAVIRI,internaciones,egresos,2006-02-01,2,2
CARACOLLO,internaciones,egresos,2006-02-01,25,25
CARANAVI,internaciones,egresos,2006-02-01,141,141
CARIPUYO,internaciones,egresos,2006-02-01,1,1
CARMEN RIVERO TORREZ,internaciones,egresos,2006-02-01,15,15
CHACARILLA,internaciones,egresos,2006-02-01,1,1
CHALLAPATA,internaciones,egresos,2006-02-01,53,53
CHAQUI,internaciones,egresos,2006-02-01,1,1
CHARAGUA,internaciones,egresos,2006-02-01,91,91
CHARAÑA,internaciones,egresos,2006-02-01,1,1
CHIMORE,internaciones,egresos,2006-02-01,18,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2006-02-01,72,72
CHUMA,internaciones,egresos,2006-02-01,5,5
CLIZA,internaciones,egresos,2006-02-01,21,21
COBIJA,internaciones,egresos,2006-02-01,326,326
COCHABAMBA,internaciones,egresos,2006-02-01,5246,5246
COLCAPIRHUA,internaciones,egresos,2006-02-01,105,105
COLLANA,internaciones,egresos,2006-02-01,1,1
COLOMI,internaciones,egresos,2006-02-01,45,45
COLPA BELGICA,internaciones,egresos,2006-02-01,20,20
COLQUECHACA,internaciones,egresos,2006-02-01,1,1
COLQUIRI,internaciones,egresos,2006-02-01,20,20
COMARAPA,internaciones,egresos,2006-02-01,88,88
CONCEPCION,internaciones,egresos,2006-02-01,57,57
COPACABANA,internaciones,egresos,2006-02-01,20,20
CORIPATA,internaciones,egresos,2006-02-01,23,23
CORO CORO,internaciones,egresos,2006-02-01,6,6
COROICO,internaciones,egresos,2006-02-01,71,71
COTAGAITA,internaciones,egresos,2006-02-01,44,44
COTOCA,internaciones,egresos,2006-02-01,75,75
CUATRO CAÑADAS,internaciones,egresos,2006-02-01,65,65
CUEVO,internaciones,egresos,2006-02-01,4,4
CULPINA,internaciones,egresos,2006-02-01,31,31
CURAHUARA DE CARANGAS,internaciones,egresos,2006-02-01,1,1
DESAGUADERO,internaciones,egresos,2006-02-01,3,3
EL ALTO,internaciones,egresos,2006-02-01,2168,2168
EL PUENTE(STC),internaciones,egresos,2006-02-01,18,18
EL PUENTE(TJA),internaciones,egresos,2006-02-01,2,2
EL TORNO,internaciones,egresos,2006-02-01,143,143
EL VILLAR,internaciones,egresos,2006-02-01,21,21
ENTRE RIOS,internaciones,egresos,2006-02-01,29,29
ENTRE RIOS,internaciones,egresos,2006-02-01,25,25
EUCALIPTUS,internaciones,egresos,2006-02-01,7,7
EXALTACION,internaciones,egresos,2006-02-01,8,8
FERNANDEZ ALONSO,internaciones,egresos,2006-02-01,33,33
FILADELFIA,internaciones,egresos,2006-02-01,1,1
GENERAL SAAVEDRA,internaciones,egresos,2006-02-01,17,17
GUANAY,internaciones,egresos,2006-02-01,13,13
GUAYARAMERIN,internaciones,egresos,2006-02-01,633,633
GUTIERREZ,internaciones,egresos,2006-02-01,16,16
HUACARETA,internaciones,egresos,2006-02-01,19,19
HUANUNI,internaciones,egresos,2006-02-01,50,50
HUARACAJE,internaciones,egresos,2006-02-01,10,10
HUAYLLAMARCA,internaciones,egresos,2006-02-01,3,3
ICLA,internaciones,egresos,2006-02-01,4,4
INCAHUASI,internaciones,egresos,2006-02-01,21,21
INQUISIVI,internaciones,egresos,2006-02-01,23,23
IRUPANA (VILLA DE LANZA),internaciones,egresos,2006-02-01,28,28
IXIAMAS,internaciones,egresos,2006-02-01,8,8
JESUS DE MACHACA,internaciones,egresos,2006-02-01,2,2
LA ASUNTA,internaciones,egresos,2006-02-01,38,38
LA GUARDIA,internaciones,egresos,2006-02-01,124,124
LA PAZ,internaciones,egresos,2006-02-01,5897,5897
LAGUNILLAS,internaciones,egresos,2006-02-01,11,11
LAJA,internaciones,egresos,2006-02-01,2,2
LICOMA PAMPA,internaciones,egresos,2006-02-01,2,2
LLALLAGUA,internaciones,egresos,2006-02-01,150,150
LLICA,internaciones,egresos,2006-02-01,2,2
LURIBAY,internaciones,egresos,2006-02-01,2,2
MACHACAMARCA,internaciones,egresos,2006-02-01,2,2
MACHARETI,internaciones,egresos,2006-02-01,13,13
MAGDALENA,internaciones,egresos,2006-02-01,64,64
MAIRANA,internaciones,egresos,2006-02-01,48,48
MAPIRI,internaciones,egresos,2006-02-01,24,24
MECAPACA,internaciones,egresos,2006-02-01,7,7
MIZQUE,internaciones,egresos,2006-02-01,31,31
MOCOMOCO,internaciones,egresos,2006-02-01,6,6
MOJOCOYA,internaciones,egresos,2006-02-01,12,12
MONTEAGUDO,internaciones,egresos,2006-02-01,157,157
MONTERO,internaciones,egresos,2006-02-01,565,565
MORO MORO,internaciones,egresos,2006-02-01,5,5
MOROCHATA,internaciones,egresos,2006-02-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2006-02-01,6,6
OCURI,internaciones,egresos,2006-02-01,8,8
OKINAWA,internaciones,egresos,2006-02-01,26,26
OMEREQUE,internaciones,egresos,2006-02-01,4,4
ORURO,internaciones,egresos,2006-02-01,1832,1832
PADILLA,internaciones,egresos,2006-02-01,95,95
PAILON,internaciones,egresos,2006-02-01,45,45
PALCA,internaciones,egresos,2006-02-01,6,6
PALOS BLANCOS,internaciones,egresos,2006-02-01,58,58
PAMPA GRANDE,internaciones,egresos,2006-02-01,25,25
PAPEL PAMPA,internaciones,egresos,2006-02-01,1,1
PASORAPA,internaciones,egresos,2006-02-01,1,1
PATACAMAYA,internaciones,egresos,2006-02-01,20,20
POCOATA,internaciones,egresos,2006-02-01,1,1
POCONA,internaciones,egresos,2006-02-01,24,24
POJO (CBBA),internaciones,egresos,2006-02-01,17,17
POOPO,internaciones,egresos,2006-02-01,5,5
PORCO,internaciones,egresos,2006-02-01,4,4
POROMA,internaciones,egresos,2006-02-01,11,11
PORONGO,internaciones,egresos,2006-02-01,15,15
PORTACHUELO,internaciones,egresos,2006-02-01,123,123
PORVENIR,internaciones,egresos,2006-02-01,5,5
POSTRER VALLE,internaciones,egresos,2006-02-01,1,1
POTOSI,internaciones,egresos,2006-02-01,1470,1470
PRESTO,internaciones,egresos,2006-02-01,7,7
PUERTO ACOSTA,internaciones,egresos,2006-02-01,64,64
PUERTO CARABUCO,internaciones,egresos,2006-02-01,7,7
PUERTO GONZALO MORENO,internaciones,egresos,2006-02-01,3,3
PUERTO QUIJARRO,internaciones,egresos,2006-02-01,63,63
PUERTO RICO,internaciones,egresos,2006-02-01,39,39
PUERTO SUAREZ,internaciones,egresos,2006-02-01,99,99
PUERTO VILLARROEL,internaciones,egresos,2006-02-01,182,182
PUNA,internaciones,egresos,2006-02-01,40,40
PUNATA,internaciones,egresos,2006-02-01,225,225
QUILLACOLLO,internaciones,egresos,2006-02-01,365,365
QUIME,internaciones,egresos,2006-02-01,14,14
QUIRUSILLAS,internaciones,egresos,2006-02-01,2,2
RAVELO,internaciones,egresos,2006-02-01,3,3
REYES,internaciones,egresos,2006-02-01,49,49
RIBERALTA,internaciones,egresos,2006-02-01,642,642
ROBORE,internaciones,egresos,2006-02-01,74,74
RURRENABAQUE,internaciones,egresos,2006-02-01,103,103
SABAYA,internaciones,egresos,2006-02-01,2,2
SACABA,internaciones,egresos,2006-02-01,407,407
SACABAMBA,internaciones,egresos,2006-02-01,7,7
SACACA,internaciones,egresos,2006-02-01,20,20
SAIPINA,internaciones,egresos,2006-02-01,9,9
SAMAIPATA,internaciones,egresos,2006-02-01,20,20
SAN AGUSTIN,internaciones,egresos,2006-02-01,1,1
SAN ANDRES,internaciones,egresos,2006-02-01,11,11
SAN ANTONIO DE LOMERIO,internaciones,egresos,2006-02-01,20,20
SAN BENITO,internaciones,egresos,2006-02-01,6,6
SAN BORJA,internaciones,egresos,2006-02-01,116,116
SAN BUENA VENTURA,internaciones,egresos,2006-02-01,24,24
SAN CARLOS,internaciones,egresos,2006-02-01,150,150
SAN IGNACIO,internaciones,egresos,2006-02-01,40,40
SAN IGNACIO DE VELASCO,internaciones,egresos,2006-02-01,413,413
SAN JAVIER(STC),internaciones,egresos,2006-02-01,59,59
SAN JOAQUIN,internaciones,egresos,2006-02-01,64,64
SAN JOSE DE CHIQUITOS,internaciones,egresos,2006-02-01,81,81
SAN JUAN DE YAPACANI,internaciones,egresos,2006-02-01,104,104
SAN JULIAN,internaciones,egresos,2006-02-01,135,135
SAN LORENZO(PND),internaciones,egresos,2006-02-01,7,7
SAN LORENZO(TJA),internaciones,egresos,2006-02-01,9,9
SAN LUCAS,internaciones,egresos,2006-02-01,58,58
SAN MATIAS,internaciones,egresos,2006-02-01,51,51
SAN MIGUEL DE VELASCO,internaciones,egresos,2006-02-01,80,80
SAN PEDRO,internaciones,egresos,2006-02-01,33,33
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2006-02-01,8,8
SAN PEDRO DE CURAHUARA,internaciones,egresos,2006-02-01,1,1
SAN RAFAEL,internaciones,egresos,2006-02-01,9,9
SAN RAMON,internaciones,egresos,2006-02-01,29,29
SAN RAMON,internaciones,egresos,2006-02-01,46,46
SANTA ANA,internaciones,egresos,2006-02-01,78,78
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2006-02-01,7623,7623
SANTA ROSA,internaciones,egresos,2006-02-01,61,61
SANTA ROSA DEL SARA,internaciones,egresos,2006-02-01,66,66
SANTIAGO DE MACHACA,internaciones,egresos,2006-02-01,2,2
SANTIVAÑES,internaciones,egresos,2006-02-01,7,7
SENA,internaciones,egresos,2006-02-01,7,7
SICA SICA (VILLA AROMA),internaciones,egresos,2006-02-01,8,8
SIPE SIPE,internaciones,egresos,2006-02-01,50,50
SOPACHUY,internaciones,egresos,2006-02-01,38,38
SORACACHI,internaciones,egresos,2006-02-01,1,1
SORATA,internaciones,egresos,2006-02-01,33,33
SUCRE,internaciones,egresos,2006-02-01,2316,2316
TACOPAYA,internaciones,egresos,2006-02-01,1,1
TAPACARI,internaciones,egresos,2006-02-01,15,15
TARABUCO,internaciones,egresos,2006-02-01,61,61
TARACO,internaciones,egresos,2006-02-01,1,1
TARATA,internaciones,egresos,2006-02-01,6,6
TARIJA,internaciones,egresos,2006-02-01,1465,1465
TARVITA,internaciones,egresos,2006-02-01,17,17
TEOPONTE,internaciones,egresos,2006-02-01,6,6
TIAWANACU,internaciones,egresos,2006-02-01,4,4
TIPUANI,internaciones,egresos,2006-02-01,22,22
TIQUIPAYA,internaciones,egresos,2006-02-01,65,65
TIRAQUE (CBBA),internaciones,egresos,2006-02-01,176,176
TOCO,internaciones,egresos,2006-02-01,1,1
TOLATA,internaciones,egresos,2006-02-01,3,3
TOLEDO,internaciones,egresos,2006-02-01,3,3
TOMAVE,internaciones,egresos,2006-02-01,4,4
TOMINA,internaciones,egresos,2006-02-01,15,15
TORO TORO,internaciones,egresos,2006-02-01,10,10
TOTORA(CBBA),internaciones,egresos,2006-02-01,37,37
TOTORA(ORR),internaciones,egresos,2006-02-01,5,5
TRIGAL,internaciones,egresos,2006-02-01,3,3
