municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2006-01-01,113,113
COTOCA,internaciones,dias camas ocupadas otros servicios,2006-01-01,165,165
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,90,90
CUEVO,internaciones,dias camas ocupadas otros servicios,2006-01-01,16,16
CULPINA,internaciones,dias camas ocupadas otros servicios,2006-01-01,67,67
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,8,8
EL ALTO,internaciones,dias camas ocupadas otros servicios,2006-01-01,4807,4807
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2006-01-01,4,4
EL TORNO,internaciones,dias camas ocupadas otros servicios,2006-01-01,408,408
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2006-01-01,25,25
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2006-01-01,49,49
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2006-01-01,9,9
EUCALIPTUS,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
EXALTACION,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2006-01-01,719,719
FILADELFIA,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2006-01-01,50,50
GUANAY,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2006-01-01,1260,1260
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2006-01-01,135,135
HUACARETA,internaciones,dias camas ocupadas otros servicios,2006-01-01,53,53
HUANUNI,internaciones,dias camas ocupadas otros servicios,2006-01-01,88,88
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2006-01-01,13,13
HUAYLLAMARCA,internaciones,dias camas ocupadas otros servicios,2006-01-01,27,27
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2006-01-01,38,38
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2006-01-01,7,7
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2006-01-01,25,25
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,12,12
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2006-01-01,141,141
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2006-01-01,199,199
LA PAZ,internaciones,dias camas ocupadas otros servicios,2006-01-01,41624,41624
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,15,15
LAS CARRERAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,10,10
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2006-01-01,345,345
MACHARETI,internaciones,dias camas ocupadas otros servicios,2006-01-01,6,6
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2006-01-01,308,308
MAIRANA,internaciones,dias camas ocupadas otros servicios,2006-01-01,74,74
MAPIRI,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
MINEROS,internaciones,dias camas ocupadas otros servicios,2006-01-01,51,51
MIZQUE,internaciones,dias camas ocupadas otros servicios,2006-01-01,70,70
MOCOMOCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2006-01-01,335,335
MONTERO,internaciones,dias camas ocupadas otros servicios,2006-01-01,1528,1528
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1,1
OKINAWA,internaciones,dias camas ocupadas otros servicios,2006-01-01,32,32
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
ORURO,internaciones,dias camas ocupadas otros servicios,2006-01-01,6582,6582
PADILLA,internaciones,dias camas ocupadas otros servicios,2006-01-01,90,90
PAILON,internaciones,dias camas ocupadas otros servicios,2006-01-01,104,104
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2006-01-01,36,36
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2006-01-01,11,11
PAPEL PAMPA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1,1
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2006-01-01,13,13
PAZÑA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1,1
POCOATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
POCONA,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
POJO (CBBA),internaciones,dias camas ocupadas otros servicios,2006-01-01,14,14
POOPO,internaciones,dias camas ocupadas otros servicios,2006-01-01,4,4
POROMA,internaciones,dias camas ocupadas otros servicios,2006-01-01,18,18
PORONGO,internaciones,dias camas ocupadas otros servicios,2006-01-01,4,4
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2006-01-01,320,320
PORVENIR,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
POSTRER VALLE,internaciones,dias camas ocupadas otros servicios,2006-01-01,1,1
POTOSI,internaciones,dias camas ocupadas otros servicios,2006-01-01,5604,5604
PRESTO,internaciones,dias camas ocupadas otros servicios,2006-01-01,16,16
PUCARANI,internaciones,dias camas ocupadas otros servicios,2006-01-01,12,12
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2006-01-01,206,206
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas otros servicios,2006-01-01,9,9
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2006-01-01,246,246
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2006-01-01,86,86
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2006-01-01,263,263
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2006-01-01,401,401
PUNA,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
PUNATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,310,310
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2006-01-01,356,356
QUIME,internaciones,dias camas ocupadas otros servicios,2006-01-01,13,13
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,1,1
REYES,internaciones,dias camas ocupadas otros servicios,2006-01-01,94,94
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1434,1434
ROBORE,internaciones,dias camas ocupadas otros servicios,2006-01-01,130,130
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2006-01-01,168,168
SACABA,internaciones,dias camas ocupadas otros servicios,2006-01-01,493,493
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2006-01-01,12,12
SACACA,internaciones,dias camas ocupadas otros servicios,2006-01-01,23,23
SAIPINA,internaciones,dias camas ocupadas otros servicios,2006-01-01,11,11
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas otros servicios,2006-01-01,7,7
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,29,29
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2006-01-01,36,36
SAN BENITO,internaciones,dias camas ocupadas otros servicios,2006-01-01,4,4
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2006-01-01,247,247
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2006-01-01,19,19
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2006-01-01,363,363
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2006-01-01,25,25
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,1408,1408
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2006-01-01,73,73
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2006-01-01,71,71
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2006-01-01,144,144
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2006-01-01,241,241
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2006-01-01,460,460
SAN LORENZO(TJA),internaciones,dias camas ocupadas otros servicios,2006-01-01,18,18
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,125,125
SAN MATIAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,43,43
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,265,265
SAN PEDRO,internaciones,dias camas ocupadas otros servicios,2006-01-01,58,58
SAN PEDRO DE TIQUINA,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
SAN RAFAEL,internaciones,dias camas ocupadas otros servicios,2006-01-01,33,33
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2006-01-01,30,30
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2006-01-01,55,55
SANTA ANA,internaciones,dias camas ocupadas otros servicios,2006-01-01,230,230
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas otros servicios,2006-01-01,27229,27229
SANTA ROSA,internaciones,dias camas ocupadas otros servicios,2006-01-01,147,147
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas otros servicios,2006-01-01,33,33
SANTIVAÑES,internaciones,dias camas ocupadas otros servicios,2006-01-01,10,10
SENA,internaciones,dias camas ocupadas otros servicios,2006-01-01,16,16
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
SIPE SIPE,internaciones,dias camas ocupadas otros servicios,2006-01-01,11,11
SOPACHUY,internaciones,dias camas ocupadas otros servicios,2006-01-01,169,169
SORATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,37,37
SUCRE,internaciones,dias camas ocupadas otros servicios,2006-01-01,20431,20431
TAPACARI,internaciones,dias camas ocupadas otros servicios,2006-01-01,6,6
TARABUCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,116,116
TARATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,2,2
TARIJA,internaciones,dias camas ocupadas otros servicios,2006-01-01,6321,6321
TARVITA,internaciones,dias camas ocupadas otros servicios,2006-01-01,33,33
TIPUANI,internaciones,dias camas ocupadas otros servicios,2006-01-01,11,11
TIQUIPAYA,internaciones,dias camas ocupadas otros servicios,2006-01-01,25,25
TIRAQUE (CBBA),internaciones,dias camas ocupadas otros servicios,2006-01-01,259,259
TOCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
TOLATA,internaciones,dias camas ocupadas otros servicios,2006-01-01,12,12
TOLEDO,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
TOMAVE,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
TOMINA,internaciones,dias camas ocupadas otros servicios,2006-01-01,23,23
TORO TORO,internaciones,dias camas ocupadas otros servicios,2006-01-01,5,5
TOTORA(CBBA),internaciones,dias camas ocupadas otros servicios,2006-01-01,18,18
TRIGAL,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
TRINIDAD,internaciones,dias camas ocupadas otros servicios,2006-01-01,2548,2548
TUPIZA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1075,1075
TURCO,internaciones,dias camas ocupadas otros servicios,2006-01-01,8,8
UNCIA,internaciones,dias camas ocupadas otros servicios,2006-01-01,751,751
URUBICHA,internaciones,dias camas ocupadas otros servicios,2006-01-01,15,15
UYUNI,internaciones,dias camas ocupadas otros servicios,2006-01-01,280,280
VACAS,internaciones,dias camas ocupadas otros servicios,2006-01-01,3,3
VALLEGRANDE,internaciones,dias camas ocupadas otros servicios,2006-01-01,322,322
VILLA MONTES,internaciones,dias camas ocupadas otros servicios,2006-01-01,469,469
VILLA RIVERO,internaciones,dias camas ocupadas otros servicios,2006-01-01,7,7
VILLA SERRANO,internaciones,dias camas ocupadas otros servicios,2006-01-01,7,7
VILLA TUNARI,internaciones,dias camas ocupadas otros servicios,2006-01-01,743,743
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas otros servicios,2006-01-01,69,69
VILLAZON,internaciones,dias camas ocupadas otros servicios,2006-01-01,635,635
VINTO,internaciones,dias camas ocupadas otros servicios,2006-01-01,47,47
VITICHI,internaciones,dias camas ocupadas otros servicios,2006-01-01,7,7
WARNES,internaciones,dias camas ocupadas otros servicios,2006-01-01,318,318
YACUIBA,internaciones,dias camas ocupadas otros servicios,2006-01-01,1752,1752
YAMPARAEZ,internaciones,dias camas ocupadas otros servicios,2006-01-01,45,45
YAPACANI,internaciones,dias camas ocupadas otros servicios,2006-01-01,347,347
YOTALA,internaciones,dias camas ocupadas otros servicios,2006-01-01,43,43
ZUDAÑEZ,internaciones,dias camas ocupadas otros servicios,2006-01-01,56,56
ACHACACHI,internaciones,dias camas ocupadas otros servicios,2006-02-01,46,46
AIQUILE,internaciones,dias camas ocupadas otros servicios,2006-02-01,251,251
ANCORAIMES,internaciones,dias camas ocupadas otros servicios,2006-02-01,1,1
APOLO,internaciones,dias camas ocupadas otros servicios,2006-02-01,32,32
ARAMPAMPA,internaciones,dias camas ocupadas otros servicios,2006-02-01,2,2
ARANI,internaciones,dias camas ocupadas otros servicios,2006-02-01,28,28
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,412,412
ATOCHA,internaciones,dias camas ocupadas otros servicios,2006-02-01,485,485
AYATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas otros servicios,2006-02-01,69,69
AZURDUY,internaciones,dias camas ocupadas otros servicios,2006-02-01,21,21
BATALLAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,10,10
BAURES,internaciones,dias camas ocupadas otros servicios,2006-02-01,3,3
BERMEJO,internaciones,dias camas ocupadas otros servicios,2006-02-01,345,345
BETANZOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,19,19
BOLIVAR,internaciones,dias camas ocupadas otros servicios,2006-02-01,12,12
BOYUIBE,internaciones,dias camas ocupadas otros servicios,2006-02-01,43,43
BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,39,39
CABEZAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,52,52
CAMARGO,internaciones,dias camas ocupadas otros servicios,2006-02-01,319,319
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas otros servicios,2006-02-01,24,24
CAMIRI,internaciones,dias camas ocupadas otros servicios,2006-02-01,1076,1076
CAPINOTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,94,94
CARACOLLO,internaciones,dias camas ocupadas otros servicios,2006-02-01,10,10
CARANAVI,internaciones,dias camas ocupadas otros servicios,2006-02-01,337,337
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas otros servicios,2006-02-01,9,9
CHALLAPATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,74,74
CHARAGUA,internaciones,dias camas ocupadas otros servicios,2006-02-01,144,144
CHAYANTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,14,14
CHIMORE,internaciones,dias camas ocupadas otros servicios,2006-02-01,7,7
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas otros servicios,2006-02-01,318,318
CHUMA,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
COBIJA,internaciones,dias camas ocupadas otros servicios,2006-02-01,876,876
COCHABAMBA,internaciones,dias camas ocupadas otros servicios,2006-02-01,25387,25387
COLCAPIRHUA,internaciones,dias camas ocupadas otros servicios,2006-02-01,158,158
COLOMI,internaciones,dias camas ocupadas otros servicios,2006-02-01,11,11
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2006-02-01,20,20
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2006-02-01,20,20
COMARAPA,internaciones,dias camas ocupadas otros servicios,2006-02-01,282,282
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2006-02-01,53,53
COPACABANA,internaciones,dias camas ocupadas otros servicios,2006-02-01,11,11
CORIPATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
COROICO,internaciones,dias camas ocupadas otros servicios,2006-02-01,247,247
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2006-02-01,140,140
COTOCA,internaciones,dias camas ocupadas otros servicios,2006-02-01,57,57
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,62,62
CUEVO,internaciones,dias camas ocupadas otros servicios,2006-02-01,28,28
CULPINA,internaciones,dias camas ocupadas otros servicios,2006-02-01,80,80
DESAGUADERO,internaciones,dias camas ocupadas otros servicios,2006-02-01,5,5
EL ALTO,internaciones,dias camas ocupadas otros servicios,2006-02-01,4067,4067
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2006-02-01,8,8
EL TORNO,internaciones,dias camas ocupadas otros servicios,2006-02-01,762,762
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2006-02-01,18,18
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,4,4
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,34,34
EUCALIPTUS,internaciones,dias camas ocupadas otros servicios,2006-02-01,1,1
EXALTACION,internaciones,dias camas ocupadas otros servicios,2006-02-01,8,8
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2006-02-01,19,19
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2006-02-01,24,24
GUANAY,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2006-02-01,1528,1528
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2006-02-01,142,142
HUACARETA,internaciones,dias camas ocupadas otros servicios,2006-02-01,23,23
HUANUNI,internaciones,dias camas ocupadas otros servicios,2006-02-01,48,48
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2006-02-01,13,13
HUAYLLAMARCA,internaciones,dias camas ocupadas otros servicios,2006-02-01,2,2
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2006-02-01,24,24
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2006-02-01,29,29
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2006-02-01,38,38
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,5,5
JESUS DE MACHACA,internaciones,dias camas ocupadas otros servicios,2006-02-01,1,1
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,72,72
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2006-02-01,139,139
LA PAZ,internaciones,dias camas ocupadas otros servicios,2006-02-01,36529,36529
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,28,28
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2006-02-01,311,311
MACHARETI,internaciones,dias camas ocupadas otros servicios,2006-02-01,12,12
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2006-02-01,107,107
MAIRANA,internaciones,dias camas ocupadas otros servicios,2006-02-01,44,44
MAPIRI,internaciones,dias camas ocupadas otros servicios,2006-02-01,9,9
MIZQUE,internaciones,dias camas ocupadas otros servicios,2006-02-01,72,72
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2006-02-01,356,356
MONTERO,internaciones,dias camas ocupadas otros servicios,2006-02-01,1357,1357
MORO MORO,internaciones,dias camas ocupadas otros servicios,2006-02-01,3,3
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,4,4
OCURI,internaciones,dias camas ocupadas otros servicios,2006-02-01,3,3
OKINAWA,internaciones,dias camas ocupadas otros servicios,2006-02-01,38,38
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2006-02-01,4,4
ORURO,internaciones,dias camas ocupadas otros servicios,2006-02-01,6237,6237
PADILLA,internaciones,dias camas ocupadas otros servicios,2006-02-01,135,135
PAILON,internaciones,dias camas ocupadas otros servicios,2006-02-01,66,66
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,33,33
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2006-02-01,16,16
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2006-02-01,10,10
POJO (CBBA),internaciones,dias camas ocupadas otros servicios,2006-02-01,2,2
PORCO,internaciones,dias camas ocupadas otros servicios,2006-02-01,2,2
POROMA,internaciones,dias camas ocupadas otros servicios,2006-02-01,16,16
PORONGO,internaciones,dias camas ocupadas otros servicios,2006-02-01,9,9
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2006-02-01,282,282
PORVENIR,internaciones,dias camas ocupadas otros servicios,2006-02-01,5,5
POTOSI,internaciones,dias camas ocupadas otros servicios,2006-02-01,5027,5027
PRESTO,internaciones,dias camas ocupadas otros servicios,2006-02-01,15,15
PUCARANI,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,167,167
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2006-02-01,5,5
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas otros servicios,2006-02-01,3,3
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2006-02-01,129,129
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2006-02-01,73,73
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2006-02-01,309,309
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2006-02-01,377,377
PUNA,internaciones,dias camas ocupadas otros servicios,2006-02-01,33,33
PUNATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,568,568
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2006-02-01,289,289
QUIME,internaciones,dias camas ocupadas otros servicios,2006-02-01,11,11
REYES,internaciones,dias camas ocupadas otros servicios,2006-02-01,88,88
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,1217,1217
ROBORE,internaciones,dias camas ocupadas otros servicios,2006-02-01,70,70
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2006-02-01,217,217
SACABA,internaciones,dias camas ocupadas otros servicios,2006-02-01,395,395
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2006-02-01,6,6
SACACA,internaciones,dias camas ocupadas otros servicios,2006-02-01,34,34
SAIPINA,internaciones,dias camas ocupadas otros servicios,2006-02-01,7,7
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas otros servicios,2006-02-01,15,15
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2006-02-01,26,26
SAN AGUSTIN,internaciones,dias camas ocupadas otros servicios,2006-02-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2006-02-01,51,51
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2006-02-01,149,149
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2006-02-01,31,31
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,313,313
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2006-02-01,58,58
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2006-02-01,1436,1436
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2006-02-01,62,62
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2006-02-01,97,97
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2006-02-01,148,148
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2006-02-01,289,289
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2006-02-01,240,240
SAN LORENZO(TJA),internaciones,dias camas ocupadas otros servicios,2006-02-01,3,3
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,210,210
SAN MATIAS,internaciones,dias camas ocupadas otros servicios,2006-02-01,50,50
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas otros servicios,2006-02-01,204,204
SAN PEDRO,internaciones,dias camas ocupadas otros servicios,2006-02-01,58,58
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2006-02-01,20,20
SAN RAFAEL,internaciones,dias camas ocupadas otros servicios,2006-02-01,18,18
