municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,48,48
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,18,18
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,54,54
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COLLANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,70,70
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,42,42
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,19,19
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,11,11
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,46,46
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,19,19
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,163,163
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,8,8
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,21,21
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,16,16
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,99,99
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,17,17
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,12,12
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,11,11
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,12,12
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,18,18
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,66,66
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,9,9
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,111,111
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,11,11
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,43,43
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,32,32
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,42,42
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,43,43
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,63,63
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,189,189
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,18,18
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,17,17
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,14,14
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,16,16
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,33,33
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,54,54
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,20,20
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,26,26
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,17,17
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,155,155
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,169,169
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,61,61
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,12,12
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,15,15
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,19,19
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,61,61
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,75,75
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,14,14
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,27,27
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,62,62
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,25,25
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,8,8
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,867,867
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,37,37
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,32,32
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,25,25
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,53,53
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,18,18
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,111,111
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,9,9
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,33,33
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,43,43
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,58,58
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,105,105
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,8,8
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,17,17
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,39,39
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,38,38
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,12,12
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,21,21
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,73,73
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,60,60
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,101,101
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
TACACOMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,79,79
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,75,75
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,2,2
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,381,381
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,41,41
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,9,9
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,3,3
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,4,4
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,218,218
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,17,17
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,18,18
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,19,19
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,10,10
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,28,28
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,248,248
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,45,45
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,25,25
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,9,9
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,19,19
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,13,13
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,30,30
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,5,5
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,175,175
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,14,14
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,46,46
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,33,33
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,22,22
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,1,1
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,7,7
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,12,12
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,53,53
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,41,41
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,16,16
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,57,57
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,40,40
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-01-01,30,30
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,106,106
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,14,14
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,5,5
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,82,82
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,2,2
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,7,7
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,15,15
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,22,22
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,7,7
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,9,9
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,9,9
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,39,39
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,36,36
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,7,7
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,5,5
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,3,3
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,5,5
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,73,73
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,52,52
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,17,17
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,2,2
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,12,12
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,22,22
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,1,1
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,12,12
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,21,21
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,34,34
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,15,15
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,12,12
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,21,21
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,14,14
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,18,18
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,20,20
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,45,45
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,56,56
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,15,15
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,1,1
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,144,144
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,9,9
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,78,78
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,1,1
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,10,10
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,32,32
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,1,1
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,21,21
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,44,44
COIPASA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,5,5
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,2,2
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,19,19
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,59,59
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,1,1
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,2,2
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,49,49
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,4,4
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-02-01,17,17
