municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,12,12
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,36,36
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,17,17
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,24,24
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,24,24
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,49,49
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,24,24
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,8,8
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,14,14
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,8,8
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,40,40
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,19,19
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,8,8
TIPUANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,37,37
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,22,22
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,15,15
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,60,60
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,15,15
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,24,24
ALALAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
ALCALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,18,18
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,22,22
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
APOLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,6,6
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,10,10
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,28,28
CAIROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,29,29
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,14,14
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,73,73
CHOQUE COTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,4,4
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,21,21
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
COLOMI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,12,12
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,16,16
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,6,6
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,50,50
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
EL VILLAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,21,21
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
INQUISIVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,10,10
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,14,14
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,53,53
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,10,10
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,18,18
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,12,12
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,12,12
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
PADILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,19,19
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,18,18
PELECHUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
POCOATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,30,30
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,6,6
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,16,16
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,6,6
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,15,15
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,12,12
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,6,6
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,20,20
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,23,23
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,18,18
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,21,21
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,9,9
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,37,37
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,61,61
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,11,11
SAN RAFAEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,11,11
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,15,15
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
SORATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,10,10
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,27,27
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,4,4
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,14,14
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,2,2
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,24,24
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,3,3
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,11,11
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,4,4
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,16,16
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,39,39
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,36,36
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,5,5
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,8,8
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,7,7
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-11-01,15,15
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,38,38
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,25,25
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,3,3
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,13,13
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,14,14
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,22,22
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,12,12
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,13,13
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,8,8
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,36,36
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,24,24
CHIMORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,33,33
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,8,8
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,6,6
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,26,26
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,6,6
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,22,22
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,20,20
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,35,35
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
MAPIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,25,25
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,11,11
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,6,6
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,24,24
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,29,29
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,20,20
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,12,12
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,9,9
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,19,19
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,17,17
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
ROBORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,3,3
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,6,6
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,22,22
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,12,12
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,27,27
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,24,24
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,11,11
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,12,12
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,11,11
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,13,13
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,7,7
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,183,183
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,13,13
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,3,3
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,17,17
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,8,8
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,21,21
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,10,10
VITICHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,4,4
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,2,2
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,3,3
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-12-01,5,5
