municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,368,368
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2010-01-01,248,248
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,91,91
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,429,429
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,645,645
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,310,310
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,60,60
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,57,57
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,248,248
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,620,620
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,310,310
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,10828,10828
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,434,434
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,403,403
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,184,184
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,342,342
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
COROICO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,56,56
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,651,651
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,4774,4774
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,465,465
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,84,84
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,85,85
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,468,468
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,152,152
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,94,94
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
ICHOCA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,153,153
ICLA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,86,86
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,713,713
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,12648,12648
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
LAJA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,837,837
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,211,211
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,618,618
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,899,899
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,86,86
OCURI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,82,82
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,3267,3267
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,233,233
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,248,248
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,60,60
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,123,123
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,79,79
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,75,75
POCONA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,465,465
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
POOPO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
PORCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,75,75
POROMA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,465,465
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,434,434
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
POSTRER VALLE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,4823,4823
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,123,123
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,85,85
PUERTO SILES,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,30,30
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,620,620
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1054,1054
PUNA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,712,712
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,345,345
QUIME,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,122,122
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,589,589
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,230,230
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
SACABA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1364,1364
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,149,149
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,61,61
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,372,372
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,392,392
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,465,465
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1333,1333
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,589,589
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,193,193
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,651,651
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,493,493
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,339,339
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,302,302
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,90,90
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,15072,15072
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,434,434
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,125,125
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,153,153
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
SENA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,88,88
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,185,185
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,403,403
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,121,121
SORATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,4123,4123
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,279,279
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,650,650
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
TARACO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,60,60
TARATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1302,1302
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,661,661
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,217,217
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,540,540
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,434,434
TOCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,620,620
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,310,310
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
TRIGAL,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,4960,4960
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,430,430
TURCO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
UMALA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,90,90
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
URIONDO (A. CONCEPCION),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,59,59
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
VACAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,651,651
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,121,121
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,292,292
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,403,403
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1392,1392
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2010-01-01,216,216
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,372,372
VINTO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,341,341
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
WARNES,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,1240,1240
YACO,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,186,186
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,155,155
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,99,99
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,673,673
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,31,31
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2010-01-01,124,124
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,28,28
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,224,224
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,168,168
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,140,140
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,88,88
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
APOLO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,280,280
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,28,28
ARANI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,168,168
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,166,166
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,196,196
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,282,282
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,252,252
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
AYATA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2010-02-01,528,528
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,224,224
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
BAURES,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,368,368
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,420,420
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,140,140
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,112,112
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,312,312
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,112,112
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,112,112
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2010-02-01,224,224
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,140,140
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,196,196
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,560,560
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,280,280
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,112,112
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,252,252
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,52,52
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,51,51
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,339,339
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,84,84
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,168,168
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,56,56
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,224,224
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,25,25
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2010-02-01,140,140
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2010-02-01,140,140
