municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,28,28
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,43,43
PORVENIR,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,1,1
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,258,258
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,14,14
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,40,40
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,12,12
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,14,14
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,44,44
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,35,35
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,25,25
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,29,29
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,72,72
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
REYES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,24,24
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,79,79
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,15,15
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,4,4
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,1,1
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,171,171
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,29,29
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,11,11
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,14,14
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,17,17
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,29,29
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,68,68
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,13,13
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,49,49
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,37,37
SAN LORENZO(PND),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,7,7
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,37,37
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,30,30
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,33,33
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,4,4
SAN PEDRO(PND),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
SAN RAMON BENI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,11,11
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,49,49
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,665,665
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,15,15
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,14,14
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,4,4
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
SENA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,38,38
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,24,24
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,4,4
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,35,35
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,10,10
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,18,18
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,207,207
TACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,1,1
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,9,9
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,19,19
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,32,32
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,27,27
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,197,197
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,18,18
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,22,22
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,97,97
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,29,29
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,10,10
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,8,8
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,7,7
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,254,254
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,26,26
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,17,17
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,7,7
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,22,22
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,15,15
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,17,17
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,50,50
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,16,16
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,56,56
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,3,3
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,56,56
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,15,15
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,58,58
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,38,38
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,2,2
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,30,30
YACO,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,138,138
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,10,10
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,1,1
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,67,67
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,7,7
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,6,6
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,5,5
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2013-01-01,14,14
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,3,3
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,43,43
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,4,4
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,15,15
ALALAY,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,2,2
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,13,13
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,15,15
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,4,4
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,8,8
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,23,23
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,7,7
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,3,3
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,10,10
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,19,19
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2013-02-01,31,31
