,group,variable,month,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-01-01,3,0,3,0,3
WARNES,internaciones,fallecidos antes de las 48 horas,2011-01-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-01-01,2,1,2,1,3
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,2,0,2,2
CAIROMA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-02-01,4,0,4,0,4
CARACOLLO,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,1,1,1,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-02-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,2,0,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-02-01,20,29,20,29,49
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-02-01,10,15,10,15,25
EL PUENTE(STC),internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-02-01,4,0,4,0,4
HUACARETA,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-02-01,33,36,33,36,69
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,2,0,2,2
MAIRANA,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,1,1,1,2
ORURO,internaciones,fallecidos antes de las 48 horas,2011-02-01,8,9,8,9,17
PAILON,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-02-01,7,7,7,7,14
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
REYES,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-02-01,8,1,8,1,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,1,2,1,3
SACABAMBA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,1,2,1,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-02-01,44,29,44,29,73
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-02-01,8,11,8,11,19
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-02-01,6,4,6,4,10
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-02-01,9,6,9,6,15
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-02-01,4,3,4,3,7
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-02-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,3,1,3,4
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,2,1,2,3
WARNES,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-02-01,0,3,0,3,3
YANACACHI,internaciones,fallecidos antes de las 48 horas,2011-02-01,1,0,1,0,1
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
ALCALA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,3,0,3,3
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
CARIPUYO,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,4,1,4,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-03-01,31,30,31,30,61
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,1,1,1,2
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
CUATRO CAÑADAS,internaciones,fallecidos antes de las 48 horas,2011-03-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-03-01,19,7,19,7,26
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-03-01,3,2,3,2,5
ESCOMA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,2,1,2,3
LA GUARDIA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-03-01,51,45,51,45,96
MIZQUE,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-03-01,3,0,3,0,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-03-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 horas,2011-03-01,19,9,19,9,28
PAILON,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
PELECHUCO,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-03-01,6,7,6,7,13
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-03-01,4,1,4,1,5
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,1,1,1,2
REYES,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-03-01,5,14,5,14,19
SACABA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-03-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,2,0,2,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-03-01,4,3,4,3,7
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-03-01,45,30,45,30,75
SHINAOTA,internaciones,fallecidos antes de las 48 horas,2011-03-01,3,0,3,0,3
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-03-01,12,13,12,13,25
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-03-01,5,9,5,9,14
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-03-01,2,2,2,2,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,2,1,2,3
URUBICHA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-03-01,1,1,1,1,2
YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-03-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
AUCAPATA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,3,2,3,5
CAPINOTA,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-04-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-04-01,31,31,31,31,62
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
CORIPATA,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,0,2,0,2
CULPINA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-04-01,7,7,7,7,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,2,2,2,4
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-04-01,51,54,51,54,105
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,3,0,3,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-04-01,3,2,3,2,5
ORURO,internaciones,fallecidos antes de las 48 horas,2011-04-01,7,14,7,14,21
PADILLA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,2,0,2,2
PAILON,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-04-01,7,8,7,8,15
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-04-01,12,2,12,2,14
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-04-01,5,1,5,1,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2011-04-01,2,0,2,0,2
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,1,0,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2011-04-01,0,3,0,3,3
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-04-01,41,23,41,23,64
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-04-01,17,25,17,25,42
TARABUCO,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-04-01,9,4,9,4,13
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,4,2,4,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,2,2,2,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-04-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-04-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-04-01,2,2,2,2,4
AIQUILE,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
ALALAY,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,0,2,0,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,0,3,0,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-05-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-05-01,25,39,25,39,64
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,2,1,2,3
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-05-01,9,9,9,9,18
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-05-01,47,42,47,42,89
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,0,3,0,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-05-01,5,0,5,0,5
ORURO,internaciones,fallecidos antes de las 48 horas,2011-05-01,10,21,10,21,31
PADILLA,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
PATACAMAYA,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-05-01,7,4,7,4,11
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,0,3,0,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-05-01,5,5,5,5,10
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,1,1,1,2
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-05-01,50,66,50,66,116
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,2,0,2,2
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-05-01,43,24,43,24,67
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-05-01,13,9,13,9,22
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-05-01,5,11,5,11,16
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-05-01,6,3,6,3,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-05-01,4,4,4,4,8
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-05-01,3,1,3,1,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-05-01,1,2,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2011-05-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,1,2,1,3
WARNES,internaciones,fallecidos antes de las 48 horas,2011-05-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-05-01,4,4,4,4,8
AIQUILE,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
APOLO,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,2,1,2,3
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-06-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-06-01,0,2,0,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-06-01,27,24,27,24,51
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
COROICO,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-06-01,11,10,11,10,21
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-06-01,6,2,6,2,8
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,2,1,2,3
HUACHACALLA,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-06-01,41,50,41,50,91
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-06-01,2,2,2,2,4
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
ORURO,internaciones,fallecidos antes de las 48 horas,2011-06-01,13,8,13,8,21
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-06-01,13,5,13,5,18
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,3,0,3,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-06-01,2,1,2,1,3
REYES,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-06-01,5,7,5,7,12
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
