,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CLIZA,internaciones,ingresos espontaneos,2011-01-01,7,29,7,29,36
COBIJA,internaciones,ingresos espontaneos,2011-01-01,85,236,85,236,321
COCAPATA,internaciones,ingresos espontaneos,2011-01-01,1,7,1,7,8
COCHABAMBA,internaciones,ingresos espontaneos,2011-01-01,2800,4941,2800,4941,7741
COIPASA,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
COLCAPIRHUA,internaciones,ingresos espontaneos,2011-01-01,61,108,61,108,169
"COLCHA ""K""",internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
COLLANA,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
COLOMI,internaciones,ingresos espontaneos,2011-01-01,0,29,0,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2011-01-01,8,11,8,11,19
COLQUECHACA,internaciones,ingresos espontaneos,2011-01-01,0,11,0,11,11
COLQUENCHA,internaciones,ingresos espontaneos,2011-01-01,0,6,0,6,6
COLQUIRI,internaciones,ingresos espontaneos,2011-01-01,6,16,6,16,22
COMANCHE,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
COMARAPA,internaciones,ingresos espontaneos,2011-01-01,11,55,11,55,66
COMBAYA,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
CONCEPCION,internaciones,ingresos espontaneos,2011-01-01,19,86,19,86,105
COPACABANA,internaciones,ingresos espontaneos,2011-01-01,3,23,3,23,26
CORIPATA,internaciones,ingresos espontaneos,2011-01-01,0,13,0,13,13
CORO CORO,internaciones,ingresos espontaneos,2011-01-01,1,10,1,10,11
COROICO,internaciones,ingresos espontaneos,2011-01-01,38,61,38,61,99
CORQUE,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2011-01-01,5,19,5,19,24
COTOCA,internaciones,ingresos espontaneos,2011-01-01,10,46,10,46,56
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2011-01-01,20,25,20,25,45
CUEVO,internaciones,ingresos espontaneos,2011-01-01,1,3,1,3,4
CULPINA,internaciones,ingresos espontaneos,2011-01-01,19,51,19,51,70
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2011-01-01,0,11,0,11,11
DESAGUADERO,internaciones,ingresos espontaneos,2011-01-01,0,4,0,4,4
EL ALTO,internaciones,ingresos espontaneos,2011-01-01,746,2521,746,2521,3267
EL CHORO,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
EL PUENTE(STC),internaciones,ingresos espontaneos,2011-01-01,10,27,10,27,37
EL PUENTE(TJA),internaciones,ingresos espontaneos,2011-01-01,1,11,1,11,12
EL TORNO,internaciones,ingresos espontaneos,2011-01-01,117,166,117,166,283
EL VILLAR,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2011-01-01,3,25,3,25,28
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2011-01-01,11,7,11,7,18
ESCOMA,internaciones,ingresos espontaneos,2011-01-01,10,17,10,17,27
EUCALIPTUS,internaciones,ingresos espontaneos,2011-01-01,0,7,0,7,7
EXALTACION,internaciones,ingresos espontaneos,2011-01-01,2,4,2,4,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2011-01-01,3,15,3,15,18
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2011-01-01,1,13,1,13,14
GUANAY,internaciones,ingresos espontaneos,2011-01-01,1,16,1,16,17
GUAQUI,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2011-01-01,166,307,166,307,473
GUTIERREZ,internaciones,ingresos espontaneos,2011-01-01,14,21,14,21,35
HUACARETA,internaciones,ingresos espontaneos,2011-01-01,9,20,9,20,29
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
HUACHACALLA,internaciones,ingresos espontaneos,2011-01-01,2,2,2,2,4
HUANUNI,internaciones,ingresos espontaneos,2011-01-01,58,85,58,85,143
HUARACAJE,internaciones,ingresos espontaneos,2011-01-01,4,14,4,14,18
HUARINA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
HUMANATA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2011-01-01,3,10,3,10,13
INCAHUASI,internaciones,ingresos espontaneos,2011-01-01,1,16,1,16,17
INQUISIVI,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2011-01-01,12,27,12,27,39
IXIAMAS,internaciones,ingresos espontaneos,2011-01-01,7,20,7,20,27
JESUS DE MACHACA,internaciones,ingresos espontaneos,2011-01-01,10,3,10,3,13
LA ASUNTA,internaciones,ingresos espontaneos,2011-01-01,11,51,11,51,62
LA GUARDIA,internaciones,ingresos espontaneos,2011-01-01,73,59,73,59,132
LA PAZ,internaciones,ingresos espontaneos,2011-01-01,4380,7205,4380,7205,11585
LAGUNILLAS,internaciones,ingresos espontaneos,2011-01-01,1,5,1,5,6
LAJA,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
LICOMA PAMPA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2011-01-01,42,119,42,119,161
LLICA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
LURIBAY,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
MACHARETI,internaciones,ingresos espontaneos,2011-01-01,1,9,1,9,10
MAGDALENA,internaciones,ingresos espontaneos,2011-01-01,25,59,25,59,84
MAIRANA,internaciones,ingresos espontaneos,2011-01-01,8,55,8,55,63
MALLA,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
MAPIRI,internaciones,ingresos espontaneos,2011-01-01,3,23,3,23,26
MECAPACA,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
MINEROS,internaciones,ingresos espontaneos,2011-01-01,10,12,10,12,22
MIZQUE,internaciones,ingresos espontaneos,2011-01-01,8,53,8,53,61
MOCOMOCO,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
MOJOCOYA,internaciones,ingresos espontaneos,2011-01-01,5,0,5,0,5
MONTEAGUDO,internaciones,ingresos espontaneos,2011-01-01,75,120,75,120,195
MONTERO,internaciones,ingresos espontaneos,2011-01-01,248,386,248,386,634
MORO MORO,internaciones,ingresos espontaneos,2011-01-01,2,4,2,4,6
MOROCHATA,internaciones,ingresos espontaneos,2011-01-01,0,8,0,8,8
NAZACARA DE PACAJES,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
OCURI,internaciones,ingresos espontaneos,2011-01-01,0,11,0,11,11
OKINAWA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
OMEREQUE,internaciones,ingresos espontaneos,2011-01-01,7,14,7,14,21
ORURO,internaciones,ingresos espontaneos,2011-01-01,833,1917,833,1917,2750
PADCAYA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
PADILLA,internaciones,ingresos espontaneos,2011-01-01,29,57,29,57,86
PAILON,internaciones,ingresos espontaneos,2011-01-01,36,93,36,93,129
PALCA,internaciones,ingresos espontaneos,2011-01-01,0,4,0,4,4
PALOS BLANCOS,internaciones,ingresos espontaneos,2011-01-01,11,57,11,57,68
PAMPA GRANDE,internaciones,ingresos espontaneos,2011-01-01,1,13,1,13,14
PATACAMAYA,internaciones,ingresos espontaneos,2011-01-01,4,36,4,36,40
PELECHUCO,internaciones,ingresos espontaneos,2011-01-01,0,4,0,4,4
POCOATA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
POCONA,internaciones,ingresos espontaneos,2011-01-01,0,9,0,9,9
POJO (CBBA),internaciones,ingresos espontaneos,2011-01-01,4,3,4,3,7
POOPO,internaciones,ingresos espontaneos,2011-01-01,1,7,1,7,8
PORCO,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
POROMA,internaciones,ingresos espontaneos,2011-01-01,0,4,0,4,4
PORONGO,internaciones,ingresos espontaneos,2011-01-01,1,4,1,4,5
PORTACHUELO,internaciones,ingresos espontaneos,2011-01-01,103,171,103,171,274
PORVENIR,internaciones,ingresos espontaneos,2011-01-01,1,2,1,2,3
POSTRER VALLE,internaciones,ingresos espontaneos,2011-01-01,1,3,1,3,4
POTOSI,internaciones,ingresos espontaneos,2011-01-01,579,1033,579,1033,1612
PUCARA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
PUCARANI,internaciones,ingresos espontaneos,2011-01-01,0,8,0,8,8
PUERTO ACOSTA,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,ingresos espontaneos,2011-01-01,1,0,1,0,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2011-01-01,0,7,0,7,7
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2011-01-01,9,14,9,14,23
PUERTO RICO,internaciones,ingresos espontaneos,2011-01-01,9,16,9,16,25
PUERTO SILES,internaciones,ingresos espontaneos,2011-01-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,ingresos espontaneos,2011-01-01,123,169,123,169,292
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2011-01-01,60,128,60,128,188
PUNA,internaciones,ingresos espontaneos,2011-01-01,4,10,4,10,14
PUNATA,internaciones,ingresos espontaneos,2011-01-01,80,166,80,166,246
QUILLACOLLO,internaciones,ingresos espontaneos,2011-01-01,17,224,17,224,241
QUIME,internaciones,ingresos espontaneos,2011-01-01,1,14,1,14,15
QUIRUSILLAS,internaciones,ingresos espontaneos,2011-01-01,1,1,1,1,2
REYES,internaciones,ingresos espontaneos,2011-01-01,5,29,5,29,34
RIBERALTA,internaciones,ingresos espontaneos,2011-01-01,106,393,106,393,499
ROBORE,internaciones,ingresos espontaneos,2011-01-01,34,84,34,84,118
RURRENABAQUE,internaciones,ingresos espontaneos,2011-01-01,41,106,41,106,147
SABAYA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
SACABA,internaciones,ingresos espontaneos,2011-01-01,61,348,61,348,409
SACABAMBA,internaciones,ingresos espontaneos,2011-01-01,4,17,4,17,21
SACACA,internaciones,ingresos espontaneos,2011-01-01,5,19,5,19,24
SAIPINA,internaciones,ingresos espontaneos,2011-01-01,1,4,1,4,5
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
SAMAIPATA,internaciones,ingresos espontaneos,2011-01-01,17,51,17,51,68
SAN ANDRES,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2011-01-01,2,15,2,15,17
SAN BENITO,internaciones,ingresos espontaneos,2011-01-01,4,14,4,14,18
SAN BORJA,internaciones,ingresos espontaneos,2011-01-01,35,106,35,106,141
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2011-01-01,18,43,18,43,61
SAN CARLOS,internaciones,ingresos espontaneos,2011-01-01,19,106,19,106,125
SAN IGNACIO,internaciones,ingresos espontaneos,2011-01-01,21,63,21,63,84
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2011-01-01,136,327,136,327,463
SAN JAVIER(STC),internaciones,ingresos espontaneos,2011-01-01,10,51,10,51,61
SAN JOAQUIN,internaciones,ingresos espontaneos,2011-01-01,19,41,19,41,60
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2011-01-01,39,96,39,96,135
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2011-01-01,116,16,116,16,132
SAN JULIAN,internaciones,ingresos espontaneos,2011-01-01,55,99,55,99,154
SAN LORENZO(PND),internaciones,ingresos espontaneos,2011-01-01,10,13,10,13,23
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2011-01-01,0,4,0,4,4
SAN LUCAS,internaciones,ingresos espontaneos,2011-01-01,3,37,3,37,40
SAN MATIAS,internaciones,ingresos espontaneos,2011-01-01,21,43,21,43,64
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2011-01-01,5,26,5,26,31
SAN PEDRO,internaciones,ingresos espontaneos,2011-01-01,16,14,16,14,30
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2011-01-01,1,5,1,5,6
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
SAN RAFAEL,internaciones,ingresos espontaneos,2011-01-01,7,13,7,13,20
SAN RAMON BENI,internaciones,ingresos espontaneos,2011-01-01,12,39,12,39,51
SAN RAMON SCZ,internaciones,ingresos espontaneos,2011-01-01,11,48,11,48,59
SANTA ANA,internaciones,ingresos espontaneos,2011-01-01,34,118,34,118,152
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2011-01-01,3392,6724,3392,6724,10116
SANTA ROSA,internaciones,ingresos espontaneos,2011-01-01,6,38,6,38,44
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2011-01-01,8,32,8,32,40
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
SAPAHAQUI,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
SENA,internaciones,ingresos espontaneos,2011-01-01,1,9,1,9,10
SHINAOTA,internaciones,ingresos espontaneos,2011-01-01,40,139,40,139,179
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2011-01-01,0,15,0,15,15
SICAYA,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
SIPE SIPE,internaciones,ingresos espontaneos,2011-01-01,0,26,0,26,26
SOPACHUY,internaciones,ingresos espontaneos,2011-01-01,8,28,8,28,36
SORACACHI,internaciones,ingresos espontaneos,2011-01-01,0,1,0,1,1
SORATA,internaciones,ingresos espontaneos,2011-01-01,3,18,3,18,21
SUCRE,internaciones,ingresos espontaneos,2011-01-01,1161,2488,1161,2488,3649
TACACOMA,internaciones,ingresos espontaneos,2011-01-01,0,5,0,5,5
TACOPAYA,internaciones,ingresos espontaneos,2011-01-01,1,11,1,11,12
TAPACARI,internaciones,ingresos espontaneos,2011-01-01,1,8,1,8,9
TARABUCO,internaciones,ingresos espontaneos,2011-01-01,15,46,15,46,61
TARATA,internaciones,ingresos espontaneos,2011-01-01,0,6,0,6,6
TARIJA,internaciones,ingresos espontaneos,2011-01-01,662,1216,662,1216,1878
TARVITA,internaciones,ingresos espontaneos,2011-01-01,2,31,2,31,33
TEOPONTE,internaciones,ingresos espontaneos,2011-01-01,10,19,10,19,29
TIAWANACU,internaciones,ingresos espontaneos,2011-01-01,0,9,0,9,9
TIPUANI,internaciones,ingresos espontaneos,2011-01-01,10,22,10,22,32
TIQUIPAYA,internaciones,ingresos espontaneos,2011-01-01,17,152,17,152,169
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2011-01-01,0,26,0,26,26
TOCO,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
TOLATA,internaciones,ingresos espontaneos,2011-01-01,3,5,3,5,8
TOLEDO,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
TOMAVE,internaciones,ingresos espontaneos,2011-01-01,11,0,11,0,11
TOMINA,internaciones,ingresos espontaneos,2011-01-01,3,14,3,14,17
TORO TORO,internaciones,ingresos espontaneos,2011-01-01,2,2,2,2,4
TOTORA(CBBA),internaciones,ingresos espontaneos,2011-01-01,2,30,2,30,32
TOTORA(ORR),internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2011-01-01,1,4,1,4,5
TRINIDAD,internaciones,ingresos espontaneos,2011-01-01,415,933,415,933,1348
TUPIZA,internaciones,ingresos espontaneos,2011-01-01,152,185,152,185,337
TURCO,internaciones,ingresos espontaneos,2011-01-01,0,2,0,2,2
UMALA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
UNCIA,internaciones,ingresos espontaneos,2011-01-01,3,14,3,14,17
URUBICHA,internaciones,ingresos espontaneos,2011-01-01,3,24,3,24,27
UYUNI,internaciones,ingresos espontaneos,2011-01-01,30,100,30,100,130
VACAS,internaciones,ingresos espontaneos,2011-01-01,0,9,0,9,9
VALLEGRANDE,internaciones,ingresos espontaneos,2011-01-01,56,100,56,100,156
VIACHA,internaciones,ingresos espontaneos,2011-01-01,4,51,4,51,55
VILA VILA,internaciones,ingresos espontaneos,2011-01-01,3,1,3,1,4
VILLA CHARCAS,internaciones,ingresos espontaneos,2011-01-01,1,9,1,9,10
VILLA MONTES,internaciones,ingresos espontaneos,2011-01-01,94,160,94,160,254
VILLA RIVERO,internaciones,ingresos espontaneos,2011-01-01,4,6,4,6,10
VILLA SERRANO,internaciones,ingresos espontaneos,2011-01-01,6,25,6,25,31
VILLA TUNARI,internaciones,ingresos espontaneos,2011-01-01,117,228,117,228,345
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2011-01-01,5,16,5,16,21
VILLAZON,internaciones,ingresos espontaneos,2011-01-01,53,200,53,200,253
VINTO,internaciones,ingresos espontaneos,2011-01-01,0,62,0,62,62
VITICHI,internaciones,ingresos espontaneos,2011-01-01,1,8,1,8,9
WARNES,internaciones,ingresos espontaneos,2011-01-01,35,83,35,83,118
YACO,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
YACUIBA,internaciones,ingresos espontaneos,2011-01-01,204,476,204,476,680
YAMPARAEZ,internaciones,ingresos espontaneos,2011-01-01,0,14,0,14,14
YANACACHI,internaciones,ingresos espontaneos,2011-01-01,5,6,5,6,11
YAPACANI,internaciones,ingresos espontaneos,2011-01-01,57,96,57,96,153
YOCALLA,internaciones,ingresos espontaneos,2011-01-01,0,3,0,3,3
YOTALA,internaciones,ingresos espontaneos,2011-01-01,7,22,7,22,29
ZUDAÑEZ,internaciones,ingresos espontaneos,2011-01-01,15,17,15,17,32
ACACIO,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos espontaneos,2011-02-01,3,26,3,26,29
ACHOCALLA,internaciones,ingresos espontaneos,2011-02-01,0,6,0,6,6
AIQUILE,internaciones,ingresos espontaneos,2011-02-01,18,61,18,61,79
ALALAY,internaciones,ingresos espontaneos,2011-02-01,2,1,2,1,3
ALCALA,internaciones,ingresos espontaneos,2011-02-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2011-02-01,0,8,0,8,8
ANCORAIMES,internaciones,ingresos espontaneos,2011-02-01,0,8,0,8,8
ANDAMARCA,internaciones,ingresos espontaneos,2011-02-01,0,3,0,3,3
ANTEQUERA,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2011-02-01,0,7,0,7,7
APOLO,internaciones,ingresos espontaneos,2011-02-01,3,20,3,20,23
ARANI,internaciones,ingresos espontaneos,2011-02-01,0,17,0,17,17
ARBIETO,internaciones,ingresos espontaneos,2011-02-01,0,14,0,14,14
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2011-02-01,89,167,89,167,256
ATOCHA,internaciones,ingresos espontaneos,2011-02-01,17,44,17,44,61
AUCAPATA,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
AYATA,internaciones,ingresos espontaneos,2011-02-01,0,4,0,4,4
AYO AYO,internaciones,ingresos espontaneos,2011-02-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2011-02-01,7,28,7,28,35
AZURDUY,internaciones,ingresos espontaneos,2011-02-01,10,8,10,8,18
BATALLAS,internaciones,ingresos espontaneos,2011-02-01,1,6,1,6,7
BAURES,internaciones,ingresos espontaneos,2011-02-01,8,21,8,21,29
BELEN DE ANDAMARCA,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
BELLA FLOR,internaciones,ingresos espontaneos,2011-02-01,2,1,2,1,3
BERMEJO,internaciones,ingresos espontaneos,2011-02-01,48,193,48,193,241
BETANZOS,internaciones,ingresos espontaneos,2011-02-01,12,26,12,26,38
BOLIVAR,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos espontaneos,2011-02-01,10,18,10,18,28
BUENA VISTA,internaciones,ingresos espontaneos,2011-02-01,14,16,14,16,30
CABEZAS,internaciones,ingresos espontaneos,2011-02-01,2,2,2,2,4
CAIROMA,internaciones,ingresos espontaneos,2011-02-01,0,12,0,12,12
CAJUATA,internaciones,ingresos espontaneos,2011-02-01,0,11,0,11,11
CALAMARCA,internaciones,ingresos espontaneos,2011-02-01,0,3,0,3,3
CAMARGO,internaciones,ingresos espontaneos,2011-02-01,67,122,67,122,189
CAMIRI,internaciones,ingresos espontaneos,2011-02-01,143,294,143,294,437
CAPINOTA,internaciones,ingresos espontaneos,2011-02-01,5,37,5,37,42
CAQUIAVIRI,internaciones,ingresos espontaneos,2011-02-01,0,3,0,3,3
CARACOLLO,internaciones,ingresos espontaneos,2011-02-01,3,28,3,28,31
CARANAVI,internaciones,ingresos espontaneos,2011-02-01,32,108,32,108,140
CARAPARI,internaciones,ingresos espontaneos,2011-02-01,0,9,0,9,9
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2011-02-01,5,11,5,11,16
CHALLAPATA,internaciones,ingresos espontaneos,2011-02-01,14,66,14,66,80
CHAQUI,internaciones,ingresos espontaneos,2011-02-01,0,1,0,1,1
CHARAGUA,internaciones,ingresos espontaneos,2011-02-01,40,88,40,88,128
CHAYANTA,internaciones,ingresos espontaneos,2011-02-01,3,12,3,12,15
CHIMORE,internaciones,ingresos espontaneos,2011-02-01,6,25,6,25,31
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2011-02-01,30,66,30,66,96
CHUMA,internaciones,ingresos espontaneos,2011-02-01,0,3,0,3,3
CLIZA,internaciones,ingresos espontaneos,2011-02-01,2,30,2,30,32
COBIJA,internaciones,ingresos espontaneos,2011-02-01,120,206,120,206,326
COCAPATA,internaciones,ingresos espontaneos,2011-02-01,0,4,0,4,4
COCHABAMBA,internaciones,ingresos espontaneos,2011-02-01,2299,4256,2299,4256,6555
COLCAPIRHUA,internaciones,ingresos espontaneos,2011-02-01,50,101,50,101,151
"COLCHA ""K""",internaciones,ingresos espontaneos,2011-02-01,1,1,1,1,2
COLOMI,internaciones,ingresos espontaneos,2011-02-01,0,29,0,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2011-02-01,2,15,2,15,17
COLQUECHACA,internaciones,ingresos espontaneos,2011-02-01,0,2,0,2,2
COLQUENCHA,internaciones,ingresos espontaneos,2011-02-01,0,4,0,4,4
COLQUIRI,internaciones,ingresos espontaneos,2011-02-01,5,11,5,11,16
COMARAPA,internaciones,ingresos espontaneos,2011-02-01,16,86,16,86,102
