,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUECHACA,internaciones,egresos,2011-01-01,0,12,0,12,12
COLQUENCHA,internaciones,egresos,2011-01-01,0,6,0,6,6
COLQUIRI,internaciones,egresos,2011-01-01,6,16,6,16,22
COMANCHE,internaciones,egresos,2011-01-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2011-01-01,12,59,12,59,71
COMBAYA,internaciones,egresos,2011-01-01,0,1,0,1,1
CONCEPCION,internaciones,egresos,2011-01-01,17,86,17,86,103
COPACABANA,internaciones,egresos,2011-01-01,3,23,3,23,26
CORIPATA,internaciones,egresos,2011-01-01,0,13,0,13,13
CORO CORO,internaciones,egresos,2011-01-01,1,10,1,10,11
COROICO,internaciones,egresos,2011-01-01,40,62,40,62,102
CORQUE,internaciones,egresos,2011-01-01,0,1,0,1,1
COTAGAITA,internaciones,egresos,2011-01-01,4,24,4,24,28
COTOCA,internaciones,egresos,2011-01-01,9,42,9,42,51
CUATRO CAÑADAS,internaciones,egresos,2011-01-01,20,35,20,35,55
CUEVO,internaciones,egresos,2011-01-01,2,4,2,4,6
CULPINA,internaciones,egresos,2011-01-01,23,52,23,52,75
CURAHUARA DE CARANGAS,internaciones,egresos,2011-01-01,0,11,0,11,11
DESAGUADERO,internaciones,egresos,2011-01-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2011-01-01,784,2664,784,2664,3448
EL CHORO,internaciones,egresos,2011-01-01,0,3,0,3,3
EL PUENTE(STC),internaciones,egresos,2011-01-01,10,27,10,27,37
EL PUENTE(TJA),internaciones,egresos,2011-01-01,1,11,1,11,12
EL TORNO,internaciones,egresos,2011-01-01,117,166,117,166,283
EL VILLAR,internaciones,egresos,2011-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2011-01-01,3,25,3,25,28
ENTRE RIOS CBBA,internaciones,egresos,2011-01-01,11,7,11,7,18
ESCOMA,internaciones,egresos,2011-01-01,12,21,12,21,33
EUCALIPTUS,internaciones,egresos,2011-01-01,0,7,0,7,7
EXALTACION,internaciones,egresos,2011-01-01,2,4,2,4,6
FERNANDEZ ALONSO,internaciones,egresos,2011-01-01,3,15,3,15,18
GENERAL SAAVEDRA,internaciones,egresos,2011-01-01,1,13,1,13,14
GUANAY,internaciones,egresos,2011-01-01,1,17,1,17,18
GUAQUI,internaciones,egresos,2011-01-01,0,2,0,2,2
GUAYARAMERIN,internaciones,egresos,2011-01-01,156,327,156,327,483
GUTIERREZ,internaciones,egresos,2011-01-01,17,21,17,21,38
HUACARETA,internaciones,egresos,2011-01-01,9,20,9,20,29
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2011-01-01,0,3,0,3,3
HUACHACALLA,internaciones,egresos,2011-01-01,2,2,2,2,4
HUANUNI,internaciones,egresos,2011-01-01,58,85,58,85,143
HUARACAJE,internaciones,egresos,2011-01-01,3,13,3,13,16
HUARINA,internaciones,egresos,2011-01-01,0,3,0,3,3
HUAYLLAMARCA,internaciones,egresos,2011-01-01,0,2,0,2,2
HUMANATA,internaciones,egresos,2011-01-01,0,2,0,2,2
ICLA,internaciones,egresos,2011-01-01,3,11,3,11,14
INCAHUASI,internaciones,egresos,2011-01-01,1,16,1,16,17
INQUISIVI,internaciones,egresos,2011-01-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2011-01-01,13,27,13,27,40
IXIAMAS,internaciones,egresos,2011-01-01,7,20,7,20,27
JESUS DE MACHACA,internaciones,egresos,2011-01-01,10,3,10,3,13
LA ASUNTA,internaciones,egresos,2011-01-01,9,51,9,51,60
LA GUARDIA,internaciones,egresos,2011-01-01,75,59,75,59,134
LA PAZ,internaciones,egresos,2011-01-01,4084,7144,4084,7144,11228
LAGUNILLAS,internaciones,egresos,2011-01-01,1,5,1,5,6
LAJA,internaciones,egresos,2011-01-01,0,5,0,5,5
LICOMA PAMPA,internaciones,egresos,2011-01-01,0,3,0,3,3
LLALLAGUA,internaciones,egresos,2011-01-01,28,157,28,157,185
LLICA,internaciones,egresos,2011-01-01,0,3,0,3,3
LURIBAY,internaciones,egresos,2011-01-01,0,1,0,1,1
MACHARETI,internaciones,egresos,2011-01-01,1,4,1,4,5
MAGDALENA,internaciones,egresos,2011-01-01,25,58,25,58,83
MAIRANA,internaciones,egresos,2011-01-01,8,56,8,56,64
MALLA,internaciones,egresos,2011-01-01,0,1,0,1,1
MAPIRI,internaciones,egresos,2011-01-01,3,23,3,23,26
MECAPACA,internaciones,egresos,2011-01-01,0,5,0,5,5
MINEROS,internaciones,egresos,2011-01-01,10,12,10,12,22
MIZQUE,internaciones,egresos,2011-01-01,12,56,12,56,68
MOCOMOCO,internaciones,egresos,2011-01-01,0,5,0,5,5
MOJOCOYA,internaciones,egresos,2011-01-01,5,0,5,0,5
MONTEAGUDO,internaciones,egresos,2011-01-01,77,144,77,144,221
MONTERO,internaciones,egresos,2011-01-01,301,462,301,462,763
MORO MORO,internaciones,egresos,2011-01-01,2,4,2,4,6
MOROCHATA,internaciones,egresos,2011-01-01,0,8,0,8,8
NAZACARA DE PACAJES,internaciones,egresos,2011-01-01,0,1,0,1,1
OCURI,internaciones,egresos,2011-01-01,1,10,1,10,11
OKINAWA,internaciones,egresos,2011-01-01,0,3,0,3,3
OMEREQUE,internaciones,egresos,2011-01-01,7,14,7,14,21
ORURO,internaciones,egresos,2011-01-01,782,1623,782,1623,2405
PADCAYA,internaciones,egresos,2011-01-01,0,2,0,2,2
PADILLA,internaciones,egresos,2011-01-01,33,91,33,91,124
PAILON,internaciones,egresos,2011-01-01,36,93,36,93,129
PALCA,internaciones,egresos,2011-01-01,0,4,0,4,4
PALOS BLANCOS,internaciones,egresos,2011-01-01,11,63,11,63,74
PAMPA GRANDE,internaciones,egresos,2011-01-01,1,13,1,13,14
PATACAMAYA,internaciones,egresos,2011-01-01,4,36,4,36,40
PELECHUCO,internaciones,egresos,2011-01-01,0,4,0,4,4
POCOATA,internaciones,egresos,2011-01-01,0,3,0,3,3
POCONA,internaciones,egresos,2011-01-01,0,9,0,9,9
POJO (CBBA),internaciones,egresos,2011-01-01,4,3,4,3,7
POOPO,internaciones,egresos,2011-01-01,1,7,1,7,8
PORCO,internaciones,egresos,2011-01-01,0,5,0,5,5
POROMA,internaciones,egresos,2011-01-01,0,4,0,4,4
PORONGO,internaciones,egresos,2011-01-01,1,3,1,3,4
PORTACHUELO,internaciones,egresos,2011-01-01,104,178,104,178,282
PORVENIR,internaciones,egresos,2011-01-01,1,3,1,3,4
POSTRER VALLE,internaciones,egresos,2011-01-01,1,3,1,3,4
POTOSI,internaciones,egresos,2011-01-01,618,1034,618,1034,1652
PUCARA,internaciones,egresos,2011-01-01,0,3,0,3,3
PUCARANI,internaciones,egresos,2011-01-01,0,8,0,8,8
PUERTO ACOSTA,internaciones,egresos,2011-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,egresos,2011-01-01,1,0,1,0,1
PUERTO GONZALO MORENO,internaciones,egresos,2011-01-01,0,7,0,7,7
PUERTO QUIJARRO,internaciones,egresos,2011-01-01,9,14,9,14,23
PUERTO RICO,internaciones,egresos,2011-01-01,11,16,11,16,27
PUERTO SILES,internaciones,egresos,2011-01-01,1,1,1,1,2
PUERTO SUAREZ,internaciones,egresos,2011-01-01,76,122,76,122,198
PUERTO VILLARROEL,internaciones,egresos,2011-01-01,62,152,62,152,214
PUNA,internaciones,egresos,2011-01-01,4,10,4,10,14
PUNATA,internaciones,egresos,2011-01-01,85,191,85,191,276
QUIABAYA,internaciones,egresos,2011-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,egresos,2011-01-01,26,239,26,239,265
QUIME,internaciones,egresos,2011-01-01,1,14,1,14,15
QUIRUSILLAS,internaciones,egresos,2011-01-01,1,1,1,1,2
REYES,internaciones,egresos,2011-01-01,6,29,6,29,35
RIBERALTA,internaciones,egresos,2011-01-01,137,478,137,478,615
ROBORE,internaciones,egresos,2011-01-01,32,78,32,78,110
RURRENABAQUE,internaciones,egresos,2011-01-01,46,113,46,113,159
SABAYA,internaciones,egresos,2011-01-01,0,2,0,2,2
SACABA,internaciones,egresos,2011-01-01,58,359,58,359,417
SACABAMBA,internaciones,egresos,2011-01-01,4,17,4,17,21
SACACA,internaciones,egresos,2011-01-01,5,18,5,18,23
SAIPINA,internaciones,egresos,2011-01-01,1,4,1,4,5
SAMAIPATA,internaciones,egresos,2011-01-01,17,52,17,52,69
SAN ANDRES,internaciones,egresos,2011-01-01,0,2,0,2,2
SAN ANDRES DE MACHACA,internaciones,egresos,2011-01-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,egresos,2011-01-01,2,15,2,15,17
SAN BENITO,internaciones,egresos,2011-01-01,4,14,4,14,18
SAN BORJA,internaciones,egresos,2011-01-01,41,108,41,108,149
SAN BUENA VENTURA,internaciones,egresos,2011-01-01,18,45,18,45,63
SAN CARLOS,internaciones,egresos,2011-01-01,21,109,21,109,130
SAN IGNACIO,internaciones,egresos,2011-01-01,18,62,18,62,80
SAN IGNACIO DE VELASCO,internaciones,egresos,2011-01-01,129,336,129,336,465
SAN JAVIER(STC),internaciones,egresos,2011-01-01,12,51,12,51,63
SAN JOAQUIN,internaciones,egresos,2011-01-01,19,41,19,41,60
SAN JOSE DE CHIQUITOS,internaciones,egresos,2011-01-01,39,96,39,96,135
SAN JUAN DE YAPACANI,internaciones,egresos,2011-01-01,116,15,116,15,131
SAN JULIAN,internaciones,egresos,2011-01-01,53,99,53,99,152
SAN LORENZO(PND),internaciones,egresos,2011-01-01,10,13,10,13,23
SAN LORENZO(TJA),internaciones,egresos,2011-01-01,0,4,0,4,4
SAN LUCAS,internaciones,egresos,2011-01-01,3,41,3,41,44
SAN MATIAS,internaciones,egresos,2011-01-01,21,43,21,43,64
SAN MIGUEL DE VELASCO,internaciones,egresos,2011-01-01,5,26,5,26,31
SAN PEDRO,internaciones,egresos,2011-01-01,16,14,16,14,30
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2011-01-01,1,5,1,5,6
SAN PEDRO DE TIQUINA,internaciones,egresos,2011-01-01,0,3,0,3,3
SAN RAFAEL,internaciones,egresos,2011-01-01,7,13,7,13,20
SAN RAMON BENI,internaciones,egresos,2011-01-01,12,39,12,39,51
SAN RAMON SCZ,internaciones,egresos,2011-01-01,11,48,11,48,59
SANTA ANA,internaciones,egresos,2011-01-01,28,114,28,114,142
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2011-01-01,2814,5774,2814,5774,8588
SANTA ROSA,internaciones,egresos,2011-01-01,8,46,8,46,54
SANTA ROSA DEL SARA,internaciones,egresos,2011-01-01,8,32,8,32,40
SANTIAGO DE CALLAPA,internaciones,egresos,2011-01-01,0,2,0,2,2
SANTIAGO DE HUARI,internaciones,egresos,2011-01-01,0,2,0,2,2
SANTIAGO DE HUATA,internaciones,egresos,2011-01-01,0,4,0,4,4
SANTIAGO DE MACHACA,internaciones,egresos,2011-01-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2011-01-01,0,3,0,3,3
SAPAHAQUI,internaciones,egresos,2011-01-01,0,1,0,1,1
SENA,internaciones,egresos,2011-01-01,1,9,1,9,10
SHINAOTA,internaciones,egresos,2011-01-01,40,128,40,128,168
SICA SICA (VILLA AROMA),internaciones,egresos,2011-01-01,0,15,0,15,15
SICAYA,internaciones,egresos,2011-01-01,0,1,0,1,1
SIPE SIPE,internaciones,egresos,2011-01-01,0,26,0,26,26
SOPACHUY,internaciones,egresos,2011-01-01,8,31,8,31,39
SORATA,internaciones,egresos,2011-01-01,3,20,3,20,23
SUCRE,internaciones,egresos,2011-01-01,1228,2461,1228,2461,3689
TACACOMA,internaciones,egresos,2011-01-01,0,5,0,5,5
TACOPAYA,internaciones,egresos,2011-01-01,1,11,1,11,12
TAPACARI,internaciones,egresos,2011-01-01,1,8,1,8,9
TARABUCO,internaciones,egresos,2011-01-01,17,53,17,53,70
TARATA,internaciones,egresos,2011-01-01,0,6,0,6,6
TARIJA,internaciones,egresos,2011-01-01,676,1216,676,1216,1892
TARVITA,internaciones,egresos,2011-01-01,2,31,2,31,33
TEOPONTE,internaciones,egresos,2011-01-01,10,19,10,19,29
TIAWANACU,internaciones,egresos,2011-01-01,0,9,0,9,9
TIPUANI,internaciones,egresos,2011-01-01,10,22,10,22,32
TIQUIPAYA,internaciones,egresos,2011-01-01,17,152,17,152,169
TIRAQUE (CBBA),internaciones,egresos,2011-01-01,0,26,0,26,26
TOCO,internaciones,egresos,2011-01-01,0,3,0,3,3
TOLATA,internaciones,egresos,2011-01-01,3,5,3,5,8
TOLEDO,internaciones,egresos,2011-01-01,0,2,0,2,2
TOMAVE,internaciones,egresos,2011-01-01,12,0,12,0,12
TOMINA,internaciones,egresos,2011-01-01,3,14,3,14,17
TORO TORO,internaciones,egresos,2011-01-01,2,4,2,4,6
TOTORA(CBBA),internaciones,egresos,2011-01-01,2,30,2,30,32
TOTORA(ORR),internaciones,egresos,2011-01-01,0,2,0,2,2
TRIGAL,internaciones,egresos,2011-01-01,1,4,1,4,5
TRINIDAD,internaciones,egresos,2011-01-01,381,740,381,740,1121
TUPIZA,internaciones,egresos,2011-01-01,144,208,144,208,352
TURCO,internaciones,egresos,2011-01-01,0,2,0,2,2
UMALA,internaciones,egresos,2011-01-01,0,3,0,3,3
UNCIA,internaciones,egresos,2011-01-01,3,13,3,13,16
URUBICHA,internaciones,egresos,2011-01-01,3,24,3,24,27
UYUNI,internaciones,egresos,2011-01-01,25,95,25,95,120
VACAS,internaciones,egresos,2011-01-01,0,9,0,9,9
VALLEGRANDE,internaciones,egresos,2011-01-01,55,96,55,96,151
VIACHA,internaciones,egresos,2011-01-01,57,51,57,51,108
VILA VILA,internaciones,egresos,2011-01-01,3,1,3,1,4
VILLA CHARCAS,internaciones,egresos,2011-01-01,1,9,1,9,10
VILLA MONTES,internaciones,egresos,2011-01-01,78,203,78,203,281
VILLA RIVERO,internaciones,egresos,2011-01-01,4,6,4,6,10
VILLA SERRANO,internaciones,egresos,2011-01-01,5,22,5,22,27
VILLA TUNARI,internaciones,egresos,2011-01-01,107,226,107,226,333
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2011-01-01,5,17,5,17,22
VILLAZON,internaciones,egresos,2011-01-01,65,186,65,186,251
VINTO,internaciones,egresos,2011-01-01,0,62,0,62,62
VITICHI,internaciones,egresos,2011-01-01,0,4,0,4,4
WARNES,internaciones,egresos,2011-01-01,32,77,32,77,109
YACO,internaciones,egresos,2011-01-01,0,3,0,3,3
YACUIBA,internaciones,egresos,2011-01-01,199,466,199,466,665
YAMPARAEZ,internaciones,egresos,2011-01-01,0,14,0,14,14
YANACACHI,internaciones,egresos,2011-01-01,5,6,5,6,11
YAPACANI,internaciones,egresos,2011-01-01,56,96,56,96,152
YOCALLA,internaciones,egresos,2011-01-01,0,1,0,1,1
YOTALA,internaciones,egresos,2011-01-01,7,22,7,22,29
ZUDAÑEZ,internaciones,egresos,2011-01-01,14,17,14,17,31
ACACIO,internaciones,egresos,2011-02-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2011-02-01,4,30,4,30,34
ACHOCALLA,internaciones,egresos,2011-02-01,0,6,0,6,6
AIQUILE,internaciones,egresos,2011-02-01,18,62,18,62,80
ALALAY,internaciones,egresos,2011-02-01,2,1,2,1,3
ALCALA,internaciones,egresos,2011-02-01,0,2,0,2,2
ALTO BENI,internaciones,egresos,2011-02-01,0,8,0,8,8
ANCORAIMES,internaciones,egresos,2011-02-01,0,8,0,8,8
ANDAMARCA,internaciones,egresos,2011-02-01,0,3,0,3,3
ANTEQUERA,internaciones,egresos,2011-02-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2011-02-01,0,7,0,7,7
APOLO,internaciones,egresos,2011-02-01,3,20,3,20,23
ARANI,internaciones,egresos,2011-02-01,0,17,0,17,17
ARBIETO,internaciones,egresos,2011-02-01,0,14,0,14,14
ASCENCION DE GUARAYOS,internaciones,egresos,2011-02-01,78,173,78,173,251
ATOCHA,internaciones,egresos,2011-02-01,17,46,17,46,63
AUCAPATA,internaciones,egresos,2011-02-01,0,1,0,1,1
AYATA,internaciones,egresos,2011-02-01,0,4,0,4,4
AYO AYO,internaciones,egresos,2011-02-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2011-02-01,9,30,9,30,39
AZURDUY,internaciones,egresos,2011-02-01,9,8,9,8,17
BATALLAS,internaciones,egresos,2011-02-01,1,6,1,6,7
BAURES,internaciones,egresos,2011-02-01,5,20,5,20,25
BELEN DE ANDAMARCA,internaciones,egresos,2011-02-01,0,1,0,1,1
BELLA FLOR,internaciones,egresos,2011-02-01,2,1,2,1,3
BERMEJO,internaciones,egresos,2011-02-01,53,193,53,193,246
BETANZOS,internaciones,egresos,2011-02-01,13,26,13,26,39
BOLIVAR,internaciones,egresos,2011-02-01,0,1,0,1,1
BOYUIBE,internaciones,egresos,2011-02-01,10,24,10,24,34
BUENA VISTA,internaciones,egresos,2011-02-01,11,9,11,9,20
CABEZAS,internaciones,egresos,2011-02-01,2,2,2,2,4
CAIROMA,internaciones,egresos,2011-02-01,0,11,0,11,11
CAJUATA,internaciones,egresos,2011-02-01,0,11,0,11,11
CALAMARCA,internaciones,egresos,2011-02-01,0,3,0,3,3
CAMARGO,internaciones,egresos,2011-02-01,59,119,59,119,178
CAMIRI,internaciones,egresos,2011-02-01,140,287,140,287,427
CAPINOTA,internaciones,egresos,2011-02-01,6,35,6,35,41
CAQUIAVIRI,internaciones,egresos,2011-02-01,0,3,0,3,3
CARACOLLO,internaciones,egresos,2011-02-01,3,27,3,27,30
CARANAVI,internaciones,egresos,2011-02-01,37,139,37,139,176
CARAPARI,internaciones,egresos,2011-02-01,0,9,0,9,9
CARMEN RIVERO TORREZ,internaciones,egresos,2011-02-01,5,11,5,11,16
CHALLAPATA,internaciones,egresos,2011-02-01,16,72,16,72,88
CHAQUI,internaciones,egresos,2011-02-01,0,1,0,1,1
CHARAGUA,internaciones,egresos,2011-02-01,40,88,40,88,128
CHAYANTA,internaciones,egresos,2011-02-01,3,12,3,12,15
CHIMORE,internaciones,egresos,2011-02-01,6,25,6,25,31
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2011-02-01,31,66,31,66,97
CHUMA,internaciones,egresos,2011-02-01,0,3,0,3,3
CLIZA,internaciones,egresos,2011-02-01,2,30,2,30,32
COBIJA,internaciones,egresos,2011-02-01,142,298,142,298,440
COCAPATA,internaciones,egresos,2011-02-01,0,5,0,5,5
COCHABAMBA,internaciones,egresos,2011-02-01,2368,4564,2368,4564,6932
COLCAPIRHUA,internaciones,egresos,2011-02-01,50,94,50,94,144
"COLCHA ""K""",internaciones,egresos,2011-02-01,1,1,1,1,2
COLOMI,internaciones,egresos,2011-02-01,0,29,0,29,29
COLPA BELGICA,internaciones,egresos,2011-02-01,11,34,11,34,45
COLQUECHACA,internaciones,egresos,2011-02-01,0,2,0,2,2
COLQUENCHA,internaciones,egresos,2011-02-01,0,4,0,4,4
COLQUIRI,internaciones,egresos,2011-02-01,5,11,5,11,16
COMARAPA,internaciones,egresos,2011-02-01,11,80,11,80,91
COMBAYA,internaciones,egresos,2011-02-01,0,1,0,1,1
CONCEPCION,internaciones,egresos,2011-02-01,12,60,12,60,72
COPACABANA,internaciones,egresos,2011-02-01,5,6,5,6,11
CORIPATA,internaciones,egresos,2011-02-01,0,10,0,10,10
CORO CORO,internaciones,egresos,2011-02-01,3,5,3,5,8
COROICO,internaciones,egresos,2011-02-01,45,65,45,65,110
COTAGAITA,internaciones,egresos,2011-02-01,6,13,6,13,19
COTOCA,internaciones,egresos,2011-02-01,10,114,10,114,124
CUATRO CAÑADAS,internaciones,egresos,2011-02-01,14,20,14,20,34
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2011-02-01,1,0,1,0,1
CUEVO,internaciones,egresos,2011-02-01,5,7,5,7,12
CULPINA,internaciones,egresos,2011-02-01,8,46,8,46,54
CURAHUARA DE CARANGAS,internaciones,egresos,2011-02-01,0,2,0,2,2
DESAGUADERO,internaciones,egresos,2011-02-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2011-02-01,686,2383,686,2383,3069
EL CHORO,internaciones,egresos,2011-02-01,0,6,0,6,6
EL PUENTE(STC),internaciones,egresos,2011-02-01,15,24,15,24,39
EL TORNO,internaciones,egresos,2011-02-01,101,212,101,212,313
EL VILLAR,internaciones,egresos,2011-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,egresos,2011-02-01,4,24,4,24,28
ENTRE RIOS CBBA,internaciones,egresos,2011-02-01,4,22,4,22,26
ESCOMA,internaciones,egresos,2011-02-01,15,21,15,21,36
EUCALIPTUS,internaciones,egresos,2011-02-01,0,3,0,3,3
EXALTACION,internaciones,egresos,2011-02-01,0,6,0,6,6
FERNANDEZ ALONSO,internaciones,egresos,2011-02-01,28,20,28,20,48
GENERAL SAAVEDRA,internaciones,egresos,2011-02-01,0,13,0,13,13
GUANAY,internaciones,egresos,2011-02-01,4,17,4,17,21
GUAQUI,internaciones,egresos,2011-02-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2011-02-01,129,327,129,327,456
GUTIERREZ,internaciones,egresos,2011-02-01,22,31,22,31,53
HUACARETA,internaciones,egresos,2011-02-01,8,16,8,16,24
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2011-02-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2011-02-01,1,0,1,0,1
HUANUNI,internaciones,egresos,2011-02-01,43,66,43,66,109
HUARACAJE,internaciones,egresos,2011-02-01,10,16,10,16,26
HUARINA,internaciones,egresos,2011-02-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2011-02-01,0,5,0,5,5
HUMANATA,internaciones,egresos,2011-02-01,0,1,0,1,1
ICHOCA,internaciones,egresos,2011-02-01,1,0,1,0,1
ICLA,internaciones,egresos,2011-02-01,0,14,0,14,14
INCAHUASI,internaciones,egresos,2011-02-01,0,17,0,17,17
IRUPANA (VILLA DE LANZA),internaciones,egresos,2011-02-01,6,16,6,16,22
IXIAMAS,internaciones,egresos,2011-02-01,12,25,12,25,37
JESUS DE MACHACA,internaciones,egresos,2011-02-01,0,21,0,21,21
LA ASUNTA,internaciones,egresos,2011-02-01,8,41,8,41,49
LA GUARDIA,internaciones,egresos,2011-02-01,55,130,55,130,185
LA PAZ,internaciones,egresos,2011-02-01,3162,5116,3162,5116,8278
LAGUNILLAS,internaciones,egresos,2011-02-01,3,12,3,12,15
LAJA,internaciones,egresos,2011-02-01,0,7,0,7,7
LAS CARRERAS,internaciones,egresos,2011-02-01,0,3,0,3,3
LICOMA PAMPA,internaciones,egresos,2011-02-01,0,2,0,2,2
LLALLAGUA,internaciones,egresos,2011-02-01,47,102,47,102,149
LLICA,internaciones,egresos,2011-02-01,0,4,0,4,4
LURIBAY,internaciones,egresos,2011-02-01,0,6,0,6,6
MACHACAMARCA,internaciones,egresos,2011-02-01,1,6,1,6,7
MACHARETI,internaciones,egresos,2011-02-01,1,10,1,10,11
MAGDALENA,internaciones,egresos,2011-02-01,32,64,32,64,96
MAIRANA,internaciones,egresos,2011-02-01,6,40,6,40,46
MAPIRI,internaciones,egresos,2011-02-01,1,35,1,35,36
MECAPACA,internaciones,egresos,2011-02-01,0,5,0,5,5
MINEROS,internaciones,egresos,2011-02-01,3,10,3,10,13
