municipality,group,variable,month,Viviendas Evaluadas,TOTAL
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2018-03-01,198,198
ARANI,chagas viviendas,viviendas evaluadas,2018-03-01,275,275
ARBIETO,chagas viviendas,viviendas evaluadas,2018-03-01,281,281
ARQUE,chagas viviendas,viviendas evaluadas,2018-03-01,44,44
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2018-03-01,255,255
CAPINOTA,chagas viviendas,viviendas evaluadas,2018-03-01,1250,1250
CKOCHAS,chagas viviendas,viviendas evaluadas,2018-03-01,331,331
CLIZA,chagas viviendas,viviendas evaluadas,2018-03-01,266,266
COCHABAMBA,chagas viviendas,viviendas evaluadas,2018-03-01,371,371
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2018-03-01,24,24
COLQUECHACA,chagas viviendas,viviendas evaluadas,2018-03-01,208,208
COMARAPA,chagas viviendas,viviendas evaluadas,2018-03-01,121,121
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2018-03-01,171,171
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2018-03-01,94,94
EL TORNO,chagas viviendas,viviendas evaluadas,2018-03-01,6,6
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2018-03-01,158,158
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2018-03-01,363,363
MIZQUE,chagas viviendas,viviendas evaluadas,2018-03-01,207,207
OMEREQUE,chagas viviendas,viviendas evaluadas,2018-03-01,70,70
PADCAYA,chagas viviendas,viviendas evaluadas,2018-03-01,91,91
PASORAPA,chagas viviendas,viviendas evaluadas,2018-03-01,161,161
POCONA,chagas viviendas,viviendas evaluadas,2018-03-01,132,132
POJO (CBBA),chagas viviendas,viviendas evaluadas,2018-03-01,120,120
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2018-03-01,325,325
PRESTO,chagas viviendas,viviendas evaluadas,2018-03-01,611,611
PUNATA,chagas viviendas,viviendas evaluadas,2018-03-01,145,145
RAVELO,chagas viviendas,viviendas evaluadas,2018-03-01,192,192
SACABA,chagas viviendas,viviendas evaluadas,2018-03-01,631,631
SACABAMBA,chagas viviendas,viviendas evaluadas,2018-03-01,122,122
SAN BENITO,chagas viviendas,viviendas evaluadas,2018-03-01,182,182
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2018-03-01,148,148
SAN LUCAS,chagas viviendas,viviendas evaluadas,2018-03-01,1,1
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2018-03-01,213,213
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2018-03-01,393,393
SICAYA,chagas viviendas,viviendas evaluadas,2018-03-01,109,109
SIPE SIPE,chagas viviendas,viviendas evaluadas,2018-03-01,221,221
TACACHI,chagas viviendas,viviendas evaluadas,2018-03-01,112,112
TACOPAYA,chagas viviendas,viviendas evaluadas,2018-03-01,317,317
TAPACARI,chagas viviendas,viviendas evaluadas,2018-03-01,19,19
TARATA,chagas viviendas,viviendas evaluadas,2018-03-01,315,315
TARIJA,chagas viviendas,viviendas evaluadas,2018-03-01,177,177
TOCO,chagas viviendas,viviendas evaluadas,2018-03-01,198,198
TOLATA,chagas viviendas,viviendas evaluadas,2018-03-01,111,111
TOMAVE,chagas viviendas,viviendas evaluadas,2018-03-01,276,276
TOMINA,chagas viviendas,viviendas evaluadas,2018-03-01,50,50
TORO TORO,chagas viviendas,viviendas evaluadas,2018-03-01,238,238
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2018-03-01,44,44
TUPIZA,chagas viviendas,viviendas evaluadas,2018-03-01,702,702
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2018-03-01,63,63
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2018-03-01,270,270
VILLA MONTES,chagas viviendas,viviendas evaluadas,2018-03-01,191,191
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2018-03-01,168,168
VINTO,chagas viviendas,viviendas evaluadas,2018-03-01,217,217
VITICHI,chagas viviendas,viviendas evaluadas,2018-03-01,170,170
YOTALA,chagas viviendas,viviendas evaluadas,2018-03-01,357,357
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2018-03-01,563,563
ACACIO,chagas viviendas,viviendas evaluadas,2018-04-01,375,375
AIQUILE,chagas viviendas,viviendas evaluadas,2018-04-01,817,817
ANZALDO,chagas viviendas,viviendas evaluadas,2018-04-01,26,26
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2018-04-01,179,179
ARANI,chagas viviendas,viviendas evaluadas,2018-04-01,148,148
ARBIETO,chagas viviendas,viviendas evaluadas,2018-04-01,114,114
ARQUE,chagas viviendas,viviendas evaluadas,2018-04-01,236,236
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2018-04-01,327,327
BETANZOS,chagas viviendas,viviendas evaluadas,2018-04-01,90,90
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2018-04-01,231,231
CAMARGO,chagas viviendas,viviendas evaluadas,2018-04-01,450,450
CAPINOTA,chagas viviendas,viviendas evaluadas,2018-04-01,689,689
CKOCHAS,chagas viviendas,viviendas evaluadas,2018-04-01,453,453
CLIZA,chagas viviendas,viviendas evaluadas,2018-04-01,223,223
COCAPATA,chagas viviendas,viviendas evaluadas,2018-04-01,316,316
COCHABAMBA,chagas viviendas,viviendas evaluadas,2018-04-01,481,481
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2018-04-01,168,168
COTAGAITA,chagas viviendas,viviendas evaluadas,2018-04-01,352,352
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2018-04-01,137,137
CUEVO,chagas viviendas,viviendas evaluadas,2018-04-01,55,55
CULPINA,chagas viviendas,viviendas evaluadas,2018-04-01,354,354
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2018-04-01,125,125
GUTIERREZ,chagas viviendas,viviendas evaluadas,2018-04-01,184,184
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2018-04-01,396,396
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2018-04-01,154,154
LURIBAY,chagas viviendas,viviendas evaluadas,2018-04-01,359,359
MIZQUE,chagas viviendas,viviendas evaluadas,2018-04-01,756,756
MOJOCOYA,chagas viviendas,viviendas evaluadas,2018-04-01,42,42
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2018-04-01,67,67
MOROCHATA,chagas viviendas,viviendas evaluadas,2018-04-01,151,151
OCURI,chagas viviendas,viviendas evaluadas,2018-04-01,79,79
OMEREQUE,chagas viviendas,viviendas evaluadas,2018-04-01,159,159
PADCAYA,chagas viviendas,viviendas evaluadas,2018-04-01,37,37
POCONA,chagas viviendas,viviendas evaluadas,2018-04-01,154,154
POJO (CBBA),chagas viviendas,viviendas evaluadas,2018-04-01,22,22
POROMA,chagas viviendas,viviendas evaluadas,2018-04-01,227,227
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2018-04-01,20,20
PRESTO,chagas viviendas,viviendas evaluadas,2018-04-01,80,80
PUNA,chagas viviendas,viviendas evaluadas,2018-04-01,179,179
PUNATA,chagas viviendas,viviendas evaluadas,2018-04-01,274,274
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2018-04-01,1103,1103
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2018-04-01,14,14
RAVELO,chagas viviendas,viviendas evaluadas,2018-04-01,169,169
SACABA,chagas viviendas,viviendas evaluadas,2018-04-01,690,690
SAN BENITO,chagas viviendas,viviendas evaluadas,2018-04-01,131,131
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2018-04-01,110,110
SAN LUCAS,chagas viviendas,viviendas evaluadas,2018-04-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2018-04-01,606,606
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2018-04-01,236,236
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2018-04-01,506,506
SICAYA,chagas viviendas,viviendas evaluadas,2018-04-01,87,87
SIPE SIPE,chagas viviendas,viviendas evaluadas,2018-04-01,412,412
SOPACHUY,chagas viviendas,viviendas evaluadas,2018-04-01,24,24
SUCRE,chagas viviendas,viviendas evaluadas,2018-04-01,332,332
TACACHI,chagas viviendas,viviendas evaluadas,2018-04-01,112,112
TACOPAYA,chagas viviendas,viviendas evaluadas,2018-04-01,553,553
TAPACARI,chagas viviendas,viviendas evaluadas,2018-04-01,180,180
TARATA,chagas viviendas,viviendas evaluadas,2018-04-01,285,285
TARIJA,chagas viviendas,viviendas evaluadas,2018-04-01,331,331
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2018-04-01,279,279
TOCO,chagas viviendas,viviendas evaluadas,2018-04-01,259,259
TOLATA,chagas viviendas,viviendas evaluadas,2018-04-01,98,98
TOMAVE,chagas viviendas,viviendas evaluadas,2018-04-01,255,255
TORO TORO,chagas viviendas,viviendas evaluadas,2018-04-01,246,246
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2018-04-01,177,177
TUPIZA,chagas viviendas,viviendas evaluadas,2018-04-01,703,703
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2018-04-01,209,209
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2018-04-01,269,269
VILA VILA,chagas viviendas,viviendas evaluadas,2018-04-01,83,83
VILLA MONTES,chagas viviendas,viviendas evaluadas,2018-04-01,291,291
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2018-04-01,124,124
VINTO,chagas viviendas,viviendas evaluadas,2018-04-01,211,211
VITICHI,chagas viviendas,viviendas evaluadas,2018-04-01,325,325
YOTALA,chagas viviendas,viviendas evaluadas,2018-04-01,281,281
YUNCHARA,chagas viviendas,viviendas evaluadas,2018-04-01,123,123
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2018-04-01,901,901
ACACIO,chagas viviendas,viviendas evaluadas,2018-05-01,300,300
AIQUILE,chagas viviendas,viviendas evaluadas,2018-05-01,976,976
ALCALA,chagas viviendas,viviendas evaluadas,2018-05-01,281,281
ANZALDO,chagas viviendas,viviendas evaluadas,2018-05-01,96,96
ARANI,chagas viviendas,viviendas evaluadas,2018-05-01,114,114
ARBIETO,chagas viviendas,viviendas evaluadas,2018-05-01,283,283
ARQUE,chagas viviendas,viviendas evaluadas,2018-05-01,302,302
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2018-05-01,1078,1078
AZURDUY,chagas viviendas,viviendas evaluadas,2018-05-01,102,102
BETANZOS,chagas viviendas,viviendas evaluadas,2018-05-01,465,465
BOYUIBE,chagas viviendas,viviendas evaluadas,2018-05-01,3,3
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2018-05-01,382,382
CAPINOTA,chagas viviendas,viviendas evaluadas,2018-05-01,681,681
CKOCHAS,chagas viviendas,viviendas evaluadas,2018-05-01,46,46
CLIZA,chagas viviendas,viviendas evaluadas,2018-05-01,187,187
COCHABAMBA,chagas viviendas,viviendas evaluadas,2018-05-01,428,428
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2018-05-01,294,294
COTAGAITA,chagas viviendas,viviendas evaluadas,2018-05-01,231,231
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2018-05-01,180,180
CULPINA,chagas viviendas,viviendas evaluadas,2018-05-01,162,162
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2018-05-01,76,76
EL TORNO,chagas viviendas,viviendas evaluadas,2018-05-01,17,17
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2018-05-01,268,268
GUTIERREZ,chagas viviendas,viviendas evaluadas,2018-05-01,417,417
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2018-05-01,68,68
ICLA,chagas viviendas,viviendas evaluadas,2018-05-01,164,164
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2018-05-01,326,326
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2018-05-01,113,113
LURIBAY,chagas viviendas,viviendas evaluadas,2018-05-01,475,475
MAIRANA,chagas viviendas,viviendas evaluadas,2018-05-01,34,34
MIZQUE,chagas viviendas,viviendas evaluadas,2018-05-01,1313,1313
MOROCHATA,chagas viviendas,viviendas evaluadas,2018-05-01,292,292
OMEREQUE,chagas viviendas,viviendas evaluadas,2018-05-01,60,60
PADCAYA,chagas viviendas,viviendas evaluadas,2018-05-01,38,38
PADILLA,chagas viviendas,viviendas evaluadas,2018-05-01,170,170
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2018-05-01,56,56
POCOATA,chagas viviendas,viviendas evaluadas,2018-05-01,389,389
POCONA,chagas viviendas,viviendas evaluadas,2018-05-01,57,57
POJO (CBBA),chagas viviendas,viviendas evaluadas,2018-05-01,209,209
PUCARA,chagas viviendas,viviendas evaluadas,2018-05-01,25,25
PUNA,chagas viviendas,viviendas evaluadas,2018-05-01,370,370
PUNATA,chagas viviendas,viviendas evaluadas,2018-05-01,210,210
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2018-05-01,1104,1104
SACABA,chagas viviendas,viviendas evaluadas,2018-05-01,678,678
SACABAMBA,chagas viviendas,viviendas evaluadas,2018-05-01,482,482
SAMAIPATA,chagas viviendas,viviendas evaluadas,2018-05-01,28,28
SAN BENITO,chagas viviendas,viviendas evaluadas,2018-05-01,163,163
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2018-05-01,57,57
SAN LUCAS,chagas viviendas,viviendas evaluadas,2018-05-01,482,482
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2018-05-01,709,709
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2018-05-01,415,415
SICAYA,chagas viviendas,viviendas evaluadas,2018-05-01,25,25
SIPE SIPE,chagas viviendas,viviendas evaluadas,2018-05-01,68,68
SOPACHUY,chagas viviendas,viviendas evaluadas,2018-05-01,190,190
SUCRE,chagas viviendas,viviendas evaluadas,2018-05-01,96,96
TACACHI,chagas viviendas,viviendas evaluadas,2018-05-01,136,136
TACOPAYA,chagas viviendas,viviendas evaluadas,2018-05-01,384,384
TAPACARI,chagas viviendas,viviendas evaluadas,2018-05-01,234,234
TARATA,chagas viviendas,viviendas evaluadas,2018-05-01,293,293
TARIJA,chagas viviendas,viviendas evaluadas,2018-05-01,393,393
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2018-05-01,310,310
TOCO,chagas viviendas,viviendas evaluadas,2018-05-01,252,252
TOLATA,chagas viviendas,viviendas evaluadas,2018-05-01,85,85
TOMAVE,chagas viviendas,viviendas evaluadas,2018-05-01,265,265
TORO TORO,chagas viviendas,viviendas evaluadas,2018-05-01,212,212
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2018-05-01,62,62
TUPIZA,chagas viviendas,viviendas evaluadas,2018-05-01,103,103
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2018-05-01,290,290
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2018-05-01,324,324
VILA VILA,chagas viviendas,viviendas evaluadas,2018-05-01,52,52
VILLA MONTES,chagas viviendas,viviendas evaluadas,2018-05-01,380,380
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2018-05-01,145,145
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2018-05-01,208,208
VILLAZON,chagas viviendas,viviendas evaluadas,2018-05-01,153,153
VINTO,chagas viviendas,viviendas evaluadas,2018-05-01,232,232
VITICHI,chagas viviendas,viviendas evaluadas,2018-05-01,396,396
YACUIBA,chagas viviendas,viviendas evaluadas,2018-05-01,932,932
YOTALA,chagas viviendas,viviendas evaluadas,2018-05-01,104,104
YUNCHARA,chagas viviendas,viviendas evaluadas,2018-05-01,106,106
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2018-05-01,100,100
ACACIO,chagas viviendas,viviendas evaluadas,2018-06-01,404,404
AIQUILE,chagas viviendas,viviendas evaluadas,2018-06-01,1481,1481
ALCALA,chagas viviendas,viviendas evaluadas,2018-06-01,1260,1260
ANZALDO,chagas viviendas,viviendas evaluadas,2018-06-01,99,99
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2018-06-01,292,292
ARANI,chagas viviendas,viviendas evaluadas,2018-06-01,547,547
ARBIETO,chagas viviendas,viviendas evaluadas,2018-06-01,239,239
ARQUE,chagas viviendas,viviendas evaluadas,2018-06-01,348,348
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2018-06-01,576,576
BETANZOS,chagas viviendas,viviendas evaluadas,2018-06-01,584,584
BOYUIBE,chagas viviendas,viviendas evaluadas,2018-06-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2018-06-01,315,315
CAJUATA,chagas viviendas,viviendas evaluadas,2018-06-01,898,898
CAPINOTA,chagas viviendas,viviendas evaluadas,2018-06-01,252,252
CARAPARI,chagas viviendas,viviendas evaluadas,2018-06-01,146,146
CKOCHAS,chagas viviendas,viviendas evaluadas,2018-06-01,172,172
CLIZA,chagas viviendas,viviendas evaluadas,2018-06-01,245,245
COCHABAMBA,chagas viviendas,viviendas evaluadas,2018-06-01,326,326
COLQUECHACA,chagas viviendas,viviendas evaluadas,2018-06-01,170,170
COMARAPA,chagas viviendas,viviendas evaluadas,2018-06-01,330,330
COTAGAITA,chagas viviendas,viviendas evaluadas,2018-06-01,671,671
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2018-06-01,106,106
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2018-06-01,181,181
CULPINA,chagas viviendas,viviendas evaluadas,2018-06-01,89,89
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2018-06-01,204,204
EL TORNO,chagas viviendas,viviendas evaluadas,2018-06-01,15,15
EL VILLAR,chagas viviendas,viviendas evaluadas,2018-06-01,1177,1177
GUTIERREZ,chagas viviendas,viviendas evaluadas,2018-06-01,272,272
HUACARETA,chagas viviendas,viviendas evaluadas,2018-06-01,436,436
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2018-06-01,54,54
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2018-06-01,456,456
LURIBAY,chagas viviendas,viviendas evaluadas,2018-06-01,342,342
MAIRANA,chagas viviendas,viviendas evaluadas,2018-06-01,13,13
MOROCHATA,chagas viviendas,viviendas evaluadas,2018-06-01,477,477
OMEREQUE,chagas viviendas,viviendas evaluadas,2018-06-01,152,152
PADCAYA,chagas viviendas,viviendas evaluadas,2018-06-01,142,142
PADILLA,chagas viviendas,viviendas evaluadas,2018-06-01,307,307
PASORAPA,chagas viviendas,viviendas evaluadas,2018-06-01,135,135
POCOATA,chagas viviendas,viviendas evaluadas,2018-06-01,385,385
POJO (CBBA),chagas viviendas,viviendas evaluadas,2018-06-01,116,116
POROMA,chagas viviendas,viviendas evaluadas,2018-06-01,402,402
PUCARA,chagas viviendas,viviendas evaluadas,2018-06-01,62,62
PUNA,chagas viviendas,viviendas evaluadas,2018-06-01,185,185
PUNATA,chagas viviendas,viviendas evaluadas,2018-06-01,333,333
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2018-06-01,22,22
RAVELO,chagas viviendas,viviendas evaluadas,2018-06-01,201,201
SACABA,chagas viviendas,viviendas evaluadas,2018-06-01,949,949
SACABAMBA,chagas viviendas,viviendas evaluadas,2018-06-01,78,78
SAMAIPATA,chagas viviendas,viviendas evaluadas,2018-06-01,25,25
SAN BENITO,chagas viviendas,viviendas evaluadas,2018-06-01,201,201
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2018-06-01,498,498
SAN LUCAS,chagas viviendas,viviendas evaluadas,2018-06-01,589,589
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2018-06-01,392,392
SICAYA,chagas viviendas,viviendas evaluadas,2018-06-01,13,13
SIPE SIPE,chagas viviendas,viviendas evaluadas,2018-06-01,282,282
SOPACHUY,chagas viviendas,viviendas evaluadas,2018-06-01,1023,1023
SUCRE,chagas viviendas,viviendas evaluadas,2018-06-01,289,289
TACACHI,chagas viviendas,viviendas evaluadas,2018-06-01,77,77
TACOBAMBA,chagas viviendas,viviendas evaluadas,2018-06-01,38,38
TACOPAYA,chagas viviendas,viviendas evaluadas,2018-06-01,504,504
TAPACARI,chagas viviendas,viviendas evaluadas,2018-06-01,378,378
TARATA,chagas viviendas,viviendas evaluadas,2018-06-01,176,176
TARIJA,chagas viviendas,viviendas evaluadas,2018-06-01,354,354
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2018-06-01,310,310
TOLATA,chagas viviendas,viviendas evaluadas,2018-06-01,171,171
TORO TORO,chagas viviendas,viviendas evaluadas,2018-06-01,244,244
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2018-06-01,283,283
TUPIZA,chagas viviendas,viviendas evaluadas,2018-06-01,97,97
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2018-06-01,329,329
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2018-06-01,270,270
VILA VILA,chagas viviendas,viviendas evaluadas,2018-06-01,521,521
VILLA MONTES,chagas viviendas,viviendas evaluadas,2018-06-01,453,453
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2018-06-01,110,110
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2018-06-01,232,232
VILLAZON,chagas viviendas,viviendas evaluadas,2018-06-01,272,272
VITICHI,chagas viviendas,viviendas evaluadas,2018-06-01,262,262
YACUIBA,chagas viviendas,viviendas evaluadas,2018-06-01,373,373
YOTALA,chagas viviendas,viviendas evaluadas,2018-06-01,186,186
YUNCHARA,chagas viviendas,viviendas evaluadas,2018-06-01,94,94
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2018-06-01,973,973
ACACIO,chagas viviendas,viviendas evaluadas,2018-07-01,105,105
AIQUILE,chagas viviendas,viviendas evaluadas,2018-07-01,1022,1022
ANZALDO,chagas viviendas,viviendas evaluadas,2018-07-01,196,196
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2018-07-01,118,118
ARANI,chagas viviendas,viviendas evaluadas,2018-07-01,325,325
