municipality,group,variable,month,Viviendas Positivas,TOTAL
ANZALDO,chagas viviendas,viviendas positivas,2018-03-01,4,4
ARANI,chagas viviendas,viviendas positivas,2018-03-01,9,9
ARQUE,chagas viviendas,viviendas positivas,2018-03-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2018-03-01,14,14
CLIZA,chagas viviendas,viviendas positivas,2018-03-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2018-03-01,9,9
COMARAPA,chagas viviendas,viviendas positivas,2018-03-01,8,8
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-03-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2018-03-01,1,1
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-03-01,8,8
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-03-01,18,18
MIZQUE,chagas viviendas,viviendas positivas,2018-03-01,11,11
OMEREQUE,chagas viviendas,viviendas positivas,2018-03-01,4,4
PASORAPA,chagas viviendas,viviendas positivas,2018-03-01,2,2
POCONA,chagas viviendas,viviendas positivas,2018-03-01,3,3
POJO (CBBA),chagas viviendas,viviendas positivas,2018-03-01,1,1
PRESTO,chagas viviendas,viviendas positivas,2018-03-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2018-03-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2018-03-01,3,3
SACABA,chagas viviendas,viviendas positivas,2018-03-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2018-03-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2018-03-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-03-01,10,10
SICAYA,chagas viviendas,viviendas positivas,2018-03-01,4,4
TARIJA,chagas viviendas,viviendas positivas,2018-03-01,2,2
TINGUIPAYA,chagas viviendas,viviendas positivas,2018-03-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2018-03-01,6,6
TUPIZA,chagas viviendas,viviendas positivas,2018-03-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-03-01,2,2
VILLA MONTES,chagas viviendas,viviendas positivas,2018-03-01,21,21
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-03-01,2,2
VINTO,chagas viviendas,viviendas positivas,2018-03-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2018-03-01,2,2
YOTALA,chagas viviendas,viviendas positivas,2018-03-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas positivas,2018-03-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2018-04-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2018-04-01,31,31
ARAMPAMPA,chagas viviendas,viviendas positivas,2018-04-01,1,1
ARANI,chagas viviendas,viviendas positivas,2018-04-01,23,23
ARBIETO,chagas viviendas,viviendas positivas,2018-04-01,1,1
ARQUE,chagas viviendas,viviendas positivas,2018-04-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2018-04-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-04-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2018-04-01,3,3
CLIZA,chagas viviendas,viviendas positivas,2018-04-01,1,1
COCAPATA,chagas viviendas,viviendas positivas,2018-04-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2018-04-01,16,16
COTAGAITA,chagas viviendas,viviendas positivas,2018-04-01,9,9
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2018-04-01,1,1
CUEVO,chagas viviendas,viviendas positivas,2018-04-01,35,35
CULPINA,chagas viviendas,viviendas positivas,2018-04-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-04-01,1,1
GUTIERREZ,chagas viviendas,viviendas positivas,2018-04-01,76,76
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-04-01,10,10
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-04-01,10,10
LURIBAY,chagas viviendas,viviendas positivas,2018-04-01,5,5
MIZQUE,chagas viviendas,viviendas positivas,2018-04-01,15,15
MOJOCOYA,chagas viviendas,viviendas positivas,2018-04-01,32,32
MONTEAGUDO,chagas viviendas,viviendas positivas,2018-04-01,2,2
MOROCHATA,chagas viviendas,viviendas positivas,2018-04-01,2,2
OCURI,chagas viviendas,viviendas positivas,2018-04-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2018-04-01,6,6
POCONA,chagas viviendas,viviendas positivas,2018-04-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2018-04-01,6,6
POROMA,chagas viviendas,viviendas positivas,2018-04-01,7,7
PRESTO,chagas viviendas,viviendas positivas,2018-04-01,14,14
PUNA,chagas viviendas,viviendas positivas,2018-04-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2018-04-01,2,2
SACABA,chagas viviendas,viviendas positivas,2018-04-01,4,4
SAN BENITO,chagas viviendas,viviendas positivas,2018-04-01,5,5
SAN LUCAS,chagas viviendas,viviendas positivas,2018-04-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2018-04-01,11,11
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-04-01,6,6
SAPAHAQUI,chagas viviendas,viviendas positivas,2018-04-01,21,21
SICAYA,chagas viviendas,viviendas positivas,2018-04-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2018-04-01,9,9
SOPACHUY,chagas viviendas,viviendas positivas,2018-04-01,2,2
SUCRE,chagas viviendas,viviendas positivas,2018-04-01,152,152
TARATA,chagas viviendas,viviendas positivas,2018-04-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2018-04-01,14,14
TINGUIPAYA,chagas viviendas,viviendas positivas,2018-04-01,1,1
TOCO,chagas viviendas,viviendas positivas,2018-04-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2018-04-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2018-04-01,12,12
TUPIZA,chagas viviendas,viviendas positivas,2018-04-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2018-04-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-04-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2018-04-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2018-04-01,7,7
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-04-01,1,1
VINTO,chagas viviendas,viviendas positivas,2018-04-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2018-04-01,5,5
YOTALA,chagas viviendas,viviendas positivas,2018-04-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas positivas,2018-04-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2018-05-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2018-05-01,9,9
ALCALA,chagas viviendas,viviendas positivas,2018-05-01,6,6
ANZALDO,chagas viviendas,viviendas positivas,2018-05-01,2,2
ARANI,chagas viviendas,viviendas positivas,2018-05-01,3,3
ARBIETO,chagas viviendas,viviendas positivas,2018-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2018-05-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2018-05-01,12,12
BOYUIBE,chagas viviendas,viviendas positivas,2018-05-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-05-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2018-05-01,2,2
CKOCHAS,chagas viviendas,viviendas positivas,2018-05-01,3,3
CLIZA,chagas viviendas,viviendas positivas,2018-05-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2018-05-01,14,14
COTAGAITA,chagas viviendas,viviendas positivas,2018-05-01,3,3
CULPINA,chagas viviendas,viviendas positivas,2018-05-01,23,23
EL TORNO,chagas viviendas,viviendas positivas,2018-05-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2018-05-01,16,16
GUTIERREZ,chagas viviendas,viviendas positivas,2018-05-01,13,13
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-05-01,2,2
ICLA,chagas viviendas,viviendas positivas,2018-05-01,1,1
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-05-01,13,13
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-05-01,7,7
LURIBAY,chagas viviendas,viviendas positivas,2018-05-01,7,7
MIZQUE,chagas viviendas,viviendas positivas,2018-05-01,24,24
MOROCHATA,chagas viviendas,viviendas positivas,2018-05-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2018-05-01,3,3
PAMPA GRANDE,chagas viviendas,viviendas positivas,2018-05-01,3,3
POCOATA,chagas viviendas,viviendas positivas,2018-05-01,5,5
POCONA,chagas viviendas,viviendas positivas,2018-05-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2018-05-01,8,8
PRESTO,chagas viviendas,viviendas positivas,2018-05-01,3,3
PUCARA,chagas viviendas,viviendas positivas,2018-05-01,6,6
PUNA,chagas viviendas,viviendas positivas,2018-05-01,5,5
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-05-01,6,6
SACABA,chagas viviendas,viviendas positivas,2018-05-01,4,4
SAMAIPATA,chagas viviendas,viviendas positivas,2018-05-01,8,8
SAN BENITO,chagas viviendas,viviendas positivas,2018-05-01,5,5
SAN LUCAS,chagas viviendas,viviendas positivas,2018-05-01,11,11
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2018-05-01,12,12
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-05-01,7,7
SAPAHAQUI,chagas viviendas,viviendas positivas,2018-05-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2018-05-01,2,2
SUCRE,chagas viviendas,viviendas positivas,2018-05-01,5,5
TACOPAYA,chagas viviendas,viviendas positivas,2018-05-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2018-05-01,1,1
TARATA,chagas viviendas,viviendas positivas,2018-05-01,6,6
TARIJA,chagas viviendas,viviendas positivas,2018-05-01,15,15
TINGUIPAYA,chagas viviendas,viviendas positivas,2018-05-01,1,1
TOCO,chagas viviendas,viviendas positivas,2018-05-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2018-05-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2018-05-01,5,5
TUPIZA,chagas viviendas,viviendas positivas,2018-05-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2018-05-01,2,2
VILLA MONTES,chagas viviendas,viviendas positivas,2018-05-01,7,7
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-05-01,1,1
VINTO,chagas viviendas,viviendas positivas,2018-05-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2018-05-01,7,7
YACUIBA,chagas viviendas,viviendas positivas,2018-05-01,83,83
YOTALA,chagas viviendas,viviendas positivas,2018-05-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2018-06-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2018-06-01,13,13
ALCALA,chagas viviendas,viviendas positivas,2018-06-01,2,2
ANZALDO,chagas viviendas,viviendas positivas,2018-06-01,4,4
ARAMPAMPA,chagas viviendas,viviendas positivas,2018-06-01,6,6
ARANI,chagas viviendas,viviendas positivas,2018-06-01,6,6
ARBIETO,chagas viviendas,viviendas positivas,2018-06-01,10,10
ARQUE,chagas viviendas,viviendas positivas,2018-06-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2018-06-01,5,5
BETANZOS,chagas viviendas,viviendas positivas,2018-06-01,20,20
BOYUIBE,chagas viviendas,viviendas positivas,2018-06-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-06-01,6,6
CAJUATA,chagas viviendas,viviendas positivas,2018-06-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2018-06-01,2,2
CARAPARI,chagas viviendas,viviendas positivas,2018-06-01,15,15
CKOCHAS,chagas viviendas,viviendas positivas,2018-06-01,14,14
COCHABAMBA,chagas viviendas,viviendas positivas,2018-06-01,7,7
COLQUECHACA,chagas viviendas,viviendas positivas,2018-06-01,4,4
COMARAPA,chagas viviendas,viviendas positivas,2018-06-01,20,20
COTAGAITA,chagas viviendas,viviendas positivas,2018-06-01,2,2
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2018-06-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2018-06-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-06-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2018-06-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2018-06-01,7,7
GUTIERREZ,chagas viviendas,viviendas positivas,2018-06-01,45,45
HUACARETA,chagas viviendas,viviendas positivas,2018-06-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-06-01,3,3
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-06-01,4,4
LURIBAY,chagas viviendas,viviendas positivas,2018-06-01,3,3
OMEREQUE,chagas viviendas,viviendas positivas,2018-06-01,6,6
PADILLA,chagas viviendas,viviendas positivas,2018-06-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2018-06-01,9,9
POCOATA,chagas viviendas,viviendas positivas,2018-06-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2018-06-01,5,5
PUCARA,chagas viviendas,viviendas positivas,2018-06-01,3,3
PUNA,chagas viviendas,viviendas positivas,2018-06-01,8,8
PUNATA,chagas viviendas,viviendas positivas,2018-06-01,2,2
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-06-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2018-06-01,4,4
SACABA,chagas viviendas,viviendas positivas,2018-06-01,1,1
SAMAIPATA,chagas viviendas,viviendas positivas,2018-06-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2018-06-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2018-06-01,5,5
SAN LUCAS,chagas viviendas,viviendas positivas,2018-06-01,4,4
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-06-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2018-06-01,4,4
SUCRE,chagas viviendas,viviendas positivas,2018-06-01,14,14
TACACHI,chagas viviendas,viviendas positivas,2018-06-01,2,2
TACOBAMBA,chagas viviendas,viviendas positivas,2018-06-01,8,8
TAPACARI,chagas viviendas,viviendas positivas,2018-06-01,8,8
TARATA,chagas viviendas,viviendas positivas,2018-06-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2018-06-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2018-06-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2018-06-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-06-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2018-06-01,6,6
VILLA MONTES,chagas viviendas,viviendas positivas,2018-06-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2018-06-01,41,41
VITICHI,chagas viviendas,viviendas positivas,2018-06-01,3,3
YACUIBA,chagas viviendas,viviendas positivas,2018-06-01,53,53
YOTALA,chagas viviendas,viviendas positivas,2018-06-01,4,4
ZUDAÑEZ,chagas viviendas,viviendas positivas,2018-06-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2018-07-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2018-07-01,12,12
ANZALDO,chagas viviendas,viviendas positivas,2018-07-01,3,3
ARANI,chagas viviendas,viviendas positivas,2018-07-01,7,7
ARBIETO,chagas viviendas,viviendas positivas,2018-07-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2018-07-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2018-07-01,8,8
CAIROMA,chagas viviendas,viviendas positivas,2018-07-01,4,4
CAJUATA,chagas viviendas,viviendas positivas,2018-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2018-07-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2018-07-01,4,4
CARAPARI,chagas viviendas,viviendas positivas,2018-07-01,6,6
CKOCHAS,chagas viviendas,viviendas positivas,2018-07-01,25,25
COCHABAMBA,chagas viviendas,viviendas positivas,2018-07-01,6,6
COLCAPIRHUA,chagas viviendas,viviendas positivas,2018-07-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2018-07-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2018-07-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-07-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2018-07-01,3,3
GUTIERREZ,chagas viviendas,viviendas positivas,2018-07-01,52,52
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-07-01,2,2
ICLA,chagas viviendas,viviendas positivas,2018-07-01,5,5
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-07-01,4,4
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-07-01,23,23
MIZQUE,chagas viviendas,viviendas positivas,2018-07-01,6,6
MOJOCOYA,chagas viviendas,viviendas positivas,2018-07-01,7,7
OCURI,chagas viviendas,viviendas positivas,2018-07-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2018-07-01,16,16
PADILLA,chagas viviendas,viviendas positivas,2018-07-01,5,5
PAMPA GRANDE,chagas viviendas,viviendas positivas,2018-07-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2018-07-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2018-07-01,11,11
POROMA,chagas viviendas,viviendas positivas,2018-07-01,8,8
PRESTO,chagas viviendas,viviendas positivas,2018-07-01,4,4
PUNA,chagas viviendas,viviendas positivas,2018-07-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2018-07-01,4,4
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-07-01,7,7
RAVELO,chagas viviendas,viviendas positivas,2018-07-01,3,3
SACABA,chagas viviendas,viviendas positivas,2018-07-01,4,4
SAMAIPATA,chagas viviendas,viviendas positivas,2018-07-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2018-07-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2018-07-01,4,4
SAN LUCAS,chagas viviendas,viviendas positivas,2018-07-01,18,18
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-07-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2018-07-01,4,4
TACACHI,chagas viviendas,viviendas positivas,2018-07-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2018-07-01,4,4
TARABUCO,chagas viviendas,viviendas positivas,2018-07-01,17,17
TARIJA,chagas viviendas,viviendas positivas,2018-07-01,5,5
TIQUIPAYA,chagas viviendas,viviendas positivas,2018-07-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2018-07-01,20,20
TOTORA(CBBA),chagas viviendas,viviendas positivas,2018-07-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2018-07-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2018-07-01,3,3
VILLA MONTES,chagas viviendas,viviendas positivas,2018-07-01,13,13
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-07-01,3,3
VILLAZON,chagas viviendas,viviendas positivas,2018-07-01,1,1
VINTO,chagas viviendas,viviendas positivas,2018-07-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2018-07-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2018-07-01,121,121
YOTALA,chagas viviendas,viviendas positivas,2018-07-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2018-07-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2018-08-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2018-08-01,4,4
ANZALDO,chagas viviendas,viviendas positivas,2018-08-01,2,2
ARANI,chagas viviendas,viviendas positivas,2018-08-01,5,5
ARQUE,chagas viviendas,viviendas positivas,2018-08-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-08-01,5,5
CAJUATA,chagas viviendas,viviendas positivas,2018-08-01,2,2
CAMARGO,chagas viviendas,viviendas positivas,2018-08-01,3,3
CKOCHAS,chagas viviendas,viviendas positivas,2018-08-01,7,7
COCHABAMBA,chagas viviendas,viviendas positivas,2018-08-01,66,66
COTAGAITA,chagas viviendas,viviendas positivas,2018-08-01,3,3
CUEVO,chagas viviendas,viviendas positivas,2018-08-01,15,15
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-08-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2018-08-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2018-08-01,10,10
GUTIERREZ,chagas viviendas,viviendas positivas,2018-08-01,40,40
HUACARETA,chagas viviendas,viviendas positivas,2018-08-01,54,54
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-08-01,3,3
ICLA,chagas viviendas,viviendas positivas,2018-08-01,1,1
LAGUNILLAS,chagas viviendas,viviendas positivas,2018-08-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-08-01,2,2
LICOMA PAMPA,chagas viviendas,viviendas positivas,2018-08-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2018-08-01,19,19
OCURI,chagas viviendas,viviendas positivas,2018-08-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2018-08-01,4,4
PADILLA,chagas viviendas,viviendas positivas,2018-08-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2018-08-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2018-08-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2018-08-01,9,9
POROMA,chagas viviendas,viviendas positivas,2018-08-01,5,5
PRESTO,chagas viviendas,viviendas positivas,2018-08-01,9,9
PUNA,chagas viviendas,viviendas positivas,2018-08-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-08-01,6,6
QUIRUSILLAS,chagas viviendas,viviendas positivas,2018-08-01,1,1
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2018-08-01,7,7
RAVELO,chagas viviendas,viviendas positivas,2018-08-01,2,2
SACABA,chagas viviendas,viviendas positivas,2018-08-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2018-08-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2018-08-01,5,5
SAN LUCAS,chagas viviendas,viviendas positivas,2018-08-01,8,8
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-08-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2018-08-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2018-08-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2018-08-01,55,55
TACACHI,chagas viviendas,viviendas positivas,2018-08-01,1,1
TACOPAYA,chagas viviendas,viviendas positivas,2018-08-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2018-08-01,58,58
TARATA,chagas viviendas,viviendas positivas,2018-08-01,1,1
TARVITA,chagas viviendas,viviendas positivas,2018-08-01,11,11
TIQUIPAYA,chagas viviendas,viviendas positivas,2018-08-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2018-08-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2018-08-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2018-08-01,4,4
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-08-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2018-08-01,14,14
VILLA MONTES,chagas viviendas,viviendas positivas,2018-08-01,4,4
VILLA SERRANO,chagas viviendas,viviendas positivas,2018-08-01,14,14
VINTO,chagas viviendas,viviendas positivas,2018-08-01,5,5
VITICHI,chagas viviendas,viviendas positivas,2018-08-01,3,3
YACUIBA,chagas viviendas,viviendas positivas,2018-08-01,52,52
YAMPARAEZ,chagas viviendas,viviendas positivas,2018-08-01,6,6
YUNCHARA,chagas viviendas,viviendas positivas,2018-08-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2018-08-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2018-09-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2018-09-01,11,11
ANZALDO,chagas viviendas,viviendas positivas,2018-09-01,40,40
ARAMPAMPA,chagas viviendas,viviendas positivas,2018-09-01,1,1
ARANI,chagas viviendas,viviendas positivas,2018-09-01,8,8
