municipality,group,variable,month,Viviendas Roceadas,TOTAL
PUNA,chagas viviendas,viviendas roceadas,2018-08-01,24,24
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-08-01,11,11
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2018-08-01,9,9
RAVELO,chagas viviendas,viviendas roceadas,2018-08-01,14,14
SACABA,chagas viviendas,viviendas roceadas,2018-08-01,9,9
SACABAMBA,chagas viviendas,viviendas roceadas,2018-08-01,45,45
SAN BENITO,chagas viviendas,viviendas roceadas,2018-08-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-08-01,18,18
SAN LUCAS,chagas viviendas,viviendas roceadas,2018-08-01,30,30
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-08-01,15,15
SICAYA,chagas viviendas,viviendas roceadas,2018-08-01,9,9
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-08-01,27,27
SUCRE,chagas viviendas,viviendas roceadas,2018-08-01,57,57
TACACHI,chagas viviendas,viviendas roceadas,2018-08-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2018-08-01,2,2
TARABUCO,chagas viviendas,viviendas roceadas,2018-08-01,214,214
TARATA,chagas viviendas,viviendas roceadas,2018-08-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2018-08-01,18,18
TARVITA,chagas viviendas,viviendas roceadas,2018-08-01,34,34
TIQUIPAYA,chagas viviendas,viviendas roceadas,2018-08-01,5,5
TORO TORO,chagas viviendas,viviendas roceadas,2018-08-01,27,27
TUPIZA,chagas viviendas,viviendas roceadas,2018-08-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-08-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-08-01,6,6
VILA VILA,chagas viviendas,viviendas roceadas,2018-08-01,21,21
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2018-08-01,19,19
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-08-01,10,10
VILLA SERRANO,chagas viviendas,viviendas roceadas,2018-08-01,35,35
VINTO,chagas viviendas,viviendas roceadas,2018-08-01,9,9
VITICHI,chagas viviendas,viviendas roceadas,2018-08-01,5,5
YACUIBA,chagas viviendas,viviendas roceadas,2018-08-01,108,108
YAMPARAEZ,chagas viviendas,viviendas roceadas,2018-08-01,64,64
YUNCHARA,chagas viviendas,viviendas roceadas,2018-08-01,4,4
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-08-01,8,8
ACACIO,chagas viviendas,viviendas roceadas,2018-09-01,9,9
AIQUILE,chagas viviendas,viviendas roceadas,2018-09-01,80,80
ANZALDO,chagas viviendas,viviendas roceadas,2018-09-01,15,15
ARAMPAMPA,chagas viviendas,viviendas roceadas,2018-09-01,7,7
ARANI,chagas viviendas,viviendas roceadas,2018-09-01,21,21
ARBIETO,chagas viviendas,viviendas roceadas,2018-09-01,3,3
ARQUE,chagas viviendas,viviendas roceadas,2018-09-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-09-01,2,2
AZURDUY,chagas viviendas,viviendas roceadas,2018-09-01,11,11
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-09-01,9,9
CAMARGO,chagas viviendas,viviendas roceadas,2018-09-01,22,22
CAPINOTA,chagas viviendas,viviendas roceadas,2018-09-01,17,17
CARAPARI,chagas viviendas,viviendas roceadas,2018-09-01,106,106
CKOCHAS,chagas viviendas,viviendas roceadas,2018-09-01,26,26
CLIZA,chagas viviendas,viviendas roceadas,2018-09-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-09-01,109,109
COTAGAITA,chagas viviendas,viviendas roceadas,2018-09-01,32,32
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-09-01,6,6
CULPINA,chagas viviendas,viviendas roceadas,2018-09-01,76,76
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-09-01,9,9
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2018-09-01,59,59
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-09-01,63,63
HUACARETA,chagas viviendas,viviendas roceadas,2018-09-01,103,103
LA GUARDIA,chagas viviendas,viviendas roceadas,2018-09-01,2,2
LAS CARRERAS,chagas viviendas,viviendas roceadas,2018-09-01,7,7
MECAPACA,chagas viviendas,viviendas roceadas,2018-09-01,10,10
MIZQUE,chagas viviendas,viviendas roceadas,2018-09-01,42,42
MONTEAGUDO,chagas viviendas,viviendas roceadas,2018-09-01,92,92
OMEREQUE,chagas viviendas,viviendas roceadas,2018-09-01,32,32
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2018-09-01,6,6
PASORAPA,chagas viviendas,viviendas roceadas,2018-09-01,12,12
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-09-01,15,15
POROMA,chagas viviendas,viviendas roceadas,2018-09-01,17,17
PUNA,chagas viviendas,viviendas roceadas,2018-09-01,46,46
PUNATA,chagas viviendas,viviendas roceadas,2018-09-01,10,10
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-09-01,7,7
SACABA,chagas viviendas,viviendas roceadas,2018-09-01,22,22
SACABAMBA,chagas viviendas,viviendas roceadas,2018-09-01,13,13
SAMAIPATA,chagas viviendas,viviendas roceadas,2018-09-01,1,1
SAN BENITO,chagas viviendas,viviendas roceadas,2018-09-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-09-01,24,24
SAN LUCAS,chagas viviendas,viviendas roceadas,2018-09-01,27,27
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2018-09-01,73,73
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-09-01,10,10
SICAYA,chagas viviendas,viviendas roceadas,2018-09-01,17,17
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-09-01,147,147
SUCRE,chagas viviendas,viviendas roceadas,2018-09-01,214,214
TACACHI,chagas viviendas,viviendas roceadas,2018-09-01,3,3
TAPACARI,chagas viviendas,viviendas roceadas,2018-09-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2018-09-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2018-09-01,4,4
TARVITA,chagas viviendas,viviendas roceadas,2018-09-01,6,6
TIQUIPAYA,chagas viviendas,viviendas roceadas,2018-09-01,15,15
TOCO,chagas viviendas,viviendas roceadas,2018-09-01,3,3
TOMINA,chagas viviendas,viviendas roceadas,2018-09-01,148,148
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2018-09-01,1,1
TUPIZA,chagas viviendas,viviendas roceadas,2018-09-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-09-01,8,8
VILA VILA,chagas viviendas,viviendas roceadas,2018-09-01,19,19
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2018-09-01,8,8
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-09-01,36,36
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-09-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2018-09-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2018-09-01,7,7
VITICHI,chagas viviendas,viviendas roceadas,2018-09-01,5,5
YACUIBA,chagas viviendas,viviendas roceadas,2018-09-01,281,281
YAMPARAEZ,chagas viviendas,viviendas roceadas,2018-09-01,13,13
YUNCHARA,chagas viviendas,viviendas roceadas,2018-09-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-09-01,11,11
AIQUILE,chagas viviendas,viviendas roceadas,2018-10-01,32,32
ALCALA,chagas viviendas,viviendas roceadas,2018-10-01,7,7
ANZALDO,chagas viviendas,viviendas roceadas,2018-10-01,34,34
ARANI,chagas viviendas,viviendas roceadas,2018-10-01,67,67
ARBIETO,chagas viviendas,viviendas roceadas,2018-10-01,3,3
ARQUE,chagas viviendas,viviendas roceadas,2018-10-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-10-01,3,3
BOYUIBE,chagas viviendas,viviendas roceadas,2018-10-01,14,14
CAMARGO,chagas viviendas,viviendas roceadas,2018-10-01,55,55
CAPINOTA,chagas viviendas,viviendas roceadas,2018-10-01,31,31
CKOCHAS,chagas viviendas,viviendas roceadas,2018-10-01,34,34
CLIZA,chagas viviendas,viviendas roceadas,2018-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-10-01,113,113
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-10-01,16,16
COTAGAITA,chagas viviendas,viviendas roceadas,2018-10-01,3,3
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-10-01,6,6
CUEVO,chagas viviendas,viviendas roceadas,2018-10-01,48,48
CULPINA,chagas viviendas,viviendas roceadas,2018-10-01,5,5
EL TORNO,chagas viviendas,viviendas roceadas,2018-10-01,6,6
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2018-10-01,28,28
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-10-01,81,81
HUACARETA,chagas viviendas,viviendas roceadas,2018-10-01,18,18
ICLA,chagas viviendas,viviendas roceadas,2018-10-01,6,6
LURIBAY,chagas viviendas,viviendas roceadas,2018-10-01,21,21
MOJOCOYA,chagas viviendas,viviendas roceadas,2018-10-01,17,17
MONTEAGUDO,chagas viviendas,viviendas roceadas,2018-10-01,7,7
OMEREQUE,chagas viviendas,viviendas roceadas,2018-10-01,54,54
PADILLA,chagas viviendas,viviendas roceadas,2018-10-01,13,13
PASORAPA,chagas viviendas,viviendas roceadas,2018-10-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-10-01,6,6
PRESTO,chagas viviendas,viviendas roceadas,2018-10-01,56,56
PUNA,chagas viviendas,viviendas roceadas,2018-10-01,10,10
PUNATA,chagas viviendas,viviendas roceadas,2018-10-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-10-01,18,18
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2018-10-01,7,7
RAVELO,chagas viviendas,viviendas roceadas,2018-10-01,10,10
SACABA,chagas viviendas,viviendas roceadas,2018-10-01,18,18
SACABAMBA,chagas viviendas,viviendas roceadas,2018-10-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2018-10-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-10-01,20,20
SAN LUCAS,chagas viviendas,viviendas roceadas,2018-10-01,26,26
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-10-01,3,3
SICAYA,chagas viviendas,viviendas roceadas,2018-10-01,19,19
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-10-01,80,80
SUCRE,chagas viviendas,viviendas roceadas,2018-10-01,57,57
TACACHI,chagas viviendas,viviendas roceadas,2018-10-01,3,3
TAPACARI,chagas viviendas,viviendas roceadas,2018-10-01,5,5
TARABUCO,chagas viviendas,viviendas roceadas,2018-10-01,13,13
TARATA,chagas viviendas,viviendas roceadas,2018-10-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2018-10-01,27,27
TOLATA,chagas viviendas,viviendas roceadas,2018-10-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2018-10-01,7,7
TORO TORO,chagas viviendas,viviendas roceadas,2018-10-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2018-10-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2018-10-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-10-01,11,11
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-10-01,25,25
VILA VILA,chagas viviendas,viviendas roceadas,2018-10-01,28,28
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2018-10-01,8,8
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-10-01,6,6
VILLA SERRANO,chagas viviendas,viviendas roceadas,2018-10-01,35,35
VINTO,chagas viviendas,viviendas roceadas,2018-10-01,3,3
VITICHI,chagas viviendas,viviendas roceadas,2018-10-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2018-10-01,148,148
YAMPARAEZ,chagas viviendas,viviendas roceadas,2018-10-01,24,24
YOTALA,chagas viviendas,viviendas roceadas,2018-10-01,38,38
AIQUILE,chagas viviendas,viviendas roceadas,2018-11-01,203,203
ALCALA,chagas viviendas,viviendas roceadas,2018-11-01,22,22
ANZALDO,chagas viviendas,viviendas roceadas,2018-11-01,25,25
ARANI,chagas viviendas,viviendas roceadas,2018-11-01,19,19
ARBIETO,chagas viviendas,viviendas roceadas,2018-11-01,8,8
ARQUE,chagas viviendas,viviendas roceadas,2018-11-01,15,15
BOYUIBE,chagas viviendas,viviendas roceadas,2018-11-01,11,11
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-11-01,22,22
CAMARGO,chagas viviendas,viviendas roceadas,2018-11-01,27,27
CAPINOTA,chagas viviendas,viviendas roceadas,2018-11-01,29,29
CHARAGUA,chagas viviendas,viviendas roceadas,2018-11-01,1915,1915
CLIZA,chagas viviendas,viviendas roceadas,2018-11-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-11-01,87,87
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-11-01,9,9
COTAGAITA,chagas viviendas,viviendas roceadas,2018-11-01,5,5
CULPINA,chagas viviendas,viviendas roceadas,2018-11-01,5,5
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-11-01,14,14
EL TORNO,chagas viviendas,viviendas roceadas,2018-11-01,15,15
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-11-01,55,55
LAS CARRERAS,chagas viviendas,viviendas roceadas,2018-11-01,1,1
MACHARETI,chagas viviendas,viviendas roceadas,2018-11-01,3,3
MIZQUE,chagas viviendas,viviendas roceadas,2018-11-01,143,143
MONTEAGUDO,chagas viviendas,viviendas roceadas,2018-11-01,14,14
OMEREQUE,chagas viviendas,viviendas roceadas,2018-11-01,20,20
PADCAYA,chagas viviendas,viviendas roceadas,2018-11-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2018-11-01,8,8
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-11-01,67,67
PRESTO,chagas viviendas,viviendas roceadas,2018-11-01,159,159
PUNATA,chagas viviendas,viviendas roceadas,2018-11-01,22,22
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-11-01,11,11
RAVELO,chagas viviendas,viviendas roceadas,2018-11-01,15,15
SACABA,chagas viviendas,viviendas roceadas,2018-11-01,34,34
SACABAMBA,chagas viviendas,viviendas roceadas,2018-11-01,3,3
SAN BENITO,chagas viviendas,viviendas roceadas,2018-11-01,3,3
SAN LUCAS,chagas viviendas,viviendas roceadas,2018-11-01,23,23
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2018-11-01,6,6
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-11-01,7,7
SICAYA,chagas viviendas,viviendas roceadas,2018-11-01,28,28
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-11-01,53,53
SUCRE,chagas viviendas,viviendas roceadas,2018-11-01,184,184
TACACHI,chagas viviendas,viviendas roceadas,2018-11-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2018-11-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2018-11-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2018-11-01,26,26
TOLATA,chagas viviendas,viviendas roceadas,2018-11-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2018-11-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2018-11-01,12,12
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2018-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-11-01,6,6
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-11-01,15,15
VILA VILA,chagas viviendas,viviendas roceadas,2018-11-01,22,22
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2018-11-01,90,90
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-11-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2018-11-01,30,30
VINTO,chagas viviendas,viviendas roceadas,2018-11-01,5,5
VITICHI,chagas viviendas,viviendas roceadas,2018-11-01,6,6
YACUIBA,chagas viviendas,viviendas roceadas,2018-11-01,129,129
YOTALA,chagas viviendas,viviendas roceadas,2018-11-01,17,17
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-11-01,8,8
AIQUILE,chagas viviendas,viviendas roceadas,2018-12-01,60,60
ALCALA,chagas viviendas,viviendas roceadas,2018-12-01,19,19
ARANI,chagas viviendas,viviendas roceadas,2018-12-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2018-12-01,2,2
ARQUE,chagas viviendas,viviendas roceadas,2018-12-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-12-01,42,42
BOYUIBE,chagas viviendas,viviendas roceadas,2018-12-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-12-01,10,10
CAMARGO,chagas viviendas,viviendas roceadas,2018-12-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2018-12-01,50,50
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-12-01,68,68
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-12-01,6,6
COMARAPA,chagas viviendas,viviendas roceadas,2018-12-01,112,112
COTAGAITA,chagas viviendas,viviendas roceadas,2018-12-01,2,2
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-12-01,13,13
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-12-01,7,7
EL TORNO,chagas viviendas,viviendas roceadas,2018-12-01,23,23
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-12-01,36,36
MIZQUE,chagas viviendas,viviendas roceadas,2018-12-01,85,85
OMEREQUE,chagas viviendas,viviendas roceadas,2018-12-01,19,19
PASORAPA,chagas viviendas,viviendas roceadas,2018-12-01,11,11
POROMA,chagas viviendas,viviendas roceadas,2018-12-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2018-12-01,10,10
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-12-01,9,9
RAVELO,chagas viviendas,viviendas roceadas,2018-12-01,14,14
SACABA,chagas viviendas,viviendas roceadas,2018-12-01,15,15
SACABAMBA,chagas viviendas,viviendas roceadas,2018-12-01,31,31
SAN BENITO,chagas viviendas,viviendas roceadas,2018-12-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-12-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2018-12-01,192,192
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-12-01,13,13
SICAYA,chagas viviendas,viviendas roceadas,2018-12-01,33,33
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-12-01,46,46
TACACHI,chagas viviendas,viviendas roceadas,2018-12-01,1,1
TARABUCO,chagas viviendas,viviendas roceadas,2018-12-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2018-12-01,17,17
TIQUIPAYA,chagas viviendas,viviendas roceadas,2018-12-01,5,5
TOLATA,chagas viviendas,viviendas roceadas,2018-12-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2018-12-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-12-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-12-01,6,6
VILA VILA,chagas viviendas,viviendas roceadas,2018-12-01,28,28
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2018-12-01,28,28
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-12-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2018-12-01,8,8
VINTO,chagas viviendas,viviendas roceadas,2018-12-01,3,3
