municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
CORQUE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
COTAGAITA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,31,31
EL CHORO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
ESMERALDA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
GUANAY,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
HUAYLLAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2009-01-01,31,31
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
LAJA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
LLALLAGUA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
MOJINETE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
OCURI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
ORURO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,11,11
PAILON,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
PALCA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
PAMPA GRANDE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,9,9
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
PORVENIR,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
POTOSI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
PUCARA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,5,5
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
PUNATA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
QUIRUSILLAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
REYES,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SABAYA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SACABA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAN AGUSTIN,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAN BORJA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
SAN LORENZO(PND),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SAN PABLO DE LIPEZ,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SANTA ANA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,24,24
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,5,5
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,4,4
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
SORATA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
TARATA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TIPUANI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TODOS SANTOS,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TOLEDO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
TOMAVE,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
TRIGAL,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
TRINIDAD,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
UMALA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
UNCIA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
URUBICHA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
UYUNI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
VILLAZON,actividades con la comunidad,no de cai de sector realizados,2009-01-01,6,6
VINTO,actividades con la comunidad,no de cai de sector realizados,2009-01-01,3,3
WALDO BALLIVIAN,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2009-01-01,10,10
YACUIBA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
YOTALA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2009-01-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2009-01-01,2,2
ACACIO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
ARANI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
BELEN DE URMIRI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
BOYUIBE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
CABEZAS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,4,4
CAMIRI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CAQUIAVIRI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CATACORA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CHAQUI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CHARAÑA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
CLIZA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
COBIJA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,4,4
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
COLLANA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
COROICO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
COTOCA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,28,28
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,9,9
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,6,6
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2009-02-01,41,41
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
LAJA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
OCURI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
PAILON,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,10,10
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,5,5
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
REYES,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN JAVIER(BNI),actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN JUAN DE YAPACANI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2009-02-01,15,15
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,6,6
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
SAN RAFAEL,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,26,26
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,4,4
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
SANTIAGO DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
SOPACHUY,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TARACO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TARATA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,2,2
TARIJA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
TOLATA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TOLEDO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TOMINA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,4,4
UNCIA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
UYUNI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VACAS,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,5,5
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
VINTO,actividades con la comunidad,no de cai de sector realizados,2009-02-01,3,3
WALDO BALLIVIAN,actividades con la comunidad,no de cai de sector realizados,2009-02-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2009-02-01,7,7
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2009-02-01,5,5
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,11,11
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
APOLO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
ARQUE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
BERMEJO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
BOYUIBE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
CAMARGO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CAMIRI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CAQUIAVIRI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CARIPUYO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
CATACORA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
CHARAÑA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
COLLANA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,36,36
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,5,5
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
