municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,64,64
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,15,15
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,600,600
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,45,45
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,50,50
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,13,13
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,17,17
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,131,131
ESMERALDA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,11,11
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,19,19
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,39,39
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,21,21
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,11,11
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,35,35
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,32,32
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,57,57
INGAVI (HUMAITA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,42,42
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,12,12
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,46,46
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,280,280
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,19,19
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,9,9
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,16,16
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,4,4
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,53,53
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,31,31
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,30,30
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,13,13
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,30,30
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,53,53
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,21,21
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,17,17
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,19,19
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,4,4
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,45,45
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,76,76
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,45,45
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,16,16
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,12,12
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,9,9
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,42,42
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,9,9
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,84,84
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,7,7
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,19,19
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,24,24
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,14,14
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,57,57
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,113,113
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,7,7
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,369,369
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,45,45
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,68,68
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,32,32
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,36,36
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,29,29
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,11,11
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,30,30
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,18,18
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,263,263
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,241,241
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,9,9
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,51,51
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,22,22
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,97,97
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,21,21
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,8,8
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,16,16
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,29,29
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,7,7
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,11,11
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,26,26
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,11,11
SENA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,26,26
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,27,27
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,12,12
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,74,74
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,224,224
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
TACOBAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,33,33
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,7,7
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,46,46
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,75,75
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1090,1090
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,44,44
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,12,12
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,29,29
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,60,60
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,17,17
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,5,5
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,17,17
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,12,12
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,4,4
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,24,24
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,46,46
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,2,2
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,81,81
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,18,18
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,27,27
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,20,20
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,16,16
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,1,1
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,35,35
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,33,33
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,46,46
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,19,19
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,9,9
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,43,43
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,10,10
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,3,3
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,16,16
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,26,26
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,7,7
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,6,6
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,62,62
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,99,99
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-01-01,40,40
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,5,5
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,87,87
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,13,13
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,37,37
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,18,18
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,3,3
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,33,33
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,2,2
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,5,5
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,8,8
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,38,38
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,1,1
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,3,3
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,9,9
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,7,7
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,3,3
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,41,41
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,35,35
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,17,17
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,24,24
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,2,2
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,20,20
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,95,95
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,22,22
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,1,1
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,3,3
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,8,8
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,5,5
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,22,22
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,10,10
CALACOTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,1,1
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,20,20
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,26,26
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,9,9
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,40,40
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,8,8
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,20,20
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,43,43
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,32,32
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,23,23
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,1,1
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-02-01,18,18
