municipality,group,variable,month,Viviendas Positivas,TOTAL
ARANI,chagas viviendas,viviendas positivas,2022-04-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2022-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-04-01,3,3
BETANZOS,chagas viviendas,viviendas positivas,2022-04-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas positivas,2022-04-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2022-04-01,46,46
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-04-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2022-04-01,2,2
CARAPARI,chagas viviendas,viviendas positivas,2022-04-01,8,8
CLIZA,chagas viviendas,viviendas positivas,2022-04-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2022-04-01,11,11
COLCAPIRHUA,chagas viviendas,viviendas positivas,2022-04-01,6,6
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-04-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-04-01,7,7
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas positivas,2022-04-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2022-04-01,10,10
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2022-04-01,4,4
ICLA,chagas viviendas,viviendas positivas,2022-04-01,2,2
INCAHUASI,chagas viviendas,viviendas positivas,2022-04-01,14,14
LA ASUNTA,chagas viviendas,viviendas positivas,2022-04-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-04-01,13,13
LURIBAY,chagas viviendas,viviendas positivas,2022-04-01,29,29
MAIRANA,chagas viviendas,viviendas positivas,2022-04-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2022-04-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2022-04-01,1,1
PUCARA,chagas viviendas,viviendas positivas,2022-04-01,1,1
PUNA,chagas viviendas,viviendas positivas,2022-04-01,5,5
PUNATA,chagas viviendas,viviendas positivas,2022-04-01,7,7
SAN LUCAS,chagas viviendas,viviendas positivas,2022-04-01,5,5
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-04-01,2,2
SICAYA,chagas viviendas,viviendas positivas,2022-04-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2022-04-01,2,2
TACOBAMBA,chagas viviendas,viviendas positivas,2022-04-01,197,197
TAPACARI,chagas viviendas,viviendas positivas,2022-04-01,1,1
TARATA,chagas viviendas,viviendas positivas,2022-04-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2022-04-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2022-04-01,20,20
TORO TORO,chagas viviendas,viviendas positivas,2022-04-01,2,2
TUPIZA,chagas viviendas,viviendas positivas,2022-04-01,7,7
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2022-04-01,6,6
VILLA CHARCAS,chagas viviendas,viviendas positivas,2022-04-01,15,15
VILLA MONTES,chagas viviendas,viviendas positivas,2022-04-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2022-04-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2022-05-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2022-05-01,18,18
ANZALDO,chagas viviendas,viviendas positivas,2022-05-01,12,12
ARAMPAMPA,chagas viviendas,viviendas positivas,2022-05-01,1,1
ARANI,chagas viviendas,viviendas positivas,2022-05-01,7,7
ARQUE,chagas viviendas,viviendas positivas,2022-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-05-01,5,5
BETANZOS,chagas viviendas,viviendas positivas,2022-05-01,13,13
CAMARGO,chagas viviendas,viviendas positivas,2022-05-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-05-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2022-05-01,3,3
CARAPARI,chagas viviendas,viviendas positivas,2022-05-01,4,4
CLIZA,chagas viviendas,viviendas positivas,2022-05-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2022-05-01,10,10
COLCAPIRHUA,chagas viviendas,viviendas positivas,2022-05-01,3,3
COTAGAITA,chagas viviendas,viviendas positivas,2022-05-01,2,2
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2022-05-01,15,15
CULPINA,chagas viviendas,viviendas positivas,2022-05-01,238,238
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-05-01,4,4
EL TORNO,chagas viviendas,viviendas positivas,2022-05-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-05-01,6,6
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas positivas,2022-05-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2022-05-01,11,11
ICLA,chagas viviendas,viviendas positivas,2022-05-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-05-01,21,21
LURIBAY,chagas viviendas,viviendas positivas,2022-05-01,17,17
MAIRANA,chagas viviendas,viviendas positivas,2022-05-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2022-05-01,2,2
MONTERO,chagas viviendas,viviendas positivas,2022-05-01,7,7
OCURI,chagas viviendas,viviendas positivas,2022-05-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2022-05-01,13,13
PAMPA GRANDE,chagas viviendas,viviendas positivas,2022-05-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2022-05-01,3,3
POCONA,chagas viviendas,viviendas positivas,2022-05-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2022-05-01,1,1
PUCARA,chagas viviendas,viviendas positivas,2022-05-01,2,2
PUNA,chagas viviendas,viviendas positivas,2022-05-01,21,21
PUNATA,chagas viviendas,viviendas positivas,2022-05-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2022-05-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2022-05-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-05-01,12,12
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-05-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2022-05-01,36,36
TACACHI,chagas viviendas,viviendas positivas,2022-05-01,3,3
TACOBAMBA,chagas viviendas,viviendas positivas,2022-05-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2022-05-01,5,5
TIQUIPAYA,chagas viviendas,viviendas positivas,2022-05-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2022-05-01,6,6
TOTORA(CBBA),chagas viviendas,viviendas positivas,2022-05-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2022-05-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2022-05-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2022-05-01,8,8
VILLA MONTES,chagas viviendas,viviendas positivas,2022-05-01,14,14
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-05-01,3,3
VILLA SERRANO,chagas viviendas,viviendas positivas,2022-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2022-05-01,7,7
VITICHI,chagas viviendas,viviendas positivas,2022-05-01,6,6
YUNCHARA,chagas viviendas,viviendas positivas,2022-05-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2022-06-01,33,33
ANZALDO,chagas viviendas,viviendas positivas,2022-06-01,7,7
ARANI,chagas viviendas,viviendas positivas,2022-06-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2022-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-06-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2022-06-01,20,20
CAIROMA,chagas viviendas,viviendas positivas,2022-06-01,5,5
CAJUATA,chagas viviendas,viviendas positivas,2022-06-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-06-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2022-06-01,8,8
CARAPARI,chagas viviendas,viviendas positivas,2022-06-01,5,5
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2022-06-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2022-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2022-06-01,6,6
COLCAPIRHUA,chagas viviendas,viviendas positivas,2022-06-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2022-06-01,3,3
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2022-06-01,18,18
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-06-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-06-01,23,23
HUACARETA,chagas viviendas,viviendas positivas,2022-06-01,6,6
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2022-06-01,11,11
ICLA,chagas viviendas,viviendas positivas,2022-06-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-06-01,26,26
MIZQUE,chagas viviendas,viviendas positivas,2022-06-01,6,6
OMEREQUE,chagas viviendas,viviendas positivas,2022-06-01,8,8
PADILLA,chagas viviendas,viviendas positivas,2022-06-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2022-06-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2022-06-01,2,2
PORONGO,chagas viviendas,viviendas positivas,2022-06-01,7,7
PUCARA,chagas viviendas,viviendas positivas,2022-06-01,4,4
PUNA,chagas viviendas,viviendas positivas,2022-06-01,21,21
PUNATA,chagas viviendas,viviendas positivas,2022-06-01,9,9
QUILLACOLLO,chagas viviendas,viviendas positivas,2022-06-01,2,2
SACABA,chagas viviendas,viviendas positivas,2022-06-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2022-06-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2022-06-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-06-01,14,14
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-06-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2022-06-01,18,18
SUCRE,chagas viviendas,viviendas positivas,2022-06-01,84,84
TACACHI,chagas viviendas,viviendas positivas,2022-06-01,6,6
TACOBAMBA,chagas viviendas,viviendas positivas,2022-06-01,101,101
TAPACARI,chagas viviendas,viviendas positivas,2022-06-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2022-06-01,11,11
TORO TORO,chagas viviendas,viviendas positivas,2022-06-01,15,15
TOTORA(CBBA),chagas viviendas,viviendas positivas,2022-06-01,1,1
VILLA CHARCAS,chagas viviendas,viviendas positivas,2022-06-01,10,10
VILLA MONTES,chagas viviendas,viviendas positivas,2022-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2022-06-01,21,21
VINTO,chagas viviendas,viviendas positivas,2022-06-01,4,4
YACUIBA,chagas viviendas,viviendas positivas,2022-06-01,9,9
ACACIO,chagas viviendas,viviendas positivas,2022-07-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2022-07-01,22,22
ANZALDO,chagas viviendas,viviendas positivas,2022-07-01,10,10
ARANI,chagas viviendas,viviendas positivas,2022-07-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2022-07-01,6,6
ARQUE,chagas viviendas,viviendas positivas,2022-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-07-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2022-07-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas positivas,2022-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-07-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2022-07-01,11,11
CARAPARI,chagas viviendas,viviendas positivas,2022-07-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2022-07-01,15,15
CLIZA,chagas viviendas,viviendas positivas,2022-07-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2022-07-01,9,9
COLCAPIRHUA,chagas viviendas,viviendas positivas,2022-07-01,1,1
COLQUIRI,chagas viviendas,viviendas positivas,2022-07-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2022-07-01,5,5
CULPINA,chagas viviendas,viviendas positivas,2022-07-01,12,12
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-07-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2022-07-01,5,5
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-07-01,5,5
HUACARETA,chagas viviendas,viviendas positivas,2022-07-01,5,5
ICLA,chagas viviendas,viviendas positivas,2022-07-01,1,1
INCAHUASI,chagas viviendas,viviendas positivas,2022-07-01,5,5
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-07-01,4,4
MIZQUE,chagas viviendas,viviendas positivas,2022-07-01,16,16
MOJOCOYA,chagas viviendas,viviendas positivas,2022-07-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2022-07-01,8,8
PADCAYA,chagas viviendas,viviendas positivas,2022-07-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2022-07-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2022-07-01,1,1
POROMA,chagas viviendas,viviendas positivas,2022-07-01,2,2
PRESTO,chagas viviendas,viviendas positivas,2022-07-01,9,9
PUCARA,chagas viviendas,viviendas positivas,2022-07-01,1,1
PUNA,chagas viviendas,viviendas positivas,2022-07-01,13,13
PUNATA,chagas viviendas,viviendas positivas,2022-07-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2022-07-01,2,2
SACABA,chagas viviendas,viviendas positivas,2022-07-01,3,3
SAMAIPATA,chagas viviendas,viviendas positivas,2022-07-01,4,4
SAN BENITO,chagas viviendas,viviendas positivas,2022-07-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2022-07-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2022-07-01,10,10
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-07-01,28,28
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-07-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2022-07-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2022-07-01,22,22
SUCRE,chagas viviendas,viviendas positivas,2022-07-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2022-07-01,3,3
TACOBAMBA,chagas viviendas,viviendas positivas,2022-07-01,158,158
TARIJA,chagas viviendas,viviendas positivas,2022-07-01,7,7
TORO TORO,chagas viviendas,viviendas positivas,2022-07-01,9,9
TUPIZA,chagas viviendas,viviendas positivas,2022-07-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-07-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-07-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2022-08-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2022-08-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2022-08-01,9,9
ARAMPAMPA,chagas viviendas,viviendas positivas,2022-08-01,1,1
ARANI,chagas viviendas,viviendas positivas,2022-08-01,7,7
ARBIETO,chagas viviendas,viviendas positivas,2022-08-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-08-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2022-08-01,21,21
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-08-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2022-08-01,7,7
CKOCHAS,chagas viviendas,viviendas positivas,2022-08-01,13,13
CLIZA,chagas viviendas,viviendas positivas,2022-08-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2022-08-01,14,14
COLCAPIRHUA,chagas viviendas,viviendas positivas,2022-08-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-08-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-08-01,5,5
HUACARETA,chagas viviendas,viviendas positivas,2022-08-01,60,60
LURIBAY,chagas viviendas,viviendas positivas,2022-08-01,8,8
MACHARETI,chagas viviendas,viviendas positivas,2022-08-01,37,37
MIZQUE,chagas viviendas,viviendas positivas,2022-08-01,8,8
MONTEAGUDO,chagas viviendas,viviendas positivas,2022-08-01,18,18
OCURI,chagas viviendas,viviendas positivas,2022-08-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2022-08-01,6,6
PADILLA,chagas viviendas,viviendas positivas,2022-08-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2022-08-01,7,7
POJO (CBBA),chagas viviendas,viviendas positivas,2022-08-01,2,2
POROMA,chagas viviendas,viviendas positivas,2022-08-01,24,24
PRESTO,chagas viviendas,viviendas positivas,2022-08-01,5,5
PUCARA,chagas viviendas,viviendas positivas,2022-08-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2022-08-01,9,9
QUILLACOLLO,chagas viviendas,viviendas positivas,2022-08-01,1,1
SAMAIPATA,chagas viviendas,viviendas positivas,2022-08-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2022-08-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2022-08-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2022-08-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-08-01,8,8
SICAYA,chagas viviendas,viviendas positivas,2022-08-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2022-08-01,15,15
TACACHI,chagas viviendas,viviendas positivas,2022-08-01,13,13
TACOBAMBA,chagas viviendas,viviendas positivas,2022-08-01,4,4
TAPACARI,chagas viviendas,viviendas positivas,2022-08-01,3,3
TARATA,chagas viviendas,viviendas positivas,2022-08-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2022-08-01,8,8
TIQUIPAYA,chagas viviendas,viviendas positivas,2022-08-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2022-08-01,12,12
TORO TORO,chagas viviendas,viviendas positivas,2022-08-01,49,49
TUPIZA,chagas viviendas,viviendas positivas,2022-08-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2022-08-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-08-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2022-08-01,14,14
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2022-08-01,7,7
VINTO,chagas viviendas,viviendas positivas,2022-08-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2022-08-01,9,9
YACUIBA,chagas viviendas,viviendas positivas,2022-08-01,20,20
ACACIO,chagas viviendas,viviendas positivas,2022-09-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2022-09-01,4,4
ARAMPAMPA,chagas viviendas,viviendas positivas,2022-09-01,2,2
ARANI,chagas viviendas,viviendas positivas,2022-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-09-01,7,7
BETANZOS,chagas viviendas,viviendas positivas,2022-09-01,29,29
CAMARGO,chagas viviendas,viviendas positivas,2022-09-01,22,22
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-09-01,6,6
CAPINOTA,chagas viviendas,viviendas positivas,2022-09-01,12,12
CARAPARI,chagas viviendas,viviendas positivas,2022-09-01,2,2
CKOCHAS,chagas viviendas,viviendas positivas,2022-09-01,9,9
COCHABAMBA,chagas viviendas,viviendas positivas,2022-09-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2022-09-01,5,5
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2022-09-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2022-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2022-09-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2022-09-01,4,4
GUTIERREZ,chagas viviendas,viviendas positivas,2022-09-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2022-09-01,11,11
ICLA,chagas viviendas,viviendas positivas,2022-09-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-09-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2022-09-01,0,0
OMEREQUE,chagas viviendas,viviendas positivas,2022-09-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2022-09-01,4,4
POCONA,chagas viviendas,viviendas positivas,2022-09-01,5,5
POJO (CBBA),chagas viviendas,viviendas positivas,2022-09-01,1,1
POROMA,chagas viviendas,viviendas positivas,2022-09-01,18,18
PRESTO,chagas viviendas,viviendas positivas,2022-09-01,2,2
PUCARA,chagas viviendas,viviendas positivas,2022-09-01,4,4
PUNA,chagas viviendas,viviendas positivas,2022-09-01,7,7
PUNATA,chagas viviendas,viviendas positivas,2022-09-01,14,14
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2022-09-01,20,20
SACABA,chagas viviendas,viviendas positivas,2022-09-01,2,2
SAMAIPATA,chagas viviendas,viviendas positivas,2022-09-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2022-09-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2022-09-01,3,3
SAN LUCAS,chagas viviendas,viviendas positivas,2022-09-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-09-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-09-01,1,1
SAPAHAQUI,chagas viviendas,viviendas positivas,2022-09-01,2,2
SICAYA,chagas viviendas,viviendas positivas,2022-09-01,1,1
TACACHI,chagas viviendas,viviendas positivas,2022-09-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2022-09-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2022-09-01,8,8
TIQUIPAYA,chagas viviendas,viviendas positivas,2022-09-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2022-09-01,22,22
TORO TORO,chagas viviendas,viviendas positivas,2022-09-01,5,5
TUPIZA,chagas viviendas,viviendas positivas,2022-09-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-09-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2022-09-01,16,16
VILLA MONTES,chagas viviendas,viviendas positivas,2022-09-01,2,2
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-09-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2022-09-01,12,12
