municipality,group,variable,month,Viviendas Roceadas,TOTAL
YACUIBA,chagas viviendas,viviendas roceadas,2022-02-01,31,31
AIQUILE,chagas viviendas,viviendas roceadas,2022-03-01,84,84
ANZALDO,chagas viviendas,viviendas roceadas,2022-03-01,22,22
ARANI,chagas viviendas,viviendas roceadas,2022-03-01,1,1
ARBIETO,chagas viviendas,viviendas roceadas,2022-03-01,8,8
BETANZOS,chagas viviendas,viviendas roceadas,2022-03-01,6,6
CAMARGO,chagas viviendas,viviendas roceadas,2022-03-01,6,6
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-03-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2022-03-01,20,20
CARAPARI,chagas viviendas,viviendas roceadas,2022-03-01,2,2
CLIZA,chagas viviendas,viviendas roceadas,2022-03-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-03-01,35,35
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-03-01,10,10
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2022-03-01,2,2
EL TORNO,chagas viviendas,viviendas roceadas,2022-03-01,6,6
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-03-01,3,3
HUACARETA,chagas viviendas,viviendas roceadas,2022-03-01,156,156
MAIRANA,chagas viviendas,viviendas roceadas,2022-03-01,26,26
OMEREQUE,chagas viviendas,viviendas roceadas,2022-03-01,12,12
PADCAYA,chagas viviendas,viviendas roceadas,2022-03-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2022-03-01,26,26
POCONA,chagas viviendas,viviendas roceadas,2022-03-01,2,2
PUNATA,chagas viviendas,viviendas roceadas,2022-03-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-03-01,3,3
SACABA,chagas viviendas,viviendas roceadas,2022-03-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-03-01,11,11
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-03-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-03-01,4,4
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-03-01,6,6
SICAYA,chagas viviendas,viviendas roceadas,2022-03-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-03-01,39,39
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-03-01,8,8
TAPACARI,chagas viviendas,viviendas roceadas,2022-03-01,5,5
TARIJA,chagas viviendas,viviendas roceadas,2022-03-01,6,6
TIQUIPAYA,chagas viviendas,viviendas roceadas,2022-03-01,1,1
TOCO,chagas viviendas,viviendas roceadas,2022-03-01,5,5
TORO TORO,chagas viviendas,viviendas roceadas,2022-03-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-03-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2022-03-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-03-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-03-01,9,9
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-03-01,10,10
YACUIBA,chagas viviendas,viviendas roceadas,2022-03-01,19,19
AIQUILE,chagas viviendas,viviendas roceadas,2022-04-01,71,71
ANZALDO,chagas viviendas,viviendas roceadas,2022-04-01,12,12
ARANI,chagas viviendas,viviendas roceadas,2022-04-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2022-04-01,10,10
ARQUE,chagas viviendas,viviendas roceadas,2022-04-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-04-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2022-04-01,20,20
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2022-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-04-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2022-04-01,31,31
CARAPARI,chagas viviendas,viviendas roceadas,2022-04-01,18,18
CLIZA,chagas viviendas,viviendas roceadas,2022-04-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-04-01,29,29
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-04-01,11,11
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-04-01,5,5
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas roceadas,2022-04-01,1,1
HUACARETA,chagas viviendas,viviendas roceadas,2022-04-01,13,13
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2022-04-01,4,4
ICLA,chagas viviendas,viviendas roceadas,2022-04-01,4,4
INCAHUASI,chagas viviendas,viviendas roceadas,2022-04-01,17,17
LA ASUNTA,chagas viviendas,viviendas roceadas,2022-04-01,1,1
LAS CARRERAS,chagas viviendas,viviendas roceadas,2022-04-01,9,9
LURIBAY,chagas viviendas,viviendas roceadas,2022-04-01,69,69
OMEREQUE,chagas viviendas,viviendas roceadas,2022-04-01,22,22
PADCAYA,chagas viviendas,viviendas roceadas,2022-04-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2022-04-01,3,3
PUNATA,chagas viviendas,viviendas roceadas,2022-04-01,7,7
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-04-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-04-01,31,31
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-04-01,4,4
SICAYA,chagas viviendas,viviendas roceadas,2022-04-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-04-01,25,25
SUCRE,chagas viviendas,viviendas roceadas,2022-04-01,201,201
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-04-01,44,44
TAPACARI,chagas viviendas,viviendas roceadas,2022-04-01,5,5
TARIJA,chagas viviendas,viviendas roceadas,2022-04-01,12,12
TOMINA,chagas viviendas,viviendas roceadas,2022-04-01,34,34
TORO TORO,chagas viviendas,viviendas roceadas,2022-04-01,5,5
TUPIZA,chagas viviendas,viviendas roceadas,2022-04-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-04-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2022-04-01,141,141
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-04-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-04-01,62,62
VINTO,chagas viviendas,viviendas roceadas,2022-04-01,4,4
ACACIO,chagas viviendas,viviendas roceadas,2022-05-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2022-05-01,43,43
ANZALDO,chagas viviendas,viviendas roceadas,2022-05-01,17,17
ARAMPAMPA,chagas viviendas,viviendas roceadas,2022-05-01,1,1
ARANI,chagas viviendas,viviendas roceadas,2022-05-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2022-05-01,3,3
ARQUE,chagas viviendas,viviendas roceadas,2022-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-05-01,7,7
BETANZOS,chagas viviendas,viviendas roceadas,2022-05-01,21,21
CAMARGO,chagas viviendas,viviendas roceadas,2022-05-01,67,67
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-05-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2022-05-01,24,24
CARAPARI,chagas viviendas,viviendas roceadas,2022-05-01,12,12
CLIZA,chagas viviendas,viviendas roceadas,2022-05-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-05-01,74,74
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-05-01,8,8
COTAGAITA,chagas viviendas,viviendas roceadas,2022-05-01,1,1
CULPINA,chagas viviendas,viviendas roceadas,2022-05-01,23,23
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-05-01,11,11
EL TORNO,chagas viviendas,viviendas roceadas,2022-05-01,5,5
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-05-01,11,11
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas roceadas,2022-05-01,1,1
HUACARETA,chagas viviendas,viviendas roceadas,2022-05-01,11,11
ICLA,chagas viviendas,viviendas roceadas,2022-05-01,9,9
LAS CARRERAS,chagas viviendas,viviendas roceadas,2022-05-01,10,10
MACHARETI,chagas viviendas,viviendas roceadas,2022-05-01,99,99
MAIRANA,chagas viviendas,viviendas roceadas,2022-05-01,40,40
MIZQUE,chagas viviendas,viviendas roceadas,2022-05-01,13,13
MONTERO,chagas viviendas,viviendas roceadas,2022-05-01,6,6
OMEREQUE,chagas viviendas,viviendas roceadas,2022-05-01,30,30
PADILLA,chagas viviendas,viviendas roceadas,2022-05-01,6,6
PASORAPA,chagas viviendas,viviendas roceadas,2022-05-01,14,14
POCONA,chagas viviendas,viviendas roceadas,2022-05-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-05-01,1,1
PUNA,chagas viviendas,viviendas roceadas,2022-05-01,21,21
PUNATA,chagas viviendas,viviendas roceadas,2022-05-01,5,5
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-05-01,9,9
SAN BENITO,chagas viviendas,viviendas roceadas,2022-05-01,9,9
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-05-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-05-01,27,27
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-05-01,168,168
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-05-01,6,6
SICAYA,chagas viviendas,viviendas roceadas,2022-05-01,12,12
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-05-01,62,62
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-05-01,4,4
TAPACARI,chagas viviendas,viviendas roceadas,2022-05-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2022-05-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2022-05-01,24,24
TIQUIPAYA,chagas viviendas,viviendas roceadas,2022-05-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2022-05-01,12,12
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-05-01,3,3
TUPIZA,chagas viviendas,viviendas roceadas,2022-05-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-05-01,7,7
VILA VILA,chagas viviendas,viviendas roceadas,2022-05-01,474,474
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-05-01,19,19
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-05-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2022-05-01,11,11
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-05-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2022-05-01,2,2
YUNCHARA,chagas viviendas,viviendas roceadas,2022-05-01,7,7
AIQUILE,chagas viviendas,viviendas roceadas,2022-06-01,59,59
ANZALDO,chagas viviendas,viviendas roceadas,2022-06-01,19,19
ARANI,chagas viviendas,viviendas roceadas,2022-06-01,61,61
ARBIETO,chagas viviendas,viviendas roceadas,2022-06-01,1,1
ARQUE,chagas viviendas,viviendas roceadas,2022-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-06-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2022-06-01,20,20
CAIROMA,chagas viviendas,viviendas roceadas,2022-06-01,11,11
CAJUATA,chagas viviendas,viviendas roceadas,2022-06-01,11,11
CAMARGO,chagas viviendas,viviendas roceadas,2022-06-01,79,79
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-06-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2022-06-01,28,28
CARAPARI,chagas viviendas,viviendas roceadas,2022-06-01,7,7
CLIZA,chagas viviendas,viviendas roceadas,2022-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-06-01,25,25
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-06-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2022-06-01,2,2
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2022-06-01,18,18
CULPINA,chagas viviendas,viviendas roceadas,2022-06-01,82,82
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-06-01,10,10
HUACARETA,chagas viviendas,viviendas roceadas,2022-06-01,6,6
ICLA,chagas viviendas,viviendas roceadas,2022-06-01,4,4
MACHARETI,chagas viviendas,viviendas roceadas,2022-06-01,16,16
MIZQUE,chagas viviendas,viviendas roceadas,2022-06-01,68,68
OMEREQUE,chagas viviendas,viviendas roceadas,2022-06-01,18,18
PADILLA,chagas viviendas,viviendas roceadas,2022-06-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2022-06-01,12,12
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-06-01,2,2
PRESTO,chagas viviendas,viviendas roceadas,2022-06-01,407,407
PUNA,chagas viviendas,viviendas roceadas,2022-06-01,22,22
PUNATA,chagas viviendas,viviendas roceadas,2022-06-01,8,8
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-06-01,8,8
SACABA,chagas viviendas,viviendas roceadas,2022-06-01,2,2
SAN BENITO,chagas viviendas,viviendas roceadas,2022-06-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-06-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-06-01,17,17
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-06-01,420,420
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-06-01,8,8
SICAYA,chagas viviendas,viviendas roceadas,2022-06-01,6,6
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-06-01,52,52
SUCRE,chagas viviendas,viviendas roceadas,2022-06-01,252,252
TACACHI,chagas viviendas,viviendas roceadas,2022-06-01,6,6
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-06-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2022-06-01,27,27
TARIJA,chagas viviendas,viviendas roceadas,2022-06-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2022-06-01,25,25
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-06-01,64,64
TUPIZA,chagas viviendas,viviendas roceadas,2022-06-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-06-01,3,3
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2022-06-01,152,152
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-06-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-06-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2022-06-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-06-01,21,21
VINTO,chagas viviendas,viviendas roceadas,2022-06-01,6,6
ACACIO,chagas viviendas,viviendas roceadas,2022-07-01,2,2
AIQUILE,chagas viviendas,viviendas roceadas,2022-07-01,80,80
ANZALDO,chagas viviendas,viviendas roceadas,2022-07-01,84,84
ARANI,chagas viviendas,viviendas roceadas,2022-07-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2022-07-01,6,6
ARQUE,chagas viviendas,viviendas roceadas,2022-07-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-07-01,3,3
BETANZOS,chagas viviendas,viviendas roceadas,2022-07-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2022-07-01,3,3
CAMARGO,chagas viviendas,viviendas roceadas,2022-07-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-07-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2022-07-01,26,26
CARAPARI,chagas viviendas,viviendas roceadas,2022-07-01,20,20
CKOCHAS,chagas viviendas,viviendas roceadas,2022-07-01,19,19
CLIZA,chagas viviendas,viviendas roceadas,2022-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-07-01,90,90
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-07-01,8,8
COLQUIRI,chagas viviendas,viviendas roceadas,2022-07-01,188,188
COTAGAITA,chagas viviendas,viviendas roceadas,2022-07-01,4,4
CULPINA,chagas viviendas,viviendas roceadas,2022-07-01,40,40
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-07-01,12,12
EL TORNO,chagas viviendas,viviendas roceadas,2022-07-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-07-01,44,44
HUACARETA,chagas viviendas,viviendas roceadas,2022-07-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2022-07-01,2,2
INCAHUASI,chagas viviendas,viviendas roceadas,2022-07-01,5,5
LAS CARRERAS,chagas viviendas,viviendas roceadas,2022-07-01,34,34
MIZQUE,chagas viviendas,viviendas roceadas,2022-07-01,117,117
OCURI,chagas viviendas,viviendas roceadas,2022-07-01,11,11
OMEREQUE,chagas viviendas,viviendas roceadas,2022-07-01,35,35
PADCAYA,chagas viviendas,viviendas roceadas,2022-07-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2022-07-01,24,24
PASORAPA,chagas viviendas,viviendas roceadas,2022-07-01,12,12
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-07-01,1,1
POROMA,chagas viviendas,viviendas roceadas,2022-07-01,2,2
PRESTO,chagas viviendas,viviendas roceadas,2022-07-01,46,46
PUNA,chagas viviendas,viviendas roceadas,2022-07-01,13,13
PUNATA,chagas viviendas,viviendas roceadas,2022-07-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-07-01,6,6
SACABA,chagas viviendas,viviendas roceadas,2022-07-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2022-07-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-07-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-07-01,16,16
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-07-01,533,533
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-07-01,8,8
SICAYA,chagas viviendas,viviendas roceadas,2022-07-01,10,10
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-07-01,25,25
SUCRE,chagas viviendas,viviendas roceadas,2022-07-01,72,72
TACACHI,chagas viviendas,viviendas roceadas,2022-07-01,5,5
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-07-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2022-07-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2022-07-01,45,45
TORO TORO,chagas viviendas,viviendas roceadas,2022-07-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-07-01,80,80
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-07-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-07-01,5,5
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-07-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-07-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-07-01,49,49
ACACIO,chagas viviendas,viviendas roceadas,2022-08-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2022-08-01,33,33
ARAMPAMPA,chagas viviendas,viviendas roceadas,2022-08-01,4,4
ARANI,chagas viviendas,viviendas roceadas,2022-08-01,7,7
ARBIETO,chagas viviendas,viviendas roceadas,2022-08-01,8,8
ARQUE,chagas viviendas,viviendas roceadas,2022-08-01,34,34
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-08-01,10,10
AZURDUY,chagas viviendas,viviendas roceadas,2022-08-01,81,81
BETANZOS,chagas viviendas,viviendas roceadas,2022-08-01,21,21
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-08-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2022-08-01,37,37
CARAPARI,chagas viviendas,viviendas roceadas,2022-08-01,16,16
CKOCHAS,chagas viviendas,viviendas roceadas,2022-08-01,13,13
CLIZA,chagas viviendas,viviendas roceadas,2022-08-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-08-01,81,81
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-08-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-08-01,12,12
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-08-01,10,10
HUACARETA,chagas viviendas,viviendas roceadas,2022-08-01,157,157
ICLA,chagas viviendas,viviendas roceadas,2022-08-01,13,13
LURIBAY,chagas viviendas,viviendas roceadas,2022-08-01,86,86
MIZQUE,chagas viviendas,viviendas roceadas,2022-08-01,33,33
MONTEAGUDO,chagas viviendas,viviendas roceadas,2022-08-01,152,152
OCURI,chagas viviendas,viviendas roceadas,2022-08-01,14,14
OMEREQUE,chagas viviendas,viviendas roceadas,2022-08-01,6,6
PADILLA,chagas viviendas,viviendas roceadas,2022-08-01,25,25
PASORAPA,chagas viviendas,viviendas roceadas,2022-08-01,21,21
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-08-01,1,1
POROMA,chagas viviendas,viviendas roceadas,2022-08-01,22,22
PRESTO,chagas viviendas,viviendas roceadas,2022-08-01,16,16
PUCARA,chagas viviendas,viviendas roceadas,2022-08-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2022-08-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-08-01,4,4
SAN BENITO,chagas viviendas,viviendas roceadas,2022-08-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-08-01,3,3
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-08-01,14,14
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-08-01,540,540
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-08-01,10,10
SICAYA,chagas viviendas,viviendas roceadas,2022-08-01,2,2
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-08-01,62,62
SUCRE,chagas viviendas,viviendas roceadas,2022-08-01,99,99
TACACHI,chagas viviendas,viviendas roceadas,2022-08-01,2,2
TACOBAMBA,chagas viviendas,viviendas roceadas,2022-08-01,3,3
TAPACARI,chagas viviendas,viviendas roceadas,2022-08-01,13,13
TARATA,chagas viviendas,viviendas roceadas,2022-08-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2022-08-01,31,31
TIQUIPAYA,chagas viviendas,viviendas roceadas,2022-08-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2022-08-01,6,6
TORO TORO,chagas viviendas,viviendas roceadas,2022-08-01,49,49
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-08-01,112,112
TUPIZA,chagas viviendas,viviendas roceadas,2022-08-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-08-01,3,3
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-08-01,10,10
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2022-08-01,14,14
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-08-01,3,3
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2022-08-01,17,17
VINTO,chagas viviendas,viviendas roceadas,2022-08-01,7,7
YACUIBA,chagas viviendas,viviendas roceadas,2022-08-01,48,48
ACACIO,chagas viviendas,viviendas roceadas,2022-09-01,6,6
AIQUILE,chagas viviendas,viviendas roceadas,2022-09-01,35,35
ANZALDO,chagas viviendas,viviendas roceadas,2022-09-01,35,35
ARAMPAMPA,chagas viviendas,viviendas roceadas,2022-09-01,6,6
ARANI,chagas viviendas,viviendas roceadas,2022-09-01,2,2
ARQUE,chagas viviendas,viviendas roceadas,2022-09-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-09-01,14,14
BETANZOS,chagas viviendas,viviendas roceadas,2022-09-01,29,29
