,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2012-01-01,17,47,17,47,64
CHUMA,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
CKOCHAS,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
CLIZA,internaciones,ingresos espontaneos,2012-01-01,9,31,9,31,40
COBIJA,internaciones,ingresos espontaneos,2012-01-01,112,276,112,276,388
COCAPATA,internaciones,ingresos espontaneos,2012-01-01,0,12,0,12,12
COCHABAMBA,internaciones,ingresos espontaneos,2012-01-01,2871,5451,2871,5451,8322
COLCAPIRHUA,internaciones,ingresos espontaneos,2012-01-01,69,132,69,132,201
"COLCHA ""K""",internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
COLLANA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
COLOMI,internaciones,ingresos espontaneos,2012-01-01,1,20,1,20,21
COLPA BELGICA,internaciones,ingresos espontaneos,2012-01-01,11,22,11,22,33
COLQUECHACA,internaciones,ingresos espontaneos,2012-01-01,0,5,0,5,5
COLQUENCHA,internaciones,ingresos espontaneos,2012-01-01,0,8,0,8,8
COLQUIRI,internaciones,ingresos espontaneos,2012-01-01,3,11,3,11,14
COMARAPA,internaciones,ingresos espontaneos,2012-01-01,10,45,10,45,55
CONCEPCION,internaciones,ingresos espontaneos,2012-01-01,13,65,13,65,78
COPACABANA,internaciones,ingresos espontaneos,2012-01-01,1,13,1,13,14
CORIPATA,internaciones,ingresos espontaneos,2012-01-01,4,21,4,21,25
CORO CORO,internaciones,ingresos espontaneos,2012-01-01,1,3,1,3,4
COROICO,internaciones,ingresos espontaneos,2012-01-01,28,60,28,60,88
CORQUE,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2012-01-01,3,10,3,10,13
COTOCA,internaciones,ingresos espontaneos,2012-01-01,35,48,35,48,83
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2012-01-01,15,22,15,22,37
CUEVO,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
CULPINA,internaciones,ingresos espontaneos,2012-01-01,5,28,5,28,33
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2012-01-01,0,6,0,6,6
DESAGUADERO,internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
EL ALTO,internaciones,ingresos espontaneos,2012-01-01,711,2343,711,2343,3054
EL CHORO,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2012-01-01,9,14,9,14,23
EL PUENTE(TJA),internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
EL TORNO,internaciones,ingresos espontaneos,2012-01-01,93,113,93,113,206
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2012-01-01,3,38,3,38,41
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2012-01-01,33,70,33,70,103
ESCOMA,internaciones,ingresos espontaneos,2012-01-01,4,8,4,8,12
EUCALIPTUS,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
EXALTACION,internaciones,ingresos espontaneos,2012-01-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2012-01-01,25,28,25,28,53
FILADELFIA,internaciones,ingresos espontaneos,2012-01-01,1,1,1,1,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2012-01-01,11,0,11,0,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
GUANAY,internaciones,ingresos espontaneos,2012-01-01,0,13,0,13,13
GUAQUI,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2012-01-01,171,369,171,369,540
GUTIERREZ,internaciones,ingresos espontaneos,2012-01-01,24,33,24,33,57
HUACARETA,internaciones,ingresos espontaneos,2012-01-01,10,13,10,13,23
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
HUANUNI,internaciones,ingresos espontaneos,2012-01-01,73,119,73,119,192
HUARACAJE,internaciones,ingresos espontaneos,2012-01-01,3,7,3,7,10
HUARINA,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2012-01-01,1,3,1,3,4
ICHOCA,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2012-01-01,5,6,5,6,11
INCAHUASI,internaciones,ingresos espontaneos,2012-01-01,0,11,0,11,11
INQUISIVI,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2012-01-01,9,12,9,12,21
IXIAMAS,internaciones,ingresos espontaneos,2012-01-01,2,18,2,18,20
JESUS DE MACHACA,internaciones,ingresos espontaneos,2012-01-01,16,24,16,24,40
LA ASUNTA,internaciones,ingresos espontaneos,2012-01-01,14,57,14,57,71
LA GUARDIA,internaciones,ingresos espontaneos,2012-01-01,32,67,32,67,99
LA PAZ,internaciones,ingresos espontaneos,2012-01-01,2741,6451,2741,6451,9192
LAGUNILLAS,internaciones,ingresos espontaneos,2012-01-01,10,9,10,9,19
LAJA,internaciones,ingresos espontaneos,2012-01-01,0,8,0,8,8
LAS CARRERAS,internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
LLALLAGUA,internaciones,ingresos espontaneos,2012-01-01,62,164,62,164,226
LLICA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
LURIBAY,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
MACHACAMARCA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
MACHARETI,internaciones,ingresos espontaneos,2012-01-01,5,10,5,10,15
MAGDALENA,internaciones,ingresos espontaneos,2012-01-01,20,65,20,65,85
MAIRANA,internaciones,ingresos espontaneos,2012-01-01,8,35,8,35,43
MAPIRI,internaciones,ingresos espontaneos,2012-01-01,13,40,13,40,53
MECAPACA,internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
MINEROS,internaciones,ingresos espontaneos,2012-01-01,8,17,8,17,25
MIZQUE,internaciones,ingresos espontaneos,2012-01-01,16,31,16,31,47
MOCOMOCO,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2012-01-01,0,8,0,8,8
MONTEAGUDO,internaciones,ingresos espontaneos,2012-01-01,60,159,60,159,219
MONTERO,internaciones,ingresos espontaneos,2012-01-01,225,479,225,479,704
MORO MORO,internaciones,ingresos espontaneos,2012-01-01,1,2,1,2,3
MOROCHATA,internaciones,ingresos espontaneos,2012-01-01,0,14,0,14,14
OCURI,internaciones,ingresos espontaneos,2012-01-01,1,4,1,4,5
OKINAWA,internaciones,ingresos espontaneos,2012-01-01,6,20,6,20,26
OMEREQUE,internaciones,ingresos espontaneos,2012-01-01,3,6,3,6,9
ORURO,internaciones,ingresos espontaneos,2012-01-01,778,1677,778,1677,2455
PADILLA,internaciones,ingresos espontaneos,2012-01-01,15,46,15,46,61
PAILON,internaciones,ingresos espontaneos,2012-01-01,10,77,10,77,87
PALCA,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2012-01-01,24,67,24,67,91
PAMPA GRANDE,internaciones,ingresos espontaneos,2012-01-01,0,15,0,15,15
PASORAPA,internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
PATACAMAYA,internaciones,ingresos espontaneos,2012-01-01,5,46,5,46,51
PAZÑA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
POCOATA,internaciones,ingresos espontaneos,2012-01-01,1,4,1,4,5
POCONA,internaciones,ingresos espontaneos,2012-01-01,0,8,0,8,8
POJO (CBBA),internaciones,ingresos espontaneos,2012-01-01,0,14,0,14,14
PORCO,internaciones,ingresos espontaneos,2012-01-01,0,10,0,10,10
POROMA,internaciones,ingresos espontaneos,2012-01-01,0,6,0,6,6
PORTACHUELO,internaciones,ingresos espontaneos,2012-01-01,64,146,64,146,210
POSTRER VALLE,internaciones,ingresos espontaneos,2012-01-01,1,0,1,0,1
POTOSI,internaciones,ingresos espontaneos,2012-01-01,374,1693,374,1693,2067
PRESTO,internaciones,ingresos espontaneos,2012-01-01,0,9,0,9,9
PUCARANI,internaciones,ingresos espontaneos,2012-01-01,0,10,0,10,10
PUERTO ACOSTA,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
PUERTO CARABUCO,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2012-01-01,3,7,3,7,10
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2012-01-01,35,22,35,22,57
PUERTO RICO,internaciones,ingresos espontaneos,2012-01-01,8,18,8,18,26
PUERTO SUAREZ,internaciones,ingresos espontaneos,2012-01-01,27,82,27,82,109
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2012-01-01,81,182,81,182,263
PUNA,internaciones,ingresos espontaneos,2012-01-01,7,17,7,17,24
PUNATA,internaciones,ingresos espontaneos,2012-01-01,73,176,73,176,249
QUIABAYA,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,ingresos espontaneos,2012-01-01,15,228,15,228,243
QUIME,internaciones,ingresos espontaneos,2012-01-01,5,4,5,4,9
QUIRUSILLAS,internaciones,ingresos espontaneos,2012-01-01,2,0,2,0,2
RAVELO,internaciones,ingresos espontaneos,2012-01-01,0,8,0,8,8
REYES,internaciones,ingresos espontaneos,2012-01-01,9,28,9,28,37
RIBERALTA,internaciones,ingresos espontaneos,2012-01-01,176,457,176,457,633
ROBORE,internaciones,ingresos espontaneos,2012-01-01,37,69,37,69,106
RURRENABAQUE,internaciones,ingresos espontaneos,2012-01-01,33,100,33,100,133
SACABA,internaciones,ingresos espontaneos,2012-01-01,155,470,155,470,625
SACABAMBA,internaciones,ingresos espontaneos,2012-01-01,4,5,4,5,9
SACACA,internaciones,ingresos espontaneos,2012-01-01,4,19,4,19,23
SAIPINA,internaciones,ingresos espontaneos,2012-01-01,3,16,3,16,19
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
SAMAIPATA,internaciones,ingresos espontaneos,2012-01-01,11,43,11,43,54
SAN AGUSTIN,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
SAN ANDRES,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2012-01-01,4,9,4,9,13
SAN BENITO,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
SAN BORJA,internaciones,ingresos espontaneos,2012-01-01,53,126,53,126,179
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2012-01-01,15,38,15,38,53
SAN CARLOS,internaciones,ingresos espontaneos,2012-01-01,64,178,64,178,242
SAN IGNACIO,internaciones,ingresos espontaneos,2012-01-01,23,73,23,73,96
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2012-01-01,165,332,165,332,497
SAN JAVIER(STC),internaciones,ingresos espontaneos,2012-01-01,19,38,19,38,57
SAN JOAQUIN,internaciones,ingresos espontaneos,2012-01-01,11,24,11,24,35
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2012-01-01,39,85,39,85,124
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2012-01-01,42,115,42,115,157
SAN JULIAN,internaciones,ingresos espontaneos,2012-01-01,49,95,49,95,144
SAN LORENZO(PND),internaciones,ingresos espontaneos,2012-01-01,4,7,4,7,11
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2012-01-01,0,16,0,16,16
SAN LUCAS,internaciones,ingresos espontaneos,2012-01-01,6,28,6,28,34
SAN MATIAS,internaciones,ingresos espontaneos,2012-01-01,15,31,15,31,46
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2012-01-01,9,23,9,23,32
SAN PEDRO,internaciones,ingresos espontaneos,2012-01-01,14,38,14,38,52
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2012-01-01,1,5,1,5,6
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2012-01-01,3,14,3,14,17
SAN RAMON BENI,internaciones,ingresos espontaneos,2012-01-01,8,32,8,32,40
SAN RAMON SCZ,internaciones,ingresos espontaneos,2012-01-01,5,20,5,20,25
SANTA ANA,internaciones,ingresos espontaneos,2012-01-01,36,88,36,88,124
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2012-01-01,2615,6154,2615,6154,8769
SANTA ROSA,internaciones,ingresos espontaneos,2012-01-01,2,25,2,25,27
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2012-01-01,20,31,20,31,51
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
SENA,internaciones,ingresos espontaneos,2012-01-01,2,11,2,11,13
SHINAOTA,internaciones,ingresos espontaneos,2012-01-01,87,162,87,162,249
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2012-01-01,0,14,0,14,14
SIPE SIPE,internaciones,ingresos espontaneos,2012-01-01,0,37,0,37,37
SOPACHUY,internaciones,ingresos espontaneos,2012-01-01,3,25,3,25,28
SORACACHI,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
SORATA,internaciones,ingresos espontaneos,2012-01-01,3,24,3,24,27
SUCRE,internaciones,ingresos espontaneos,2012-01-01,1305,2287,1305,2287,3592
TACACOMA,internaciones,ingresos espontaneos,2012-01-01,0,9,0,9,9
TACOPAYA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
TAPACARI,internaciones,ingresos espontaneos,2012-01-01,0,7,0,7,7
TARABUCO,internaciones,ingresos espontaneos,2012-01-01,14,27,14,27,41
TARACO,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
TARATA,internaciones,ingresos espontaneos,2012-01-01,0,9,0,9,9
TARIJA,internaciones,ingresos espontaneos,2012-01-01,665,1250,665,1250,1915
TARVITA,internaciones,ingresos espontaneos,2012-01-01,4,26,4,26,30
TEOPONTE,internaciones,ingresos espontaneos,2012-01-01,0,15,0,15,15
TIAWANACU,internaciones,ingresos espontaneos,2012-01-01,0,5,0,5,5
TIPUANI,internaciones,ingresos espontaneos,2012-01-01,14,26,14,26,40
TIQUIPAYA,internaciones,ingresos espontaneos,2012-01-01,22,112,22,112,134
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2012-01-01,1,25,1,25,26
TOCO,internaciones,ingresos espontaneos,2012-01-01,1,4,1,4,5
TOLATA,internaciones,ingresos espontaneos,2012-01-01,6,4,6,4,10
TOLEDO,internaciones,ingresos espontaneos,2012-01-01,0,5,0,5,5
TOMAVE,internaciones,ingresos espontaneos,2012-01-01,8,10,8,10,18
TOMINA,internaciones,ingresos espontaneos,2012-01-01,7,18,7,18,25
TORO TORO,internaciones,ingresos espontaneos,2012-01-01,1,4,1,4,5
TOTORA(CBBA),internaciones,ingresos espontaneos,2012-01-01,2,25,2,25,27
TOTORA(ORR),internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2012-01-01,4,2,4,2,6
TRINIDAD,internaciones,ingresos espontaneos,2012-01-01,414,909,414,909,1323
TUPIZA,internaciones,ingresos espontaneos,2012-01-01,96,111,96,111,207
TURCO,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
UMALA,internaciones,ingresos espontaneos,2012-01-01,0,4,0,4,4
UNCIA,internaciones,ingresos espontaneos,2012-01-01,2,26,2,26,28
URUBICHA,internaciones,ingresos espontaneos,2012-01-01,4,19,4,19,23
UYUNI,internaciones,ingresos espontaneos,2012-01-01,31,102,31,102,133
VACAS,internaciones,ingresos espontaneos,2012-01-01,0,11,0,11,11
VALLEGRANDE,internaciones,ingresos espontaneos,2012-01-01,55,98,55,98,153
VIACHA,internaciones,ingresos espontaneos,2012-01-01,67,121,67,121,188
VILA VILA,internaciones,ingresos espontaneos,2012-01-01,3,4,3,4,7
VILLA CHARCAS,internaciones,ingresos espontaneos,2012-01-01,0,14,0,14,14
VILLA MONTES,internaciones,ingresos espontaneos,2012-01-01,18,10,18,10,28
VILLA RIVERO,internaciones,ingresos espontaneos,2012-01-01,5,11,5,11,16
VILLA SERRANO,internaciones,ingresos espontaneos,2012-01-01,2,10,2,10,12
VILLA TUNARI,internaciones,ingresos espontaneos,2012-01-01,147,321,147,321,468
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2012-01-01,4,16,4,16,20
VILLAZON,internaciones,ingresos espontaneos,2012-01-01,62,157,62,157,219
VINTO,internaciones,ingresos espontaneos,2012-01-01,104,89,104,89,193
VITICHI,internaciones,ingresos espontaneos,2012-01-01,0,2,0,2,2
WARNES,internaciones,ingresos espontaneos,2012-01-01,46,81,46,81,127
YACO,internaciones,ingresos espontaneos,2012-01-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2012-01-01,270,324,270,324,594
YAMPARAEZ,internaciones,ingresos espontaneos,2012-01-01,2,15,2,15,17
YANACACHI,internaciones,ingresos espontaneos,2012-01-01,1,4,1,4,5
YAPACANI,internaciones,ingresos espontaneos,2012-01-01,0,248,0,248,248
YOCALLA,internaciones,ingresos espontaneos,2012-01-01,0,3,0,3,3
YOTALA,internaciones,ingresos espontaneos,2012-01-01,0,19,0,19,19
ZUDAÑEZ,internaciones,ingresos espontaneos,2012-01-01,16,21,16,21,37
ACHACACHI,internaciones,ingresos espontaneos,2012-02-01,11,39,11,39,50
ACHOCALLA,internaciones,ingresos espontaneos,2012-02-01,0,9,0,9,9
AIQUILE,internaciones,ingresos espontaneos,2012-02-01,32,68,32,68,100
ALCALA,internaciones,ingresos espontaneos,2012-02-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
ANCORAIMES,internaciones,ingresos espontaneos,2012-02-01,0,6,0,6,6
ANTEQUERA,internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2012-02-01,0,4,0,4,4
APOLO,internaciones,ingresos espontaneos,2012-02-01,3,19,3,19,22
ARANI,internaciones,ingresos espontaneos,2012-02-01,0,7,0,7,7
ARBIETO,internaciones,ingresos espontaneos,2012-02-01,0,6,0,6,6
ARQUE,internaciones,ingresos espontaneos,2012-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2012-02-01,54,127,54,127,181
ATOCHA,internaciones,ingresos espontaneos,2012-02-01,10,42,10,42,52
AUCAPATA,internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
AYO AYO,internaciones,ingresos espontaneos,2012-02-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2012-02-01,8,21,8,21,29
AZURDUY,internaciones,ingresos espontaneos,2012-02-01,5,14,5,14,19
BATALLAS,internaciones,ingresos espontaneos,2012-02-01,2,8,2,8,10
BAURES,internaciones,ingresos espontaneos,2012-02-01,4,19,4,19,23
BERMEJO,internaciones,ingresos espontaneos,2012-02-01,54,109,54,109,163
BETANZOS,internaciones,ingresos espontaneos,2012-02-01,1,14,1,14,15
BOYUIBE,internaciones,ingresos espontaneos,2012-02-01,15,22,15,22,37
BUENA VISTA,internaciones,ingresos espontaneos,2012-02-01,15,16,15,16,31
CABEZAS,internaciones,ingresos espontaneos,2012-02-01,14,18,14,18,32
CAIROMA,internaciones,ingresos espontaneos,2012-02-01,0,3,0,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2012-02-01,0,7,0,7,7
CAJUATA,internaciones,ingresos espontaneos,2012-02-01,0,10,0,10,10
CALAMARCA,internaciones,ingresos espontaneos,2012-02-01,0,9,0,9,9
CAMARGO,internaciones,ingresos espontaneos,2012-02-01,71,119,71,119,190
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
CAMIRI,internaciones,ingresos espontaneos,2012-02-01,159,389,159,389,548
CAPINOTA,internaciones,ingresos espontaneos,2012-02-01,7,30,7,30,37
CARACOLLO,internaciones,ingresos espontaneos,2012-02-01,0,19,0,19,19
CARANAVI,internaciones,ingresos espontaneos,2012-02-01,43,128,43,128,171
CARAPARI,internaciones,ingresos espontaneos,2012-02-01,2,1,2,1,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2012-02-01,7,20,7,20,27
CHALLAPATA,internaciones,ingresos espontaneos,2012-02-01,25,87,25,87,112
CHAQUI,internaciones,ingresos espontaneos,2012-02-01,1,3,1,3,4
CHARAGUA,internaciones,ingresos espontaneos,2012-02-01,32,93,32,93,125
CHAYANTA,internaciones,ingresos espontaneos,2012-02-01,7,7,7,7,14
CHIMORE,internaciones,ingresos espontaneos,2012-02-01,7,29,7,29,36
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2012-02-01,24,48,24,48,72
CHUMA,internaciones,ingresos espontaneos,2012-02-01,1,0,1,0,1
CKOCHAS,internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
CLIZA,internaciones,ingresos espontaneos,2012-02-01,2,33,2,33,35
COBIJA,internaciones,ingresos espontaneos,2012-02-01,116,216,116,216,332
COCAPATA,internaciones,ingresos espontaneos,2012-02-01,1,13,1,13,14
COCHABAMBA,internaciones,ingresos espontaneos,2012-02-01,2776,5230,2776,5230,8006
COLCAPIRHUA,internaciones,ingresos espontaneos,2012-02-01,59,110,59,110,169
"COLCHA ""K""",internaciones,ingresos espontaneos,2012-02-01,5,8,5,8,13
COLLANA,internaciones,ingresos espontaneos,2012-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2012-02-01,0,20,0,20,20
COLPA BELGICA,internaciones,ingresos espontaneos,2012-02-01,7,5,7,5,12
COLQUECHACA,internaciones,ingresos espontaneos,2012-02-01,0,7,0,7,7
COLQUENCHA,internaciones,ingresos espontaneos,2012-02-01,0,9,0,9,9
COLQUIRI,internaciones,ingresos espontaneos,2012-02-01,3,13,3,13,16
COMARAPA,internaciones,ingresos espontaneos,2012-02-01,14,57,14,57,71
CONCEPCION,internaciones,ingresos espontaneos,2012-02-01,8,55,8,55,63
COPACABANA,internaciones,ingresos espontaneos,2012-02-01,4,14,4,14,18
CORIPATA,internaciones,ingresos espontaneos,2012-02-01,1,29,1,29,30
COROICO,internaciones,ingresos espontaneos,2012-02-01,22,65,22,65,87
COTAGAITA,internaciones,ingresos espontaneos,2012-02-01,8,15,8,15,23
COTOCA,internaciones,ingresos espontaneos,2012-02-01,40,134,40,134,174
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2012-02-01,26,31,26,31,57
CUEVO,internaciones,ingresos espontaneos,2012-02-01,6,4,6,4,10
CULPINA,internaciones,ingresos espontaneos,2012-02-01,5,24,5,24,29
