,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,29,1,29,30
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,17,3,17,3,20
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,475,14,475,489
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,90,0,90,90
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,29,450,29,450,479
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,13,47,13,47,60
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,316,7,316,323
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,37,62,37,62,99
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,14,2,14,16
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,14,1,14,15
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,63,3,63,66
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,13,166,13,166,179
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,45,174,45,174,219
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,73,305,73,305,378
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1601,2447,1601,2447,4048
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,7,0,7,7
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,160,184,160,184,344
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,138,5,138,143
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,13,2,13,15
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,24,166,24,166,190
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,67,5,67,72
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,28,219,28,219,247
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,17,89,17,89,106
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,16,139,16,139,155
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,25,2,25,27
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,158,1,158,159
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,46,1,46,47
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,207,0,207,207
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,76,10,76,86
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,133,14,133,147
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,89,0,89,89
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,34,128,34,128,162
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,6,60,6,60,66
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,35,478,35,478,513
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,155,250,155,250,405
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,198,4,198,202
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,19,0,19,19
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,108,0,108,108
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,472,7,472,479
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,29,7,29,36
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,35,0,35,35
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,90,0,90,90
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1864,4257,1864,4257,6121
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,45,5,45,50
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,358,2,358,360
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,191,2,191,193
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,41,192,41,192,233
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,216,0,216,216
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,63,293,63,293,356
ENTRE RIOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,31,431,31,431,462
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,6,1,6,7
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,2,0,2,2
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,66,7,66,73
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,10,2,10,12
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,66,1,66,67
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,170,4,170,174
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,28,76,28,76,104
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,23,175,23,175,198
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,19,172,19,172,191
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,99,10,99,109
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,39,0,39,39
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,323,2,323,325
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,375,0,375,375
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,6,233,6,233,239
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,143,0,143,143
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,28,2,28,30
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,13,155,13,155,168
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,55,0,55,55
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,74,4,74,78
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,45,3,45,48
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,629,0,629,629
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,611,1,611,612
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,7,5,7,12
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,162,10,162,172
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,10,135,10,135,145
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,121,5,121,126
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,16,244,16,244,260
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,17,76,17,76,93
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,33,428,33,428,461
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1817,3920,1817,3920,5737
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,0,2,0,2
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,245,1,245,246
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,8,118,8,118,126
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,9,150,9,150,159
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,55,4,55,59
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,21,517,21,517,538
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,2,70,2,70,72
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,9,51,9,51,60
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,11,195,11,195,206
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,17,49,17,49,66
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,320,3,320,323
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,118,3,118,121
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,110,7,110,117
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,89,0,89,89
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,115,0,115,115
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,27,67,27,67,94
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,262,5,262,267
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,26,339,26,339,365
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,18,108,18,108,126
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,11,0,11,11
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,313,0,313,313
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,9,594,9,594,603
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,26,1057,26,1057,1083
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,42,4,42,46
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,140,327,140,327,467
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,56,0,56,56
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,12,0,12,12
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,11,431,11,431,442
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,187,0,187,187
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,8,41,8,41,49
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,427,1189,427,1189,1616
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,32,238,32,238,270
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,467,3,467,470
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,8,168,8,168,176
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,30,95,30,95,125
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,24,328,24,328,352
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,20,49,20,49,69
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,15,34,15,34,49
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,25,0,25,25
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,82,0,82,82
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,51,244,51,244,295
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,15,71,15,71,86
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,73,3,73,76
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,36,332,36,332,368
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,59,53,59,53,112
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,7,104,7,104,111
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,98,0,98,98
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,5,60,5,60,65
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,75,451,75,451,526
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,13,79,13,79,92
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,1,223,1,223,224
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,65,14,65,79
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,0,33,0,33,33
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,234,976,234,976,1210
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,336,14,336,350
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,3,18,3,18,21
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,46,141,46,141,187
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,133,86,133,86,219
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,11,163,11,163,174
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,12,93,12,93,105
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,14,86,14,86,100
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,4,55,4,55,59
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,8,27,8,27,35
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,18,39,18,39,57
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,17,52,17,52,69
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,71,413,71,413,484
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,30,625,30,625,655
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-11-01,508,188,508,188,696
