municipality,group,variable,month,Restauraciones,TOTAL
BOYUIBE,atenciones odontologicas,restauraciones,2008-05-01,31,31
BUENA VISTA,atenciones odontologicas,restauraciones,2008-05-01,3,3
CABEZAS,atenciones odontologicas,restauraciones,2008-05-01,72,72
CAIROMA,atenciones odontologicas,restauraciones,2008-05-01,3,3
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-05-01,18,18
CAJUATA,atenciones odontologicas,restauraciones,2008-05-01,1,1
CALACOTO,atenciones odontologicas,restauraciones,2008-05-01,26,26
CALAMARCA,atenciones odontologicas,restauraciones,2008-05-01,25,25
CAMARGO,atenciones odontologicas,restauraciones,2008-05-01,180,180
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-05-01,35,35
CAMIRI,atenciones odontologicas,restauraciones,2008-05-01,270,270
CAPINOTA,atenciones odontologicas,restauraciones,2008-05-01,67,67
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-05-01,18,18
CARACOLLO,atenciones odontologicas,restauraciones,2008-05-01,48,48
CARANAVI,atenciones odontologicas,restauraciones,2008-05-01,161,161
CARAPARI,atenciones odontologicas,restauraciones,2008-05-01,186,186
CARIPUYO,atenciones odontologicas,restauraciones,2008-05-01,52,52
CHALLAPATA,atenciones odontologicas,restauraciones,2008-05-01,121,121
CHAQUI,atenciones odontologicas,restauraciones,2008-05-01,20,20
CHARAGUA,atenciones odontologicas,restauraciones,2008-05-01,68,68
CHAYANTA,atenciones odontologicas,restauraciones,2008-05-01,24,24
CHIMORE,atenciones odontologicas,restauraciones,2008-05-01,53,53
CHOQUE COTA,atenciones odontologicas,restauraciones,2008-05-01,16,16
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-05-01,86,86
CHUMA,atenciones odontologicas,restauraciones,2008-05-01,26,26
CLIZA,atenciones odontologicas,restauraciones,2008-05-01,299,299
COBIJA,atenciones odontologicas,restauraciones,2008-05-01,187,187
COCHABAMBA,atenciones odontologicas,restauraciones,2008-05-01,12637,12637
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-05-01,193,193
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-05-01,8,8
COLLANA,atenciones odontologicas,restauraciones,2008-05-01,6,6
COLOMI,atenciones odontologicas,restauraciones,2008-05-01,71,71
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-05-01,93,93
COLQUECHACA,atenciones odontologicas,restauraciones,2008-05-01,9,9
COLQUENCHA,atenciones odontologicas,restauraciones,2008-05-01,32,32
COLQUIRI,atenciones odontologicas,restauraciones,2008-05-01,119,119
COMANCHE,atenciones odontologicas,restauraciones,2008-05-01,7,7
COMARAPA,atenciones odontologicas,restauraciones,2008-05-01,186,186
COMBAYA,atenciones odontologicas,restauraciones,2008-05-01,12,12
CONCEPCION,atenciones odontologicas,restauraciones,2008-05-01,44,44
COPACABANA,atenciones odontologicas,restauraciones,2008-05-01,61,61
CORIPATA,atenciones odontologicas,restauraciones,2008-05-01,28,28
CORO CORO,atenciones odontologicas,restauraciones,2008-05-01,10,10
COROICO,atenciones odontologicas,restauraciones,2008-05-01,162,162
CORQUE,atenciones odontologicas,restauraciones,2008-05-01,37,37
COTAGAITA,atenciones odontologicas,restauraciones,2008-05-01,99,99
COTOCA,atenciones odontologicas,restauraciones,2008-05-01,97,97
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-05-01,61,61
CUEVO,atenciones odontologicas,restauraciones,2008-05-01,21,21
CULPINA,atenciones odontologicas,restauraciones,2008-05-01,18,18
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-05-01,36,36
DESAGUADERO,atenciones odontologicas,restauraciones,2008-05-01,19,19
EL ALTO,atenciones odontologicas,restauraciones,2008-05-01,5848,5848
EL CHORO,atenciones odontologicas,restauraciones,2008-05-01,24,24
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-05-01,56,56
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-05-01,67,67
EL TORNO,atenciones odontologicas,restauraciones,2008-05-01,105,105
EL VILLAR,atenciones odontologicas,restauraciones,2008-05-01,22,22
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-05-01,82,82
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-05-01,106,106
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-05-01,15,15
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-05-01,129,129
FILADELFIA,atenciones odontologicas,restauraciones,2008-05-01,6,6
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-05-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-05-01,47,47
GUANAY,atenciones odontologicas,restauraciones,2008-05-01,61,61
GUAQUI,atenciones odontologicas,restauraciones,2008-05-01,36,36
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-05-01,195,195
GUTIERREZ,atenciones odontologicas,restauraciones,2008-05-01,16,16
HUACARETA,atenciones odontologicas,restauraciones,2008-05-01,37,37
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,restauraciones,2008-05-01,19,19
HUACHACALLA,atenciones odontologicas,restauraciones,2008-05-01,19,19
HUANUNI,atenciones odontologicas,restauraciones,2008-05-01,162,162
HUARACAJE,atenciones odontologicas,restauraciones,2008-05-01,30,30
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2008-05-01,14,14
ICLA,atenciones odontologicas,restauraciones,2008-05-01,37,37
INCAHUASI,atenciones odontologicas,restauraciones,2008-05-01,82,82
INQUISIVI,atenciones odontologicas,restauraciones,2008-05-01,5,5
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2008-05-01,78,78
IXIAMAS,atenciones odontologicas,restauraciones,2008-05-01,50,50
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2008-05-01,82,82
LA ASUNTA,atenciones odontologicas,restauraciones,2008-05-01,15,15
LA GUARDIA,atenciones odontologicas,restauraciones,2008-05-01,153,153
LA PAZ,atenciones odontologicas,restauraciones,2008-05-01,10261,10261
LAGUNILLAS,atenciones odontologicas,restauraciones,2008-05-01,31,31
LAJA,atenciones odontologicas,restauraciones,2008-05-01,43,43
LICOMA PAMPA,atenciones odontologicas,restauraciones,2008-05-01,28,28
LLALLAGUA,atenciones odontologicas,restauraciones,2008-05-01,212,212
LLICA,atenciones odontologicas,restauraciones,2008-05-01,15,15
LURIBAY,atenciones odontologicas,restauraciones,2008-05-01,8,8
MACHACAMARCA,atenciones odontologicas,restauraciones,2008-05-01,104,104
MACHARETI,atenciones odontologicas,restauraciones,2008-05-01,62,62
MAGDALENA,atenciones odontologicas,restauraciones,2008-05-01,109,109
MAIRANA,atenciones odontologicas,restauraciones,2008-05-01,16,16
MAPIRI,atenciones odontologicas,restauraciones,2008-05-01,103,103
MECAPACA,atenciones odontologicas,restauraciones,2008-05-01,44,44
MINEROS,atenciones odontologicas,restauraciones,2008-05-01,48,48
MIZQUE,atenciones odontologicas,restauraciones,2008-05-01,65,65
MOCOMOCO,atenciones odontologicas,restauraciones,2008-05-01,35,35
MOJOCOYA,atenciones odontologicas,restauraciones,2008-05-01,30,30
MONTEAGUDO,atenciones odontologicas,restauraciones,2008-05-01,134,134
MONTERO,atenciones odontologicas,restauraciones,2008-05-01,417,417
MORO MORO,atenciones odontologicas,restauraciones,2008-05-01,36,36
MOROCHATA,atenciones odontologicas,restauraciones,2008-05-01,50,50
OCURI,atenciones odontologicas,restauraciones,2008-05-01,53,53
OKINAWA,atenciones odontologicas,restauraciones,2008-05-01,56,56
OMEREQUE,atenciones odontologicas,restauraciones,2008-05-01,46,46
ORURO,atenciones odontologicas,restauraciones,2008-05-01,1615,1615
PADCAYA,atenciones odontologicas,restauraciones,2008-05-01,503,503
PADILLA,atenciones odontologicas,restauraciones,2008-05-01,64,64
PAILON,atenciones odontologicas,restauraciones,2008-05-01,109,109
PALCA,atenciones odontologicas,restauraciones,2008-05-01,50,50
PALOS BLANCOS,atenciones odontologicas,restauraciones,2008-05-01,73,73
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2008-05-01,18,18
PAPEL PAMPA,atenciones odontologicas,restauraciones,2008-05-01,46,46
PASORAPA,atenciones odontologicas,restauraciones,2008-05-01,15,15
PATACAMAYA,atenciones odontologicas,restauraciones,2008-05-01,29,29
PAZÑA,atenciones odontologicas,restauraciones,2008-05-01,69,69
PELECHUCO,atenciones odontologicas,restauraciones,2008-05-01,11,11
POCOATA,atenciones odontologicas,restauraciones,2008-05-01,20,20
POCONA,atenciones odontologicas,restauraciones,2008-05-01,27,27
POJO (CBBA),atenciones odontologicas,restauraciones,2008-05-01,62,62
POOPO,atenciones odontologicas,restauraciones,2008-05-01,55,55
PORCO,atenciones odontologicas,restauraciones,2008-05-01,17,17
POROMA,atenciones odontologicas,restauraciones,2008-05-01,25,25
PORONGO,atenciones odontologicas,restauraciones,2008-05-01,66,66
PORTACHUELO,atenciones odontologicas,restauraciones,2008-05-01,75,75
PORVENIR,atenciones odontologicas,restauraciones,2008-05-01,18,18
POSTRER VALLE,atenciones odontologicas,restauraciones,2008-05-01,38,38
POTOSI,atenciones odontologicas,restauraciones,2008-05-01,746,746
PRESTO,atenciones odontologicas,restauraciones,2008-05-01,15,15
PUCARA,atenciones odontologicas,restauraciones,2008-05-01,16,16
PUCARANI,atenciones odontologicas,restauraciones,2008-05-01,72,72
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2008-05-01,108,108
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2008-05-01,49,49
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2008-05-01,7,7
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2008-05-01,70,70
PUERTO RICO,atenciones odontologicas,restauraciones,2008-05-01,22,22
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2008-05-01,93,93
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2008-05-01,267,267
PUNA,atenciones odontologicas,restauraciones,2008-05-01,115,115
PUNATA,atenciones odontologicas,restauraciones,2008-05-01,264,264
QUIABAYA,atenciones odontologicas,restauraciones,2008-05-01,33,33
QUILLACOLLO,atenciones odontologicas,restauraciones,2008-05-01,700,700
QUIME,atenciones odontologicas,restauraciones,2008-05-01,103,103
QUIRUSILLAS,atenciones odontologicas,restauraciones,2008-05-01,18,18
RAVELO,atenciones odontologicas,restauraciones,2008-05-01,14,14
REYES,atenciones odontologicas,restauraciones,2008-05-01,71,71
RIBERALTA,atenciones odontologicas,restauraciones,2008-05-01,385,385
ROBORE,atenciones odontologicas,restauraciones,2008-05-01,61,61
RURRENABAQUE,atenciones odontologicas,restauraciones,2008-05-01,84,84
SABAYA,atenciones odontologicas,restauraciones,2008-05-01,31,31
SACABA,atenciones odontologicas,restauraciones,2008-05-01,402,402
SACACA,atenciones odontologicas,restauraciones,2008-05-01,67,67
SAIPINA,atenciones odontologicas,restauraciones,2008-05-01,81,81
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2008-05-01,85,85
SAMAIPATA,atenciones odontologicas,restauraciones,2008-05-01,196,196
SAN AGUSTIN,atenciones odontologicas,restauraciones,2008-05-01,8,8
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2008-05-01,40,40
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2008-05-01,14,14
SAN BENITO,atenciones odontologicas,restauraciones,2008-05-01,61,61
SAN BORJA,atenciones odontologicas,restauraciones,2008-05-01,176,176
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2008-05-01,108,108
SAN CARLOS,atenciones odontologicas,restauraciones,2008-05-01,92,92
SAN IGNACIO,atenciones odontologicas,restauraciones,2008-05-01,84,84
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2008-05-01,267,267
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2008-05-01,20,20
SAN JOAQUIN,atenciones odontologicas,restauraciones,2008-05-01,3,3
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2008-05-01,34,34
SAN JULIAN,atenciones odontologicas,restauraciones,2008-05-01,44,44
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2008-05-01,2,2
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2008-05-01,241,241
SAN LUCAS,atenciones odontologicas,restauraciones,2008-05-01,52,52
SAN MATIAS,atenciones odontologicas,restauraciones,2008-05-01,39,39
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-05-01,84,84
SAN PEDRO,atenciones odontologicas,restauraciones,2008-05-01,40,40
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-05-01,55,55
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-05-01,39,39
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2008-05-01,8,8
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-05-01,46,46
SAN RAMON,atenciones odontologicas,restauraciones,2008-05-01,55,55
SAN RAMON,atenciones odontologicas,restauraciones,2008-05-01,44,44
SANTA ANA,atenciones odontologicas,restauraciones,2008-05-01,215,215
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-05-01,6668,6668
SANTA ROSA,atenciones odontologicas,restauraciones,2008-05-01,208,208
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-05-01,125,125
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-05-01,75,75
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-05-01,28,28
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-05-01,18,18
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-05-01,34,34
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-05-01,19,19
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-05-01,141,141
SICAYA,atenciones odontologicas,restauraciones,2008-05-01,22,22
SIPE SIPE,atenciones odontologicas,restauraciones,2008-05-01,459,459
SOPACHUY,atenciones odontologicas,restauraciones,2008-05-01,68,68
SORACACHI,atenciones odontologicas,restauraciones,2008-05-01,21,21
SORATA,atenciones odontologicas,restauraciones,2008-05-01,47,47
SUCRE,atenciones odontologicas,restauraciones,2008-05-01,2722,2722
TACACOMA,atenciones odontologicas,restauraciones,2008-05-01,21,21
TACOPAYA,atenciones odontologicas,restauraciones,2008-05-01,16,16
TAHUA,atenciones odontologicas,restauraciones,2008-05-01,4,4
TAPACARI,atenciones odontologicas,restauraciones,2008-05-01,75,75
TARABUCO,atenciones odontologicas,restauraciones,2008-05-01,83,83
TARACO,atenciones odontologicas,restauraciones,2008-05-01,21,21
TARATA,atenciones odontologicas,restauraciones,2008-05-01,128,128
TARIJA,atenciones odontologicas,restauraciones,2008-05-01,1979,1979
TARVITA,atenciones odontologicas,restauraciones,2008-05-01,65,65
TEOPONTE,atenciones odontologicas,restauraciones,2008-05-01,8,8
TIAWANACU,atenciones odontologicas,restauraciones,2008-05-01,18,18
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-05-01,23,23
TIPUANI,atenciones odontologicas,restauraciones,2008-05-01,28,28
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-05-01,503,503
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-05-01,521,521
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,restauraciones,2008-05-01,1,1
TOCO,atenciones odontologicas,restauraciones,2008-05-01,118,118
TOLATA,atenciones odontologicas,restauraciones,2008-05-01,42,42
TOLEDO,atenciones odontologicas,restauraciones,2008-05-01,25,25
TOMAVE,atenciones odontologicas,restauraciones,2008-05-01,46,46
TOMINA,atenciones odontologicas,restauraciones,2008-05-01,28,28
TORO TORO,atenciones odontologicas,restauraciones,2008-05-01,67,67
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-05-01,59,59
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-05-01,7,7
TRIGAL,atenciones odontologicas,restauraciones,2008-05-01,10,10
TRINIDAD,atenciones odontologicas,restauraciones,2008-05-01,769,769
TUPIZA,atenciones odontologicas,restauraciones,2008-05-01,192,192
TURCO,atenciones odontologicas,restauraciones,2008-05-01,49,49
UMALA,atenciones odontologicas,restauraciones,2008-05-01,2,2
UNCIA,atenciones odontologicas,restauraciones,2008-05-01,57,57
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-05-01,221,221
URUBICHA,atenciones odontologicas,restauraciones,2008-05-01,52,52
UYUNI,atenciones odontologicas,restauraciones,2008-05-01,41,41
VACAS,atenciones odontologicas,restauraciones,2008-05-01,39,39
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-05-01,307,307
VIACHA,atenciones odontologicas,restauraciones,2008-05-01,101,101
VILA VILA,atenciones odontologicas,restauraciones,2008-05-01,37,37
VILLA MONTES,atenciones odontologicas,restauraciones,2008-05-01,205,205
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-05-01,21,21
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-05-01,21,21
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-05-01,167,167
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-05-01,756,756
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-05-01,85,85
VILLAZON,atenciones odontologicas,restauraciones,2008-05-01,165,165
VINTO,atenciones odontologicas,restauraciones,2008-05-01,74,74
VITICHI,atenciones odontologicas,restauraciones,2008-05-01,10,10
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-05-01,5,5
WARNES,atenciones odontologicas,restauraciones,2008-05-01,370,370
YACO,atenciones odontologicas,restauraciones,2008-05-01,5,5
YACUIBA,atenciones odontologicas,restauraciones,2008-05-01,812,812
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-05-01,78,78
YAPACANI,atenciones odontologicas,restauraciones,2008-05-01,108,108
YOCALLA,atenciones odontologicas,restauraciones,2008-05-01,21,21
YOTALA,atenciones odontologicas,restauraciones,2008-05-01,49,49
YUNCHARA,atenciones odontologicas,restauraciones,2008-05-01,28,28
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-05-01,10,10
ACACIO,atenciones odontologicas,restauraciones,2008-06-01,5,5
ACHACACHI,atenciones odontologicas,restauraciones,2008-06-01,29,29
ACHOCALLA,atenciones odontologicas,restauraciones,2008-06-01,32,32
AIQUILE,atenciones odontologicas,restauraciones,2008-06-01,101,101
ALALAY,atenciones odontologicas,restauraciones,2008-06-01,21,21
ALCALA,atenciones odontologicas,restauraciones,2008-06-01,36,36
ANCORAIMES,atenciones odontologicas,restauraciones,2008-06-01,28,28
ANDAMARCA,atenciones odontologicas,restauraciones,2008-06-01,63,63
ANTEQUERA,atenciones odontologicas,restauraciones,2008-06-01,26,26
ANZALDO,atenciones odontologicas,restauraciones,2008-06-01,42,42
APOLO,atenciones odontologicas,restauraciones,2008-06-01,70,70
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-06-01,23,23
ARANI,atenciones odontologicas,restauraciones,2008-06-01,52,52
ARBIETO,atenciones odontologicas,restauraciones,2008-06-01,6,6
ARQUE,atenciones odontologicas,restauraciones,2008-06-01,52,52
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-06-01,45,45
ATOCHA,atenciones odontologicas,restauraciones,2008-06-01,375,375
