,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,4,2,4,2,6
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,35,34,35,34,69
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,2,5,5,5,7,12
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,1,3,2,3,5
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,7,10,7,10,17
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,1,0,0,2,1,3
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,2,1,1,3,3,6
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,4,2,1,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,13,17,13,18,31
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,3,32,42,37,45,82
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,5,7,5,9,10,19
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,2,2,3,2,5
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,3,4,4,7,7,14
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,2,3,2,5
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,0,0,1,0,1
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,6,7,41,51,47,58,105
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,12,11,12,11,23
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,4,3,4,7
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,8,3,8,11
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,7,2,7,2,9
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,6,12,20,28,26,40,66
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,8,10,8,10,18
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,9,8,9,9,18
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,0,4,0,4,4
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,5,6,5,7,12
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,3,9,2,12,5,17
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,1,22,28,25,29,54
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,6,3,6,9
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,4,4,4,5,9
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,2,2,2,2,4
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,0,7,3,12,3,15
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,8,10,8,11,19
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,0,3,0,4,4
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,2,0,2,0,2
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,4,3,6,4,10,14
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,0,0,0,1,1
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,4,3,4,3,7
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,0,1,1,2,3
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,4,24,16,27,20,47
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,6,11,7,12,19
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,3,5,3,6,9
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,0,16,21,20,21,41
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,5,21,24,23,29,52
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,0,1,0,1,1
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,18,18,19,19,38
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,12,5,12,5,17
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,1,24,20,29,21,50
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,12,12,12,12,24
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,2,4,2,5,7
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,4,31,28,32,32,64
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,3,13,12,16,15,31
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,4,22,21,24,25,49
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,4,6,6,8,10,18
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,0,0,0,1,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,4,1,5,1,6
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,25,18,90,84,115,102,217
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,3,17,12,22,15,37
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,0,0,1,0,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,7,0,7,0,7
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,2,1,3,1,4
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,9,3,21,18,30,21,51
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,1,9,15,12,16,28
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,0,1,0,1
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,3,8,3,9,6,15
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,3,5,4,5,9
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,1,3,2,5,7
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,1,23,13,27,14,41
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,1,0,2,1,3
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,4,17,14,18,18,36
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,9,7,10,7,17
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,8,6,8,7,15
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,24,17,24,18,42
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,0,1,1,4,1,5
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,1,3,1,4
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,45,34,1403,1444,1448,1478,2926
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,5,2,5,3,8
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,6,7,6,8,14
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,9,2,13,20,22,22,44
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,9,10,9,10,19
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,10,5,10,5,15
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,0,0,1,0,1
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,1,2,2,2,4
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,0,0,1,0,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,2,1,2,1,3
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,4,2,5,4,9
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,12,10,13,12,25
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,11,11,12,13,25
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,2,8,6,12,8,20
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,4,11,15,13,19,32
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,3,8,4,9,13
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,4,2,1,2,5,7
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,11,10,12,10,22
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,2,13,4,13,6,19
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,7,4,8,4,12
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,22,14,23,15,38
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,2,2,2,3,5
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,0,1,0,1
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,8,12,8,13,21
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,0,4,4,8,4,12
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,2,18,12,20,14,34
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,0,29,37,32,37,69
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,4,12,12,12,16,28
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,3,4,7,5,10,15
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,5,2,5,2,7
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,5,0,5,1,6
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,2,4,2,5,7
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,2,3,3,5,8
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,3,5,4,5,9
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,3,6,4,6,10
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,0,1,4,3,4,7
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,2,1,2,2,4
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,31,38,68,76,99,114,213
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,0,1,0,1,1
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,1,4,3,7,4,11
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,2,2,3,2,5
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,3,2,3,3,6
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,8,10,9,12,21
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,7,4,7,4,11
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,4,5,4,5,9
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,6,8,12,12,18,30
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,7,4,19,17,26,21,47
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,1,10,5,12,6,18
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,9,9,10,11,21
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,5,4,5,4,9
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,1,4,1,5,6
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,3,19,19,20,22,42
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,2,30,52,35,54,89
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,0,1,0,1
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,5,3,6,4,10
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,15,10,105,136,120,146,266
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,2,1,2,3
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,11,5,12,5,17
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,3,12,12,13,15,28
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,4,20,13,25,17,42
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,2,0,0,2,2,4
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,2,2,3,2,5
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,10,6,11,7,18
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,5,3,5,3,8
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,9,5,10,7,17
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,4,3,4,7
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,1,4,3,6,4,10
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,11,8,84,75,95,83,178
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,9,3,9,3,12
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,1,1,2,1,3
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,2,1,2,3
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,14,10,14,10,24
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,8,35,51,38,59,97
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,8,10,8,11,19
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,0,1,1,1,2
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,37,39,240,251,277,290,567
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,2,7,4,11,6,17
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,0,1,0,1
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,10,8,21,18,31,26,57
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,3,4,6,7,9,16
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,0,10,16,12,16,28
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,3,0,8,2,11,2,13
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,4,16,16,18,20,38
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,4,0,4,0,4
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,6,4,7,6,13
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,5,6,37,57,42,63,105
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,32,12,32,13,45
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,30,35,220,217,250,252,502
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,1,3,1,4
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,9,5,35,45,44,50,94
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,2,2,2,2,4
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,4,10,5,12,17
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,0,4,5,5,5,10
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,8,5,124,130,132,135,267
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,0,1,0,1,1
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,8,7,51,54,59,61,120
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,5,3,5,3,8
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,4,2,12,18,16,20,36
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,4,1,4,5
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,2,0,2,0,2
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,1,4,1,4,5
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,1,0,1,0,2,2
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,0,18,31,20,31,51
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,18,10,18,10,28
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,11,12,12,14,26
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,0,3,1,3,1,4
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,0,3,0,0,0,3,3
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,12,11,6,5,18,16,34
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,7,5,41,39,48,44,92
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,2,4,0,0,2,4,6
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,1,4,2,5,3,8
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,1,2,18,13,19,15,34
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-01-01,6,5,24,20,30,25,55
