,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,25,18,27,19,46
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,0,12,14,15,14,29
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,0,4,0,5,5
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,3,0,0,2,3,5
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,1,3,3,5,8
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,7,0,1,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,4,23,14,26,18,44
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,0,27,27,29,27,56
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,7,4,5,4,12,8,20
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,3,1,3,2,5
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,5,3,5,8
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,3,5,4,6,10
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,4,60,53,62,57,119
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,4,12,9,14,13,27
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,1,2,2,2,4
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,5,7,6,7,13
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,5,0,5,5
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,14,9,16,11,27
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,18,10,19,11,30
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,6,8,7,8,15
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,7,3,16,12,23,15,38
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,1,26,9,29,10,39
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,2,3,2,5
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,7,10,9,11,20
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,1,1,2,2,4
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,3,13,3,18,6,24
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,7,3,7,10
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,10,6,1,3,11,9,20
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,1,1,1,2
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,1,4,1,6,7
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,8,2,8,10
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,5,21,20,26,25,51
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,3,9,9,9,12,21
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,0,1,0,1
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,3,0,3,3
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,4,15,7,15,11,26
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,14,16,16,18,34
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,1,0,1,1
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,2,2,2,4
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,3,1,3,4
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,3,19,16,20,19,39
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,0,14,8,17,8,25
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,1,29,29,34,30,64
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,10,14,10,16,26
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,2,3,2,5
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,4,30,41,35,45,80
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,9,27,21,32,30,62
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,10,10,22,29,32,39,71
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,2,15,11,20,13,33
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,3,4,2,4,5,9
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,8,8,67,74,75,82,157
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,7,2,0,0,7,2,9
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,6,4,14,19,20,23,43
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,1,0,1,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,3,2,3,5
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,3,3,3,5,8
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,3,27,17,32,20,52
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,13,15,15,16,31
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,3,7,5,9,14
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,2,3,0,4,2,6
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,1,5,1,6,7
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,4,1,10,14,14,15,29
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,3,31,28,33,31,64
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,2,4,2,5,7
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,12,11,12,11,23
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,12,14,12,14,26
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,17,24,19,25,44
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,1,1,1,2
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,7,4,8,5,13
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,0,1,0,3,3
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,86,100,1729,1602,1815,1702,3517
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,5,4,6,5,11
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,0,1,0,1
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,3,7,3,8,11
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,4,6,4,6,10
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,4,0,5,4,9,4,13
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,1,2,1,5,2,7
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,3,0,4,0,4
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,13,1,13,1,14
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,2,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,3,3,6,6,9,15
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,0,2,1,4,1,5
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,3,1,0,1,3,4
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,1,1,1,2,3
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,2,9,2,10,12
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,11,7,12,7,19
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,5,7,6,7,13
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,5,25,19,27,24,51
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,7,9,9,11,20
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,1,2,1,3
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,0,10,8,12,8,20
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,11,8,13,9,22
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,4,14,13,15,17,32
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,18,13,19,14,33
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,3,22,25,23,28,51
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,8,7,6,9,14,23
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,0,0,2,2,4
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,11,11,11,11,22
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,8,1,9,2,11
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,0,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,14,9,14,10,24
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,4,2,2,4,6,6,12
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,1,1,1,2
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,11,21,169,186,180,207,387
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,3,2,3,5
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,1,0,2,0,2
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,3,2,1,2,4,6
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,2,5,3,5,8
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,2,0,2,5,4,9
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,2,10,6,12,8,20
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,1,3,1,4,5
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,4,8,6,9,15
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,3,5,4,5,9
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,6,19,16,21,22,43
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,7,8,32,24,39,32,71
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,1,0,1,1
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,4,4,4,4,8
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,6,4,6,4,10
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,2,5,2,7,9
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,6,3,6,9
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,19,21,21,22,43
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,3,3,3,6
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,6,35,35,37,41,78
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,7,6,7,7,14
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,16,18,94,92,110,110,220
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,6,5,6,6,12
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,4,8,4,8,12
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,3,15,19,20,22,42
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,9,8,26,11,35,19,54
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,4,9,4,12,8,20
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,3,1,3,4
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,2,1,3,1,4
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,6,4,6,4,10
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,6,1,6,2,8
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,2,1,3,1,4
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,5,5,5,5,10
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,0,3,0,6,0,6
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,15,15,56,54,71,69,140
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,1,4,1,5,6
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,0,1,3,3,3,6
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,1,2,1,3,4
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,4,11,5,12,17
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,4,5,41,34,45,39,84
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,3,5,4,6,7,13
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,2,3,3,4,7
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,16,24,194,217,210,241,451
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,1,16,25,18,26,44
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,1,3,1,4
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,10,12,23,26,33,38,71
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,4,2,5,4,9,6,15
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,8,4,20,21,28,25,53
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,5,4,6,4,10
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,0,11,5,13,5,18
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,7,3,7,10
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,3,19,21,21,24,45
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,8,54,54,56,62,118
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,24,18,24,19,43
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,0,1,0,1
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,32,25,280,315,312,340,652
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,1,2,1,2,3
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,2,8,38,38,40,46,86
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,2,4,2,6,8
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,1,3,2,4,6
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,1,0,2,0,2
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,25,20,200,167,225,187,412
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,1,1,2,1,3
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,6,6,52,34,58,40,98
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,3,15,14,16,17,33
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,3,5,3,5,8
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,0,2,0,2
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,2,1,1,1,3,4
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,2,2,2,3,5
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,13,23,14,24,38
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,1,2,2,3,5
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,0,0,0,3,0,3
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,2,1,2,1,3
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,1,0,0,1,1,2
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,5,44,32,47,37,84
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,9,5,6,3,15,8,23
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,0,6,1,6,1,7
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,3,0,11,11,14,11,25
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,8,10,8,11,19
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,14,9,14,10,24
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,5,3,80,76,85,79,164
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-01-01,1,0,10,11,11,11,22
