municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
CABEZAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
CAIROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,66,66
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,38,38
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,75,75
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,31,31
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,10,10
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,35,35
CHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,39,39
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
CHIMORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,7,7
CHUMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,8,8
CLIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,36,36
COBIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,71,71
COCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,17,17
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,527,527
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,91,91
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
COLLANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,23,23
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,63,63
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,8,8
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,30,30
COMBAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,44,44
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,12,12
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,7,7
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,107,107
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,33,33
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1012,1012
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,62,62
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,31,31
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,53,53
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,7,7
EXALTACION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,17,17
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,10,10
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,48,48
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,8,8
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,12,12
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,45,45
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,236,236
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,707,707
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,21,21
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,61,61
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,8,8
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,24,24
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,27,27
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,42,42
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,29,29
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
MOJINETE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,38,38
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,228,228
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,17,17
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,328,328
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,23,23
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,51,51
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,26,26
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,12,12
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,30,30
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,319,319
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,9,9
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,12,12
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,39,39
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,79,79
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,35,35
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,109,109
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,13,13
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,38,38
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,184,184
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,24,24
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,236,236
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,22,22
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,20,20
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,58,58
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,28,28
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,68,68
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,16,16
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,51,51
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,18,18
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,71,71
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,19,19
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,40,40
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,34,34
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,44,44
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,10,10
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,14,14
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,15,15
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,1092,1092
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,17,17
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,25,25
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,11,11
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-01-01,2,2
