municipality,group,variable,month,Niñas(os) de 1 año con dosis completas de zinc (Talla Baja),TOTAL
BERMEJO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,13,13
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
CABEZAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,14,14
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,183,183
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,18,18
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,16,16
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,154,154
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,7,7
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,16,16
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,11,11
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,11,11
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,19,19
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,183,183
LA RIVERA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,13,13
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,50,50
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,7,7
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,19,19
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,11,11
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,72,72
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,7,7
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,35,35
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,39,39
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,32,32
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,44,44
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,23,23
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,15,15
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,153,153
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
SENA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,8,8
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,10,10
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,21,21
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,34,34
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,6,6
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,18,18
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,14,14
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,48,48
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,34,34
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,16,16
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
TOMAVE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
TOMINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
TORO TORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
TRINIDAD,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,5,5
TUPIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,14,14
TURCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
UNCIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
URUBICHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,12,12
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,31,31
VILA VILA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,4,4
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,27,27
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
VILLAZON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,9,9
VINTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,18,18
VITICHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
WALDO BALLIVIAN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
WARNES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,7,7
YACO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
YACUIBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,13,13
YAMPARAEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
YANACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,2,2
YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
YOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,3,3
YUNCHARA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-01-01,1,1
ACHACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,6,6
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,12,12
AIQUILE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,6,6
ALALAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,2,2
ALCALA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ALTO BENI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ANZALDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,5,5
APOLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,10,10
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,3,3
ARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,1,1
ARBIETO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,6,6
ARQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,11,11
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,6,6
ATOCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,2,2
AYATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,3,3
AYO AYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2019-02-01,8,8
