municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,37,37
CABEZAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,63,63
CAIROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
CAJUATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,21,21
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
CAMARGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
CAMIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,73,73
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,44,44
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,32,32
CARANAVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,87,87
CARAPARI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,17,17
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,63,63
CHAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,33,33
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
CHIMORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,45,45
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
CHUMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,21,21
CLIZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
COBIJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,85,85
COCAPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,738,738
COIPASA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,183,183
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
COLLANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,23,23
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,50,50
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,21,21
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
COMANCHE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
COMARAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,30,30
COMBAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,53,53
COPACABANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
CORIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,45,45
CORO CORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
COROICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,23,23
CORQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,13,13
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
COTOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,135,135
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,48,48
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
CULPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
CURVA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
EL ALTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1376,1376
EL CHORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,21,21
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
EL TORNO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,107,107
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,44,44
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,106,106
ESCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
ESCOMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
EXALTACION,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
GUANAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,32,32
GUAQUI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,64,64
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
HUACARETA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,34,34
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,8,8
HUARINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
HUMANATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
ICHOCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
ICLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,17,17
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,17,17
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,78,78
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,306,306
LA PAZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1134,1134
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,14,14
LAJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,28,28
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,86,86
LLICA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
LORETO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
LURIBAY,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
MACHARETI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,24,24
MAIRANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,33,33
MALLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,35,35
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,42,42
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,54,54
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,40,40
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,245,245
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,431,431
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,61,61
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,51,51
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,29,29
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,29,29
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,11,11
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,28,28
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,13,13
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,38,38
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,379,379
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,5,5
PUCARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,38,38
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,30,30
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,89,89
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,18,18
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,58,58
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,192,192
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,26,26
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,29,29
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,246,246
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,26,26
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
SABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,331,331
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,17,17
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,33,33
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,15,15
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,98,98
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,11,11
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,39,39
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,45,45
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,128,128
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,9,9
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,22,22
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,59,59
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,8,8
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,66,66
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,28,28
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,40,40
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,54,54
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,13,13
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,19,19
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,55,55
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,10,10
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,20,20
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,2021,2021
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,16,16
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2019-01-01,7,7
