municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,23,23
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,38,38
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,80,80
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
CHACARILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,40,40
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,24,24
CHARAÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,17,17
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,32,32
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,78,78
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,17,17
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1218,1218
COIPASA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,49,49
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,65,65
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,28,28
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,29,29
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,16,16
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,21,21
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,69,69
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1082,1082
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,72,72
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,28,28
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
EXALTACION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,21,21
HUARACAJE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,49,49
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,49,49
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,486,486
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,16,16
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,71,71
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,24,24
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,24,24
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,29,29
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,46,46
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,511,511
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,33,33
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,34,34
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,40,40
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,24,24
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,21,21
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
POSTRER VALLE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,73,73
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
PUCARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,33,33
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,31,31
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
PUERTO SUAREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,150,150
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,19,19
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,37,37
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,173,173
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,266,266
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,45,45
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,255,255
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,72,72
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,16,16
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,24,24
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,70,70
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,21,21
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,7,7
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,33,33
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,19,19
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1172,1172
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,25,25
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,16,16
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,32,32
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,13,13
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,345,345
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,21,21
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,2,2
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,11,11
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,284,284
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,14,14
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,9,9
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,96,96
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,15,15
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,20,20
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,17,17
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
TRIGAL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,11,11
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,1,1
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,10,10
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,18,18
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,3,3
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,5,5
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,39,39
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,31,31
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,56,56
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,12,12
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,25,25
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,4,4
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,8,8
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,108,108
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,6,6
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,39,39
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,38,38
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-01-01,11,11
