municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
BOYUIBE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,33,33
CABEZAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,66,66
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,22,22
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,24,24
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,19,19
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,22,22
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,39,39
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,32,32
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,106,106
CARAPARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
CARIPUYO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,66,66
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,36,36
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,58,58
CHIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
CKOCHAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,53,53
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,93,93
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,688,688
COIPASA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,91,91
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,26,26
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,50,50
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,19,19
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,19,19
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,55,55
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,24,24
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,39,39
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,107,107
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,49,49
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,1281,1281
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,120,120
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,42,42
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,109,109
ESCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
EXALTACION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,25,25
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,35,35
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,46,46
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,28,28
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,30,30
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,24,24
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,89,89
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,293,293
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,817,817
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,26,26
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,86,86
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,39,39
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,35,35
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,46,46
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,35,35
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,54,54
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,41,41
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,216,216
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,19,19
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,389,389
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,22,22
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,62,62
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,31,31
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,53,53
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,52,52
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,10,10
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,35,35
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,19,19
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,29,29
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,16,16
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,11,11
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,28,28
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,26,26
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,1,1
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,359,359
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
PUCARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,30,30
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,29,29
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,28,28
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,5,5
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,45,45
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,48,48
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,192,192
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,26,26
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,24,24
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,246,246
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,32,32
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,312,312
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,17,17
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,38,38
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,105,105
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,11,11
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,31,31
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,124,124
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,22,22
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,27,27
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,66,66
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,32,32
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,42,42
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,56,56
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,24,24
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,55,55
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,11,11
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,14,14
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,20,20
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,2047,2047
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,27,27
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,13,13
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,39,39
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,17,17
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,9,9
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,82,82
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,7,7
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,476,476
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,6,6
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,38,38
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,12,12
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,8,8
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,296,296
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,21,21
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,18,18
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,17,17
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,23,23
TIPUANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,15,15
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2019-01-01,110,110
