municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
BELEN DE URMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
BELLA FLOR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
BERMEJO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,12,12
BETANZOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,25,25
BOLIVAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
BOLPEBRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
BOYUIBE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
CABEZAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,23,23
CAIROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
"CAIZA ""D""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
CALACOTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
CAMARGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
CAMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,256,256
CAPINOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,12,12
CAQUIAVIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
CARACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,24,24
CARANAVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,57,57
CARAPARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
CARIPUYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
CHACARILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,39,39
CHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,16,16
CHARAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
CHAYANTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,21,21
CHIMORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,40,40
CHIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
CHUMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
CKOCHAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,12,12
CLIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
COBIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,70,70
COCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
COCHABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,603,603
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
COLLANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,42,42
COLQUENCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
COLQUIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,12,12
COMBAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
COPACABANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
CORIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
CORO CORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,34,34
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,32,32
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,31,31
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
CUEVO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
CURVA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,609,609
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,45,45
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,43,43
ESCOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
ESMERALDA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,36,36
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
HUACHACALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,19,19
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
HUARINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,41,41
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,543,543
LAGUNILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
LAS CARRERAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,74,74
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
MAIRANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
MALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
MECAPACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,15,15
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,45,45
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,150,150
MORO MORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
OKINAWA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
OMEREQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,404,404
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,8,8
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,23,23
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,19,19
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
PASORAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,66,66
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
PELECHUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,34,34
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
POOPO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,28,28
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,24,24
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,8,8
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,423,423
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,19,19
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
PUERTO QUIJARRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,182,182
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
PUERTO SILES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,12,12
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,55,55
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,20,20
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,35,35
QUIABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,89,89
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,29,29
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,125,125
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,15,15
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,15,15
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,290,290
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,24,24
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,22,22
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,69,69
SAN BUENA VENTURA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,31,31
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,51,51
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,235,235
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,16,16
SAN JAVIER(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
SAN JOAQUIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,36,36
SAN LORENZO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,42,42
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,19,19
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,8,8
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,28,28
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1303,1303
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,24,24
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,11,11
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,10,10
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,8,8
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,38,38
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,9,9
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,22,22
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,189,189
TACACOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,17,17
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,16,16
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,304,304
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,15,15
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
TIAHUANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,7,7
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,18,18
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,14,14
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
TODOS SANTOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,3,3
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,13,13
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,15,15
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,21,21
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,2,2
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,251,251
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,38,38
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,1,1
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,4,4
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2019-01-01,5,5
