,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,2,6,8,8,10,18
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,7,8,7,8,15
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,0,9,13,11,13,24
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,3,2,0,1,3,3,6
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,1,0,1,0,1
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,5,10,26,30,31,40,71
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,16,19,16,19,35
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,2,11,9,13,11,24
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,12,3,24,28,36,31,67
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,2,19,25,19,27,46
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,0,1,0,1,1
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,4,1,15,20,19,21,40
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,15,9,16,9,25
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,0,1,0,1,1
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,8,13,25,23,33,36,69
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,2,24,23,26,25,51
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,1,4,1,4,5
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,10,8,55,43,65,51,116
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,1,34,32,34,33,67
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,4,7,5,7,12
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,1,1,4,1,5,6
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,9,7,40,46,49,53,102
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,6,3,55,37,61,40,101
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,22,19,23,19,42
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,0,2,0,2,2
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,2,6,2,6,8
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,2,1,1,1,3,4
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,1,1,2,1,3
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,1,14,22,14,23,37
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,6,10,7,10,17
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,5,4,51,32,56,36,92
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,4,2,4,2,6
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,5,2,5,2,7
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,1,0,1,0,1
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,3,1,4,1,5
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,5,16,11,16,16,32
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,0,2,0,2,2
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,2,0,5,1,7,8
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,4,19,24,21,28,49
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,1,2,0,2,1,3
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,6,2,7,2,9
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,1,0,2,0,2
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,2,4,1,4,3,7
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,10,14,11,14,25
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,6,3,34,33,40,36,76
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,4,2,7,4,11,6,17
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,0,3,0,3,3
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,0,1,1,1,2
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,1,12,9,12,10,22
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,2,11,15,13,17,30
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,4,2,4,2,6
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,1,3,7,5,8,13
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,5,4,144,108,149,112,261
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,2,1,3,1,4
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,1,1,0,3,1,4
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,3,1,7,10,10,11,21
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,5,2,4,6,9,8,17
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,1,0,9,3,10,3,13
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,24,20,164,145,188,165,353
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,2,2,3,4,5,6,11
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,15,11,15,11,26
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,4,1,12,14,16,15,31
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-05-01,0,0,15,23,15,23,38
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,9,4,10,5,15
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,7,5,15,16,22,21,43
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,1,1,1,2
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,1,47,35,51,36,87
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,3,5,3,7,6,13
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,13,6,13,7,20
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,2,7,7,11,9,20
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,6,7,8,7,15
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,9,11,9,12,21
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,6,8,7,9,16
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,18,16,20,16,36
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,3,1,3,4
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,3,12,22,12,25,37
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,2,24,17,26,19,45
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,1,1,1,2
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,6,1,6,7
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,0,1,0,1
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,5,1,4,6,9,15
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,3,5,2,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,5,24,23,28,28,56
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,25,20,26,20,46
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,1,2,4,7,5,12
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,0,1,0,1
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,2,4,2,4,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,3,5,3,8
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,3,2,3,2,5
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,1,0,1,1,2
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,1,51,40,56,41,97
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,15,8,15,8,23
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,2,1,3,2,5
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,4,1,4,1,5
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,2,7,7,10,9,19
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,8,4,8,5,13
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,6,11,7,11,18
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,15,7,16,8,24
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,3,9,7,10,10,20
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,11,9,11,10,21
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,6,5,6,11
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,4,7,6,7,13
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,2,0,2,0,2
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,3,4,5,4,9
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,2,13,6,16,8,24
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,3,9,11,12,14,26
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,1,0,1,1
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,9,8,9,9,18
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,1,1,1,2
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,2,1,2,3
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,6,9,52,37,58,46,104
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,12,11,13,12,25
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,6,17,14,22,20,42
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,4,2,4,2,6
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,2,17,16,21,18,39
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,0,23,20,26,20,46
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,2,6,2,6,8
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,3,1,3,4
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,2,18,15,19,17,36
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,3,9,9,12,12,24
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,6,7,39,30,45,37,82
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,10,8,11,9,20
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,1,7,5,9,6,15
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,8,5,52,53,60,58,118
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,7,8,16,19,23,27,50
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,11,5,13,10,24,15,39
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,10,6,11,6,17
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,1,0,1,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,0,2,5,5,5,10
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,2,1,2,3
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,6,7,37,37,43,44,87
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,2,0,0,1,2,3
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,1,37,30,40,31,71
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,0,0,2,0,2
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,4,5,4,9
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,24,26,24,27,51
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,1,9,11,13,12,25
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,1,0,1,1
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,3,10,14,15,17,32
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,5,4,6,5,11
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,2,13,19,14,21,35
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,3,8,11,10,14,24
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,4,5,2,6,6,11,17
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,6,5,6,11
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,7,5,7,12
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,1,17,18,19,19,38
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,2,2,3,2,5
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,3,3,6,4,9,13
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,1,0,1,1
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,63,68,1382,1312,1445,1380,2825
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,1,0,1,1,2
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,5,6,5,7,12
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,5,5,5,5,10
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,6,6,6,6,12
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,1,1,1,2
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,3,0,3,3
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,6,1,6,1,7
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,3,6,6,7,9,16
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,12,17,12,17,29
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,7,7,7,8,15
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,6,4,6,4,10
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,11,5,11,17,22,22,44
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,2,7,4,7,6,13
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,1,0,2,0,2
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,3,1,3,4
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,2,1,2,3
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,6,4,7,4,11
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,2,7,2,7,9
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,0,35,23,37,23,60
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,1,4,1,5,6
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,0,1,0,2,2
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,2,7,3,7,10
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,18,9,18,9,27
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,13,12,13,12,25
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,6,4,31,44,37,48,85
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,2,1,2,3
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,2,4,21,25,23,29,52
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,4,5,11,6,15,21
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,7,1,7,1,8
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,1,14,17,17,18,35
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,6,4,6,5,11
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,0,2,0,2,2
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,3,5,3,6,9
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,2,2,3,2,5
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,0,0,0,1,1
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,37,33,158,130,195,163,358
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,1,1,1,2
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,4,2,5,3,8
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,4,3,4,3,7
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,1,2,1,2,3
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,8,4,8,4,12
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,3,10,6,11,9,20
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,1,3,2,3,5
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,2,3,3,3,5,8
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,2,3,3,3,6
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,15,17,16,18,34
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,5,8,21,17,26,25,51
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,3,0,3,0,3
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,4,3,4,3,7
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,1,7,0,7,1,8
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,0,0,3,2,3,2,5
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,10,16,11,17,28
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,2,1,3,1,4
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,3,5,41,31,44,36,80
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,1,12,11,13,12,25
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,8,8,59,64,67,72,139
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,0,3,1,3,4
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-06-01,1,0,6,6,7,6,13
