municipality,group,variable,month,Viviendas Positivas,TOTAL
BETANZOS,chagas viviendas,viviendas positivas,2021-11-01,8,8
"CAIZA ""D""",chagas viviendas,viviendas positivas,2021-11-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-11-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2021-11-01,4,4
CARAPARI,chagas viviendas,viviendas positivas,2021-11-01,2,2
CKOCHAS,chagas viviendas,viviendas positivas,2021-11-01,14,14
CLIZA,chagas viviendas,viviendas positivas,2021-11-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2021-11-01,15,15
COLCAPIRHUA,chagas viviendas,viviendas positivas,2021-11-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2021-11-01,3,3
CULPINA,chagas viviendas,viviendas positivas,2021-11-01,14,14
EL TORNO,chagas viviendas,viviendas positivas,2021-11-01,2,2
GUTIERREZ,chagas viviendas,viviendas positivas,2021-11-01,43,43
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2021-11-01,4,4
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-11-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2021-11-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2021-11-01,3,3
PADCAYA,chagas viviendas,viviendas positivas,2021-11-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2021-11-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2021-11-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2021-11-01,7,7
SAN BENITO,chagas viviendas,viviendas positivas,2021-11-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2021-11-01,2,2
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-11-01,9,9
SAPAHAQUI,chagas viviendas,viviendas positivas,2021-11-01,10,10
SIPE SIPE,chagas viviendas,viviendas positivas,2021-11-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2021-11-01,3,3
TACOBAMBA,chagas viviendas,viviendas positivas,2021-11-01,49,49
TAPACARI,chagas viviendas,viviendas positivas,2021-11-01,3,3
TARIJA,chagas viviendas,viviendas positivas,2021-11-01,13,13
TOLATA,chagas viviendas,viviendas positivas,2021-11-01,3,3
TOMAVE,chagas viviendas,viviendas positivas,2021-11-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2021-11-01,10,10
TUPIZA,chagas viviendas,viviendas positivas,2021-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2021-11-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2021-11-01,3,3
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-11-01,2,2
VINTO,chagas viviendas,viviendas positivas,2021-11-01,4,4
YOTALA,chagas viviendas,viviendas positivas,2021-11-01,24,24
AIQUILE,chagas viviendas,viviendas positivas,2021-12-01,3,3
ALCALA,chagas viviendas,viviendas positivas,2021-12-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2021-12-01,3,3
ARAMPAMPA,chagas viviendas,viviendas positivas,2021-12-01,2,2
ARANI,chagas viviendas,viviendas positivas,2021-12-01,3,3
BETANZOS,chagas viviendas,viviendas positivas,2021-12-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-12-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2021-12-01,7,7
COCHABAMBA,chagas viviendas,viviendas positivas,2021-12-01,4,4
COTAGAITA,chagas viviendas,viviendas positivas,2021-12-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2021-12-01,258,258
GUTIERREZ,chagas viviendas,viviendas positivas,2021-12-01,30,30
OMEREQUE,chagas viviendas,viviendas positivas,2021-12-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2021-12-01,4,4
PUNATA,chagas viviendas,viviendas positivas,2021-12-01,2,2
QUILLACOLLO,chagas viviendas,viviendas positivas,2021-12-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2021-12-01,2,2
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-12-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2021-12-01,7,7
TACOBAMBA,chagas viviendas,viviendas positivas,2021-12-01,11,11
TARIJA,chagas viviendas,viviendas positivas,2021-12-01,4,4
TOLATA,chagas viviendas,viviendas positivas,2021-12-01,3,3
TORO TORO,chagas viviendas,viviendas positivas,2021-12-01,7,7
TUPIZA,chagas viviendas,viviendas positivas,2021-12-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2021-12-01,2,2
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-12-01,8,8
