municipality,group,variable,month,Viviendas Evaluadas,TOTAL
ACACIO,chagas viviendas,viviendas evaluadas,2021-04-01,195,195
AIQUILE,chagas viviendas,viviendas evaluadas,2021-04-01,465,465
ANZALDO,chagas viviendas,viviendas evaluadas,2021-04-01,232,232
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2021-04-01,174,174
ARANI,chagas viviendas,viviendas evaluadas,2021-04-01,192,192
ARBIETO,chagas viviendas,viviendas evaluadas,2021-04-01,562,562
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-04-01,631,631
BETANZOS,chagas viviendas,viviendas evaluadas,2021-04-01,162,162
BOYUIBE,chagas viviendas,viviendas evaluadas,2021-04-01,140,140
CAMARGO,chagas viviendas,viviendas evaluadas,2021-04-01,182,182
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-04-01,387,387
CARAPARI,chagas viviendas,viviendas evaluadas,2021-04-01,75,75
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-04-01,201,201
CLIZA,chagas viviendas,viviendas evaluadas,2021-04-01,244,244
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-04-01,1599,1599
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-04-01,142,142
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-04-01,73,73
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-04-01,195,195
CUEVO,chagas viviendas,viviendas evaluadas,2021-04-01,94,94
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-04-01,164,164
EL TORNO,chagas viviendas,viviendas evaluadas,2021-04-01,9,9
HUACARETA,chagas viviendas,viviendas evaluadas,2021-04-01,726,726
ICLA,chagas viviendas,viviendas evaluadas,2021-04-01,132,132
INCAHUASI,chagas viviendas,viviendas evaluadas,2021-04-01,154,154
LA ASUNTA,chagas viviendas,viviendas evaluadas,2021-04-01,765,765
MIZQUE,chagas viviendas,viviendas evaluadas,2021-04-01,79,79
OCURI,chagas viviendas,viviendas evaluadas,2021-04-01,335,335
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-04-01,334,334
PADCAYA,chagas viviendas,viviendas evaluadas,2021-04-01,136,136
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2021-04-01,52,52
PASORAPA,chagas viviendas,viviendas evaluadas,2021-04-01,150,150
POCONA,chagas viviendas,viviendas evaluadas,2021-04-01,215,215
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-04-01,70,70
POROMA,chagas viviendas,viviendas evaluadas,2021-04-01,465,465
PUNA,chagas viviendas,viviendas evaluadas,2021-04-01,554,554
PUNATA,chagas viviendas,viviendas evaluadas,2021-04-01,311,311
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-04-01,426,426
SACABA,chagas viviendas,viviendas evaluadas,2021-04-01,718,718
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-04-01,340,340
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-04-01,111,111
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-04-01,200,200
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2021-04-01,562,562
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-04-01,425,425
SUCRE,chagas viviendas,viviendas evaluadas,2021-04-01,299,299
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-04-01,67,67
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-04-01,300,300
TAPACARI,chagas viviendas,viviendas evaluadas,2021-04-01,214,214
TARATA,chagas viviendas,viviendas evaluadas,2021-04-01,219,219
TIRAQUE (CBBA),chagas viviendas,viviendas evaluadas,2021-04-01,439,439
TOCO,chagas viviendas,viviendas evaluadas,2021-04-01,290,290
TOMAVE,chagas viviendas,viviendas evaluadas,2021-04-01,272,272
TOMINA,chagas viviendas,viviendas evaluadas,2021-04-01,13,13
TORO TORO,chagas viviendas,viviendas evaluadas,2021-04-01,142,142
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-04-01,240,240
TUPIZA,chagas viviendas,viviendas evaluadas,2021-04-01,536,536
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-04-01,295,295
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-04-01,247,247
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-04-01,299,299
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-04-01,765,765
VINTO,chagas viviendas,viviendas evaluadas,2021-04-01,62,62
VITICHI,chagas viviendas,viviendas evaluadas,2021-04-01,270,270
YACUIBA,chagas viviendas,viviendas evaluadas,2021-04-01,3,3
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-04-01,136,136
YOTALA,chagas viviendas,viviendas evaluadas,2021-04-01,275,275
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2021-04-01,314,314
ACACIO,chagas viviendas,viviendas evaluadas,2021-05-01,384,384
AIQUILE,chagas viviendas,viviendas evaluadas,2021-05-01,978,978
ANZALDO,chagas viviendas,viviendas evaluadas,2021-05-01,204,204
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2021-05-01,171,171
ARANI,chagas viviendas,viviendas evaluadas,2021-05-01,287,287
ARBIETO,chagas viviendas,viviendas evaluadas,2021-05-01,299,299
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-05-01,573,573
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2021-05-01,163,163
CAMARGO,chagas viviendas,viviendas evaluadas,2021-05-01,155,155
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-05-01,552,552
CARAPARI,chagas viviendas,viviendas evaluadas,2021-05-01,199,199
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-05-01,101,101
CLIZA,chagas viviendas,viviendas evaluadas,2021-05-01,244,244
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-05-01,2721,2721
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-05-01,163,163
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-05-01,47,47
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-05-01,258,258
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-05-01,174,174
CUEVO,chagas viviendas,viviendas evaluadas,2021-05-01,202,202
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-05-01,158,158
EL TORNO,chagas viviendas,viviendas evaluadas,2021-05-01,11,11
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2021-05-01,61,61
ICLA,chagas viviendas,viviendas evaluadas,2021-05-01,6,6
LA ASUNTA,chagas viviendas,viviendas evaluadas,2021-05-01,888,888
MIZQUE,chagas viviendas,viviendas evaluadas,2021-05-01,693,693
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-05-01,343,343
PADCAYA,chagas viviendas,viviendas evaluadas,2021-05-01,96,96
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2021-05-01,50,50
PASORAPA,chagas viviendas,viviendas evaluadas,2021-05-01,70,70
POCONA,chagas viviendas,viviendas evaluadas,2021-05-01,429,429
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-05-01,178,178
PUNATA,chagas viviendas,viviendas evaluadas,2021-05-01,507,507
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-05-01,206,206
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-05-01,335,335
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-05-01,144,144
SAN LUCAS,chagas viviendas,viviendas evaluadas,2021-05-01,297,297
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2021-05-01,102,102
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-05-01,205,205
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2021-05-01,786,786
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-05-01,752,752
TACACHI,chagas viviendas,viviendas evaluadas,2021-05-01,31,31
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-05-01,113,113
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-05-01,345,345
TAPACARI,chagas viviendas,viviendas evaluadas,2021-05-01,444,444
TARATA,chagas viviendas,viviendas evaluadas,2021-05-01,202,202
TIRAQUE (CBBA),chagas viviendas,viviendas evaluadas,2021-05-01,700,700
TOCO,chagas viviendas,viviendas evaluadas,2021-05-01,279,279
TOMAVE,chagas viviendas,viviendas evaluadas,2021-05-01,159,159
TOMINA,chagas viviendas,viviendas evaluadas,2021-05-01,171,171
TORO TORO,chagas viviendas,viviendas evaluadas,2021-05-01,114,114
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-05-01,295,295
TUPIZA,chagas viviendas,viviendas evaluadas,2021-05-01,910,910
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-05-01,197,197
VILA VILA,chagas viviendas,viviendas evaluadas,2021-05-01,85,85
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-05-01,448,448
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-05-01,283,283
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-05-01,284,284
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2021-05-01,95,95
VITICHI,chagas viviendas,viviendas evaluadas,2021-05-01,107,107
YACUIBA,chagas viviendas,viviendas evaluadas,2021-05-01,284,284
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-05-01,103,103
YOTALA,chagas viviendas,viviendas evaluadas,2021-05-01,95,95
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2021-05-01,175,175
ACACIO,chagas viviendas,viviendas evaluadas,2021-06-01,110,110
AIQUILE,chagas viviendas,viviendas evaluadas,2021-06-01,871,871
ALALAY,chagas viviendas,viviendas evaluadas,2021-06-01,282,282
ALCALA,chagas viviendas,viviendas evaluadas,2021-06-01,354,354
ANZALDO,chagas viviendas,viviendas evaluadas,2021-06-01,179,179
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2021-06-01,148,148
ARANI,chagas viviendas,viviendas evaluadas,2021-06-01,210,210
ARBIETO,chagas viviendas,viviendas evaluadas,2021-06-01,905,905
ARQUE,chagas viviendas,viviendas evaluadas,2021-06-01,158,158
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-06-01,233,233
BETANZOS,chagas viviendas,viviendas evaluadas,2021-06-01,245,245
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-06-01,426,426
CARAPARI,chagas viviendas,viviendas evaluadas,2021-06-01,382,382
CLIZA,chagas viviendas,viviendas evaluadas,2021-06-01,270,270
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-06-01,143,143
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-06-01,314,314
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-06-01,70,70
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-06-01,460,460
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-06-01,195,195
CUEVO,chagas viviendas,viviendas evaluadas,2021-06-01,16,16
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-06-01,163,163
EL TORNO,chagas viviendas,viviendas evaluadas,2021-06-01,119,119
HUACARETA,chagas viviendas,viviendas evaluadas,2021-06-01,644,644
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2021-06-01,52,52
ICLA,chagas viviendas,viviendas evaluadas,2021-06-01,220,220
LA ASUNTA,chagas viviendas,viviendas evaluadas,2021-06-01,686,686
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-06-01,169,169
MIZQUE,chagas viviendas,viviendas evaluadas,2021-06-01,569,569
MOJOCOYA,chagas viviendas,viviendas evaluadas,2021-06-01,52,52
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-06-01,427,427
PADCAYA,chagas viviendas,viviendas evaluadas,2021-06-01,177,177
PADILLA,chagas viviendas,viviendas evaluadas,2021-06-01,155,155
POCONA,chagas viviendas,viviendas evaluadas,2021-06-01,450,450
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-06-01,167,167
POROMA,chagas viviendas,viviendas evaluadas,2021-06-01,160,160
PRESTO,chagas viviendas,viviendas evaluadas,2021-06-01,314,314
PUNATA,chagas viviendas,viviendas evaluadas,2021-06-01,590,590
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-06-01,322,322
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-06-01,334,334
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-06-01,149,149
SAN LUCAS,chagas viviendas,viviendas evaluadas,2021-06-01,485,485
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-06-01,14,14
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2021-06-01,508,508
SICAYA,chagas viviendas,viviendas evaluadas,2021-06-01,26,26
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-06-01,114,114
TACACHI,chagas viviendas,viviendas evaluadas,2021-06-01,164,164
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-06-01,50,50
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-06-01,281,281
TAPACARI,chagas viviendas,viviendas evaluadas,2021-06-01,494,494
TARATA,chagas viviendas,viviendas evaluadas,2021-06-01,195,195
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-06-01,90,90
TOCO,chagas viviendas,viviendas evaluadas,2021-06-01,265,265
TOMAVE,chagas viviendas,viviendas evaluadas,2021-06-01,187,187
TOMINA,chagas viviendas,viviendas evaluadas,2021-06-01,134,134
TORO TORO,chagas viviendas,viviendas evaluadas,2021-06-01,145,145
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-06-01,105,105
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-06-01,378,378
VACAS,chagas viviendas,viviendas evaluadas,2021-06-01,118,118
VILA VILA,chagas viviendas,viviendas evaluadas,2021-06-01,187,187
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-06-01,749,749
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-06-01,294,294
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-06-01,332,332
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2021-06-01,385,385
YACUIBA,chagas viviendas,viviendas evaluadas,2021-06-01,307,307
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-06-01,326,326
YOTALA,chagas viviendas,viviendas evaluadas,2021-06-01,83,83
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2021-06-01,181,181
ACACIO,chagas viviendas,viviendas evaluadas,2021-07-01,80,80
AIQUILE,chagas viviendas,viviendas evaluadas,2021-07-01,1030,1030
ALCALA,chagas viviendas,viviendas evaluadas,2021-07-01,103,103
ANZALDO,chagas viviendas,viviendas evaluadas,2021-07-01,161,161
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2021-07-01,118,118
ARANI,chagas viviendas,viviendas evaluadas,2021-07-01,155,155
ARBIETO,chagas viviendas,viviendas evaluadas,2021-07-01,171,171
ARQUE,chagas viviendas,viviendas evaluadas,2021-07-01,652,652
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-07-01,329,329
BETANZOS,chagas viviendas,viviendas evaluadas,2021-07-01,419,419
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-07-01,352,352
CARAPARI,chagas viviendas,viviendas evaluadas,2021-07-01,374,374
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-07-01,249,249
CLIZA,chagas viviendas,viviendas evaluadas,2021-07-01,258,258
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-07-01,9,9
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-07-01,322,322
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-07-01,40,40
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-07-01,323,323
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-07-01,160,160
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-07-01,84,84
EL TORNO,chagas viviendas,viviendas evaluadas,2021-07-01,74,74
HUACARETA,chagas viviendas,viviendas evaluadas,2021-07-01,1071,1071
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2021-07-01,53,53
LA ASUNTA,chagas viviendas,viviendas evaluadas,2021-07-01,185,185
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-07-01,35,35
LURIBAY,chagas viviendas,viviendas evaluadas,2021-07-01,367,367
MIZQUE,chagas viviendas,viviendas evaluadas,2021-07-01,1407,1407
OCURI,chagas viviendas,viviendas evaluadas,2021-07-01,14,14
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-07-01,535,535
PADILLA,chagas viviendas,viviendas evaluadas,2021-07-01,171,171
POCONA,chagas viviendas,viviendas evaluadas,2021-07-01,466,466
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-07-01,63,63
POROMA,chagas viviendas,viviendas evaluadas,2021-07-01,219,219
PRESTO,chagas viviendas,viviendas evaluadas,2021-07-01,330,330
PUNATA,chagas viviendas,viviendas evaluadas,2021-07-01,306,306
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-07-01,1034,1034
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-07-01,498,498
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-07-01,193,193
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2021-07-01,447,447
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-07-01,90,90
SICAYA,chagas viviendas,viviendas evaluadas,2021-07-01,77,77
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-07-01,321,321
SUCRE,chagas viviendas,viviendas evaluadas,2021-07-01,395,395
TACACHI,chagas viviendas,viviendas evaluadas,2021-07-01,258,258
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-07-01,95,95
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-07-01,363,363
TAPACARI,chagas viviendas,viviendas evaluadas,2021-07-01,235,235
