municipality,group,variable,month,Viviendas Roceadas,TOTAL
ARBIETO,chagas viviendas,viviendas roceadas,2021-03-01,8,8
ARQUE,chagas viviendas,viviendas roceadas,2021-03-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-03-01,9,9
BETANZOS,chagas viviendas,viviendas roceadas,2021-03-01,189,189
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2021-03-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2021-03-01,20,20
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-03-01,13,13
COTAGAITA,chagas viviendas,viviendas roceadas,2021-03-01,3,3
EL TORNO,chagas viviendas,viviendas roceadas,2021-03-01,11,11
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-03-01,14,14
HUACARETA,chagas viviendas,viviendas roceadas,2021-03-01,3,3
ICLA,chagas viviendas,viviendas roceadas,2021-03-01,6,6
INCAHUASI,chagas viviendas,viviendas roceadas,2021-03-01,18,18
LURIBAY,chagas viviendas,viviendas roceadas,2021-03-01,12,12
MIZQUE,chagas viviendas,viviendas roceadas,2021-03-01,192,192
OMEREQUE,chagas viviendas,viviendas roceadas,2021-03-01,3,3
PASORAPA,chagas viviendas,viviendas roceadas,2021-03-01,6,6
POROMA,chagas viviendas,viviendas roceadas,2021-03-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2021-03-01,7,7
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-03-01,9,9
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2021-03-01,7,7
SACABA,chagas viviendas,viviendas roceadas,2021-03-01,6,6
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-03-01,5,5
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-03-01,14,14
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-03-01,30,30
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-03-01,20,20
TAPACARI,chagas viviendas,viviendas roceadas,2021-03-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2021-03-01,15,15
TOMAVE,chagas viviendas,viviendas roceadas,2021-03-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2021-03-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2021-03-01,1,1
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-03-01,1,1
VINTO,chagas viviendas,viviendas roceadas,2021-03-01,2,2
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-03-01,65,65
YOTALA,chagas viviendas,viviendas roceadas,2021-03-01,6,6
YUNCHARA,chagas viviendas,viviendas roceadas,2021-03-01,6,6
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2021-03-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2021-04-01,74,74
ANZALDO,chagas viviendas,viviendas roceadas,2021-04-01,38,38
ARAMPAMPA,chagas viviendas,viviendas roceadas,2021-04-01,1,1
ARANI,chagas viviendas,viviendas roceadas,2021-04-01,12,12
ARBIETO,chagas viviendas,viviendas roceadas,2021-04-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-04-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2021-04-01,110,110
BOYUIBE,chagas viviendas,viviendas roceadas,2021-04-01,7,7
CAMARGO,chagas viviendas,viviendas roceadas,2021-04-01,18,18
CAPINOTA,chagas viviendas,viviendas roceadas,2021-04-01,10,10
CARAPARI,chagas viviendas,viviendas roceadas,2021-04-01,9,9
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-04-01,36,36
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-04-01,23,23
CUEVO,chagas viviendas,viviendas roceadas,2021-04-01,14,14
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-04-01,15,15
EL TORNO,chagas viviendas,viviendas roceadas,2021-04-01,9,9
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-04-01,5,5
HUACARETA,chagas viviendas,viviendas roceadas,2021-04-01,2,2
ICLA,chagas viviendas,viviendas roceadas,2021-04-01,8,8
INCAHUASI,chagas viviendas,viviendas roceadas,2021-04-01,132,132
LA ASUNTA,chagas viviendas,viviendas roceadas,2021-04-01,11,11
MIZQUE,chagas viviendas,viviendas roceadas,2021-04-01,129,129
PADCAYA,chagas viviendas,viviendas roceadas,2021-04-01,5,5
POROMA,chagas viviendas,viviendas roceadas,2021-04-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2021-04-01,5,5
PUNATA,chagas viviendas,viviendas roceadas,2021-04-01,4,4
SACABA,chagas viviendas,viviendas roceadas,2021-04-01,5,5
SAN BENITO,chagas viviendas,viviendas roceadas,2021-04-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-04-01,1,1
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-04-01,12,12
SAPAHAQUI,chagas viviendas,viviendas roceadas,2021-04-01,4,4
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-04-01,41,41
SUCRE,chagas viviendas,viviendas roceadas,2021-04-01,85,85
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-04-01,35,35
TAPACARI,chagas viviendas,viviendas roceadas,2021-04-01,20,20
TARATA,chagas viviendas,viviendas roceadas,2021-04-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2021-04-01,26,26
TOMINA,chagas viviendas,viviendas roceadas,2021-04-01,42,42
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-04-01,10,10
TUPIZA,chagas viviendas,viviendas roceadas,2021-04-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-04-01,2,2
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-04-01,45,45
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-04-01,4,4
VILLA SERRANO,chagas viviendas,viviendas roceadas,2021-04-01,6,6
VINTO,chagas viviendas,viviendas roceadas,2021-04-01,6,6
YACUIBA,chagas viviendas,viviendas roceadas,2021-04-01,28,28
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-04-01,28,28
YOTALA,chagas viviendas,viviendas roceadas,2021-04-01,4,4
AIQUILE,chagas viviendas,viviendas roceadas,2021-05-01,55,55
ANZALDO,chagas viviendas,viviendas roceadas,2021-05-01,10,10
ARANI,chagas viviendas,viviendas roceadas,2021-05-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2021-05-01,4,4
ARQUE,chagas viviendas,viviendas roceadas,2021-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-05-01,24,24
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2021-05-01,163,163
CKOCHAS,chagas viviendas,viviendas roceadas,2021-05-01,39,39
CLIZA,chagas viviendas,viviendas roceadas,2021-05-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-05-01,80,80
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-05-01,25,25
COTAGAITA,chagas viviendas,viviendas roceadas,2021-05-01,12,12
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2021-05-01,5,5
CUEVO,chagas viviendas,viviendas roceadas,2021-05-01,44,44
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-05-01,11,11
EL TORNO,chagas viviendas,viviendas roceadas,2021-05-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2021-05-01,20,20
LA ASUNTA,chagas viviendas,viviendas roceadas,2021-05-01,60,60
OMEREQUE,chagas viviendas,viviendas roceadas,2021-05-01,4,4
PADCAYA,chagas viviendas,viviendas roceadas,2021-05-01,1,1
PASORAPA,chagas viviendas,viviendas roceadas,2021-05-01,12,12
PUNATA,chagas viviendas,viviendas roceadas,2021-05-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2021-05-01,5,5
SAN LUCAS,chagas viviendas,viviendas roceadas,2021-05-01,69,69
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2021-05-01,4,4
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-05-01,16,16
SAPAHAQUI,chagas viviendas,viviendas roceadas,2021-05-01,20,20
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-05-01,26,26
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-05-01,63,63
TAPACARI,chagas viviendas,viviendas roceadas,2021-05-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2021-05-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2021-05-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2021-05-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-05-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2021-05-01,12,12
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-05-01,6,6
VILA VILA,chagas viviendas,viviendas roceadas,2021-05-01,12,12
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-05-01,6,6
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-05-01,1,1
VINTO,chagas viviendas,viviendas roceadas,2021-05-01,2,2
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-05-01,94,94
YOTALA,chagas viviendas,viviendas roceadas,2021-05-01,6,6
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2021-05-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2021-06-01,61,61
ANZALDO,chagas viviendas,viviendas roceadas,2021-06-01,17,17
ARAMPAMPA,chagas viviendas,viviendas roceadas,2021-06-01,3,3
ARANI,chagas viviendas,viviendas roceadas,2021-06-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2021-06-01,21,21
ARQUE,chagas viviendas,viviendas roceadas,2021-06-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-06-01,8,8
BETANZOS,chagas viviendas,viviendas roceadas,2021-06-01,10,10
CARAPARI,chagas viviendas,viviendas roceadas,2021-06-01,16,16
CLIZA,chagas viviendas,viviendas roceadas,2021-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-06-01,13,13
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2021-06-01,9,9
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-06-01,17,17
COTAGAITA,chagas viviendas,viviendas roceadas,2021-06-01,9,9
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2021-06-01,4,4
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-06-01,5,5
EL TORNO,chagas viviendas,viviendas roceadas,2021-06-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-06-01,4,4
HUACARETA,chagas viviendas,viviendas roceadas,2021-06-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2021-06-01,9,9
LA ASUNTA,chagas viviendas,viviendas roceadas,2021-06-01,179,179
OMEREQUE,chagas viviendas,viviendas roceadas,2021-06-01,36,36
POROMA,chagas viviendas,viviendas roceadas,2021-06-01,1,1
PRESTO,chagas viviendas,viviendas roceadas,2021-06-01,57,57
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-06-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2021-06-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-06-01,7,7
SAN LUCAS,chagas viviendas,viviendas roceadas,2021-06-01,34,34
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-06-01,2,2
SAPAHAQUI,chagas viviendas,viviendas roceadas,2021-06-01,2,2
SICAYA,chagas viviendas,viviendas roceadas,2021-06-01,2,2
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-06-01,94,94
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-06-01,22,22
TAPACARI,chagas viviendas,viviendas roceadas,2021-06-01,8,8
TARATA,chagas viviendas,viviendas roceadas,2021-06-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2021-06-01,6,6
TIQUIPAYA,chagas viviendas,viviendas roceadas,2021-06-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2021-06-01,17,17
TORO TORO,chagas viviendas,viviendas roceadas,2021-06-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-06-01,4,4
VILA VILA,chagas viviendas,viviendas roceadas,2021-06-01,4,4
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-06-01,10,10
VILLA SERRANO,chagas viviendas,viviendas roceadas,2021-06-01,36,36
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-06-01,200,200
VINTO,chagas viviendas,viviendas roceadas,2021-06-01,2,2
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-06-01,11,11
YOTALA,chagas viviendas,viviendas roceadas,2021-06-01,4,4
ACACIO,chagas viviendas,viviendas roceadas,2021-07-01,44,44
AIQUILE,chagas viviendas,viviendas roceadas,2021-07-01,37,37
ANZALDO,chagas viviendas,viviendas roceadas,2021-07-01,31,31
ARAMPAMPA,chagas viviendas,viviendas roceadas,2021-07-01,1,1
ARANI,chagas viviendas,viviendas roceadas,2021-07-01,11,11
ARQUE,chagas viviendas,viviendas roceadas,2021-07-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-07-01,5,5
BETANZOS,chagas viviendas,viviendas roceadas,2021-07-01,33,33
CAPINOTA,chagas viviendas,viviendas roceadas,2021-07-01,56,56
CARAPARI,chagas viviendas,viviendas roceadas,2021-07-01,25,25
CKOCHAS,chagas viviendas,viviendas roceadas,2021-07-01,183,183
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-07-01,11,11
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2021-07-01,3,3
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-07-01,7,7
COTAGAITA,chagas viviendas,viviendas roceadas,2021-07-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-07-01,5,5
HUACARETA,chagas viviendas,viviendas roceadas,2021-07-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2021-07-01,1,1
LAS CARRERAS,chagas viviendas,viviendas roceadas,2021-07-01,9,9
LURIBAY,chagas viviendas,viviendas roceadas,2021-07-01,19,19
MIZQUE,chagas viviendas,viviendas roceadas,2021-07-01,16,16
OMEREQUE,chagas viviendas,viviendas roceadas,2021-07-01,6,6
POCONA,chagas viviendas,viviendas roceadas,2021-07-01,44,44
POROMA,chagas viviendas,viviendas roceadas,2021-07-01,18,18
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-07-01,2,2
SACABA,chagas viviendas,viviendas roceadas,2021-07-01,2,2
SAN BENITO,chagas viviendas,viviendas roceadas,2021-07-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-07-01,5,5
SAN LUCAS,chagas viviendas,viviendas roceadas,2021-07-01,70,70
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2021-07-01,114,114
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-07-01,21,21
SICAYA,chagas viviendas,viviendas roceadas,2021-07-01,7,7
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-07-01,41,41
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-07-01,66,66
TAPACARI,chagas viviendas,viviendas roceadas,2021-07-01,14,14
TARIJA,chagas viviendas,viviendas roceadas,2021-07-01,6,6
TIQUIPAYA,chagas viviendas,viviendas roceadas,2021-07-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2021-07-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2021-07-01,52,52
TORO TORO,chagas viviendas,viviendas roceadas,2021-07-01,12,12
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-07-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-07-01,4,4
VILA VILA,chagas viviendas,viviendas roceadas,2021-07-01,37,37
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-07-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-07-01,88,88
VILLA SERRANO,chagas viviendas,viviendas roceadas,2021-07-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-07-01,246,246
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-07-01,42,42
YOTALA,chagas viviendas,viviendas roceadas,2021-07-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2021-07-01,27,27
ACACIO,chagas viviendas,viviendas roceadas,2021-08-01,2,2
AIQUILE,chagas viviendas,viviendas roceadas,2021-08-01,73,73
ALCALA,chagas viviendas,viviendas roceadas,2021-08-01,5,5
ANZALDO,chagas viviendas,viviendas roceadas,2021-08-01,14,14
ARANI,chagas viviendas,viviendas roceadas,2021-08-01,6,6
ARBIETO,chagas viviendas,viviendas roceadas,2021-08-01,31,31
ARQUE,chagas viviendas,viviendas roceadas,2021-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-08-01,19,19
BETANZOS,chagas viviendas,viviendas roceadas,2021-08-01,39,39
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2021-08-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2021-08-01,39,39
CKOCHAS,chagas viviendas,viviendas roceadas,2021-08-01,14,14
CLIZA,chagas viviendas,viviendas roceadas,2021-08-01,3,3
COCAPATA,chagas viviendas,viviendas roceadas,2021-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-08-01,9,9
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-08-01,11,11
COTAGAITA,chagas viviendas,viviendas roceadas,2021-08-01,8,8
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2021-08-01,3,3
CULPINA,chagas viviendas,viviendas roceadas,2021-08-01,89,89
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-08-01,21,21
EL TORNO,chagas viviendas,viviendas roceadas,2021-08-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-08-01,24,24
GUTIERREZ,chagas viviendas,viviendas roceadas,2021-08-01,443,443
HUACARETA,chagas viviendas,viviendas roceadas,2021-08-01,7,7
ICLA,chagas viviendas,viviendas roceadas,2021-08-01,13,13
LAGUNILLAS,chagas viviendas,viviendas roceadas,2021-08-01,46,46
MIZQUE,chagas viviendas,viviendas roceadas,2021-08-01,197,197
OCURI,chagas viviendas,viviendas roceadas,2021-08-01,119,119
OMEREQUE,chagas viviendas,viviendas roceadas,2021-08-01,33,33
PADCAYA,chagas viviendas,viviendas roceadas,2021-08-01,4,4
POJO (CBBA),chagas viviendas,viviendas roceadas,2021-08-01,642,642
PRESTO,chagas viviendas,viviendas roceadas,2021-08-01,27,27
PUNATA,chagas viviendas,viviendas roceadas,2021-08-01,22,22
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-08-01,18,18
SACABA,chagas viviendas,viviendas roceadas,2021-08-01,3,3
SAN BENITO,chagas viviendas,viviendas roceadas,2021-08-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-08-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2021-08-01,16,16
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-08-01,9,9
SICAYA,chagas viviendas,viviendas roceadas,2021-08-01,22,22
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-08-01,16,16
TAPACARI,chagas viviendas,viviendas roceadas,2021-08-01,9,9
TINGUIPAYA,chagas viviendas,viviendas roceadas,2021-08-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2021-08-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2021-08-01,19,19
TORO TORO,chagas viviendas,viviendas roceadas,2021-08-01,196,196
VILA VILA,chagas viviendas,viviendas roceadas,2021-08-01,39,39
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-08-01,14,14
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-08-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-08-01,282,282
VINTO,chagas viviendas,viviendas roceadas,2021-08-01,3,3
VITICHI,chagas viviendas,viviendas roceadas,2021-08-01,10,10
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-08-01,10,10
YOTALA,chagas viviendas,viviendas roceadas,2021-08-01,18,18
YUNCHARA,chagas viviendas,viviendas roceadas,2021-08-01,10,10
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2021-08-01,3,3
ACACIO,chagas viviendas,viviendas roceadas,2021-09-01,7,7
AIQUILE,chagas viviendas,viviendas roceadas,2021-09-01,77,77
ANZALDO,chagas viviendas,viviendas roceadas,2021-09-01,45,45
ARANI,chagas viviendas,viviendas roceadas,2021-09-01,4,4
ARBIETO,chagas viviendas,viviendas roceadas,2021-09-01,20,20
ARQUE,chagas viviendas,viviendas roceadas,2021-09-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-09-01,13,13
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2021-09-01,22,22
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2021-09-01,5,5
CAPINOTA,chagas viviendas,viviendas roceadas,2021-09-01,49,49
CARAPARI,chagas viviendas,viviendas roceadas,2021-09-01,9,9
CKOCHAS,chagas viviendas,viviendas roceadas,2021-09-01,44,44
CLIZA,chagas viviendas,viviendas roceadas,2021-09-01,8,8
COCAPATA,chagas viviendas,viviendas roceadas,2021-09-01,49,49
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-09-01,91,91
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-09-01,9,9
COTAGAITA,chagas viviendas,viviendas roceadas,2021-09-01,4,4
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2021-09-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2021-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-09-01,9,9
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-09-01,21,21
GUTIERREZ,chagas viviendas,viviendas roceadas,2021-09-01,301,301
HUACARETA,chagas viviendas,viviendas roceadas,2021-09-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2021-09-01,21,21
LAGUNILLAS,chagas viviendas,viviendas roceadas,2021-09-01,72,72
LAS CARRERAS,chagas viviendas,viviendas roceadas,2021-09-01,77,77
MACHARETI,chagas viviendas,viviendas roceadas,2021-09-01,167,167
MIZQUE,chagas viviendas,viviendas roceadas,2021-09-01,82,82
MOJOCOYA,chagas viviendas,viviendas roceadas,2021-09-01,50,50
OCURI,chagas viviendas,viviendas roceadas,2021-09-01,118,118
OMEREQUE,chagas viviendas,viviendas roceadas,2021-09-01,26,26
PASORAPA,chagas viviendas,viviendas roceadas,2021-09-01,13,13
POCONA,chagas viviendas,viviendas roceadas,2021-09-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2021-09-01,18,18
PRESTO,chagas viviendas,viviendas roceadas,2021-09-01,19,19
PUNATA,chagas viviendas,viviendas roceadas,2021-09-01,31,31
SAN BENITO,chagas viviendas,viviendas roceadas,2021-09-01,8,8
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2021-09-01,3,3
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-09-01,16,16
SICAYA,chagas viviendas,viviendas roceadas,2021-09-01,9,9
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-09-01,33,33
SUCRE,chagas viviendas,viviendas roceadas,2021-09-01,18,18
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-09-01,18,18
TAPACARI,chagas viviendas,viviendas roceadas,2021-09-01,3,3
TARATA,chagas viviendas,viviendas roceadas,2021-09-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2021-09-01,14,14
TIQUIPAYA,chagas viviendas,viviendas roceadas,2021-09-01,2,2
TOLATA,chagas viviendas,viviendas roceadas,2021-09-01,3,3
