municipality,group,variable,month,Nº de familias nuevas carpetizadas durante el periódo,TOTAL
BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,14,14
CAIROMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
CAJUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,32,32
CALACOTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
CALAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,16,16
CAMARGO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,13,13
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
CAMIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,50,50
CAPINOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,12,12
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
CARACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
CARANAVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,51,51
CARAPARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,18,18
CATACORA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
CHACARILLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,16,16
CHARAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,18,18
CHIMORE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,84,84
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,12,12
CHUMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
CKOCHAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
CLIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,39,39
COBIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,63,63
COCAPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,161,161
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,27,27
COLLANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
COLOMI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,58,58
COLQUENCHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
COLQUIRI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
COMANCHE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,61,61
COMBAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,9,9
CONCEPCION,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,53,53
CORIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,20,20
CORO CORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
COROICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
COTOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,61,61
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,76,76
CUEVO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,26,26
CURVA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
EL ALTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,163,163
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
EL TORNO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,227,227
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,111,111
ESCOMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,122,122
FILADELFIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,93,93
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,18,18
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,84,84
GUTIERREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
HUACARETA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,73,73
HUANUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,33,33
HUARINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
HUATAJATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
ICHOCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
INQUISIVI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,46,46
IXIAMAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,25,25
LA ASUNTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,18,18
LA GUARDIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,126,126
LA PAZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
LAJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,18,18
LLALLAGUA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,33,33
LLICA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
LORETO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,78,78
LURIBAY,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,12,12
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
MAGDALENA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,34,34
MAIRANA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,23,23
MALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,61,61
MINEROS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
MIZQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,51,51
MOCOMOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
MOJINETE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
MONTERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,39,39
MORO MORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
MOROCHATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
OKINAWA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,136,136
OMEREQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
ORURO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,408,408
PADCAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,16,16
PAILON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
PALCA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,22,22
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,35,35
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,30,30
PATACAMAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
PAZÑA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
PELECHUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
POCOATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,41,41
POOPO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
PORCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
POROMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
PORONGO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,43,43
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
POTOSI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,319,319
PRESTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
PUCARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,25,25
PUCARANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,76,76
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
PUERTO RICO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,32,32
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,84,84
PUNA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
PUNATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,19,19
QUIABAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,183,183
QUIME,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
RAVELO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
REYES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,39,39
RIBERALTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,198,198
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,24,24
SACABA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,507,507
SACABAMBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
SACACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,53,53
SAIPINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,10,10
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
SAMAIPATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
SAN ANDRES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,37,37
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
SAN BENITO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
SAN BORJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,60,60
SAN CARLOS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,33,33
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,17,17
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,49,49
SAN JULIAN,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,69,69
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,44,44
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
SAN PEDRO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,85,85
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,14,14
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,29,29
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,469,469
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,4,4
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,8,8
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,21,21
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,12,12
SHINAOTA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,49,49
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,39,39
SIPE SIPE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,159,159
SOPACHUY,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
SORATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,90,90
SUCRE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,277,277
TACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
TACACOMA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,23,23
TAPACARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,13,13
TARABUCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,25,25
TARIJA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,281,281
TEOPONTE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
TIAHUANACU,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,105,105
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,16,16
TOCO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,15,15
TOLATA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,9,9
TOLEDO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,33,33
TRIGAL,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,5,5
TRINIDAD,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,55,55
TUPIZA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,26,26
UMALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,24,24
UNCIA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,47,47
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,32,32
URUBICHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,24,24
UYUNI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,63,63
VACAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,74,74
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,11,11
VIACHA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,83,83
VILA VILA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,16,16
VILLA MONTES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,30,30
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,3,3
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,321,321
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
VILLAZON,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,259,259
VINTO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,39,39
WARNES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,236,236
YACO,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,7,7
YACUIBA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,290,290
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
YANACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,95,95
YOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,13,13
YUNCHARA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-01-01,12,12
ACHACACHI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,24,24
ACHOCALLA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,100,100
AIQUILE,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,19,19
ALALAY,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,3,3
ALCALA,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,2,2
ALTO BENI,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,10,10
ANCORAIMES,actividades del establecimiento y con la comunidad,no de familias nuevas carpetizadas durante el periodo,2023-02-01,45,45
