municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,37,37
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,43,43
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,15,15
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
CATACORA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,33,33
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,42,42
CHARAÑA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,11,11
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,18,18
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,38,38
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,841,841
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,77,77
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,31,31
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,63,63
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,19,19
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,49,49
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,14,14
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,738,738
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,41,41
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,30,30
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,22,22
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,44,44
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,15,15
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,29,29
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,11,11
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,47,47
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,101,101
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1385,1385
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,53,53
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,23,23
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,24,24
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,23,23
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,39,39
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,18,18
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,46,46
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,168,168
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,32,32
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,446,446
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,19,19
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,47,47
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,36,36
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,14,14
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,35,35
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,32,32
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,314,314
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
PUCARA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,22,22
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,11,11
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,26,26
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,66,66
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,35,35
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,48,48
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,80,80
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
REYES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,32,32
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,19,19
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,159,159
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,19,19
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,11,11
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,46,46
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,47,47
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,60,60
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,30,30
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,50,50
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,771,771
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SENA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,25,25
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,307,307
TACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,25,25
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,29,29
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,52,52
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,152,152
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,23,23
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,16,16
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,24,24
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,81,81
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
TODOS SANTOS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,5,5
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,7,7
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,17,17
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
TRIGAL,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,82,82
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,51,51
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,2,2
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,20,20
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,21,21
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,14,14
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,14,14
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,25,25
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,3,3
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,85,85
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,9,9
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,52,52
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,27,27
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,10,10
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,71,71
YACO,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,12,12
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,128,128
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,8,8
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,1,1
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,42,42
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,6,6
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,4,4
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2008-01-01,13,13
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,9,9
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,48,48
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,12,12
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,42,42
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,5,5
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,13,13
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,6,6
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,1,1
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,1,1
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,28,28
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,4,4
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,4,4
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,8,8
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,19,19
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,43,43
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,18,18
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,3,3
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,11,11
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,25,25
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,22,22
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2008-02-01,12,12
