municipality,group,variable,month,Viviendas Roceadas,TOTAL
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-04-01,6,6
POROMA,chagas viviendas,viviendas roceadas,2013-04-01,17,17
POSTRER VALLE,chagas viviendas,viviendas roceadas,2013-04-01,1,1
RAVELO,chagas viviendas,viviendas roceadas,2013-04-01,36,36
SACABA,chagas viviendas,viviendas roceadas,2013-04-01,38,38
SACABAMBA,chagas viviendas,viviendas roceadas,2013-04-01,14,14
SAIPINA,chagas viviendas,viviendas roceadas,2013-04-01,4,4
SAN JULIAN,chagas viviendas,viviendas roceadas,2013-04-01,13,13
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2013-04-01,11,11
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-04-01,258,258
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-04-01,16,16
SICAYA,chagas viviendas,viviendas roceadas,2013-04-01,6,6
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-04-01,8,8
SUCRE,chagas viviendas,viviendas roceadas,2013-04-01,124,124
TACOBAMBA,chagas viviendas,viviendas roceadas,2013-04-01,18,18
TAPACARI,chagas viviendas,viviendas roceadas,2013-04-01,21,21
TARABUCO,chagas viviendas,viviendas roceadas,2013-04-01,19,19
TARATA,chagas viviendas,viviendas roceadas,2013-04-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2013-04-01,15,15
TARVITA,chagas viviendas,viviendas roceadas,2013-04-01,2,2
TIQUIPAYA,chagas viviendas,viviendas roceadas,2013-04-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2013-04-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-04-01,5,5
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-04-01,50,50
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-04-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-04-01,25,25
VITICHI,chagas viviendas,viviendas roceadas,2013-04-01,16,16
YOTALA,chagas viviendas,viviendas roceadas,2013-04-01,42,42
YUNCHARA,chagas viviendas,viviendas roceadas,2013-04-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-04-01,8,8
ACACIO,chagas viviendas,viviendas roceadas,2013-05-01,4,4
AIQUILE,chagas viviendas,viviendas roceadas,2013-05-01,47,47
ARAMPAMPA,chagas viviendas,viviendas roceadas,2013-05-01,7,7
ARANI,chagas viviendas,viviendas roceadas,2013-05-01,10,10
ARBIETO,chagas viviendas,viviendas roceadas,2013-05-01,37,37
ARQUE,chagas viviendas,viviendas roceadas,2013-05-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2013-05-01,2,2
CABEZAS,chagas viviendas,viviendas roceadas,2013-05-01,30,30
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2013-05-01,17,17
CAPINOTA,chagas viviendas,viviendas roceadas,2013-05-01,24,24
CARAPARI,chagas viviendas,viviendas roceadas,2013-05-01,82,82
CHARAGUA,chagas viviendas,viviendas roceadas,2013-05-01,783,783
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-05-01,3,3
CLIZA,chagas viviendas,viviendas roceadas,2013-05-01,2,2
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-05-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2013-05-01,12,12
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2013-05-01,1,1
CULPINA,chagas viviendas,viviendas roceadas,2013-05-01,129,129
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-05-01,18,18
EL TORNO,chagas viviendas,viviendas roceadas,2013-05-01,21,21
EL VILLAR,chagas viviendas,viviendas roceadas,2013-05-01,256,256
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-05-01,14,14
GENERAL SAAVEDRA,chagas viviendas,viviendas roceadas,2013-05-01,6,6
ICLA,chagas viviendas,viviendas roceadas,2013-05-01,6,6
LAS CARRERAS,chagas viviendas,viviendas roceadas,2013-05-01,3,3
MACHARETI,chagas viviendas,viviendas roceadas,2013-05-01,29,29
MIZQUE,chagas viviendas,viviendas roceadas,2013-05-01,39,39
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-05-01,29,29
PADCAYA,chagas viviendas,viviendas roceadas,2013-05-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2013-05-01,16,16
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-05-01,5,5
POROMA,chagas viviendas,viviendas roceadas,2013-05-01,133,133
PRESTO,chagas viviendas,viviendas roceadas,2013-05-01,39,39
SACABA,chagas viviendas,viviendas roceadas,2013-05-01,14,14
SAIPINA,chagas viviendas,viviendas roceadas,2013-05-01,4,4
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas roceadas,2013-05-01,109,109
SAN BENITO,chagas viviendas,viviendas roceadas,2013-05-01,5,5
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-05-01,18,18
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-05-01,7,7
SAPAHAQUI,chagas viviendas,viviendas roceadas,2013-05-01,1,1
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-05-01,36,36
SUCRE,chagas viviendas,viviendas roceadas,2013-05-01,129,129
TAPACARI,chagas viviendas,viviendas roceadas,2013-05-01,2,2
TARABUCO,chagas viviendas,viviendas roceadas,2013-05-01,28,28
TARIJA,chagas viviendas,viviendas roceadas,2013-05-01,30,30
TOMINA,chagas viviendas,viviendas roceadas,2013-05-01,260,260
TORO TORO,chagas viviendas,viviendas roceadas,2013-05-01,6,6
TUPIZA,chagas viviendas,viviendas roceadas,2013-05-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-05-01,11,11
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-05-01,54,54
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-05-01,65,65
VITICHI,chagas viviendas,viviendas roceadas,2013-05-01,14,14
YOTALA,chagas viviendas,viviendas roceadas,2013-05-01,51,51
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-05-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2013-06-01,11,11
AIQUILE,chagas viviendas,viviendas roceadas,2013-06-01,17,17
ARAMPAMPA,chagas viviendas,viviendas roceadas,2013-06-01,4,4
ARANI,chagas viviendas,viviendas roceadas,2013-06-01,3,3
ARQUE,chagas viviendas,viviendas roceadas,2013-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2013-06-01,2,2
CAMARGO,chagas viviendas,viviendas roceadas,2013-06-01,70,70
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-06-01,12,12
CAPINOTA,chagas viviendas,viviendas roceadas,2013-06-01,24,24
CARAPARI,chagas viviendas,viviendas roceadas,2013-06-01,53,53
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-06-01,5,5
CKOCHAS,chagas viviendas,viviendas roceadas,2013-06-01,38,38
CLIZA,chagas viviendas,viviendas roceadas,2013-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-06-01,10,10
COTAGAITA,chagas viviendas,viviendas roceadas,2013-06-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-06-01,2,2
EL TORNO,chagas viviendas,viviendas roceadas,2013-06-01,2,2
EL VILLAR,chagas viviendas,viviendas roceadas,2013-06-01,54,54
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-06-01,92,92
GUTIERREZ,chagas viviendas,viviendas roceadas,2013-06-01,4,4
ICLA,chagas viviendas,viviendas roceadas,2013-06-01,31,31
INCAHUASI,chagas viviendas,viviendas roceadas,2013-06-01,7,7
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-06-01,11,11
LURIBAY,chagas viviendas,viviendas roceadas,2013-06-01,17,17
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-06-01,152,152
PADCAYA,chagas viviendas,viviendas roceadas,2013-06-01,6,6
PADILLA,chagas viviendas,viviendas roceadas,2013-06-01,11,11
PALCA,chagas viviendas,viviendas roceadas,2013-06-01,19,19
POCONA,chagas viviendas,viviendas roceadas,2013-06-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-06-01,12,12
POROMA,chagas viviendas,viviendas roceadas,2013-06-01,239,239
PRESTO,chagas viviendas,viviendas roceadas,2013-06-01,2,2
PUNA,chagas viviendas,viviendas roceadas,2013-06-01,24,24
SACABA,chagas viviendas,viviendas roceadas,2013-06-01,11,11
SAIPINA,chagas viviendas,viviendas roceadas,2013-06-01,130,130
SAN BENITO,chagas viviendas,viviendas roceadas,2013-06-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2013-06-01,7,7
SAN LUCAS,chagas viviendas,viviendas roceadas,2013-06-01,11,11
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2013-06-01,254,254
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-06-01,26,26
SAPAHAQUI,chagas viviendas,viviendas roceadas,2013-06-01,54,54
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-06-01,49,49
SUCRE,chagas viviendas,viviendas roceadas,2013-06-01,230,230
TACOBAMBA,chagas viviendas,viviendas roceadas,2013-06-01,18,18
TAPACARI,chagas viviendas,viviendas roceadas,2013-06-01,6,6
TARABUCO,chagas viviendas,viviendas roceadas,2013-06-01,17,17
TARIJA,chagas viviendas,viviendas roceadas,2013-06-01,27,27
TARVITA,chagas viviendas,viviendas roceadas,2013-06-01,75,75
TOMAVE,chagas viviendas,viviendas roceadas,2013-06-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2013-06-01,9,9
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2013-06-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-06-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-06-01,16,16
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-06-01,6,6
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-06-01,5,5
VILLA SERRANO,chagas viviendas,viviendas roceadas,2013-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-06-01,71,71
VINTO,chagas viviendas,viviendas roceadas,2013-06-01,6,6
VITICHI,chagas viviendas,viviendas roceadas,2013-06-01,6,6
YACUIBA,chagas viviendas,viviendas roceadas,2013-06-01,194,194
YOTALA,chagas viviendas,viviendas roceadas,2013-06-01,49,49
AIQUILE,chagas viviendas,viviendas roceadas,2013-07-01,54,54
ALCALA,chagas viviendas,viviendas roceadas,2013-07-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2013-07-01,85,85
ARANI,chagas viviendas,viviendas roceadas,2013-07-01,3,3
ARBIETO,chagas viviendas,viviendas roceadas,2013-07-01,41,41
ARQUE,chagas viviendas,viviendas roceadas,2013-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2013-07-01,2,2
CAMARGO,chagas viviendas,viviendas roceadas,2013-07-01,10,10
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-07-01,5,5
CAMIRI,chagas viviendas,viviendas roceadas,2013-07-01,55,55
CAPINOTA,chagas viviendas,viviendas roceadas,2013-07-01,31,31
CARAPARI,chagas viviendas,viviendas roceadas,2013-07-01,60,60
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-07-01,3,3
CKOCHAS,chagas viviendas,viviendas roceadas,2013-07-01,6,6
CLIZA,chagas viviendas,viviendas roceadas,2013-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-07-01,10,10
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-07-01,4,4
COTAGAITA,chagas viviendas,viviendas roceadas,2013-07-01,3,3
CULPINA,chagas viviendas,viviendas roceadas,2013-07-01,207,207
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-07-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2013-07-01,12,12
EL VILLAR,chagas viviendas,viviendas roceadas,2013-07-01,30,30
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-07-01,26,26
HUACARETA,chagas viviendas,viviendas roceadas,2013-07-01,29,29
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-07-01,7,7
LAS CARRERAS,chagas viviendas,viviendas roceadas,2013-07-01,10,10
LURIBAY,chagas viviendas,viviendas roceadas,2013-07-01,11,11
MACHARETI,chagas viviendas,viviendas roceadas,2013-07-01,6,6
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-07-01,7,7
MONTEAGUDO,chagas viviendas,viviendas roceadas,2013-07-01,10,10
OMEREQUE,chagas viviendas,viviendas roceadas,2013-07-01,6,6
PADCAYA,chagas viviendas,viviendas roceadas,2013-07-01,5,5
PADILLA,chagas viviendas,viviendas roceadas,2013-07-01,464,464
PALCA,chagas viviendas,viviendas roceadas,2013-07-01,21,21
POCONA,chagas viviendas,viviendas roceadas,2013-07-01,12,12
POJO (CBBA),chagas viviendas,viviendas roceadas,2013-07-01,2,2
POROMA,chagas viviendas,viviendas roceadas,2013-07-01,64,64
PUNA,chagas viviendas,viviendas roceadas,2013-07-01,4,4
SACABA,chagas viviendas,viviendas roceadas,2013-07-01,28,28
SAIPINA,chagas viviendas,viviendas roceadas,2013-07-01,18,18
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas roceadas,2013-07-01,130,130
SAN JULIAN,chagas viviendas,viviendas roceadas,2013-07-01,60,60
SAN LUCAS,chagas viviendas,viviendas roceadas,2013-07-01,14,14
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2013-07-01,8,8
SANTIVAÑES,chagas viviendas,viviendas roceadas,2013-07-01,41,41
SAPAHAQUI,chagas viviendas,viviendas roceadas,2013-07-01,27,27
SIPE SIPE,chagas viviendas,viviendas roceadas,2013-07-01,20,20
SOPACHUY,chagas viviendas,viviendas roceadas,2013-07-01,10,10
SUCRE,chagas viviendas,viviendas roceadas,2013-07-01,16,16
TAPACARI,chagas viviendas,viviendas roceadas,2013-07-01,9,9
TARABUCO,chagas viviendas,viviendas roceadas,2013-07-01,34,34
TARATA,chagas viviendas,viviendas roceadas,2013-07-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2013-07-01,76,76
TARVITA,chagas viviendas,viviendas roceadas,2013-07-01,5,5
TIQUIPAYA,chagas viviendas,viviendas roceadas,2013-07-01,3,3
TOMINA,chagas viviendas,viviendas roceadas,2013-07-01,34,34
TORO TORO,chagas viviendas,viviendas roceadas,2013-07-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2013-07-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2013-07-01,12,12
VALLEGRANDE,chagas viviendas,viviendas roceadas,2013-07-01,35,35
VILLA MONTES,chagas viviendas,viviendas roceadas,2013-07-01,30,30
VILLA RIVERO,chagas viviendas,viviendas roceadas,2013-07-01,11,11
VILLA SERRANO,chagas viviendas,viviendas roceadas,2013-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2013-07-01,216,216
VITICHI,chagas viviendas,viviendas roceadas,2013-07-01,4,4
YACUIBA,chagas viviendas,viviendas roceadas,2013-07-01,120,120
YAMPARAEZ,chagas viviendas,viviendas roceadas,2013-07-01,311,311
YOTALA,chagas viviendas,viviendas roceadas,2013-07-01,52,52
YUNCHARA,chagas viviendas,viviendas roceadas,2013-07-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2013-07-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2013-08-01,28,28
ALCALA,chagas viviendas,viviendas roceadas,2013-08-01,1,1
ANZALDO,chagas viviendas,viviendas roceadas,2013-08-01,85,85
ARBIETO,chagas viviendas,viviendas roceadas,2013-08-01,35,35
ARQUE,chagas viviendas,viviendas roceadas,2013-08-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2013-08-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2013-08-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2013-08-01,24,24
CARAPARI,chagas viviendas,viviendas roceadas,2013-08-01,101,101
CHAQUI,chagas viviendas,viviendas roceadas,2013-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2013-08-01,9,9
CLIZA,chagas viviendas,viviendas roceadas,2013-08-01,5,5
COCHABAMBA,chagas viviendas,viviendas roceadas,2013-08-01,37,37
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2013-08-01,3,3
COLQUECHACA,chagas viviendas,viviendas roceadas,2013-08-01,13,13
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2013-08-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2013-08-01,5,5
EL VILLAR,chagas viviendas,viviendas roceadas,2013-08-01,5,5
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2013-08-01,171,171
GUTIERREZ,chagas viviendas,viviendas roceadas,2013-08-01,535,535
HUACARETA,chagas viviendas,viviendas roceadas,2013-08-01,51,51
INCAHUASI,chagas viviendas,viviendas roceadas,2013-08-01,36,36
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2013-08-01,57,57
LURIBAY,chagas viviendas,viviendas roceadas,2013-08-01,57,57
MIZQUE,chagas viviendas,viviendas roceadas,2013-08-01,59,59
MOJOCOYA,chagas viviendas,viviendas roceadas,2013-08-01,49,49
MONTEAGUDO,chagas viviendas,viviendas roceadas,2013-08-01,17,17
MORO MORO,chagas viviendas,viviendas roceadas,2013-08-01,54,54
OMEREQUE,chagas viviendas,viviendas roceadas,2013-08-01,9,9
PADCAYA,chagas viviendas,viviendas roceadas,2013-08-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2013-08-01,13,13
POCONA,chagas viviendas,viviendas roceadas,2013-08-01,3,3
SACABA,chagas viviendas,viviendas roceadas,2013-08-01,31,31
